	att 20k		
1195.312500	-25.60	158.77	1.00
1218.750000	-25.65	158.24	1.00
1242.187500	-25.70	157.83	1.00
1265.625000	-25.72	157.53	1.00
1289.062500	-25.76	157.23	1.00
1312.500000	-25.77	156.82	1.00
1335.937500	-25.83	156.45	1.00
1359.375000	-25.82	156.53	1.00
1382.812500	-25.91	155.81	1.00
1406.250000	-25.92	155.49	1.00
1429.687500	-25.96	155.35	1.00
1453.125000	-26.01	154.96	1.00
1476.562500	-25.97	154.75	1.00
1500.000000	-26.06	154.38	1.00
1523.437500	-26.07	153.93	1.00
1546.875000	-26.12	153.69	1.00
1570.312500	-26.14	153.27	1.00
1593.750000	-26.17	153.32	1.00
1617.187500	-26.25	152.47	1.00
1640.625000	-26.27	152.45	1.00
1664.062500	-26.28	152.23	1.00
1687.500000	-26.33	151.95	1.00
1710.937500	-26.37	151.57	1.00
1734.375000	-26.34	151.24	1.00
1757.812500	-26.45	151.34	1.00
1781.250000	-26.46	151.10	1.00
1804.687500	-26.50	150.59	1.00
1828.125000	-26.51	150.30	1.00
1851.562500	-26.56	150.21	1.00
1875.000000	-26.62	149.78	1.00
1898.437500	-26.68	149.20	1.00
1921.875000	-26.70	149.04	1.00
1945.312500	-26.69	149.16	1.00
1968.750000	-26.79	148.90	1.00
1992.187500	-26.80	148.35	1.00
2015.625000	-26.86	148.26	1.00
2039.062500	-26.87	148.08	1.00
2062.500000	-26.94	147.49	1.00
2085.937500	-26.95	147.46	1.00
2109.375000	-27.01	147.30	1.00
2132.812500	-27.02	147.27	1.00
2156.250000	-27.08	147.24	1.00
2179.687500	-27.10	146.94	1.00
2203.125000	-27.12	146.59	1.00
2226.562500	-27.15	146.41	1.00
2250.000000	-27.15	145.97	1.00
2296.875000	-27.25	145.62	1.00
2343.750000	-27.36	145.23	1.00
2390.625000	-27.44	144.88	1.00
2437.500000	-27.47	144.45	1.00
2484.375000	-27.58	144.19	1.00
2531.250000	-27.64	143.69	1.00
2578.125000	-27.70	143.37	1.00
2625.000000	-27.78	142.79	1.00
2671.875000	-27.86	142.90	1.00
2718.750000	-27.89	142.57	1.00
2765.625000	-27.98	141.81	1.00
2812.500000	-28.08	141.77	1.00
2859.375000	-28.13	141.16	1.00
2906.250000	-28.20	141.22	1.00
2953.125000	-28.27	140.85	1.00
3000.000000	-28.34	140.64	1.00
3046.875000	-28.40	140.16	1.00
3093.750000	-28.47	140.04	1.00
3140.625000	-28.59	139.78	1.00
3187.500000	-28.59	139.26	1.00
3234.375000	-28.71	138.83	1.00
3281.250000	-28.72	138.74	1.00
3328.125000	-28.88	138.61	1.00
3375.000000	-28.91	138.36	1.00
3421.875000	-28.92	138.06	1.00
3468.750000	-28.99	137.77	1.00
3515.625000	-29.12	137.79	1.00
3562.500000	-29.13	137.35	1.00
3609.375000	-29.23	137.27	1.00
3656.250000	-29.25	137.03	1.00
3703.125000	-29.33	137.03	1.00
3750.000000	-29.42	136.38	1.00
3796.875000	-29.49	136.37	1.00
3843.750000	-29.55	136.11	1.00
3890.625000	-29.53	135.89	1.00
3937.500000	-29.60	135.76	1.00
3984.375000	-29.74	135.71	1.00
4031.250000	-29.78	135.14	1.00
4078.125000	-29.79	135.23	1.00
4125.000000	-29.89	135.22	1.00
4171.875000	-29.95	134.86	1.00
4218.750000	-30.04	134.36	1.00
4265.625000	-30.08	134.44	1.00
4312.500000	-30.15	134.31	1.00
4359.375000	-30.18	134.12	1.00
4406.250000	-30.24	134.01	1.00
4453.125000	-30.29	133.83	1.00
4500.000000	-30.34	134.14	1.00
4593.750000	-30.49	133.65	1.00
4687.500000	-30.60	133.13	1.00
4781.250000	-30.70	133.06	1.00
4875.000000	-30.81	132.68	1.00
4968.750000	-30.93	132.28	1.00
5062.500000	-31.10	132.33	1.00
5156.250000	-31.15	131.99	1.00
5250.000000	-31.25	131.73	1.00
5343.750000	-31.35	131.77	1.00
5437.500000	-31.46	131.20	1.00
5531.250000	-31.56	130.90	1.00
5625.000000	-31.68	130.96	1.00
5718.750000	-31.73	130.66	1.00
5812.500000	-31.87	131.02	1.00
5906.250000	-31.95	130.79	1.00
6000.000000	-32.04	130.62	1.00
6093.750000	-32.13	130.29	1.00
6187.500000	-32.21	129.91	1.00
6281.250000	-32.31	130.07	1.00
6375.000000	-32.38	129.50	1.00
6468.750000	-32.54	129.85	1.00
6562.500000	-32.60	130.00	1.00
6656.250000	-32.68	129.58	1.00
6750.000000	-32.79	129.63	1.00
6843.750000	-32.86	129.66	1.00
6937.500000	-32.95	129.38	1.00
7031.250000	-33.02	129.36	1.00
7125.000000	-33.13	129.00	1.00
7218.750000	-33.17	129.12	1.00
7312.500000	-33.30	129.07	1.00
7406.250000	-33.35	128.95	1.00
7500.000000	-33.49	129.08	1.00
7593.750000	-33.50	128.77	1.00
7687.500000	-33.60	128.92	1.00
7781.250000	-33.67	128.83	1.00
7875.000000	-33.72	128.23	1.00
7968.750000	-33.85	128.49	1.00
8062.500000	-33.89	128.61	1.00
8156.250000	-34.00	128.52	1.00
8250.000000	-34.10	128.44	1.00
8343.750000	-34.18	128.34	1.00
8437.500000	-34.23	128.19	1.00
8531.250000	-34.24	128.25	1.00
8625.000000	-34.36	128.70	1.00
8718.750000	-34.44	128.36	1.00
8812.500000	-34.55	128.33	1.00
8906.250000	-34.57	128.50	1.00
9000.000000	-34.66	128.34	1.00
9187.500000	-34.75	128.41	1.00
9375.000000	-34.93	128.25	1.00
9562.500000	-35.01	128.13	1.00
9750.000000	-35.15	128.58	0.99
9937.500000	-35.30	128.73	1.00
10125.000000	-35.42	128.12	1.00
10312.500000	-35.51	128.29	0.99
10500.000000	-35.66	128.82	1.00
10687.500000	-35.78	128.51	1.00
10875.000000	-35.89	128.26	0.99
11062.500000	-35.95	128.46	1.00
11250.000000	-36.17	128.36	0.99
11437.500000	-36.20	129.18	0.99
11625.000000	-36.34	128.53	1.00
11812.500000	-36.39	129.32	0.99
12000.000000	-36.55	129.15	0.99
12187.500000	-36.67	129.02	0.99
12375.000000	-36.71	129.02	0.99
12562.500000	-36.84	128.95	0.99
12750.000000	-36.92	129.14	0.99
12937.500000	-37.11	129.20	0.99
13125.000000	-37.13	129.74	0.99
13312.500000	-37.19	129.84	0.99
13500.000000	-37.33	130.34	0.99
13687.500000	-37.39	129.96	0.99
13875.000000	-37.54	130.38	0.99
14062.500000	-37.59	129.93	0.99
14250.000000	-37.64	131.01	0.99
14437.500000	-37.78	130.88	0.99
14625.000000	-37.80	130.71	0.99
14812.500000	-37.93	131.11	0.99
15000.000000	-38.00	131.13	0.99
15187.500000	-38.06	131.08	0.99
15375.000000	-38.12	131.29	0.99
15562.500000	-38.27	131.74	0.99
15750.000000	-38.29	131.63	0.99
15937.500000	-38.36	131.75	0.99
16125.000000	-38.44	132.32	0.99
16312.500000	-38.50	132.08	0.99
16500.000000	-38.59	132.44	0.99
16687.500000	-38.61	132.73	0.99
16875.000000	-38.71	132.68	0.99
17062.500000	-38.80	132.78	0.99
17250.000000	-38.89	132.82	0.99
17437.500000	-38.96	133.70	0.99
17625.000000	-39.00	133.56	0.99
17812.500000	-39.06	133.72	0.99
18000.000000	-39.18	133.74	0.99
18187.500000	-39.19	133.84	0.99
18375.000000	-39.22	133.89	0.99
18562.500000	-39.30	134.33	0.99
18750.000000	-39.39	134.19	0.98
18937.500000	-39.45	134.03	0.99
19125.000000	-39.49	134.38	0.99
19312.500000	-39.49	134.71	0.99
19500.000000	-39.60	134.99	0.99
19687.500000	-39.67	135.30	0.99
19875.000000	-39.67	135.83	0.99
20062.500000	-39.76	135.78	0.99
20250.000000	-39.86	135.76	0.99
20437.500000	-39.92	135.86	0.99
20625.000000	-39.94	136.20	0.99
20812.500000	-39.99	136.13	0.99
21000.000000	-40.07	135.88	0.99
21187.500000	-40.09	136.54	0.99
21375.000000	-40.09	137.11	0.99
21562.500000	-40.15	136.62	0.99
21750.000000	-40.20	136.84	0.99
21937.500000	-40.25	137.17	0.99
22125.000000	-40.33	137.18	0.99
22312.500000	-40.36	137.32	0.98
22500.000000	-40.46	137.15	0.99
22687.500000	-40.52	137.63	0.98
22875.000000	-40.55	137.87	0.98
23062.500000	-40.57	138.39	0.98
23250.000000	-40.66	138.59	0.98
23437.500000	-40.94	139.73	0.98
23625.000000	-41.78	142.83	0.98
23812.500000	-43.22	149.72	0.95
