	boost 100 Hz		
216.796875	-17.68	146.91	1.00
219.726562	-17.65	146.70	1.00
222.656250	-17.75	146.63	1.00
225.585938	-17.87	146.50	1.00
228.515625	-17.88	146.45	1.00
231.445312	-17.97	146.55	1.00
234.375000	-18.03	146.19	1.00
237.304688	-18.10	146.14	1.00
240.234375	-18.16	146.07	1.00
243.164062	-18.19	146.12	1.00
246.093750	-18.24	146.04	1.00
249.023438	-18.32	145.83	1.00
251.953125	-18.37	145.76	1.00
254.882812	-18.45	145.64	1.00
257.812500	-18.49	145.49	1.00
260.742188	-18.51	145.76	1.00
263.671875	-18.57	145.95	1.00
266.601562	-18.64	145.82	1.00
269.531250	-18.69	145.59	1.00
272.460938	-18.75	145.63	1.00
275.390625	-18.80	145.44	1.00
278.320312	-18.90	145.75	1.00
281.250000	-18.90	145.54	1.00
287.109375	-19.00	145.83	1.00
292.968750	-19.13	145.57	1.00
298.828125	-19.27	145.55	1.00
304.687500	-19.35	145.32	1.00
310.546875	-19.44	145.59	1.00
316.406250	-19.52	145.18	1.00
322.265625	-19.58	145.82	1.00
328.125000	-19.50	145.56	1.00
333.984375	-19.80	146.19	1.00
339.843750	-19.87	145.82	1.00
345.703125	-20.00	145.67	1.00
351.562500	-20.01	145.79	1.00
357.421875	-20.08	146.05	1.00
363.281250	-20.18	146.23	1.00
369.140625	-20.28	146.08	1.00
375.000000	-20.27	146.23	1.00
380.859375	-20.38	146.45	1.00
386.718750	-20.49	146.44	1.00
392.578125	-20.51	146.46	1.00
398.437500	-20.59	146.85	1.00
404.296875	-20.68	146.09	1.00
410.156250	-20.68	146.92	1.00
416.015625	-20.83	147.18	1.00
421.875000	-20.87	147.89	1.00
427.734375	-20.88	146.97	1.00
433.593750	-21.01	147.13	1.00
439.453125	-21.03	147.59	1.00
445.312500	-21.00	147.53	1.00
451.171875	-21.18	147.83	1.00
457.031250	-21.22	147.98	1.00
462.890625	-21.30	148.10	1.00
468.750000	-21.33	148.23	1.00
474.609375	-21.37	148.25	1.00
480.468750	-21.31	148.44	1.00
486.328125	-21.36	148.51	1.00
492.187500	-21.49	149.08	1.00
498.046875	-21.52	149.10	1.00
503.906250	-21.62	148.82	1.00
509.765625	-21.67	148.78	1.00
515.625000	-21.73	149.37	1.00
521.484375	-21.75	149.29	1.00
527.343750	-21.79	149.69	1.00
533.203125	-21.79	149.93	1.00
539.062500	-21.92	149.89	1.00
544.921875	-21.94	150.02	1.00
550.781250	-22.00	150.23	1.00
556.640625	-22.02	150.48	1.00
562.500000	-22.10	150.63	1.00
574.218750	-22.14	151.22	1.00
585.937500	-22.15	151.03	1.00
597.656250	-22.36	151.30	1.00
609.375000	-22.30	151.86	1.00
621.093750	-22.40	152.07	1.00
632.812500	-22.45	152.36	1.00
644.531250	-22.55	152.58	1.00
656.250000	-22.67	152.98	1.00
667.968750	-22.62	153.07	1.00
679.687500	-22.72	153.49	1.00
691.406250	-22.72	153.20	1.00
703.125000	-22.76	154.01	1.00
714.843750	-22.84	154.51	1.00
726.562500	-22.86	154.29	1.00
738.281250	-22.93	154.83	1.00
750.000000	-22.93	155.03	1.00
761.718750	-22.93	156.13	1.00
773.437500	-23.15	155.40	1.00
785.156250	-23.12	155.77	1.00
796.875000	-23.11	156.21	1.00
808.593750	-23.25	156.19	1.00
820.312500	-23.15	156.50	1.00
832.031250	-23.28	156.87	1.00
843.750000	-23.18	157.47	1.00
855.468750	-23.36	156.60	1.00
867.187500	-23.33	157.88	1.00
878.906250	-23.39	157.48	1.00
890.625000	-23.42	157.83	1.00
902.343750	-23.45	157.76	1.00
914.062500	-23.44	158.24	1.00
925.781250	-23.39	158.26	1.00
937.500000	-23.56	158.49	1.00
949.218750	-23.53	158.54	1.00
960.937500	-23.59	159.26	1.00
972.656250	-23.63	159.51	1.00
984.375000	-23.62	159.07	1.00
996.093750	-23.63	159.75	1.00
1007.812500	-23.63	159.74	1.00
1019.531250	-23.66	159.91	1.00
1031.250000	-23.73	160.26	1.00
1042.968750	-23.71	160.34	1.00
1054.687500	-23.77	160.74	1.00
1066.406250	-23.73	160.67	1.00
1078.125000	-23.73	160.88	1.00
1089.843750	-23.78	161.13	1.00
1101.562500	-23.85	161.19	1.00
1113.281250	-23.81	161.64	1.00
1125.000000	-23.83	161.73	1.00
1148.437500	-23.89	161.54	1.00
1171.875000	-23.97	162.03	1.00
1195.312500	-23.97	161.13	1.00
1218.750000	-23.81	162.92	1.00
1242.187500	-23.97	162.74	1.00
1265.625000	-24.02	163.75	1.00
1289.062500	-24.04	163.95	1.00
1312.500000	-24.24	163.24	1.00
1335.937500	-23.93	164.15	1.00
1359.375000	-24.12	163.45	1.00
1382.812500	-24.11	164.70	1.00
1406.250000	-24.12	165.74	1.00
1429.687500	-24.08	165.68	1.00
1453.125000	-24.17	165.39	1.00
1476.562500	-24.15	165.70	1.00
1500.000000	-24.27	165.93	1.00
1523.437500	-24.37	166.43	1.00
1546.875000	-24.28	165.82	1.00
1570.312500	-24.30	165.54	1.00
1593.750000	-24.15	166.08	1.00
1617.187500	-24.29	167.49	1.00
1640.625000	-24.13	166.25	1.00
1664.062500	-24.23	167.36	1.00
1687.500000	-24.32	167.01	1.00
1710.937500	-24.31	167.45	1.00
1734.375000	-24.30	166.77	1.00
1757.812500	-24.27	167.81	1.00
1781.250000	-24.41	168.19	1.00
1804.687500	-24.38	167.85	1.00
1828.125000	-24.33	167.96	1.00
1851.562500	-24.50	168.18	1.00
1875.000000	-24.40	168.55	1.00
1898.437500	-24.41	168.78	1.00
1921.875000	-24.40	168.42	1.00
1945.312500	-24.38	168.87	1.00
1968.750000	-24.48	168.94	1.00
1992.187500	-24.37	169.59	1.00
2015.625000	-24.39	169.60	1.00
2039.062500	-24.48	169.28	1.00
2062.500000	-24.45	169.69	1.00
2085.937500	-24.49	169.57	1.00
2109.375000	-24.43	169.49	1.00
2132.812500	-24.46	169.23	1.00
2156.250000	-24.46	170.37	1.00
2179.687500	-24.45	170.44	1.00
2203.125000	-24.37	170.26	1.00
2226.562500	-24.42	170.38	1.00
2250.000000	-24.48	170.75	1.00
2296.875000	-24.53	170.78	1.00
2343.750000	-24.45	170.63	1.00
2390.625000	-24.53	170.89	1.00
2437.500000	-24.60	171.29	1.00
2484.375000	-24.50	171.85	1.00
2531.250000	-24.53	171.55	1.00
2578.125000	-24.65	171.11	1.00
2625.000000	-24.49	172.17	1.00
2671.875000	-24.57	171.61	1.00
2718.750000	-24.57	172.09	1.00
2765.625000	-24.58	172.36	1.00
2812.500000	-24.56	172.28	1.00
2859.375000	-24.49	172.67	1.00
2906.250000	-24.52	173.39	1.00
2953.125000	-24.55	172.77	1.00
3000.000000	-24.60	172.96	1.00
3046.875000	-24.64	173.30	1.00
3093.750000	-24.51	173.39	1.00
3140.625000	-24.56	172.65	1.00
3187.500000	-24.56	172.86	1.00
3234.375000	-24.62	173.84	1.00
3281.250000	-24.63	173.39	1.00
3328.125000	-24.52	173.62	1.00
3375.000000	-24.66	175.08	1.00
3421.875000	-24.59	174.06	1.00
3468.750000	-24.67	173.42	1.00
3515.625000	-24.62	174.34	1.00
3562.500000	-24.65	174.60	1.00
3609.375000	-24.61	173.91	1.00
3656.250000	-24.62	174.29	1.00
3703.125000	-24.61	174.61	1.00
3750.000000	-24.57	174.52	1.00
3796.875000	-24.68	174.91	1.00
3843.750000	-24.63	174.81	1.00
3890.625000	-24.60	175.06	1.00
3937.500000	-24.55	174.90	1.00
3984.375000	-24.62	175.47	1.00
4031.250000	-24.59	175.42	1.00
4078.125000	-24.57	175.57	1.00
4125.000000	-24.61	175.47	1.00
4171.875000	-24.58	175.34	1.00
4218.750000	-24.59	175.66	1.00
4265.625000	-24.69	175.11	1.00
4312.500000	-24.60	175.37	1.00
4359.375000	-24.62	175.56	1.00
4406.250000	-24.60	175.68	1.00
4453.125000	-24.63	175.93	1.00
4500.000000	-24.59	175.77	1.00
4593.750000	-24.57	175.92	1.00
4687.500000	-24.60	175.67	1.00
4781.250000	-24.58	176.21	1.00
4875.000000	-24.60	176.35	1.00
4968.750000	-24.63	176.19	1.00
5062.500000	-24.62	176.22	1.00
5156.250000	-24.57	176.58	1.00
5250.000000	-24.57	176.51	1.00
5343.750000	-24.56	176.82	1.00
5437.500000	-24.60	176.72	1.00
5531.250000	-24.60	176.86	1.00
5625.000000	-24.57	176.96	1.00
5718.750000	-24.59	176.91	1.00
5812.500000	-24.59	176.95	1.00
5906.250000	-24.56	177.04	1.00
6000.000000	-24.58	177.31	1.00
6093.750000	-24.56	177.09	1.00
6187.500000	-24.53	177.10	1.00
6281.250000	-24.53	177.64	1.00
6375.000000	-24.58	177.59	1.00
6468.750000	-24.56	177.41	1.00
6562.500000	-24.53	177.59	1.00
6656.250000	-24.55	177.26	1.00
6750.000000	-24.52	177.79	1.00
6843.750000	-24.57	177.59	1.00
6937.500000	-24.52	177.94	1.00
7031.250000	-24.54	177.97	1.00
7125.000000	-24.54	177.84	1.00
7218.750000	-24.52	177.86	1.00
7312.500000	-24.54	177.86	1.00
7406.250000	-24.56	178.01	1.00
7500.000000	-24.55	178.30	1.00
7593.750000	-24.51	178.14	1.00
7687.500000	-24.46	177.84	1.00
7781.250000	-24.50	178.13	1.00
7875.000000	-24.50	178.11	1.00
7968.750000	-24.51	178.14	1.00
8062.500000	-24.51	178.06	1.00
8156.250000	-24.50	178.45	1.00
8250.000000	-24.49	178.28	1.00
8343.750000	-24.48	178.34	1.00
8437.500000	-24.51	178.28	1.00
8531.250000	-24.47	178.56	1.00
8625.000000	-24.47	178.44	1.00
8718.750000	-24.49	178.58	1.00
8812.500000	-24.47	178.43	1.00
8906.250000	-24.47	178.52	1.00
9000.000000	-24.46	178.15	1.00
9187.500000	-24.49	178.46	1.00
9375.000000	-24.42	178.62	1.00
9562.500000	-24.44	178.44	1.00
9750.000000	-24.41	178.64	1.00
9937.500000	-24.42	178.60	1.00
10125.000000	-24.46	178.41	1.00
10312.500000	-24.40	178.62	1.00
10500.000000	-24.42	178.85	1.00
10687.500000	-24.39	178.62	1.00
10875.000000	-24.39	178.59	1.00
11062.500000	-24.36	178.71	1.00
11250.000000	-24.37	178.84	1.00
11437.500000	-24.36	178.72	1.00
11625.000000	-24.35	178.75	1.00
11812.500000	-24.36	178.75	1.00
12000.000000	-24.33	178.77	1.00
12187.500000	-24.33	178.87	1.00
12375.000000	-24.34	178.76	1.00
12562.500000	-24.31	178.76	1.00
12750.000000	-24.29	178.50	1.00
12937.500000	-24.30	178.85	1.00
13125.000000	-24.32	178.59	1.00
13312.500000	-24.29	178.73	1.00
13500.000000	-24.29	178.71	1.00
13687.500000	-24.23	178.70	1.00
13875.000000	-24.26	178.59	1.00
14062.500000	-24.25	178.57	1.00
14250.000000	-24.27	178.38	1.00
14437.500000	-24.24	178.78	1.00
14625.000000	-24.24	178.62	1.00
14812.500000	-24.25	178.48	1.00
15000.000000	-24.23	178.53	1.00
15187.500000	-24.22	178.47	1.00
15375.000000	-24.23	178.28	1.00
15562.500000	-24.23	178.51	1.00
15750.000000	-24.21	178.44	1.00
15937.500000	-24.19	178.37	1.00
16125.000000	-24.18	178.32	1.00
16312.500000	-24.16	178.35	1.00
16500.000000	-24.18	178.15	1.00
16687.500000	-24.18	178.20	1.00
16875.000000	-24.16	178.13	1.00
17062.500000	-24.18	178.27	1.00
17250.000000	-24.15	178.20	1.00
17437.500000	-24.15	178.09	1.00
17625.000000	-24.13	177.97	1.00
17812.500000	-24.14	178.08	1.00
18000.000000	-24.15	178.07	1.00
18187.500000	-24.12	177.95	1.00
18375.000000	-24.13	178.00	1.00
18562.500000	-24.12	177.97	1.00
18750.000000	-24.12	177.84	1.00
18937.500000	-24.12	177.82	1.00
19125.000000	-24.10	177.83	1.00
19312.500000	-24.09	177.71	1.00
19500.000000	-24.10	177.57	1.00
19687.500000	-24.09	177.63	1.00
19875.000000	-24.06	177.58	1.00
20062.500000	-24.08	177.67	1.00
20250.000000	-24.10	177.49	1.00
20437.500000	-24.10	177.46	1.00
20625.000000	-24.08	177.34	1.00
20812.500000	-24.07	177.27	1.00
21000.000000	-24.07	177.33	1.00
21187.500000	-24.08	177.34	1.00
21375.000000	-24.07	177.33	1.00
21562.500000	-24.07	177.25	1.00
21750.000000	-24.05	177.05	1.00
21937.500000	-24.06	177.12	1.00
22125.000000	-24.08	177.02	1.00
22312.500000	-24.07	176.99	1.00
22500.000000	-24.06	176.88	1.00
22687.500000	-24.05	176.90	1.00
22875.000000	-24.04	176.91	1.00
23062.500000	-24.05	176.84	1.00
23250.000000	-24.07	176.85	1.00
23437.500000	-24.05	176.85	1.00
23625.000000	-24.06	177.21	1.00
23812.500000	-24.09	177.88	1.00
