	puk 30 Hz		
125.976562	-26.86	138.50	1.00
127.441406	-26.87	138.56	1.00
128.906250	-26.95	139.01	1.00
130.371094	-27.00	139.11	1.00
131.835938	-27.09	139.18	1.00
133.300781	-27.18	139.64	1.00
134.765625	-27.22	139.76	1.00
136.230469	-27.29	139.93	1.00
137.695312	-27.42	140.05	1.00
139.160156	-27.51	140.10	1.00
140.625000	-27.57	140.52	1.00
143.554688	-27.68	141.14	1.00
146.484375	-27.79	140.90	1.00
149.414062	-28.02	142.10	1.00
152.343750	-28.02	142.15	1.00
155.273438	-28.28	142.72	1.00
158.203125	-28.28	142.86	1.00
161.132812	-28.49	143.78	1.00
164.062500	-28.57	143.77	1.00
166.992188	-28.72	144.85	1.00
169.921875	-28.72	145.21	1.00
172.851562	-28.91	145.76	1.00
175.781250	-28.99	146.80	1.00
178.710938	-29.07	146.06	1.00
181.640625	-29.16	146.65	1.00
184.570312	-29.32	147.74	1.00
187.500000	-29.30	148.30	1.00
190.429688	-29.45	148.75	1.00
193.359375	-29.58	148.79	1.00
196.289062	-29.54	150.11	1.00
199.218750	-29.73	151.02	1.00
202.148438	-29.71	151.21	1.00
205.078125	-29.96	151.96	1.00
208.007812	-29.90	151.87	1.00
210.937500	-29.93	152.63	1.00
213.867188	-29.99	152.89	1.00
216.796875	-30.17	154.58	1.00
219.726562	-30.19	154.46	1.00
222.656250	-30.17	154.72	1.00
225.585938	-30.23	155.87	1.00
228.515625	-30.35	156.06	1.00
231.445312	-30.41	156.79	1.00
234.375000	-30.51	157.28	1.00
237.304688	-30.55	158.21	1.00
240.234375	-30.59	159.55	1.00
243.164062	-30.67	159.44	1.00
246.093750	-30.57	159.61	1.00
249.023438	-30.62	160.98	1.00
251.953125	-30.69	160.84	1.00
254.882812	-30.72	161.57	1.00
257.812500	-30.77	161.99	1.00
260.742188	-30.90	162.00	1.00
263.671875	-30.81	162.92	1.00
266.601562	-30.85	163.45	1.00
269.531250	-30.82	164.85	1.00
272.460938	-30.86	164.94	1.00
275.390625	-30.82	165.88	1.00
278.320312	-30.85	166.19	1.00
281.250000	-30.90	167.10	1.00
287.109375	-30.97	167.35	1.00
292.968750	-31.03	167.43	1.00
298.828125	-31.19	169.59	1.00
304.687500	-31.11	170.15	1.00
310.546875	-31.18	171.17	1.00
316.406250	-31.14	172.95	1.00
322.265625	-31.11	172.53	1.00
328.125000	-31.17	174.97	1.00
333.984375	-31.15	174.57	1.00
339.843750	-31.18	176.03	1.00
345.703125	-31.15	177.48	1.00
351.562500	-31.18	177.02	1.00
357.421875	-31.37	178.49	1.00
363.281250	-31.06	179.24	1.00
369.140625	-31.20	179.88	1.00
375.000000	-31.14	-179.64	1.00
380.859375	-30.89	-178.23	1.00
386.718750	-30.89	-176.67	1.00
392.578125	-30.90	-174.53	1.00
398.437500	-30.98	-176.68	1.00
404.296875	-30.81	-175.57	1.00
410.156250	-30.75	-174.72	1.00
416.015625	-30.75	-174.20	1.00
421.875000	-30.73	-173.98	1.00
427.734375	-30.76	-173.61	1.00
433.593750	-30.73	-173.25	1.00
439.453125	-30.56	-172.42	1.00
445.312500	-30.64	-171.82	1.00
451.171875	-30.60	-171.17	1.00
457.031250	-30.54	-170.98	1.00
462.890625	-30.50	-170.13	1.00
468.750000	-30.47	-170.28	1.00
474.609375	-30.44	-169.63	1.00
480.468750	-30.43	-170.15	1.00
486.328125	-30.33	-168.35	1.00
492.187500	-30.23	-168.90	1.00
498.046875	-30.16	-167.27	1.00
503.906250	-30.13	-167.38	1.00
509.765625	-30.16	-167.38	1.00
515.625000	-30.07	-166.46	1.00
521.484375	-30.04	-165.55	1.00
527.343750	-30.03	-165.57	1.00
533.203125	-29.97	-164.73	1.00
539.062500	-29.76	-164.46	1.00
544.921875	-29.86	-164.24	1.00
550.781250	-29.82	-164.22	1.00
556.640625	-29.85	-164.02	1.00
562.500000	-29.59	-163.74	1.00
574.218750	-29.54	-162.72	1.00
585.937500	-29.32	-162.37	1.00
597.656250	-29.36	-161.73	1.00
609.375000	-29.34	-162.13	1.00
621.093750	-29.22	-160.91	1.00
632.812500	-29.09	-160.78	1.00
644.531250	-29.04	-160.75	1.00
656.250000	-28.96	-160.04	1.00
667.968750	-28.81	-159.88	1.00
679.687500	-28.80	-158.90	1.00
691.406250	-28.57	-159.22	1.00
703.125000	-28.49	-160.14	1.00
714.843750	-28.56	-159.52	1.00
726.562500	-28.42	-159.06	1.00
738.281250	-28.33	-159.22	1.00
750.000000	-28.25	-158.06	1.00
761.718750	-28.14	-158.47	1.00
773.437500	-28.16	-158.77	1.00
785.156250	-28.04	-157.25	1.00
796.875000	-28.01	-158.31	1.00
808.593750	-27.89	-157.69	1.00
820.312500	-27.82	-157.32	1.00
832.031250	-27.70	-157.34	1.00
843.750000	-27.73	-157.50	1.00
855.468750	-27.60	-157.14	1.00
867.187500	-27.51	-157.86	1.00
878.906250	-27.41	-157.16	1.00
890.625000	-27.40	-157.17	1.00
902.343750	-27.42	-156.61	1.00
914.062500	-27.26	-156.86	1.00
925.781250	-27.17	-156.40	1.00
937.500000	-27.14	-157.45	1.00
949.218750	-27.08	-156.44	1.00
960.937500	-27.07	-157.10	1.00
972.656250	-27.01	-156.76	1.00
984.375000	-26.95	-157.17	1.00
996.093750	-26.84	-157.09	1.00
1007.812500	-26.89	-156.67	1.00
1019.531250	-26.77	-157.15	1.00
1031.250000	-26.73	-156.87	1.00
1042.968750	-26.64	-156.93	1.00
1054.687500	-26.60	-156.92	1.00
1066.406250	-26.61	-156.93	1.00
1078.125000	-26.54	-156.88	1.00
1089.843750	-26.46	-156.97	1.00
1101.562500	-26.45	-157.06	1.00
1113.281250	-26.36	-157.33	1.00
1125.000000	-26.40	-157.29	1.00
1148.437500	-26.31	-156.92	1.00
1171.875000	-26.20	-157.66	1.00
1195.312500	-26.05	-157.40	1.00
1218.750000	-25.98	-157.83	1.00
1242.187500	-26.00	-157.54	1.00
1265.625000	-25.87	-158.32	1.00
1289.062500	-25.75	-157.57	1.00
1312.500000	-25.74	-158.50	1.00
1335.937500	-25.71	-157.87	1.00
1359.375000	-25.65	-159.06	1.00
1382.812500	-25.55	-158.73	1.00
1406.250000	-25.48	-159.02	1.00
1429.687500	-25.37	-159.32	1.00
1453.125000	-25.36	-159.66	1.00
1476.562500	-25.36	-159.71	1.00
1500.000000	-25.23	-159.16	1.00
1523.437500	-25.23	-159.87	1.00
1546.875000	-25.18	-159.67	1.00
1570.312500	-25.16	-159.71	1.00
1593.750000	-25.02	-160.39	1.00
1617.187500	-25.01	-159.44	1.00
1640.625000	-25.05	-160.15	1.00
1664.062500	-24.93	-160.81	1.00
1687.500000	-24.91	-160.77	1.00
1710.937500	-24.93	-160.70	1.00
1734.375000	-24.91	-160.49	1.00
1757.812500	-24.81	-161.18	1.00
1781.250000	-24.75	-162.00	1.00
1804.687500	-24.74	-161.35	1.00
1828.125000	-24.72	-161.91	1.00
1851.562500	-24.66	-162.15	1.00
1875.000000	-24.66	-161.73	1.00
1898.437500	-24.61	-161.78	1.00
1921.875000	-24.57	-161.95	1.00
1945.312500	-24.57	-162.61	1.00
1968.750000	-24.52	-162.67	1.00
1992.187500	-24.47	-162.50	1.00
2015.625000	-24.47	-162.67	1.00
2039.062500	-24.48	-162.98	1.00
2062.500000	-24.38	-162.74	1.00
2085.937500	-24.40	-163.12	1.00
2109.375000	-24.36	-163.22	1.00
2132.812500	-24.36	-163.65	1.00
2156.250000	-24.36	-164.07	1.00
2179.687500	-24.31	-164.01	1.00
2203.125000	-24.29	-163.97	1.00
2226.562500	-24.28	-164.25	1.00
2250.000000	-24.27	-164.39	1.00
2296.875000	-24.23	-164.17	1.00
2343.750000	-24.20	-164.72	1.00
2390.625000	-24.13	-165.00	1.00
2437.500000	-24.13	-165.27	1.00
2484.375000	-24.09	-165.46	1.00
2531.250000	-24.04	-165.69	1.00
2578.125000	-24.05	-165.84	1.00
2625.000000	-23.99	-166.28	1.00
2671.875000	-24.01	-166.34	1.00
2718.750000	-23.95	-166.61	1.00
2765.625000	-23.96	-166.62	1.00
2812.500000	-23.93	-167.19	1.00
2859.375000	-23.85	-167.17	1.00
2906.250000	-23.90	-167.32	1.00
2953.125000	-23.84	-167.58	1.00
3000.000000	-23.85	-167.85	1.00
3046.875000	-23.81	-168.03	1.00
3093.750000	-23.77	-167.95	1.00
3140.625000	-23.77	-168.30	1.00
3187.500000	-23.78	-168.30	1.00
3234.375000	-23.75	-168.49	1.00
3281.250000	-23.73	-168.76	1.00
3328.125000	-23.71	-168.74	1.00
3375.000000	-23.72	-169.15	1.00
3421.875000	-23.69	-169.11	1.00
3468.750000	-23.67	-169.50	1.00
3515.625000	-23.68	-169.60	1.00
3562.500000	-23.65	-169.82	1.00
3609.375000	-23.65	-169.83	1.00
3656.250000	-23.60	-170.00	1.00
3703.125000	-23.68	-170.07	1.00
3750.000000	-23.60	-170.46	1.00
3796.875000	-23.58	-170.49	1.00
3843.750000	-23.59	-170.42	1.00
3890.625000	-23.59	-170.55	1.00
3937.500000	-23.60	-170.59	1.00
3984.375000	-23.57	-170.73	1.00
4031.250000	-23.56	-170.96	1.00
4078.125000	-23.60	-171.13	1.00
4125.000000	-23.56	-171.19	1.00
4171.875000	-23.55	-171.28	1.00
4218.750000	-23.55	-171.16	1.00
4265.625000	-23.52	-171.40	1.00
4312.500000	-23.50	-171.63	1.00
4359.375000	-23.51	-171.76	1.00
4406.250000	-23.51	-171.92	1.00
4453.125000	-23.51	-171.96	1.00
4500.000000	-23.51	-172.20	1.00
4593.750000	-23.47	-172.27	1.00
4687.500000	-23.48	-172.52	1.00
4781.250000	-23.48	-172.65	1.00
4875.000000	-23.46	-172.83	1.00
4968.750000	-23.44	-172.98	1.00
5062.500000	-23.43	-173.27	1.00
5156.250000	-23.46	-173.39	1.00
5250.000000	-23.41	-173.56	1.00
5343.750000	-23.43	-173.70	1.00
5437.500000	-23.41	-173.91	1.00
5531.250000	-23.39	-173.97	1.00
5625.000000	-23.40	-174.10	1.00
5718.750000	-23.39	-174.28	1.00
5812.500000	-23.38	-174.44	1.00
5906.250000	-23.39	-174.65	1.00
6000.000000	-23.38	-174.75	1.00
6093.750000	-23.36	-174.82	1.00
6187.500000	-23.38	-174.89	1.00
6281.250000	-23.38	-175.11	1.00
6375.000000	-23.35	-175.18	1.00
6468.750000	-23.34	-175.33	1.00
6562.500000	-23.35	-175.35	1.00
6656.250000	-23.34	-175.53	1.00
6750.000000	-23.33	-175.66	1.00
6843.750000	-23.33	-175.69	1.00
6937.500000	-23.35	-175.90	1.00
7031.250000	-23.34	-175.93	1.00
7125.000000	-23.32	-176.07	1.00
7218.750000	-23.33	-176.08	1.00
7312.500000	-23.34	-176.24	1.00
7406.250000	-23.35	-176.41	1.00
7500.000000	-23.33	-176.47	1.00
7593.750000	-23.32	-176.63	1.00
7687.500000	-23.32	-176.73	1.00
7781.250000	-23.32	-176.75	1.00
7875.000000	-23.31	-176.80	1.00
7968.750000	-23.33	-176.94	1.00
8062.500000	-23.31	-177.08	1.00
8156.250000	-23.31	-177.04	1.00
8250.000000	-23.31	-177.08	1.00
8343.750000	-23.31	-177.06	1.00
8437.500000	-23.31	-177.30	1.00
8531.250000	-23.32	-177.32	1.00
8625.000000	-23.31	-177.46	1.00
8718.750000	-23.29	-177.50	1.00
8812.500000	-23.28	-177.69	1.00
8906.250000	-23.29	-177.69	1.00
9000.000000	-23.30	-177.73	1.00
9187.500000	-23.29	-177.86	1.00
9375.000000	-23.29	-178.17	1.00
9562.500000	-23.29	-178.01	1.00
9750.000000	-23.29	-178.39	1.00
9937.500000	-23.29	-178.36	1.00
10125.000000	-23.28	-178.58	1.00
10312.500000	-23.28	-178.70	1.00
10500.000000	-23.29	-178.76	1.00
10687.500000	-23.29	-178.94	1.00
10875.000000	-23.28	-179.00	1.00
11062.500000	-23.28	-179.09	1.00
11250.000000	-23.28	-179.28	1.00
11437.500000	-23.28	-179.43	1.00
11625.000000	-23.28	-179.56	1.00
11812.500000	-23.29	-179.53	1.00
12000.000000	-23.28	-179.67	1.00
12187.500000	-23.28	-179.82	1.00
12375.000000	-23.28	-179.91	1.00
12562.500000	-23.29	179.99	1.00
12750.000000	-23.28	179.86	1.00
12937.500000	-23.27	179.82	1.00
13125.000000	-23.29	179.71	1.00
13312.500000	-23.29	179.70	1.00
13500.000000	-23.29	179.46	1.00
13687.500000	-23.29	179.43	1.00
13875.000000	-23.28	179.34	1.00
14062.500000	-23.27	179.21	1.00
14250.000000	-23.29	179.11	1.00
14437.500000	-23.29	179.08	1.00
14625.000000	-23.28	179.03	1.00
14812.500000	-23.28	178.86	1.00
15000.000000	-23.30	178.86	1.00
15187.500000	-23.28	178.78	1.00
15375.000000	-23.29	178.69	1.00
15562.500000	-23.30	178.54	1.00
15750.000000	-23.29	178.55	1.00
15937.500000	-23.27	178.37	1.00
16125.000000	-23.29	178.38	1.00
16312.500000	-23.28	178.35	1.00
16500.000000	-23.29	178.18	1.00
16687.500000	-23.29	178.12	1.00
16875.000000	-23.29	178.07	1.00
17062.500000	-23.29	177.95	1.00
17250.000000	-23.30	177.91	1.00
17437.500000	-23.30	177.79	1.00
17625.000000	-23.29	177.79	1.00
17812.500000	-23.29	177.71	1.00
18000.000000	-23.31	177.57	1.00
18187.500000	-23.31	177.52	1.00
18375.000000	-23.30	177.43	1.00
18562.500000	-23.30	177.35	1.00
18750.000000	-23.29	177.32	1.00
18937.500000	-23.30	177.21	1.00
19125.000000	-23.30	177.15	1.00
19312.500000	-23.30	177.16	1.00
19500.000000	-23.31	177.04	1.00
19687.500000	-23.31	176.93	1.00
19875.000000	-23.32	176.85	1.00
20062.500000	-23.32	176.82	1.00
20250.000000	-23.31	176.76	1.00
20437.500000	-23.31	176.69	1.00
20625.000000	-23.31	176.64	1.00
20812.500000	-23.32	176.59	1.00
21000.000000	-23.31	176.52	1.00
21187.500000	-23.32	176.43	1.00
21375.000000	-23.32	176.37	1.00
21562.500000	-23.32	176.32	1.00
21750.000000	-23.32	176.26	1.00
21937.500000	-23.32	176.17	1.00
22125.000000	-23.32	176.06	1.00
22312.500000	-23.32	176.07	1.00
22500.000000	-23.32	176.00	1.00
22687.500000	-23.32	175.91	1.00
22875.000000	-23.32	175.85	1.00
23062.500000	-23.33	175.80	1.00
23250.000000	-23.33	175.83	1.00
23437.500000	-23.35	175.93	1.00
23625.000000	-23.41	176.39	1.00
23812.500000	-23.49	177.31	1.00
