	bell 13k5 broad		
281.250000	-24.64	-174.01	1.00
287.109375	-24.63	-173.87	1.00
292.968750	-24.63	-173.70	1.00
298.828125	-24.62	-173.63	1.00
304.687500	-24.62	-173.53	1.00
310.546875	-24.62	-173.42	1.00
316.406250	-24.61	-173.37	1.00
322.265625	-24.64	-173.26	1.00
328.125000	-24.61	-173.06	1.00
333.984375	-24.61	-172.96	1.00
339.843750	-24.61	-172.86	1.00
345.703125	-24.61	-172.85	1.00
351.562500	-24.61	-172.65	1.00
357.421875	-24.59	-172.49	1.00
363.281250	-24.59	-172.43	1.00
369.140625	-24.58	-172.30	1.00
375.000000	-24.58	-172.17	1.00
380.859375	-24.58	-171.99	1.00
386.718750	-24.58	-171.96	1.00
392.578125	-24.58	-171.86	1.00
398.437500	-24.57	-171.79	1.00
404.296875	-24.57	-171.69	1.00
410.156250	-24.58	-171.61	1.00
416.015625	-24.55	-171.42	1.00
421.875000	-24.56	-171.27	1.00
427.734375	-24.55	-171.18	1.00
433.593750	-24.55	-171.07	1.00
439.453125	-24.55	-171.00	1.00
445.312500	-24.54	-170.81	1.00
451.171875	-24.52	-170.83	1.00
457.031250	-24.54	-170.63	1.00
462.890625	-24.52	-170.53	1.00
468.750000	-24.52	-170.46	1.00
474.609375	-24.52	-170.31	1.00
480.468750	-24.52	-170.22	1.00
486.328125	-24.53	-170.13	1.00
492.187500	-24.51	-170.00	1.00
498.046875	-24.50	-169.86	1.00
503.906250	-24.49	-169.79	1.00
509.765625	-24.51	-169.63	1.00
515.625000	-24.48	-169.54	1.00
521.484375	-24.47	-169.36	1.00
527.343750	-24.48	-169.27	1.00
533.203125	-24.47	-169.23	1.00
539.062500	-24.46	-169.11	1.00
544.921875	-24.45	-168.97	1.00
550.781250	-24.43	-168.96	1.00
556.640625	-24.44	-168.79	1.00
562.500000	-24.44	-168.71	1.00
574.218750	-24.43	-168.48	1.00
585.937500	-24.41	-168.23	1.00
597.656250	-24.41	-168.03	1.00
609.375000	-24.40	-167.85	1.00
621.093750	-24.39	-167.57	1.00
632.812500	-24.35	-167.35	1.00
644.531250	-24.38	-167.26	1.00
656.250000	-24.34	-167.01	1.00
667.968750	-24.33	-166.71	1.00
679.687500	-24.32	-166.47	1.00
691.406250	-24.31	-166.36	1.00
703.125000	-24.30	-165.98	1.00
714.843750	-24.29	-165.94	1.00
726.562500	-24.27	-165.77	1.00
738.281250	-24.26	-165.50	1.00
750.000000	-24.25	-165.28	1.00
761.718750	-24.24	-165.12	1.00
773.437500	-24.24	-164.80	1.00
785.156250	-24.23	-164.49	1.00
796.875000	-24.19	-164.47	1.00
808.593750	-24.18	-164.30	1.00
820.312500	-24.18	-164.07	1.00
832.031250	-24.16	-163.87	1.00
843.750000	-24.16	-163.49	1.00
855.468750	-24.12	-163.39	1.00
867.187500	-24.12	-163.26	1.00
878.906250	-24.10	-163.05	1.00
890.625000	-24.07	-162.82	1.00
902.343750	-24.06	-162.61	1.00
914.062500	-24.06	-162.41	1.00
925.781250	-24.04	-162.29	1.00
937.500000	-24.01	-162.02	1.00
949.218750	-24.00	-161.72	1.00
960.937500	-23.99	-161.68	1.00
972.656250	-23.97	-161.46	1.00
984.375000	-23.95	-161.25	1.00
996.093750	-23.94	-161.14	1.00
1007.812500	-23.91	-160.92	1.00
1019.531250	-23.90	-160.72	1.00
1031.250000	-23.88	-160.53	1.00
1042.968750	-23.87	-160.35	1.00
1054.687500	-23.85	-160.18	1.00
1066.406250	-23.83	-159.90	1.00
1078.125000	-23.79	-159.77	1.00
1089.843750	-23.79	-159.60	1.00
1101.562500	-23.78	-159.37	1.00
1113.281250	-23.76	-159.28	1.00
1125.000000	-23.75	-158.99	1.00
1148.437500	-23.71	-158.59	1.00
1171.875000	-23.66	-158.50	1.00
1195.312500	-23.68	-158.03	1.00
1218.750000	-23.60	-157.75	1.00
1242.187500	-23.53	-157.33	1.00
1265.625000	-23.49	-157.01	1.00
1289.062500	-23.48	-156.79	1.00
1312.500000	-23.44	-156.15	1.00
1335.937500	-23.39	-155.99	1.00
1359.375000	-23.39	-155.93	1.00
1382.812500	-23.30	-155.48	1.00
1406.250000	-23.29	-155.04	1.00
1429.687500	-23.22	-154.85	1.00
1453.125000	-23.21	-154.22	1.00
1476.562500	-23.20	-154.12	1.00
1500.000000	-23.10	-153.77	1.00
1523.437500	-23.07	-153.41	1.00
1546.875000	-23.03	-153.35	1.00
1570.312500	-23.00	-152.84	1.00
1593.750000	-22.95	-152.64	1.00
1617.187500	-22.92	-152.42	1.00
1640.625000	-22.85	-152.23	1.00
1664.062500	-22.83	-151.75	1.00
1687.500000	-22.78	-151.66	1.00
1710.937500	-22.72	-151.23	1.00
1734.375000	-22.67	-150.71	1.00
1757.812500	-22.64	-150.93	1.00
1781.250000	-22.57	-150.50	1.00
1804.687500	-22.55	-150.44	1.00
1828.125000	-22.51	-149.82	1.00
1851.562500	-22.47	-149.85	1.00
1875.000000	-22.42	-149.49	1.00
1898.437500	-22.35	-149.17	1.00
1921.875000	-22.33	-149.02	1.00
1945.312500	-22.33	-148.87	1.00
1968.750000	-22.23	-148.69	1.00
1992.187500	-22.18	-148.23	1.00
2015.625000	-22.11	-148.23	1.00
2039.062500	-22.10	-148.03	1.00
2062.500000	-22.04	-147.71	1.00
2085.937500	-22.01	-147.45	1.00
2109.375000	-21.94	-147.26	1.00
2132.812500	-21.91	-147.24	1.00
2156.250000	-21.85	-147.14	1.00
2179.687500	-21.82	-146.82	1.00
2203.125000	-21.79	-146.73	1.00
2226.562500	-21.75	-146.48	1.00
2250.000000	-21.72	-145.93	1.00
2296.875000	-21.62	-145.85	1.00
2343.750000	-21.51	-145.73	1.00
2390.625000	-21.42	-145.31	1.00
2437.500000	-21.34	-144.82	1.00
2484.375000	-21.21	-144.80	1.00
2531.250000	-21.15	-144.27	1.00
2578.125000	-21.03	-143.96	1.00
2625.000000	-20.94	-143.63	1.00
2671.875000	-20.85	-143.39	1.00
2718.750000	-20.77	-143.26	1.00
2765.625000	-20.66	-143.03	1.00
2812.500000	-20.58	-143.00	1.00
2859.375000	-20.46	-142.50	1.00
2906.250000	-20.40	-142.47	1.00
2953.125000	-20.31	-142.26	1.00
3000.000000	-20.22	-142.23	1.00
3046.875000	-20.11	-141.87	1.00
3093.750000	-20.05	-141.77	1.00
3140.625000	-19.96	-141.77	1.00
3187.500000	-19.85	-141.36	1.00
3234.375000	-19.73	-141.36	1.00
3281.250000	-19.69	-141.13	1.00
3328.125000	-19.58	-141.16	1.00
3375.000000	-19.52	-140.98	1.00
3421.875000	-19.47	-140.45	1.00
3468.750000	-19.35	-140.76	1.00
3515.625000	-19.26	-140.84	1.00
3562.500000	-19.17	-140.76	1.00
3609.375000	-19.07	-140.59	1.00
3656.250000	-19.00	-140.58	1.00
3703.125000	-18.93	-140.60	1.00
3750.000000	-18.82	-140.32	1.00
3796.875000	-18.74	-140.54	1.00
3843.750000	-18.65	-140.40	1.00
3890.625000	-18.61	-140.32	1.00
3937.500000	-18.52	-140.35	1.00
3984.375000	-18.42	-140.40	1.00
4031.250000	-18.35	-140.31	1.00
4078.125000	-18.30	-140.41	1.00
4125.000000	-18.22	-140.34	1.00
4171.875000	-18.13	-140.50	1.00
4218.750000	-18.04	-140.45	1.00
4265.625000	-17.96	-140.43	1.00
4312.500000	-17.88	-140.26	1.00
4359.375000	-17.80	-140.51	1.00
4406.250000	-17.75	-140.64	1.00
4453.125000	-17.69	-140.71	1.00
4500.000000	-17.62	-140.68	1.00
4593.750000	-17.44	-140.81	1.00
4687.500000	-17.35	-140.83	1.00
4781.250000	-17.18	-141.26	1.00
4875.000000	-17.04	-141.18	1.00
4968.750000	-16.91	-141.17	1.00
5062.500000	-16.77	-141.91	1.00
5156.250000	-16.67	-142.25	1.00
5250.000000	-16.54	-142.30	1.00
5343.750000	-16.41	-142.65	1.00
5437.500000	-16.25	-142.98	1.00
5531.250000	-16.17	-143.07	1.00
5625.000000	-16.05	-143.53	1.00
5718.750000	-15.94	-143.63	1.00
5812.500000	-15.84	-144.19	1.00
5906.250000	-15.73	-144.39	1.00
6000.000000	-15.62	-144.65	1.00
6093.750000	-15.51	-145.05	1.00
6187.500000	-15.42	-145.51	1.00
6281.250000	-15.34	-145.91	1.00
6375.000000	-15.23	-146.15	1.00
6468.750000	-15.13	-146.76	1.00
6562.500000	-15.07	-147.08	1.00
6656.250000	-14.98	-147.54	1.00
6750.000000	-14.89	-147.89	1.00
6843.750000	-14.81	-148.50	1.00
6937.500000	-14.74	-148.80	1.00
7031.250000	-14.64	-149.20	1.00
7125.000000	-14.57	-149.62	1.00
7218.750000	-14.52	-149.96	1.00
7312.500000	-14.43	-150.46	1.00
7406.250000	-14.35	-150.82	1.00
7500.000000	-14.30	-151.38	1.00
7593.750000	-14.22	-151.79	1.00
7687.500000	-14.19	-152.14	1.00
7781.250000	-14.12	-152.72	1.00
7875.000000	-14.05	-153.02	1.00
7968.750000	-14.00	-153.53	1.00
8062.500000	-13.96	-154.05	1.00
8156.250000	-13.90	-154.53	1.00
8250.000000	-13.84	-154.94	1.00
8343.750000	-13.78	-155.39	1.00
8437.500000	-13.74	-155.73	1.00
8531.250000	-13.72	-156.22	1.00
8625.000000	-13.68	-156.78	1.00
8718.750000	-13.63	-157.07	1.00
8812.500000	-13.60	-157.55	1.00
8906.250000	-13.55	-157.97	1.00
9000.000000	-13.50	-158.49	1.00
9187.500000	-13.46	-159.24	1.00
9375.000000	-13.38	-160.02	1.00
9562.500000	-13.33	-160.90	1.00
9750.000000	-13.31	-161.64	1.00
9937.500000	-13.26	-162.52	1.00
10125.000000	-13.18	-163.30	1.00
10312.500000	-13.15	-164.06	1.00
10500.000000	-13.13	-164.87	1.00
10687.500000	-13.09	-165.67	1.00
10875.000000	-13.06	-166.33	1.00
11062.500000	-13.05	-167.12	1.00
11250.000000	-13.00	-167.84	1.00
11437.500000	-13.02	-168.51	1.00
11625.000000	-12.99	-169.16	1.00
11812.500000	-12.99	-169.67	1.00
12000.000000	-12.98	-170.56	1.00
12187.500000	-12.96	-171.07	1.00
12375.000000	-12.96	-171.57	1.00
12562.500000	-12.95	-172.31	1.00
12750.000000	-12.97	-172.93	1.00
12937.500000	-12.93	-173.45	1.00
13125.000000	-12.96	-174.05	1.00
13312.500000	-12.97	-174.58	1.00
13500.000000	-12.97	-175.20	1.00
13687.500000	-12.96	-175.50	1.00
13875.000000	-12.98	-176.12	1.00
14062.500000	-12.97	-176.72	1.00
14250.000000	-13.00	-177.09	1.00
14437.500000	-13.01	-177.60	1.00
14625.000000	-13.02	-178.06	1.00
14812.500000	-13.05	-178.55	1.00
15000.000000	-13.04	-178.96	1.00
15187.500000	-13.06	-179.28	1.00
15375.000000	-13.07	-179.72	1.00
15562.500000	-13.09	179.73	1.00
15750.000000	-13.10	179.36	1.00
15937.500000	-13.11	179.04	1.00
16125.000000	-13.15	178.59	1.00
16312.500000	-13.14	178.26	1.00
16500.000000	-13.16	177.85	1.00
16687.500000	-13.18	177.50	1.00
16875.000000	-13.20	177.13	1.00
17062.500000	-13.22	176.80	1.00
17250.000000	-13.23	176.44	1.00
17437.500000	-13.25	175.98	1.00
17625.000000	-13.28	175.73	1.00
17812.500000	-13.29	175.45	1.00
18000.000000	-13.31	175.15	1.00
18187.500000	-13.33	174.86	1.00
18375.000000	-13.35	174.53	1.00
18562.500000	-13.37	174.22	1.00
18750.000000	-13.38	173.96	1.00
18937.500000	-13.39	173.68	1.00
19125.000000	-13.41	173.39	1.00
19312.500000	-13.44	173.18	1.00
19500.000000	-13.47	172.82	1.00
19687.500000	-13.49	172.58	1.00
19875.000000	-13.51	172.29	1.00
20062.500000	-13.52	172.02	1.00
20250.000000	-13.53	171.77	1.00
20437.500000	-13.55	171.54	1.00
20625.000000	-13.57	171.31	1.00
20812.500000	-13.59	171.11	1.00
21000.000000	-13.60	170.91	1.00
21187.500000	-13.62	170.63	1.00
21375.000000	-13.65	170.35	1.00
21562.500000	-13.67	170.17	1.00
21750.000000	-13.69	169.97	1.00
21937.500000	-13.71	169.72	1.00
22125.000000	-13.72	169.48	1.00
22312.500000	-13.74	169.27	1.00
22500.000000	-13.76	169.08	1.00
22687.500000	-13.78	168.85	1.00
22875.000000	-13.79	168.67	1.00
23062.500000	-13.82	168.42	1.00
23250.000000	-13.85	168.35	1.00
23437.500000	-13.93	168.63	1.00
23625.000000	-14.12	169.87	1.00
23812.500000	-14.40	172.37	1.00
