	bell 9k2 sharp		
76.171875	-24.66	-175.83	1.00
77.636719	-24.70	-175.64	1.00
79.101562	-24.68	-175.78	1.00
80.566406	-24.66	-175.82	1.00
82.031250	-24.68	-175.60	1.00
83.496094	-24.68	-175.51	1.00
84.960938	-24.70	-175.56	1.00
86.425781	-24.69	-175.27	1.00
87.890625	-24.66	-175.60	1.00
89.355469	-24.69	-175.61	1.00
90.820312	-24.66	-175.51	1.00
92.285156	-24.67	-175.27	1.00
93.750000	-24.67	-175.34	1.00
95.214844	-24.66	-175.28	1.00
96.679688	-24.67	-175.24	1.00
98.144531	-24.66	-175.03	1.00
99.609375	-24.69	-174.74	1.00
101.074219	-24.66	-174.79	1.00
102.539062	-24.67	-174.96	1.00
104.003906	-24.67	-175.00	1.00
105.468750	-24.66	-175.04	1.00
106.933594	-24.66	-175.02	1.00
108.398438	-24.67	-174.84	1.00
109.863281	-24.66	-174.85	1.00
111.328125	-24.66	-174.78	1.00
112.792969	-24.65	-174.70	1.00
114.257812	-24.63	-174.61	1.00
115.722656	-24.65	-174.50	1.00
117.187500	-24.66	-174.47	1.00
118.652344	-24.65	-174.43	1.00
120.117188	-24.64	-174.52	1.00
121.582031	-24.66	-174.42	1.00
123.046875	-24.64	-174.40	1.00
124.511719	-24.65	-174.28	1.00
125.976562	-24.65	-174.15	1.00
127.441406	-24.65	-174.17	1.00
128.906250	-24.64	-174.16	1.00
130.371094	-24.64	-174.10	1.00
131.835938	-24.64	-174.01	1.00
133.300781	-24.64	-174.04	1.00
134.765625	-24.64	-174.12	1.00
136.230469	-24.65	-173.95	1.00
137.695312	-24.65	-173.93	1.00
139.160156	-24.64	-173.84	1.00
140.625000	-24.64	-173.83	1.00
143.554688	-24.64	-173.76	1.00
146.484375	-24.63	-173.68	1.00
149.414062	-24.61	-173.56	1.00
152.343750	-24.60	-173.31	1.00
155.273438	-24.63	-173.08	1.00
158.203125	-24.62	-173.18	1.00
161.132812	-24.61	-173.01	1.00
164.062500	-24.61	-172.94	1.00
166.992188	-24.60	-172.95	1.00
169.921875	-24.60	-172.83	1.00
172.851562	-24.60	-172.60	1.00
175.781250	-24.60	-172.59	1.00
178.710938	-24.60	-172.55	1.00
181.640625	-24.59	-172.38	1.00
184.570312	-24.58	-172.34	1.00
187.500000	-24.58	-172.21	1.00
190.429688	-24.58	-172.04	1.00
193.359375	-24.58	-171.97	1.00
196.289062	-24.57	-171.86	1.00
199.218750	-24.58	-171.68	1.00
202.148438	-24.58	-171.70	1.00
205.078125	-24.56	-171.53	1.00
208.007812	-24.57	-171.49	1.00
210.937500	-24.55	-171.42	1.00
213.867188	-24.54	-171.25	1.00
216.796875	-24.56	-171.19	1.00
219.726562	-24.56	-171.08	1.00
222.656250	-24.55	-171.02	1.00
225.585938	-24.54	-170.86	1.00
228.515625	-24.54	-170.74	1.00
231.445312	-24.52	-170.59	1.00
234.375000	-24.53	-170.51	1.00
237.304688	-24.53	-170.47	1.00
240.234375	-24.52	-170.31	1.00
243.164062	-24.52	-170.17	1.00
246.093750	-24.53	-170.11	1.00
249.023438	-24.50	-169.99	1.00
251.953125	-24.49	-169.95	1.00
254.882812	-24.50	-169.84	1.00
257.812500	-24.50	-169.75	1.00
260.742188	-24.50	-169.65	1.00
263.671875	-24.50	-169.46	1.00
266.601562	-24.50	-169.37	1.00
269.531250	-24.48	-169.36	1.00
272.460938	-24.49	-169.30	1.00
275.390625	-24.49	-169.33	1.00
278.320312	-24.47	-168.99	1.00
281.250000	-24.48	-168.89	1.00
287.109375	-24.46	-168.75	1.00
292.968750	-24.43	-168.50	1.00
298.828125	-24.44	-168.22	1.00
304.687500	-24.44	-168.15	1.00
310.546875	-24.42	-167.84	1.00
316.406250	-24.41	-167.73	1.00
322.265625	-24.43	-167.57	1.00
328.125000	-24.40	-167.05	1.00
333.984375	-24.38	-166.99	1.00
339.843750	-24.38	-166.80	1.00
345.703125	-24.38	-166.69	1.00
351.562500	-24.36	-166.49	1.00
357.421875	-24.36	-166.21	1.00
363.281250	-24.33	-166.08	1.00
369.140625	-24.32	-165.90	1.00
375.000000	-24.28	-165.68	1.00
380.859375	-24.30	-165.31	1.00
386.718750	-24.29	-165.23	1.00
392.578125	-24.27	-165.13	1.00
398.437500	-24.28	-164.88	1.00
404.296875	-24.26	-164.70	1.00
410.156250	-24.27	-164.57	1.00
416.015625	-24.22	-164.34	1.00
421.875000	-24.22	-164.09	1.00
427.734375	-24.21	-163.83	1.00
433.593750	-24.19	-163.67	1.00
439.453125	-24.19	-163.57	1.00
445.312500	-24.18	-163.20	1.00
451.171875	-24.14	-163.20	1.00
457.031250	-24.17	-162.86	1.00
462.890625	-24.17	-162.60	1.00
468.750000	-24.14	-162.65	1.00
474.609375	-24.12	-162.36	1.00
480.468750	-24.13	-162.15	1.00
486.328125	-24.13	-161.88	1.00
492.187500	-24.07	-161.79	1.00
498.046875	-24.07	-161.48	1.00
503.906250	-24.07	-161.39	1.00
509.765625	-24.07	-161.10	1.00
515.625000	-24.04	-161.02	1.00
521.484375	-24.01	-160.76	1.00
527.343750	-24.00	-160.61	1.00
533.203125	-23.98	-160.54	1.00
539.062500	-23.97	-160.30	1.00
544.921875	-23.96	-160.03	1.00
550.781250	-23.94	-159.92	1.00
556.640625	-23.93	-159.71	1.00
562.500000	-23.92	-159.64	1.00
574.218750	-23.90	-159.14	1.00
585.937500	-23.85	-158.91	1.00
597.656250	-23.83	-158.48	1.00
609.375000	-23.80	-158.20	1.00
621.093750	-23.78	-157.75	1.00
632.812500	-23.73	-157.40	1.00
644.531250	-23.74	-157.21	1.00
656.250000	-23.68	-156.81	1.00
667.968750	-23.64	-156.48	1.00
679.687500	-23.63	-155.82	1.00
691.406250	-23.59	-155.89	1.00
703.125000	-23.56	-155.34	1.00
714.843750	-23.52	-155.25	1.00
726.562500	-23.46	-155.12	1.00
738.281250	-23.45	-154.42	1.00
750.000000	-23.45	-154.14	1.00
761.718750	-23.40	-153.87	1.00
773.437500	-23.39	-153.34	1.00
785.156250	-23.39	-152.88	1.00
796.875000	-23.32	-152.70	1.00
808.593750	-23.26	-152.34	1.00
820.312500	-23.25	-152.17	1.00
832.031250	-23.21	-151.96	1.00
843.750000	-23.20	-151.31	1.00
855.468750	-23.12	-151.27	1.00
867.187500	-23.11	-151.16	1.00
878.906250	-23.05	-150.79	1.00
890.625000	-23.02	-150.29	1.00
902.343750	-22.99	-150.05	1.00
914.062500	-22.98	-149.84	1.00
925.781250	-22.96	-149.59	1.00
937.500000	-22.88	-149.25	1.00
949.218750	-22.84	-148.84	1.00
960.937500	-22.82	-148.72	1.00
972.656250	-22.78	-148.43	1.00
984.375000	-22.72	-148.14	1.00
996.093750	-22.71	-147.95	1.00
1007.812500	-22.66	-147.88	1.00
1019.531250	-22.63	-147.51	1.00
1031.250000	-22.58	-147.19	1.00
1042.968750	-22.56	-146.83	1.00
1054.687500	-22.52	-146.55	1.00
1066.406250	-22.47	-146.30	1.00
1078.125000	-22.43	-146.06	1.00
1089.843750	-22.40	-145.84	1.00
1101.562500	-22.37	-145.50	1.00
1113.281250	-22.32	-145.41	1.00
1125.000000	-22.27	-145.06	1.00
1148.437500	-22.19	-144.60	1.00
1171.875000	-22.15	-144.28	1.00
1195.312500	-22.10	-143.62	1.00
1218.750000	-21.99	-143.34	1.00
1242.187500	-21.86	-143.11	1.00
1265.625000	-21.80	-142.51	1.00
1289.062500	-21.76	-142.23	1.00
1312.500000	-21.67	-141.37	1.00
1335.937500	-21.57	-141.34	1.00
1359.375000	-21.59	-141.21	1.00
1382.812500	-21.43	-140.42	1.00
1406.250000	-21.41	-140.00	1.00
1429.687500	-21.31	-139.87	1.00
1453.125000	-21.24	-138.94	1.00
1476.562500	-21.16	-138.72	1.00
1500.000000	-21.05	-138.65	1.00
1523.437500	-20.95	-138.02	1.00
1546.875000	-20.92	-138.06	1.00
1570.312500	-20.84	-137.36	1.00
1593.750000	-20.75	-137.34	1.00
1617.187500	-20.72	-136.84	1.00
1640.625000	-20.58	-136.62	1.00
1664.062500	-20.56	-136.25	1.00
1687.500000	-20.48	-136.18	1.00
1710.937500	-20.33	-135.76	1.00
1734.375000	-20.24	-135.07	1.00
1757.812500	-20.17	-135.11	1.00
1781.250000	-20.13	-135.01	1.00
1804.687500	-20.07	-134.90	1.00
1828.125000	-20.01	-134.07	1.00
1851.562500	-19.92	-134.11	1.00
1875.000000	-19.84	-133.73	1.00
1898.437500	-19.72	-133.62	1.00
1921.875000	-19.67	-133.22	1.00
1945.312500	-19.63	-133.12	1.00
1968.750000	-19.52	-132.98	1.00
1992.187500	-19.46	-132.69	1.00
2015.625000	-19.34	-132.78	1.00
2039.062500	-19.31	-132.33	1.00
2062.500000	-19.21	-131.81	1.00
2085.937500	-19.13	-131.81	1.00
2109.375000	-19.04	-131.74	1.00
2132.812500	-18.98	-131.89	1.00
2156.250000	-18.91	-131.61	1.00
2179.687500	-18.88	-131.30	1.00
2203.125000	-18.81	-131.19	1.00
2226.562500	-18.75	-131.07	1.00
2250.000000	-18.66	-130.34	1.00
2296.875000	-18.53	-130.28	1.00
2343.750000	-18.34	-130.29	1.00
2390.625000	-18.23	-129.85	1.00
2437.500000	-18.09	-129.36	1.00
2484.375000	-17.92	-129.75	1.00
2531.250000	-17.83	-128.97	1.00
2578.125000	-17.66	-129.09	1.00
2625.000000	-17.51	-128.64	1.00
2671.875000	-17.37	-128.48	1.00
2718.750000	-17.26	-128.37	1.00
2765.625000	-17.08	-128.16	1.00
2812.500000	-17.01	-128.49	1.00
2859.375000	-16.81	-127.96	1.00
2906.250000	-16.70	-127.98	1.00
2953.125000	-16.59	-127.94	1.00
3000.000000	-16.43	-128.06	1.00
3046.875000	-16.28	-127.63	1.00
3093.750000	-16.21	-127.99	1.00
3140.625000	-16.06	-127.94	1.00
3187.500000	-15.91	-127.49	1.00
3234.375000	-15.73	-127.46	1.00
3281.250000	-15.71	-127.47	1.00
3328.125000	-15.51	-127.74	1.00
3375.000000	-15.42	-127.51	1.00
3421.875000	-15.36	-126.87	1.00
3468.750000	-15.20	-127.65	1.00
3515.625000	-15.04	-127.87	1.00
3562.500000	-14.92	-127.87	1.00
3609.375000	-14.82	-127.76	1.00
3656.250000	-14.68	-127.97	1.00
3703.125000	-14.61	-128.09	1.00
3750.000000	-14.46	-127.91	1.00
3796.875000	-14.38	-128.35	1.00
3843.750000	-14.22	-128.28	1.00
3890.625000	-14.17	-128.28	1.00
3937.500000	-14.03	-128.32	1.00
3984.375000	-13.88	-128.58	1.00
4031.250000	-13.77	-128.62	1.00
4078.125000	-13.75	-128.88	1.00
4125.000000	-13.58	-128.87	1.00
4171.875000	-13.47	-129.39	1.00
4218.750000	-13.37	-129.45	1.00
4265.625000	-13.24	-129.37	1.00
4312.500000	-13.10	-129.42	1.00
4359.375000	-13.03	-129.84	1.00
4406.250000	-12.95	-130.11	1.00
4453.125000	-12.85	-130.32	1.00
4500.000000	-12.75	-130.31	1.00
4593.750000	-12.51	-131.13	1.00
4687.500000	-12.39	-131.37	1.00
4781.250000	-12.13	-132.11	1.00
4875.000000	-11.94	-132.40	1.00
4968.750000	-11.76	-132.63	1.00
5062.500000	-11.60	-133.84	1.00
5156.250000	-11.47	-134.58	1.00
5250.000000	-11.24	-135.07	1.00
5343.750000	-11.11	-135.63	1.00
5437.500000	-10.88	-136.57	1.00
5531.250000	-10.77	-137.12	1.00
5625.000000	-10.60	-137.94	1.00
5718.750000	-10.47	-138.44	1.00
5812.500000	-10.33	-139.46	1.00
5906.250000	-10.16	-140.03	1.00
6000.000000	-10.03	-140.76	1.00
6093.750000	-9.90	-141.70	1.00
6187.500000	-9.82	-142.59	1.00
6281.250000	-9.69	-143.50	1.00
6375.000000	-9.58	-144.00	1.00
6468.750000	-9.43	-145.29	1.00
6562.500000	-9.35	-145.86	1.00
6656.250000	-9.26	-146.93	1.00
6750.000000	-9.17	-147.73	1.00
6843.750000	-9.07	-148.81	1.00
6937.500000	-9.00	-149.61	1.00
7031.250000	-8.89	-150.30	1.00
7125.000000	-8.81	-151.40	1.00
7218.750000	-8.76	-152.13	1.00
7312.500000	-8.67	-153.18	1.00
7406.250000	-8.60	-154.07	1.00
7500.000000	-8.55	-154.90	1.00
7593.750000	-8.49	-155.87	1.00
7687.500000	-8.46	-156.76	1.00
7781.250000	-8.41	-157.67	1.00
7875.000000	-8.34	-158.40	1.00
7968.750000	-8.33	-159.23	1.00
8062.500000	-8.31	-160.20	1.00
8156.250000	-8.27	-161.29	1.00
8250.000000	-8.21	-161.95	1.00
8343.750000	-8.20	-162.82	1.00
8437.500000	-8.18	-163.54	1.00
8531.250000	-8.20	-164.46	1.00
8625.000000	-8.17	-165.34	1.00
8718.750000	-8.14	-165.91	1.00
8812.500000	-8.13	-166.74	1.00
8906.250000	-8.12	-167.56	1.00
9000.000000	-8.11	-168.40	1.00
9187.500000	-8.14	-169.61	1.00
9375.000000	-8.12	-171.09	1.00
9562.500000	-8.16	-172.50	1.00
9750.000000	-8.20	-173.65	1.00
9937.500000	-8.23	-175.28	1.00
10125.000000	-8.22	-176.44	1.00
10312.500000	-8.26	-177.52	1.00
10500.000000	-8.31	-178.68	1.00
10687.500000	-8.35	-179.81	1.00
10875.000000	-8.41	179.34	1.00
11062.500000	-8.47	178.21	1.00
11250.000000	-8.51	177.22	1.00
11437.500000	-8.58	176.27	1.00
11625.000000	-8.62	175.43	1.00
11812.500000	-8.70	174.78	1.00
12000.000000	-8.77	173.70	1.00
12187.500000	-8.79	173.02	1.00
12375.000000	-8.88	172.55	1.00
12562.500000	-8.92	171.70	1.00
12750.000000	-9.02	170.91	1.00
12937.500000	-9.05	170.33	1.00
13125.000000	-9.13	169.69	1.00
13312.500000	-9.19	169.09	1.00
13500.000000	-9.28	168.38	1.00
13687.500000	-9.31	168.05	1.00
13875.000000	-9.37	167.43	1.00
14062.500000	-9.43	166.80	1.00
14250.000000	-9.49	166.40	1.00
14437.500000	-9.55	166.01	1.00
14625.000000	-9.62	165.44	1.00
14812.500000	-9.69	164.96	1.00
15000.000000	-9.72	164.63	1.00
15187.500000	-9.79	164.31	1.00
15375.000000	-9.85	163.94	1.00
15562.500000	-9.91	163.43	1.00
15750.000000	-9.96	163.06	1.00
15937.500000	-10.01	162.79	1.00
16125.000000	-10.09	162.37	1.00
16312.500000	-10.11	162.06	1.00
16500.000000	-10.17	161.76	1.00
16687.500000	-10.22	161.39	1.00
16875.000000	-10.28	161.14	1.00
17062.500000	-10.33	160.86	1.00
17250.000000	-10.38	160.46	1.00
17437.500000	-10.43	160.07	1.00
17625.000000	-10.50	159.83	1.00
17812.500000	-10.54	159.68	1.00
18000.000000	-10.58	159.46	1.00
18187.500000	-10.63	159.21	1.00
18375.000000	-10.68	158.95	1.00
18562.500000	-10.72	158.66	1.00
18750.000000	-10.76	158.47	1.00
18937.500000	-10.80	158.24	1.00
19125.000000	-10.85	158.03	1.00
19312.500000	-10.91	157.89	1.00
19500.000000	-10.96	157.58	1.00
19687.500000	-11.00	157.41	1.00
19875.000000	-11.04	157.17	1.00
20062.500000	-11.08	157.00	1.00
20250.000000	-11.11	156.79	1.00
20437.500000	-11.15	156.61	1.00
20625.000000	-11.19	156.41	1.00
20812.500000	-11.24	156.32	1.00
21000.000000	-11.27	156.16	1.00
21187.500000	-11.31	155.93	1.00
21375.000000	-11.36	155.76	1.00
21562.500000	-11.40	155.61	1.00
21750.000000	-11.44	155.45	1.00
21937.500000	-11.47	155.32	1.00
22125.000000	-11.51	155.10	1.00
22312.500000	-11.54	155.01	1.00
22500.000000	-11.58	154.87	1.00
22687.500000	-11.61	154.65	1.00
22875.000000	-11.64	154.49	1.00
23062.500000	-11.67	154.30	1.00
23250.000000	-11.73	154.36	1.00
23437.500000	-11.92	154.99	1.00
23625.000000	-12.38	157.33	1.00
23812.500000	-13.09	162.32	0.99
