	SM57_PROX_20_BASS_REFLEX_SIN_LANA		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
11252.929688	-10.80	18.94	0.46
11255.859375	-10.81	18.81	0.65
11258.789063	-10.82	18.70	0.60
11261.718750	-10.83	18.60	0.46
11264.648438	-10.84	18.51	0.47
11267.578125	-10.85	18.43	0.28
11270.507813	-10.86	18.36	0.22
11273.437500	-10.87	18.29	0.47
11276.367188	-10.88	18.22	0.63
11279.296875	-10.89	18.17	0.65
11282.226563	-10.90	18.13	0.61
11285.156250	-10.91	18.09	0.41
11288.085938	-10.91	18.06	0.41
11291.015625	-10.92	18.03	0.70
11293.945313	-10.93	18.02	0.53
11296.875000	-10.94	18.01	0.65
11299.804688	-10.95	18.01	0.57
11302.734375	-10.96	18.01	0.53
11305.664063	-10.96	18.02	0.55
11308.593750	-10.97	18.03	0.50
11311.523438	-10.98	18.04	0.44
11314.453125	-10.99	18.07	0.48
11317.382813	-11.00	18.10	0.53
11320.312500	-11.00	18.14	0.59
11323.242188	-11.01	18.18	0.55
11326.171875	-11.02	18.22	0.72
11329.101563	-11.03	18.27	0.57
11332.031250	-11.03	18.30	0.66
11334.960938	-11.04	18.33	0.83
11337.890625	-11.05	18.37	0.79
11340.820313	-11.05	18.40	0.76
11343.750000	-11.06	18.44	0.75
11346.679688	-11.07	18.49	0.66
11349.609375	-11.08	18.53	0.77
11352.539063	-11.08	18.59	0.46
11355.468750	-11.09	18.65	0.63
11358.398438	-11.10	18.70	0.27
11361.328125	-11.10	18.75	0.66
11364.257813	-11.11	18.80	0.64
11367.187500	-11.12	18.85	0.45
11370.117188	-11.12	18.90	0.73
11373.046875	-11.13	18.94	0.74
11375.976563	-11.13	18.99	0.47
11378.906250	-11.14	19.02	0.72
11381.835938	-11.14	19.05	0.85
11384.765625	-11.15	19.07	0.74
11387.695313	-11.15	19.09	0.65
11390.625000	-11.16	19.10	0.74
11393.554688	-11.16	19.11	0.77
11396.484375	-11.17	19.12	0.50
11399.414063	-11.17	19.12	0.61
11402.343750	-11.17	19.12	0.72
11405.273438	-11.18	19.11	0.50
11408.203125	-11.18	19.09	0.64
11411.132813	-11.18	19.06	0.70
11414.062500	-11.19	19.01	0.67
11416.992188	-11.19	18.95	0.79
11419.921875	-11.19	18.89	0.97
11422.851563	-11.20	18.81	0.92
11425.781250	-11.20	18.72	0.86
11428.710938	-11.20	18.61	0.73
11431.640625	-11.20	18.48	0.31
11434.570313	-11.20	18.35	0.40
11437.500000	-11.20	18.22	0.42
11440.429688	-11.20	18.08	0.68
11443.359375	-11.21	17.93	0.63
11446.289063	-11.21	17.77	0.47
11449.218750	-11.21	17.60	0.21
11452.148438	-11.21	17.43	0.45
11455.078125	-11.21	17.24	0.54
11458.007813	-11.21	17.05	0.57
11460.937500	-11.21	16.84	0.89
11463.867188	-11.22	16.61	0.63
11466.796875	-11.22	16.36	0.55
11469.726563	-11.22	16.10	0.55
11472.656250	-11.22	15.82	0.43
11475.585938	-11.22	15.55	0.75
11478.515625	-11.22	15.27	0.85
11481.445313	-11.22	14.99	0.45
11484.375000	-11.22	14.71	0.26
11487.304688	-11.22	14.44	0.37
11490.234375	-11.22	14.17	0.55
11493.164063	-11.22	13.91	0.33
11496.093750	-11.22	13.64	0.17
11499.023438	-11.22	13.36	0.64
11501.953125	-11.22	13.08	0.74
11504.882813	-11.22	12.79	0.76
11507.812500	-11.22	12.49	0.61
11510.742188	-11.23	12.20	0.55
11513.671875	-11.23	11.92	0.74
11516.601563	-11.23	11.65	0.57
11519.531250	-11.23	11.40	0.32
11522.460938	-11.23	11.15	0.53
11525.390625	-11.23	10.92	0.53
11528.320313	-11.23	10.70	0.33
11531.250000	-11.23	10.49	0.14
11534.179688	-11.23	10.28	0.34
11537.109375	-11.23	10.09	0.32
11540.039063	-11.23	9.90	0.37
11542.968750	-11.23	9.71	0.41
11545.898438	-11.23	9.54	0.34
11548.828125	-11.23	9.37	0.44
11551.757813	-11.24	9.22	0.25
11554.687500	-11.24	9.08	0.33
11557.617188	-11.24	8.94	0.71
11560.546875	-11.24	8.83	0.77
11563.476563	-11.24	8.73	0.75
11566.406250	-11.24	8.65	0.44
11569.335938	-11.25	8.58	0.40
11572.265625	-11.25	8.51	0.24
11575.195313	-11.25	8.44	0.35
11578.125000	-11.25	8.37	0.09
11581.054688	-11.25	8.31	0.03
11583.984375	-11.25	8.25	0.49
11586.914063	-11.25	8.20	0.25
11589.843750	-11.25	8.15	0.51
11592.773438	-11.25	8.12	0.53
11595.703125	-11.25	8.10	0.54
11598.632813	-11.25	8.10	0.19
11601.562500	-11.25	8.10	0.75
11604.492188	-11.26	8.12	0.53
11607.421875	-11.26	8.15	0.75
11610.351563	-11.26	8.19	0.71
11613.281250	-11.26	8.25	0.22
11616.210938	-11.26	8.30	0.66
11619.140625	-11.26	8.37	0.41
11622.070313	-11.26	8.43	0.52
11625.000000	-11.26	8.49	0.62
11627.929688	-11.25	8.53	0.55
11630.859375	-11.25	8.58	0.71
11633.789063	-11.25	8.63	0.56
11636.718750	-11.25	8.69	0.54
11639.648438	-11.25	8.76	0.58
11642.578125	-11.25	8.83	0.54
11645.507813	-11.25	8.92	0.76
11648.437500	-11.25	9.03	0.67
11651.367188	-11.25	9.15	0.56
11654.296875	-11.25	9.28	0.65
11657.226563	-11.25	9.42	0.35
11660.156250	-11.25	9.56	0.54
11663.085938	-11.25	9.71	0.46
11666.015625	-11.25	9.85	0.57
11668.945313	-11.25	9.97	0.67
11671.875000	-11.25	10.09	0.49
11674.804688	-11.25	10.21	0.25
11677.734375	-11.25	10.30	0.57
11680.664063	-11.25	10.40	0.78
11683.593750	-11.25	10.49	0.58
11686.523438	-11.25	10.57	0.65
11689.453125	-11.25	10.65	0.27
11692.382813	-11.25	10.71	0.43
11695.312500	-11.25	10.77	0.37
11698.242188	-11.26	10.82	0.46
11701.171875	-11.26	10.88	0.78
11704.101563	-11.26	10.92	0.76
11707.031250	-11.26	10.95	0.91
11709.960938	-11.26	10.96	0.78
11712.890625	-11.27	10.96	0.64
11715.820313	-11.27	10.95	0.52
11718.750000	-11.27	10.94	0.50
11721.679688	-11.28	10.93	0.26
11724.609375	-11.28	10.92	0.26
11727.539063	-11.28	10.91	0.37
11730.468750	-11.28	10.91	0.61
11733.398438	-11.29	10.91	0.80
11736.328125	-11.29	10.90	0.83
11739.257813	-11.30	10.88	0.83
11742.187500	-11.30	10.85	0.50
11745.117188	-11.30	10.82	0.57
11748.046875	-11.31	10.79	0.62
11750.976563	-11.31	10.75	0.76
11753.906250	-11.32	10.71	0.67
11756.835938	-11.32	10.67	0.59
11759.765625	-11.33	10.62	0.71
11762.695313	-11.33	10.56	0.73
11765.625000	-11.33	10.47	0.29
11768.554688	-11.34	10.38	0.70
11771.484375	-11.34	10.30	0.49
11774.414063	-11.35	10.23	0.34
11777.343750	-11.35	10.16	0.46
11780.273438	-11.36	10.10	0.42
11783.203125	-11.36	10.02	0.65
11786.132813	-11.37	9.93	0.51
11789.062500	-11.37	9.81	0.53
11791.992188	-11.38	9.69	0.62
11794.921875	-11.39	9.53	0.25
11797.851563	-11.39	9.37	0.13
11800.781250	-11.40	9.21	0.38
11803.710938	-11.40	9.05	0.07
11806.640625	-11.41	8.89	0.32
11809.570313	-11.41	8.73	0.19
11812.500000	-11.42	8.57	0.61
11815.429688	-11.43	8.42	0.18
11818.359375	-11.43	8.27	0.30
11821.289063	-11.44	8.11	0.66
11824.218750	-11.44	7.97	0.69
11827.148438	-11.45	7.83	0.55
11830.078125	-11.46	7.68	0.33
11833.007813	-11.46	7.54	0.44
11835.937500	-11.47	7.38	0.42
11838.867188	-11.47	7.22	0.81
11841.796875	-11.48	7.04	0.84
11844.726563	-11.48	6.85	0.61
11847.656250	-11.49	6.65	0.64
11850.585938	-11.50	6.43	0.53
11853.515625	-11.50	6.19	0.71
11856.445313	-11.51	5.93	0.60
11859.375000	-11.51	5.66	0.41
11862.304688	-11.52	5.39	0.24
11865.234375	-11.53	5.11	0.10
11868.164063	-11.54	4.84	0.39
11871.093750	-11.54	4.55	0.44
11874.023438	-11.55	4.27	0.32
11876.953125	-11.56	3.99	0.36
11879.882813	-11.56	3.71	0.34
11882.812500	-11.57	3.44	0.41
11885.742188	-11.58	3.18	0.51
11888.671875	-11.58	2.92	0.64
11891.601563	-11.59	2.67	0.85
11894.531250	-11.60	2.41	0.64
11897.460938	-11.60	2.16	0.66
11900.390625	-11.61	1.93	0.66
11903.320313	-11.62	1.71	0.65
11906.250000	-11.63	1.52	0.29
11909.179688	-11.63	1.32	0.44
11912.109375	-11.64	1.13	0.37
11915.039063	-11.65	0.95	0.07
11917.968750	-11.66	0.78	0.61
11920.898438	-11.66	0.60	0.62
11923.828125	-11.67	0.44	0.63
11926.757813	-11.68	0.30	0.56
11929.687500	-11.69	0.16	0.79
11932.617188	-11.69	0.02	0.87
11935.546875	-11.70	-0.12	0.41
11938.476563	-11.71	-0.26	0.84
11941.406250	-11.72	-0.38	0.83
11944.335938	-11.72	-0.48	0.63
11947.265625	-11.73	-0.57	0.71
11950.195313	-11.74	-0.64	0.82
11953.125000	-11.74	-0.70	0.69
11956.054688	-11.75	-0.76	0.33
11958.984375	-11.76	-0.81	0.60
11961.914063	-11.76	-0.86	0.72
11964.843750	-11.77	-0.91	0.76
11967.773438	-11.78	-0.93	0.95
11970.703125	-11.79	-0.94	0.97
11973.632813	-11.79	-0.93	0.53
11976.562500	-11.80	-0.92	0.53
11979.492188	-11.81	-0.89	0.64
11982.421875	-11.81	-0.85	0.33
11985.351563	-11.82	-0.81	0.53
11988.281250	-11.83	-0.76	0.41
11991.210938	-11.83	-0.72	0.53
11994.140625	-11.84	-0.68	0.43
11997.070313	-11.85	-0.63	0.34
12000.000000	-11.85	-0.58	0.37
12002.929688	-11.86	-0.53	0.63
12005.859375	-11.87	-0.48	0.73
12008.789063	-11.87	-0.42	0.80
12011.718750	-11.88	-0.35	0.78
12014.648438	-11.88	-0.29	0.77
12017.578125	-11.89	-0.20	0.85
12020.507813	-11.89	-0.09	0.56
12023.437500	-11.90	0.01	0.41
12026.367188	-11.91	0.11	0.63
12029.296875	-11.91	0.22	0.62
12032.226563	-11.92	0.34	0.73
12035.156250	-11.92	0.46	0.80
12038.085938	-11.93	0.58	0.88
12041.015625	-11.94	0.72	0.35
12043.945313	-11.94	0.87	0.82
12046.875000	-11.95	1.01	0.82
12049.804688	-11.96	1.17	0.83
12052.734375	-11.96	1.34	0.60
12055.664063	-11.97	1.51	0.55
12058.593750	-11.98	1.69	0.82
12061.523438	-11.99	1.86	0.85
12064.453125	-11.99	2.04	0.63
12067.382813	-12.00	2.22	0.74
12070.312500	-12.01	2.40	0.66
12073.242188	-12.02	2.57	0.77
12076.171875	-12.02	2.75	0.79
12079.101563	-12.03	2.93	0.44
12082.031250	-12.04	3.10	0.37
12084.960938	-12.04	3.27	0.45
12087.890625	-12.05	3.43	0.29
12090.820313	-12.06	3.60	0.26
12093.750000	-12.07	3.76	0.71
12096.679688	-12.07	3.92	0.86
12099.609375	-12.08	4.07	0.76
12102.539063	-12.09	4.21	0.81
12105.468750	-12.09	4.36	0.85
12108.398438	-12.10	4.50	0.66
12111.328125	-12.11	4.62	0.47
12114.257813	-12.12	4.75	0.63
12117.187500	-12.12	4.86	0.20
12120.117188	-12.13	4.98	0.13
12123.046875	-12.14	5.09	0.41
12125.976563	-12.15	5.20	0.22
12128.906250	-12.16	5.31	0.67
12131.835938	-12.16	5.43	0.65
12134.765625	-12.17	5.56	0.83
12137.695313	-12.18	5.71	0.54
12140.625000	-12.19	5.86	0.13
12143.554688	-12.20	6.01	0.09
12146.484375	-12.21	6.16	0.56
12149.414063	-12.21	6.29	0.54
12152.343750	-12.22	6.42	0.07
12155.273438	-12.23	6.54	0.41
12158.203125	-12.24	6.68	0.47
12161.132813	-12.25	6.82	0.48
12164.062500	-12.26	6.95	0.47
12166.992188	-12.27	7.09	0.56
12169.921875	-12.27	7.22	0.48
12172.851563	-12.28	7.34	0.70
12175.781250	-12.29	7.47	0.70
12178.710938	-12.30	7.59	0.24
12181.640625	-12.31	7.70	0.29
12184.570313	-12.32	7.80	0.16
12187.500000	-12.33	7.89	0.21
12190.429688	-12.34	7.98	0.64
12193.359375	-12.34	8.05	0.64
12196.289063	-12.35	8.10	0.70
12199.218750	-12.36	8.14	0.63
12202.148438	-12.37	8.17	0.53
12205.078125	-12.38	8.18	0.46
12208.007813	-12.39	8.19	0.04
12210.937500	-12.40	8.19	0.24
12213.867188	-12.41	8.20	0.34
12216.796875	-12.42	8.19	0.48
12219.726563	-12.43	8.18	0.50
12222.656250	-12.44	8.17	0.41
12225.585938	-12.45	8.15	0.71
12228.515625	-12.45	8.11	0.64
12231.445313	-12.46	8.07	0.12
12234.375000	-12.47	8.02	0.24
12237.304688	-12.48	7.98	0.28
12240.234375	-12.49	7.93	0.26
12243.164063	-12.50	7.88	0.27
12246.093750	-12.50	7.83	0.44
12249.023438	-12.51	7.77	0.26
12251.953125	-12.52	7.71	0.21
12254.882813	-12.53	7.65	0.07
12257.812500	-12.53	7.59	0.21
12260.742188	-12.54	7.53	0.41
12263.671875	-12.55	7.46	0.45
12266.601563	-12.56	7.39	0.87
12269.531250	-12.56	7.31	0.75
12272.460938	-12.57	7.21	0.70
12275.390625	-12.58	7.10	0.64
12278.320313	-12.58	6.98	0.46
12281.250000	-12.59	6.87	0.40
12284.179688	-12.60	6.76	0.25
12287.109375	-12.60	6.66	0.20
12290.039063	-12.61	6.56	0.56
12292.968750	-12.62	6.46	0.36
12295.898438	-12.63	6.37	0.61
12298.828125	-12.63	6.28	0.44
12301.757813	-12.64	6.19	0.52
12304.687500	-12.65	6.11	0.69
12307.617188	-12.65	6.03	0.70
12310.546875	-12.66	5.96	0.17
12313.476563	-12.67	5.88	0.48
12316.406250	-12.67	5.81	0.36
12319.335938	-12.68	5.74	0.53
12322.265625	-12.69	5.67	0.19
12325.195313	-12.69	5.60	0.10
12328.125000	-12.70	5.53	0.74
12331.054688	-12.70	5.45	0.55
12333.984375	-12.71	5.37	0.58
12336.914063	-12.71	5.29	0.55
12339.843750	-12.72	5.21	0.35
12342.773438	-12.72	5.13	0.59
12345.703125	-12.73	5.05	0.78
12348.632813	-12.73	4.96	0.71
12351.562500	-12.74	4.87	0.47
12354.492188	-12.74	4.79	0.64
12357.421875	-12.75	4.71	0.43
12360.351563	-12.75	4.64	0.61
12363.281250	-12.76	4.56	0.85
12366.210938	-12.76	4.50	0.84
12369.140625	-12.77	4.46	0.85
12372.070313	-12.77	4.43	0.64
12375.000000	-12.78	4.40	0.83
12377.929688	-12.78	4.37	0.85
12380.859375	-12.79	4.33	0.83
12383.789063	-12.79	4.29	0.45
12386.718750	-12.80	4.26	0.76
12389.648438	-12.80	4.23	0.73
12392.578125	-12.81	4.21	0.83
12395.507813	-12.81	4.19	0.89
12398.437500	-12.82	4.17	0.79
12401.367188	-12.83	4.15	0.70
12404.296875	-12.83	4.14	0.77
12407.226563	-12.84	4.14	0.60
12410.156250	-12.84	4.13	0.24
12413.085938	-12.85	4.13	0.23
12416.015625	-12.86	4.13	0.52
12418.945313	-12.86	4.14	0.62
12421.875000	-12.87	4.14	0.75
12424.804688	-12.87	4.13	0.83
12427.734375	-12.88	4.12	0.60
12430.664063	-12.89	4.11	0.41
12433.593750	-12.89	4.10	0.31
12436.523438	-12.90	4.10	0.61
12439.453125	-12.91	4.10	0.73
12442.382813	-12.91	4.10	0.67
12445.312500	-12.92	4.09	0.77
12448.242188	-12.93	4.08	0.77
12451.171875	-12.93	4.06	0.65
12454.101563	-12.94	4.03	0.64
12457.031250	-12.95	4.00	0.70
12459.960938	-12.96	3.97	0.57
12462.890625	-12.96	3.93	0.75
12465.820313	-12.97	3.89	0.72
12468.750000	-12.98	3.86	0.57
12471.679688	-12.98	3.82	0.71
12474.609375	-12.99	3.78	0.76
12477.539063	-13.00	3.74	0.63
12480.468750	-13.01	3.71	0.59
12483.398438	-13.01	3.67	0.59
12486.328125	-13.02	3.64	0.47
12489.257813	-13.03	3.62	0.23
12492.187500	-13.03	3.59	0.37
12495.117188	-13.04	3.56	0.69
12498.046875	-13.04	3.53	0.63
12500.976563	-13.05	3.49	0.68
12503.906250	-13.06	3.44	0.77
12506.835938	-13.06	3.39	0.58
12509.765625	-13.07	3.34	0.14
12512.695313	-13.07	3.29	0.60
12515.625000	-13.08	3.25	0.74
12518.554688	-13.08	3.20	0.90
12521.484375	-13.09	3.15	0.88
12524.414063	-13.10	3.10	0.78
12527.343750	-13.10	3.06	0.48
12530.273438	-13.11	3.02	0.29
12533.203125	-13.11	2.97	0.52
12536.132813	-13.11	2.93	0.67
12539.062500	-13.12	2.88	0.65
12541.992188	-13.12	2.83	0.71
12544.921875	-13.13	2.78	0.63
12547.851563	-13.13	2.72	0.26
12550.781250	-13.14	2.65	0.50
12553.710938	-13.14	2.58	0.27
12556.640625	-13.15	2.51	0.31
12559.570313	-13.15	2.44	0.86
12562.500000	-13.15	2.37	0.84
12565.429688	-13.16	2.29	0.41
12568.359375	-13.16	2.21	0.64
12571.289063	-13.16	2.13	0.55
12574.218750	-13.17	2.05	0.24
12577.148438	-13.17	1.96	0.29
12580.078125	-13.17	1.87	0.41
12583.007813	-13.18	1.78	0.32
12585.937500	-13.18	1.69	0.30
12588.867188	-13.18	1.60	0.52
12591.796875	-13.19	1.51	0.36
12594.726563	-13.19	1.41	0.09
12597.656250	-13.19	1.31	0.54
12600.585938	-13.20	1.19	0.81
12603.515625	-13.20	1.06	0.39
12606.445313	-13.20	0.92	0.32
12609.375000	-13.20	0.78	0.12
12612.304688	-13.21	0.64	0.41
12615.234375	-13.21	0.49	0.67
12618.164063	-13.21	0.34	0.54
12621.093750	-13.21	0.19	0.81
12624.023438	-13.21	0.01	0.63
12626.953125	-13.22	-0.17	0.44
12629.882813	-13.22	-0.36	0.52
12632.812500	-13.22	-0.55	0.50
12635.742188	-13.22	-0.76	0.54
12638.671875	-13.22	-0.98	0.49
12641.601563	-13.23	-1.20	0.81
12644.531250	-13.23	-1.44	0.82
12647.460938	-13.23	-1.69	0.83
12650.390625	-13.23	-1.94	0.75
12653.320313	-13.24	-2.22	0.74
12656.250000	-13.24	-2.51	0.56
12659.179688	-13.24	-2.81	0.39
12662.109375	-13.25	-3.12	0.52
12665.039063	-13.25	-3.42	0.66
12667.968750	-13.25	-3.72	0.47
12670.898438	-13.25	-4.03	0.61
12673.828125	-13.26	-4.35	0.59
12676.757813	-13.26	-4.67	0.59
12679.687500	-13.26	-5.00	0.73
12682.617188	-13.27	-5.33	0.54
12685.546875	-13.27	-5.69	0.64
12688.476563	-13.27	-6.06	0.64
12691.406250	-13.28	-6.44	0.61
12694.335938	-13.28	-6.84	0.59
12697.265625	-13.28	-7.24	0.68
12700.195313	-13.29	-7.64	0.50
12703.125000	-13.29	-8.04	0.45
12706.054688	-13.29	-8.44	0.22
12708.984375	-13.30	-8.83	0.57
12711.914063	-13.30	-9.21	0.01
12714.843750	-13.30	-9.59	0.29
12717.773438	-13.31	-9.96	0.48
12720.703125	-13.31	-10.33	0.69
12723.632813	-13.32	-10.71	0.58
12726.562500	-13.32	-11.10	0.49
12729.492188	-13.32	-11.51	0.15
12732.421875	-13.33	-11.92	0.08
12735.351563	-13.33	-12.34	0.23
12738.281250	-13.33	-12.74	0.35
12741.210938	-13.34	-13.15	0.41
12744.140625	-13.34	-13.55	0.37
12747.070313	-13.34	-13.95	0.11
12750.000000	-13.35	-14.34	0.53
12752.929688	-13.35	-14.73	0.40
12755.859375	-13.35	-15.12	0.47
12758.789063	-13.35	-15.51	0.32
12761.718750	-13.36	-15.89	0.32
12764.648438	-13.36	-16.27	0.56
12767.578125	-13.36	-16.66	0.48
12770.507813	-13.36	-17.04	0.41
12773.437500	-13.37	-17.44	0.28
12776.367188	-13.37	-17.82	0.13
12779.296875	-13.37	-18.21	0.05
12782.226563	-13.37	-18.60	0.04
12785.156250	-13.37	-18.97	0.20
12788.085938	-13.37	-19.34	0.27
12791.015625	-13.38	-19.70	0.55
12793.945313	-13.38	-20.06	0.77
12796.875000	-13.38	-20.41	0.44
12799.804688	-13.38	-20.75	0.06
12802.734375	-13.38	-21.10	0.13
12805.664063	-13.39	-21.44	0.48
12808.593750	-13.39	-21.77	0.63
12811.523438	-13.39	-22.09	0.48
12814.453125	-13.39	-22.39	0.14
12817.382813	-13.40	-22.70	0.34
12820.312500	-13.40	-23.00	0.45
12823.242188	-13.40	-23.29	0.74
12826.171875	-13.40	-23.57	0.80
12829.101563	-13.41	-23.84	0.36
12832.031250	-13.41	-24.10	0.59
12834.960938	-13.41	-24.35	0.28
12837.890625	-13.42	-24.60	0.26
12840.820313	-13.42	-24.84	0.41
12843.750000	-13.42	-25.08	0.11
12846.679688	-13.43	-25.31	0.30
12849.609375	-13.43	-25.54	0.63
12852.539063	-13.43	-25.79	0.69
12855.468750	-13.44	-26.04	0.58
12858.398438	-13.44	-26.31	0.24
12861.328125	-13.45	-26.58	0.68
12864.257813	-13.45	-26.83	0.48
12867.187500	-13.46	-27.07	0.52
12870.117188	-13.46	-27.31	0.38
12873.046875	-13.47	-27.53	0.42
12875.976563	-13.47	-27.75	0.58
12878.906250	-13.48	-27.96	0.62
12881.835938	-13.48	-28.18	0.71
12884.765625	-13.49	-28.39	0.08
12887.695313	-13.49	-28.60	0.30
12890.625000	-13.50	-28.81	0.76
12893.554688	-13.50	-29.02	0.69
12896.484375	-13.51	-29.24	0.46
12899.414063	-13.51	-29.46	0.75
12902.343750	-13.52	-29.68	0.64
12905.273438	-13.52	-29.90	0.33
12908.203125	-13.53	-30.12	0.28
12911.132813	-13.53	-30.34	0.36
12914.062500	-13.54	-30.57	0.37
12916.992188	-13.55	-30.80	0.65
12919.921875	-13.55	-31.04	0.71
12922.851563	-13.56	-31.30	0.63
12925.781250	-13.56	-31.57	0.59
12928.710938	-13.57	-31.84	0.63
12931.640625	-13.57	-32.12	0.26
12934.570313	-13.58	-32.40	0.41
12937.500000	-13.58	-32.68	0.66
12940.429688	-13.59	-32.97	0.50
12943.359375	-13.60	-33.26	0.67
12946.289063	-13.60	-33.56	0.65
12949.218750	-13.61	-33.86	0.69
12952.148438	-13.61	-34.17	0.42
12955.078125	-13.62	-34.47	0.15
12958.007813	-13.62	-34.78	0.58
12960.937500	-13.63	-35.08	0.44
12963.867188	-13.64	-35.40	0.47
12966.796875	-13.64	-35.71	0.74
12969.726563	-13.65	-36.03	0.77
12972.656250	-13.65	-36.35	0.21
12975.585938	-13.66	-36.67	0.36
12978.515625	-13.66	-36.99	0.74
12981.445313	-13.67	-37.31	0.20
12984.375000	-13.67	-37.64	0.64
12987.304688	-13.68	-37.96	0.31
12990.234375	-13.68	-38.28	0.07
12993.164063	-13.69	-38.61	0.30
12996.093750	-13.69	-38.93	0.35
12999.023438	-13.70	-39.24	0.16
13001.953125	-13.70	-39.56	0.21
13004.882813	-13.71	-39.88	0.32
13007.812500	-13.71	-40.19	0.36
13010.742188	-13.72	-40.51	0.37
13013.671875	-13.72	-40.82	0.29
13016.601563	-13.72	-41.13	0.58
13019.531250	-13.73	-41.44	0.26
13022.460938	-13.73	-41.74	0.44
13025.390625	-13.73	-42.03	0.20
13028.320313	-13.74	-42.33	0.34
13031.250000	-13.74	-42.64	0.42
13034.179688	-13.74	-42.94	0.15
13037.109375	-13.74	-43.24	0.14
13040.039063	-13.75	-43.54	0.38
13042.968750	-13.75	-43.85	0.37
13045.898438	-13.75	-44.15	0.31
13048.828125	-13.75	-44.45	0.29
13051.757813	-13.76	-44.74	0.33
13054.687500	-13.76	-45.03	0.48
13057.617188	-13.76	-45.32	0.75
13060.546875	-13.76	-45.59	0.66
13063.476563	-13.76	-45.86	0.36
13066.406250	-13.77	-46.13	0.35
13069.335938	-13.77	-46.40	0.67
13072.265625	-13.77	-46.66	0.51
13075.195313	-13.77	-46.92	0.49
13078.125000	-13.77	-47.18	0.38
13081.054688	-13.77	-47.44	0.59
13083.984375	-13.77	-47.69	0.20
13086.914063	-13.77	-47.95	0.70
13089.843750	-13.77	-48.20	0.65
13092.773438	-13.78	-48.46	0.78
13095.703125	-13.78	-48.70	0.59
13098.632813	-13.78	-48.94	0.48
13101.562500	-13.78	-49.17	0.66
13104.492188	-13.78	-49.41	0.67
13107.421875	-13.78	-49.63	0.51
13110.351563	-13.78	-49.86	0.44
13113.281250	-13.78	-50.09	0.06
13116.210938	-13.78	-50.32	0.56
13119.140625	-13.78	-50.55	0.77
13122.070313	-13.78	-50.78	0.11
13125.000000	-13.78	-51.00	0.34
13127.929688	-13.78	-51.23	0.29
13130.859375	-13.78	-51.46	0.27
13133.789063	-13.79	-51.68	0.43
13136.718750	-13.79	-51.90	0.46
13139.648438	-13.79	-52.14	0.40
13142.578125	-13.79	-52.37	0.09
13145.507813	-13.79	-52.60	0.49
13148.437500	-13.79	-52.83	0.53
13151.367188	-13.79	-53.06	0.23
13154.296875	-13.79	-53.29	0.46
13157.226563	-13.79	-53.53	0.38
13160.156250	-13.79	-53.76	0.45
13163.085938	-13.79	-54.00	0.81
13166.015625	-13.79	-54.23	0.76
13168.945313	-13.80	-54.48	0.33
13171.875000	-13.80	-54.73	0.40
13174.804688	-13.80	-54.97	0.09
13177.734375	-13.80	-55.22	0.31
13180.664063	-13.80	-55.46	0.27
13183.593750	-13.80	-55.70	0.59
13186.523438	-13.80	-55.93	0.33
13189.453125	-13.81	-56.17	0.42
13192.382813	-13.81	-56.40	0.37
13195.312500	-13.81	-56.63	0.33
13198.242188	-13.81	-56.86	0.34
13201.171875	-13.81	-57.09	0.17
13204.101563	-13.81	-57.31	0.57
13207.031250	-13.81	-57.52	0.68
13209.960938	-13.82	-57.73	0.39
13212.890625	-13.82	-57.93	0.35
13215.820313	-13.82	-58.14	0.77
13218.750000	-13.82	-58.35	0.83
13221.679688	-13.82	-58.57	0.47
13224.609375	-13.83	-58.79	0.43
13227.539063	-13.83	-59.01	0.44
13230.468750	-13.83	-59.23	0.56
13233.398438	-13.83	-59.45	0.12
13236.328125	-13.83	-59.68	0.33
13239.257813	-13.83	-59.91	0.35
13242.187500	-13.83	-60.14	0.41
13245.117188	-13.83	-60.38	0.32
13248.046875	-13.84	-60.61	0.67
13250.976563	-13.84	-60.86	0.49
13253.906250	-13.84	-61.11	0.42
13256.835938	-13.84	-61.35	0.61
13259.765625	-13.84	-61.60	0.56
13262.695313	-13.84	-61.85	0.53
13265.625000	-13.84	-62.10	0.13
13268.554688	-13.84	-62.34	0.56
13271.484375	-13.84	-62.60	0.49
13274.414063	-13.84	-62.85	0.64
13277.343750	-13.84	-63.12	0.71
13280.273438	-13.84	-63.40	0.44
13283.203125	-13.84	-63.68	0.42
13286.132813	-13.84	-63.96	0.48
13289.062500	-13.84	-64.25	0.60
13291.992188	-13.84	-64.54	0.45
13294.921875	-13.84	-64.83	0.48
13297.851563	-13.84	-65.12	0.73
13300.781250	-13.84	-65.42	0.60
13303.710938	-13.84	-65.73	0.83
13306.640625	-13.84	-66.04	0.77
13309.570313	-13.84	-66.35	0.80
13312.500000	-13.84	-66.66	0.50
13315.429688	-13.84	-66.97	0.63
13318.359375	-13.84	-67.27	0.69
13321.289063	-13.84	-67.58	0.71
13324.218750	-13.84	-67.88	0.77
13327.148438	-13.84	-68.19	0.50
13330.078125	-13.84	-68.50	0.87
13333.007813	-13.84	-68.79	0.88
13335.937500	-13.84	-69.06	0.91
13338.867188	-13.83	-69.34	0.81
13341.796875	-13.83	-69.60	0.53
13344.726563	-13.83	-69.85	0.20
13347.656250	-13.83	-70.10	0.10
13350.585938	-13.83	-70.36	0.29
13353.515625	-13.83	-70.61	0.34
