	SM57_PROX_100MM		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
11771.484375	-11.07	12.10	0.49
11774.414063	-11.08	12.06	0.41
11777.343750	-11.08	12.02	0.47
11780.273438	-11.09	12.00	0.59
11783.203125	-11.09	11.95	0.74
11786.132813	-11.10	11.88	0.46
11789.062500	-11.10	11.79	0.53
11791.992188	-11.11	11.68	0.62
11794.921875	-11.12	11.56	0.62
11797.851563	-11.12	11.41	0.16
11800.781250	-11.13	11.26	0.27
11803.710938	-11.13	11.11	0.05
11806.640625	-11.14	10.96	0.32
11809.570313	-11.14	10.81	0.31
11812.500000	-11.15	10.66	0.29
11815.429688	-11.15	10.51	0.26
11818.359375	-11.16	10.36	0.39
11821.289063	-11.16	10.20	0.44
11824.218750	-11.17	10.04	0.69
11827.148438	-11.18	9.89	0.50
11830.078125	-11.18	9.74	0.33
11833.007813	-11.19	9.58	0.44
11835.937500	-11.19	9.41	0.42
11838.867188	-11.20	9.23	0.81
11841.796875	-11.20	9.04	0.84
11844.726563	-11.21	8.84	0.61
11847.656250	-11.21	8.62	0.64
11850.585938	-11.22	8.39	0.53
11853.515625	-11.22	8.14	0.71
11856.445313	-11.23	7.86	0.60
11859.375000	-11.24	7.58	0.40
11862.304688	-11.24	7.29	0.30
11865.234375	-11.25	7.00	0.18
11868.164063	-11.25	6.70	0.51
11871.093750	-11.26	6.39	0.44
11874.023438	-11.26	6.09	0.32
11876.953125	-11.27	5.78	0.36
11879.882813	-11.27	5.48	0.34
11882.812500	-11.28	5.19	0.41
11885.742188	-11.29	4.90	0.51
11888.671875	-11.29	4.62	0.68
11891.601563	-11.30	4.34	0.88
11894.531250	-11.30	4.05	0.82
11897.460938	-11.31	3.78	0.67
11900.390625	-11.31	3.53	0.74
11903.320313	-11.32	3.29	0.75
11906.250000	-11.33	3.07	0.29
11909.179688	-11.33	2.86	0.44
11912.109375	-11.34	2.65	0.37
11915.039063	-11.34	2.46	0.07
11917.968750	-11.35	2.26	0.61
11920.898438	-11.35	2.07	0.72
11923.828125	-11.36	1.89	0.63
11926.757813	-11.37	1.72	0.60
11929.687500	-11.37	1.56	0.82
11932.617188	-11.38	1.41	0.87
11935.546875	-11.38	1.25	0.41
11938.476563	-11.39	1.10	0.84
11941.406250	-11.39	0.96	0.83
11944.335938	-11.40	0.84	0.63
11947.265625	-11.41	0.74	0.67
11950.195313	-11.41	0.64	0.82
11953.125000	-11.42	0.56	0.69
11956.054688	-11.42	0.49	0.33
11958.984375	-11.43	0.42	0.60
11961.914063	-11.43	0.36	0.72
11964.843750	-11.44	0.29	0.76
11967.773438	-11.45	0.25	0.95
11970.703125	-11.45	0.22	0.97
11973.632813	-11.46	0.21	0.53
11976.562500	-11.46	0.22	0.54
11979.492188	-11.47	0.22	0.64
11982.421875	-11.47	0.25	0.33
11985.351563	-11.48	0.27	0.53
11988.281250	-11.48	0.31	0.41
11991.210938	-11.49	0.33	0.53
11994.140625	-11.49	0.36	0.43
11997.070313	-11.50	0.39	0.34
12000.000000	-11.51	0.42	0.37
12002.929688	-11.51	0.45	0.63
12005.859375	-11.52	0.49	0.73
12008.789063	-11.52	0.54	0.80
12011.718750	-11.53	0.59	0.78
12014.648438	-11.53	0.64	0.77
12017.578125	-11.54	0.71	0.85
12020.507813	-11.54	0.80	0.56
12023.437500	-11.55	0.89	0.41
12026.367188	-11.55	0.98	0.63
12029.296875	-11.56	1.08	0.62
12032.226563	-11.56	1.18	0.73
12035.156250	-11.57	1.29	0.80
12038.085938	-11.57	1.40	0.88
12041.015625	-11.58	1.52	0.35
12043.945313	-11.58	1.66	0.82
12046.875000	-11.59	1.79	0.82
12049.804688	-11.59	1.94	0.83
12052.734375	-11.60	2.09	0.60
12055.664063	-11.60	2.25	0.55
12058.593750	-11.61	2.42	0.84
12061.523438	-11.62	2.58	0.88
12064.453125	-11.62	2.75	0.62
12067.382813	-11.63	2.91	0.75
12070.312500	-11.63	3.08	0.65
12073.242188	-11.64	3.24	0.73
12076.171875	-11.64	3.40	0.79
12079.101563	-11.65	3.56	0.44
12082.031250	-11.65	3.71	0.37
12084.960938	-11.66	3.86	0.45
12087.890625	-11.66	4.02	0.29
12090.820313	-11.67	4.17	0.26
12093.750000	-11.68	4.31	0.71
12096.679688	-11.68	4.45	0.86
12099.609375	-11.69	4.59	0.76
12102.539063	-11.69	4.72	0.81
12105.468750	-11.70	4.85	0.85
12108.398438	-11.70	4.98	0.66
12111.328125	-11.71	5.09	0.47
12114.257813	-11.71	5.20	0.63
12117.187500	-11.72	5.30	0.20
12120.117188	-11.72	5.40	0.13
12123.046875	-11.73	5.50	0.41
12125.976563	-11.73	5.59	0.22
12128.906250	-11.74	5.69	0.67
12131.835938	-11.75	5.79	0.65
12134.765625	-11.75	5.91	0.83
12137.695313	-11.76	6.04	0.54
12140.625000	-11.76	6.18	0.13
12143.554688	-11.77	6.32	0.12
12146.484375	-11.77	6.45	0.29
12149.414063	-11.78	6.57	0.56
12152.343750	-11.78	6.68	0.07
12155.273438	-11.79	6.78	0.41
12158.203125	-11.79	6.90	0.47
12161.132813	-11.80	7.02	0.48
12164.062500	-11.81	7.14	0.47
12166.992188	-11.81	7.25	0.57
12169.921875	-11.82	7.37	0.50
12172.851563	-11.82	7.48	0.70
12175.781250	-11.83	7.59	0.70
12178.710938	-11.83	7.69	0.24
12181.640625	-11.84	7.79	0.29
12184.570313	-11.84	7.87	0.16
12187.500000	-11.85	7.95	0.21
12190.429688	-11.86	8.02	0.64
12193.359375	-11.86	8.07	0.64
12196.289063	-11.87	8.11	0.70
12199.218750	-11.87	8.13	0.60
12202.148438	-11.88	8.14	0.40
12205.078125	-11.88	8.14	0.17
12208.007813	-11.89	8.14	0.12
12210.937500	-11.89	8.14	0.45
12213.867188	-11.90	8.13	0.35
12216.796875	-11.91	8.12	0.49
12219.726563	-11.91	8.10	0.50
12222.656250	-11.92	8.08	0.41
12225.585938	-11.92	8.05	0.71
12228.515625	-11.93	8.00	0.74
12231.445313	-11.93	7.94	0.17
12234.375000	-11.94	7.88	0.16
12237.304688	-11.94	7.82	0.49
12240.234375	-11.95	7.75	0.58
12243.164063	-11.95	7.68	0.25
12246.093750	-11.96	7.61	0.48
12249.023438	-11.96	7.53	0.14
12251.953125	-11.97	7.45	0.39
12254.882813	-11.97	7.38	0.22
12257.812500	-11.98	7.30	0.55
12260.742188	-11.98	7.22	0.23
12263.671875	-11.99	7.14	0.30
12266.601563	-11.99	7.06	0.82
12269.531250	-12.00	6.96	0.55
12272.460938	-12.00	6.85	0.82
12275.390625	-12.01	6.73	0.74
12278.320313	-12.01	6.59	0.55
12281.250000	-12.02	6.47	0.40
12284.179688	-12.02	6.35	0.25
12287.109375	-12.03	6.23	0.20
12290.039063	-12.03	6.11	0.56
12292.968750	-12.04	6.00	0.41
12295.898438	-12.04	5.90	0.63
12298.828125	-12.05	5.80	0.52
12301.757813	-12.05	5.70	0.54
12304.687500	-12.06	5.60	0.69
12307.617188	-12.06	5.52	0.70
12310.546875	-12.07	5.43	0.17
12313.476563	-12.07	5.35	0.48
12316.406250	-12.08	5.26	0.36
12319.335938	-12.08	5.18	0.53
12322.265625	-12.09	5.10	0.19
12325.195313	-12.09	5.02	0.10
12328.125000	-12.10	4.94	0.74
12331.054688	-12.10	4.85	0.55
12333.984375	-12.11	4.76	0.46
12336.914063	-12.11	4.68	0.52
12339.843750	-12.12	4.58	0.41
12342.773438	-12.12	4.50	0.46
12345.703125	-12.12	4.41	0.72
12348.632813	-12.13	4.32	0.57
12351.562500	-12.13	4.23	0.47
12354.492188	-12.14	4.15	0.64
12357.421875	-12.14	4.07	0.43
12360.351563	-12.15	4.00	0.62
12363.281250	-12.15	3.92	0.87
12366.210938	-12.15	3.86	0.84
12369.140625	-12.16	3.81	0.85
12372.070313	-12.16	3.78	0.64
12375.000000	-12.17	3.75	0.83
12377.929688	-12.17	3.72	0.83
12380.859375	-12.18	3.68	0.83
12383.789063	-12.18	3.64	0.45
12386.718750	-12.18	3.60	0.81
12389.648438	-12.19	3.57	0.79
12392.578125	-12.19	3.55	0.85
12395.507813	-12.20	3.53	0.83
12398.437500	-12.20	3.51	0.79
12401.367188	-12.21	3.49	0.70
12404.296875	-12.21	3.49	0.77
12407.226563	-12.22	3.48	0.60
12410.156250	-12.22	3.48	0.24
12413.085938	-12.22	3.48	0.23
12416.015625	-12.23	3.48	0.50
12418.945313	-12.23	3.49	0.38
12421.875000	-12.24	3.49	0.76
12424.804688	-12.24	3.49	0.57
12427.734375	-12.25	3.49	0.61
12430.664063	-12.25	3.49	0.23
12433.593750	-12.26	3.50	0.22
12436.523438	-12.26	3.51	0.58
12439.453125	-12.27	3.53	0.70
12442.382813	-12.27	3.55	0.63
12445.312500	-12.27	3.57	0.65
12448.242188	-12.28	3.58	0.70
12451.171875	-12.28	3.58	0.63
12454.101563	-12.29	3.58	0.68
12457.031250	-12.29	3.57	0.71
12459.960938	-12.30	3.55	0.67
12462.890625	-12.30	3.53	0.51
12465.820313	-12.31	3.50	0.62
12468.750000	-12.31	3.47	0.43
12471.679688	-12.32	3.44	0.71
12474.609375	-12.32	3.41	0.78
12477.539063	-12.33	3.38	0.83
12480.468750	-12.33	3.34	0.72
12483.398438	-12.34	3.31	0.68
12486.328125	-12.34	3.27	0.46
12489.257813	-12.35	3.25	0.26
12492.187500	-12.35	3.22	0.48
12495.117188	-12.36	3.18	0.73
12498.046875	-12.36	3.14	0.66
12500.976563	-12.37	3.09	0.55
12503.906250	-12.37	3.04	0.63
12506.835938	-12.38	2.99	0.14
12509.765625	-12.38	2.94	0.18
12512.695313	-12.39	2.90	0.60
12515.625000	-12.39	2.85	0.73
12518.554688	-12.40	2.80	0.90
12521.484375	-12.40	2.75	0.88
12524.414063	-12.41	2.70	0.77
12527.343750	-12.41	2.66	0.49
12530.273438	-12.42	2.61	0.21
12533.203125	-12.42	2.56	0.52
12536.132813	-12.43	2.51	0.59
12539.062500	-12.43	2.47	0.56
12541.992188	-12.44	2.42	0.73
12544.921875	-12.44	2.36	0.62
12547.851563	-12.45	2.30	0.25
12550.781250	-12.45	2.23	0.54
12553.710938	-12.45	2.15	0.22
12556.640625	-12.46	2.08	0.09
12559.570313	-12.46	2.00	0.83
12562.500000	-12.47	1.92	0.63
12565.429688	-12.47	1.84	0.41
12568.359375	-12.48	1.75	0.39
12571.289063	-12.48	1.67	0.56
12574.218750	-12.49	1.58	0.62
12577.148438	-12.49	1.49	0.33
12580.078125	-12.50	1.39	0.46
12583.007813	-12.50	1.29	0.50
12585.937500	-12.50	1.20	0.30
12588.867188	-12.51	1.11	0.52
12591.796875	-12.51	1.01	0.36
12594.726563	-12.52	0.91	0.09
12597.656250	-12.52	0.81	0.54
12600.585938	-12.53	0.69	0.84
12603.515625	-12.53	0.55	0.44
12606.445313	-12.54	0.40	0.42
12609.375000	-12.54	0.25	0.18
12612.304688	-12.54	0.10	0.44
12615.234375	-12.55	-0.06	0.42
12618.164063	-12.55	-0.21	0.53
12621.093750	-12.56	-0.38	0.80
12624.023438	-12.56	-0.56	0.63
12626.953125	-12.56	-0.75	0.44
12629.882813	-12.57	-0.94	0.52
12632.812500	-12.57	-1.14	0.50
12635.742188	-12.58	-1.35	0.54
12638.671875	-12.58	-1.58	0.49
12641.601563	-12.59	-1.81	0.81
12644.531250	-12.59	-2.05	0.82
12647.460938	-12.59	-2.31	0.83
12650.390625	-12.60	-2.57	0.75
12653.320313	-12.60	-2.86	0.74
12656.250000	-12.61	-3.16	0.56
12659.179688	-12.61	-3.46	0.39
12662.109375	-12.62	-3.77	0.52
12665.039063	-12.62	-4.08	0.64
12667.968750	-12.63	-4.39	0.64
12670.898438	-12.63	-4.71	0.67
12673.828125	-12.63	-5.04	0.55
12676.757813	-12.64	-5.37	0.75
12679.687500	-12.64	-5.71	0.62
12682.617188	-12.65	-6.05	0.26
12685.546875	-12.65	-6.40	0.61
12688.476563	-12.66	-6.77	0.45
12691.406250	-12.66	-7.16	0.56
12694.335938	-12.66	-7.55	0.57
12697.265625	-12.67	-7.95	0.63
12700.195313	-12.67	-8.35	0.52
12703.125000	-12.68	-8.75	0.41
12706.054688	-12.68	-9.15	0.22
12708.984375	-12.69	-9.54	0.57
12711.914063	-12.69	-9.92	0.01
12714.843750	-12.70	-10.29	0.29
12717.773438	-12.70	-10.66	0.48
12720.703125	-12.71	-11.03	0.69
12723.632813	-12.71	-11.41	0.32
12726.562500	-12.71	-11.81	0.51
12729.492188	-12.72	-12.21	0.21
12732.421875	-12.72	-12.63	0.11
12735.351563	-12.73	-13.04	0.13
12738.281250	-12.73	-13.46	0.51
12741.210938	-12.74	-13.87	0.60
12744.140625	-12.74	-14.28	0.60
12747.070313	-12.75	-14.69	0.11
12750.000000	-12.75	-15.09	0.53
12752.929688	-12.75	-15.49	0.40
12755.859375	-12.76	-15.89	0.52
12758.789063	-12.76	-16.28	0.25
12761.718750	-12.77	-16.66	0.37
12764.648438	-12.77	-17.04	0.54
12767.578125	-12.78	-17.43	0.48
12770.507813	-12.78	-17.82	0.41
12773.437500	-12.78	-18.22	0.28
12776.367188	-12.79	-18.61	0.13
12779.296875	-12.79	-19.00	0.03
12782.226563	-12.80	-19.39	0.09
12785.156250	-12.80	-19.76	0.20
12788.085938	-12.81	-20.13	0.27
12791.015625	-12.81	-20.50	0.55
12793.945313	-12.81	-20.86	0.77
12796.875000	-12.82	-21.21	0.44
12799.804688	-12.82	-21.56	0.06
12802.734375	-12.83	-21.90	0.13
12805.664063	-12.83	-22.24	0.48
12808.593750	-12.83	-22.58	0.63
12811.523438	-12.84	-22.89	0.48
12814.453125	-12.84	-23.20	0.14
12817.382813	-12.85	-23.51	0.34
12820.312500	-12.85	-23.81	0.45
12823.242188	-12.86	-24.10	0.74
12826.171875	-12.86	-24.39	0.80
12829.101563	-12.86	-24.66	0.36
12832.031250	-12.87	-24.92	0.59
12834.960938	-12.87	-25.17	0.28
12837.890625	-12.88	-25.42	0.26
12840.820313	-12.88	-25.66	0.41
12843.750000	-12.89	-25.90	0.11
12846.679688	-12.89	-26.13	0.30
12849.609375	-12.89	-26.36	0.63
12852.539063	-12.90	-26.61	0.69
12855.468750	-12.90	-26.87	0.58
12858.398438	-12.91	-27.14	0.24
12861.328125	-12.91	-27.40	0.68
12864.257813	-12.92	-27.66	0.48
12867.187500	-12.92	-27.90	0.52
12870.117188	-12.93	-28.13	0.38
12873.046875	-12.93	-28.35	0.42
12875.976563	-12.94	-28.57	0.58
12878.906250	-12.94	-28.79	0.62
12881.835938	-12.95	-29.00	0.71
12884.765625	-12.95	-29.21	0.08
12887.695313	-12.95	-29.42	0.30
12890.625000	-12.96	-29.63	0.76
12893.554688	-12.96	-29.85	0.69
12896.484375	-12.97	-30.07	0.46
12899.414063	-12.97	-30.29	0.75
12902.343750	-12.98	-30.51	0.64
12905.273438	-12.98	-30.72	0.33
12908.203125	-12.99	-30.94	0.28
12911.132813	-12.99	-31.16	0.36
12914.062500	-13.00	-31.39	0.37
12916.992188	-13.00	-31.62	0.65
12919.921875	-13.01	-31.86	0.71
12922.851563	-13.01	-32.12	0.63
12925.781250	-13.01	-32.38	0.59
12928.710938	-13.02	-32.65	0.63
12931.640625	-13.02	-32.93	0.26
12934.570313	-13.03	-33.21	0.41
12937.500000	-13.03	-33.49	0.66
12940.429688	-13.04	-33.78	0.50
12943.359375	-13.04	-34.07	0.67
12946.289063	-13.05	-34.36	0.65
12949.218750	-13.05	-34.66	0.69
12952.148438	-13.06	-34.96	0.42
12955.078125	-13.06	-35.26	0.15
12958.007813	-13.07	-35.56	0.58
12960.937500	-13.07	-35.87	0.44
12963.867188	-13.07	-36.18	0.47
12966.796875	-13.08	-36.49	0.74
12969.726563	-13.08	-36.80	0.77
12972.656250	-13.09	-37.11	0.21
12975.585938	-13.09	-37.43	0.36
12978.515625	-13.10	-37.74	0.74
12981.445313	-13.10	-38.06	0.20
12984.375000	-13.11	-38.38	0.64
12987.304688	-13.11	-38.70	0.31
12990.234375	-13.11	-39.02	0.07
12993.164063	-13.12	-39.34	0.30
12996.093750	-13.12	-39.66	0.35
12999.023438	-13.13	-39.97	0.16
13001.953125	-13.13	-40.28	0.21
13004.882813	-13.14	-40.59	0.34
13007.812500	-13.14	-40.90	0.38
13010.742188	-13.14	-41.21	0.39
13013.671875	-13.15	-41.51	0.32
13016.601563	-13.15	-41.81	0.65
13019.531250	-13.16	-42.11	0.34
13022.460938	-13.16	-42.40	0.41
13025.390625	-13.16	-42.69	0.20
13028.320313	-13.17	-42.98	0.34
13031.250000	-13.17	-43.27	0.42
13034.179688	-13.17	-43.56	0.15
13037.109375	-13.18	-43.85	0.14
13040.039063	-13.18	-44.15	0.38
13042.968750	-13.18	-44.44	0.37
13045.898438	-13.19	-44.73	0.31
13048.828125	-13.19	-45.02	0.29
13051.757813	-13.19	-45.30	0.33
13054.687500	-13.20	-45.59	0.48
13057.617188	-13.20	-45.86	0.75
13060.546875	-13.20	-46.13	0.66
13063.476563	-13.21	-46.39	0.36
13066.406250	-13.21	-46.65	0.35
13069.335938	-13.21	-46.90	0.56
13072.265625	-13.22	-47.16	0.54
13075.195313	-13.22	-47.41	0.49
13078.125000	-13.22	-47.65	0.40
13081.054688	-13.23	-47.90	0.41
13083.984375	-13.23	-48.15	0.20
13086.914063	-13.23	-48.39	0.70
13089.843750	-13.24	-48.64	0.65
13092.773438	-13.24	-48.88	0.78
13095.703125	-13.24	-49.11	0.59
13098.632813	-13.24	-49.34	0.48
13101.562500	-13.25	-49.57	0.66
13104.492188	-13.25	-49.79	0.67
13107.421875	-13.25	-50.00	0.51
13110.351563	-13.26	-50.22	0.44
13113.281250	-13.26	-50.44	0.06
13116.210938	-13.26	-50.66	0.65
13119.140625	-13.27	-50.88	0.73
13122.070313	-13.27	-51.10	0.11
13125.000000	-13.27	-51.32	0.34
13127.929688	-13.27	-51.54	0.29
13130.859375	-13.28	-51.76	0.27
13133.789063	-13.28	-51.97	0.43
13136.718750	-13.28	-52.19	0.46
13139.648438	-13.29	-52.41	0.40
13142.578125	-13.29	-52.64	0.11
13145.507813	-13.29	-52.86	0.47
13148.437500	-13.29	-53.08	0.53
13151.367188	-13.30	-53.30	0.23
13154.296875	-13.30	-53.53	0.46
13157.226563	-13.30	-53.76	0.38
13160.156250	-13.31	-53.98	0.45
13163.085938	-13.31	-54.21	0.81
13166.015625	-13.31	-54.44	0.76
13168.945313	-13.31	-54.67	0.30
13171.875000	-13.32	-54.92	0.40
13174.804688	-13.32	-55.15	0.09
13177.734375	-13.32	-55.39	0.31
13180.664063	-13.33	-55.62	0.27
13183.593750	-13.33	-55.85	0.59
13186.523438	-13.33	-56.08	0.33
13189.453125	-13.34	-56.30	0.42
13192.382813	-13.34	-56.53	0.37
13195.312500	-13.34	-56.75	0.33
13198.242188	-13.34	-56.98	0.34
13201.171875	-13.35	-57.20	0.17
13204.101563	-13.35	-57.41	0.57
13207.031250	-13.35	-57.62	0.68
13209.960938	-13.36	-57.82	0.39
13212.890625	-13.36	-58.01	0.35
13215.820313	-13.36	-58.21	0.77
13218.750000	-13.36	-58.41	0.83
13221.679688	-13.37	-58.62	0.47
13224.609375	-13.37	-58.84	0.43
13227.539063	-13.37	-59.05	0.44
13230.468750	-13.38	-59.26	0.56
13233.398438	-13.38	-59.48	0.12
13236.328125	-13.38	-59.70	0.33
13239.257813	-13.38	-59.92	0.35
13242.187500	-13.39	-60.14	0.41
13245.117188	-13.39	-60.37	0.32
13248.046875	-13.39	-60.60	0.67
13250.976563	-13.40	-60.83	0.49
13253.906250	-13.40	-61.07	0.42
13256.835938	-13.40	-61.31	0.61
13259.765625	-13.40	-61.55	0.56
13262.695313	-13.41	-61.79	0.53
13265.625000	-13.41	-62.03	0.13
13268.554688	-13.41	-62.26	0.56
13271.484375	-13.41	-62.51	0.49
13274.414063	-13.41	-62.75	0.64
13277.343750	-13.42	-63.01	0.71
13280.273438	-13.42	-63.28	0.44
13283.203125	-13.42	-63.54	0.42
13286.132813	-13.42	-63.82	0.48
13289.062500	-13.43	-64.10	0.60
13291.992188	-13.43	-64.37	0.45
13294.921875	-13.43	-64.65	0.48
13297.851563	-13.43	-64.94	0.73
13300.781250	-13.44	-65.22	0.60
13303.710938	-13.44	-65.52	0.83
13306.640625	-13.44	-65.81	0.77
13309.570313	-13.44	-66.11	0.80
13312.500000	-13.45	-66.41	0.50
13315.429688	-13.45	-66.71	0.63
13318.359375	-13.45	-67.00	0.69
13321.289063	-13.45	-67.29	0.71
13324.218750	-13.45	-67.58	0.76
13327.148438	-13.46	-67.88	0.46
13330.078125	-13.46	-68.17	0.86
13333.007813	-13.46	-68.45	0.91
13335.937500	-13.46	-68.72	0.94
13338.867188	-13.46	-68.97	0.82
13341.796875	-13.47	-69.22	0.57
13344.726563	-13.47	-69.46	0.28
13347.656250	-13.47	-69.71	0.11
13350.585938	-13.47	-69.95	0.32
13353.515625	-13.48	-70.19	0.35
13356.445313	-13.48	-70.44	0.19
13359.375000	-13.48	-70.68	0.66
13362.304688	-13.48	-70.91	0.45
13365.234375	-13.48	-71.15	0.47
13368.164063	-13.49	-71.39	0.61
13371.093750	-13.49	-71.63	0.36
13374.023438	-13.49	-71.87	0.47
13376.953125	-13.49	-72.10	0.13
13379.882813	-13.49	-72.34	0.53
13382.812500	-13.49	-72.58	0.60
13385.742188	-13.50	-72.82	0.58
13388.671875	-13.50	-73.06	0.64
13391.601563	-13.50	-73.31	0.43
13394.531250	-13.50	-73.56	0.29
13397.460938	-13.50	-73.81	0.23
13400.390625	-13.50	-74.06	0.59
13403.320313	-13.50	-74.30	0.61
13406.250000	-13.51	-74.55	0.60
13409.179688	-13.51	-74.78	0.24
13412.109375	-13.51	-75.02	0.61
13415.039063	-13.51	-75.25	0.21
13417.968750	-13.51	-75.47	0.44
13420.898438	-13.51	-75.70	0.11
13423.828125	-13.51	-75.92	0.67
13426.757813	-13.51	-76.14	0.75
13429.687500	-13.51	-76.37	0.86
13432.617188	-13.52	-76.60	0.89
13435.546875	-13.52	-76.83	0.86
13438.476563	-13.52	-77.05	0.70
13441.406250	-13.52	-77.28	0.66
13444.335938	-13.52	-77.51	0.60
13447.265625	-13.52	-77.74	0.68
13450.195313	-13.52	-77.96	0.82
13453.125000	-13.52	-78.18	0.74
13456.054688	-13.52	-78.39	0.65
13458.984375	-13.52	-78.60	0.70
13461.914063	-13.52	-78.81	0.65
13464.843750	-13.52	-79.02	0.61
13467.773438	-13.53	-79.23	0.49
13470.703125	-13.53	-79.44	0.58
13473.632813	-13.53	-79.64	0.41
13476.562500	-13.53	-79.84	0.56
13479.492188	-13.53	-80.04	0.45
13482.421875	-13.53	-80.23	0.69
13485.351563	-13.53	-80.42	0.67
13488.281250	-13.53	-80.60	0.56
13491.210938	-13.53	-80.79	0.61
13494.140625	-13.53	-80.97	0.77
13497.070313	-13.53	-81.14	0.80
13500.000000	-13.54	-81.30	0.55
13502.929688	-13.54	-81.45	0.12
13505.859375	-13.54	-81.60	0.58
13508.789063	-13.54	-81.74	0.38
13511.718750	-13.54	-81.88	0.64
13514.648438	-13.54	-82.02	0.66
13517.578125	-13.54	-82.16	0.63
13520.507813	-13.54	-82.30	0.79
13523.437500	-13.54	-82.44	0.59
13526.367188	-13.55	-82.58	0.54
13529.296875	-13.55	-82.71	0.46
13532.226563	-13.55	-82.85	0.82
13535.156250	-13.55	-82.98	0.67
13538.085938	-13.55	-83.10	0.58
13541.015625	-13.55	-83.21	0.40
13543.945313	-13.55	-83.32	0.59
13546.875000	-13.55	-83.43	0.82
13549.804688	-13.55	-83.53	0.66
13552.734375	-13.56	-83.63	0.71
13555.664063	-13.56	-83.73	0.71
13558.593750	-13.56	-83.83	0.76
13561.523438	-13.56	-83.94	0.56
13564.453125	-13.56	-84.05	0.47
13567.382813	-13.56	-84.17	0.50
13570.312500	-13.56	-84.29	0.31
13573.242188	-13.57	-84.40	0.62
13576.171875	-13.57	-84.50	0.60
13579.101563	-13.57	-84.61	0.76
13582.031250	-13.57	-84.70	0.81
13584.960938	-13.57	-84.80	0.83
13587.890625	-13.57	-84.90	0.78
13590.820313	-13.57	-84.99	0.93
13593.750000	-13.58	-85.08	0.81
13596.679688	-13.58	-85.17	0.54
13599.609375	-13.58	-85.25	0.59
13602.539063	-13.58	-85.33	0.84
13605.468750	-13.58	-85.42	0.85
13608.398438	-13.58	-85.51	0.61
13611.328125	-13.58	-85.61	0.35
13614.257813	-13.59	-85.71	0.74
13617.187500	-13.59	-85.80	0.38
13620.117188	-13.59	-85.90	0.41
13623.046875	-13.59	-85.99	0.74
13625.976563	-13.59	-86.08	0.68
13628.906250	-13.59	-86.17	0.45
13631.835938	-13.59	-86.26	0.67
13634.765625	-13.60	-86.34	0.46
13637.695313	-13.60	-86.42	0.61
13640.625000	-13.60	-86.51	0.62
13643.554688	-13.60	-86.59	0.05
13646.484375	-13.60	-86.68	0.13
13649.414063	-13.60	-86.76	0.10
13652.343750	-13.61	-86.84	0.20
13655.273438	-13.61	-86.92	0.78
13658.203125	-13.61	-87.00	0.65
13661.132813	-13.61	-87.09	0.81
13664.062500	-13.61	-87.18	0.44
13666.992188	-13.61	-87.29	0.84
13669.921875	-13.62	-87.39	0.72
13672.851563	-13.62	-87.49	0.60
13675.781250	-13.62	-87.59	0.74
13678.710938	-13.62	-87.69	0.71
13681.640625	-13.62	-87.79	0.62
13684.570313	-13.63	-87.89	0.56
13687.500000	-13.63	-88.00	0.52
13690.429688	-13.63	-88.12	0.46
13693.359375	-13.63	-88.24	0.48
13696.289063	-13.63	-88.36	0.43
13699.218750	-13.64	-88.47	0.49
13702.148438	-13.64	-88.59	0.39
13705.078125	-13.64	-88.70	0.50
13708.007813	-13.64	-88.82	0.18
13710.937500	-13.65	-88.94	0.48
13713.867188	-13.65	-89.06	0.48
13716.796875	-13.65	-89.19	0.38
13719.726563	-13.65	-89.33	0.30
13722.656250	-13.65	-89.48	0.39
13725.585938	-13.66	-89.62	0.21
13728.515625	-13.66	-89.77	0.21
13731.445313	-13.66	-89.92	0.47
13734.375000	-13.66	-90.07	0.65
13737.304688	-13.66	-90.22	0.59
13740.234375	-13.67	-90.37	0.62
13743.164063	-13.67	-90.52	0.24
13746.093750	-13.67	-90.67	0.05
13749.023438	-13.67	-90.81	0.38
13751.953125	-13.67	-90.95	0.26
13754.882813	-13.68	-91.09	0.43
13757.812500	-13.68	-91.23	0.45
13760.742188	-13.68	-91.38	0.38
13763.671875	-13.68	-91.53	0.27
13766.601563	-13.69	-91.67	0.18
13769.531250	-13.69	-91.82	0.71
13772.460938	-13.69	-91.97	0.44
13775.390625	-13.69	-92.12	0.36
13778.320313	-13.69	-92.27	0.54
13781.250000	-13.70	-92.42	0.50
13784.179688	-13.70	-92.57	0.09
13787.109375	-13.70	-92.71	0.43
13790.039063	-13.70	-92.86	0.16
13792.968750	-13.71	-93.01	0.60
13795.898438	-13.71	-93.16	0.49
13798.828125	-13.71	-93.31	0.59
13801.757813	-13.71	-93.48	0.44
13804.687500	-13.71	-93.64	0.67
13807.617188	-13.72	-93.81	0.56
13810.546875	-13.72	-93.97	0.50
13813.476563	-13.72	-94.13	0.42
13816.406250	-13.72	-94.28	0.37
13819.335938	-13.72	-94.43	0.41
13822.265625	-13.72	-94.58	0.06
13825.195313	-13.73	-94.73	0.61
13828.125000	-13.73	-94.87	0.63
13831.054688	-13.73	-95.02	0.73
13833.984375	-13.73	-95.17	0.73
13836.914063	-13.73	-95.32	0.85
13839.843750	-13.73	-95.47	0.44
13842.773438	-13.74	-95.62	0.49
13845.703125	-13.74	-95.77	0.64
13848.632813	-13.74	-95.91	0.43
13851.562500	-13.74	-96.05	0.29
13854.492188	-13.74	-96.18	0.48
