	SM57_PROX_200MM		
4942.382813	-7.93	-150.03	0.32
4945.312500	-7.92	-149.86	0.42
4948.242188	-7.92	-149.69	0.36
4951.171875	-7.91	-149.50	0.29
4954.101563	-7.90	-149.32	0.42
4957.031250	-7.90	-149.10	0.53
4959.960938	-7.89	-148.82	0.54
4962.890625	-7.88	-148.50	0.22
4965.820313	-7.88	-148.17	0.62
4968.750000	-7.87	-147.84	0.71
4971.679688	-7.86	-147.47	0.72
4974.609375	-7.86	-147.01	0.62
4977.539063	-7.85	-146.51	0.38
4980.468750	-7.84	-145.98	0.71
4983.398438	-7.84	-145.38	0.75
4986.328125	-7.83	-144.71	0.73
4989.257813	-7.82	-143.99	0.71
4992.187500	-7.82	-143.25	0.81
4995.117188	-7.81	-142.47	0.78
4998.046875	-7.80	-141.64	0.10
5000.976563	-7.80	-140.77	0.20
5003.906250	-7.79	-139.88	0.25
5006.835938	-7.78	-138.98	0.41
5009.765625	-7.77	-138.06	0.47
5012.695313	-7.77	-137.09	0.62
5015.625000	-7.76	-136.10	0.28
5018.554688	-7.75	-135.11	0.33
5021.484375	-7.75	-134.14	0.13
5024.414063	-7.74	-133.16	0.33
5027.343750	-7.73	-132.07	0.67
5030.273438	-7.72	-130.88	0.56
5033.203125	-7.72	-129.63	0.14
5036.132813	-7.71	-128.38	0.29
5039.062500	-7.70	-127.11	0.29
5041.992188	-7.70	-125.91	0.28
5044.921875	-7.69	-124.74	0.10
5047.851563	-7.68	-123.52	0.14
5050.781250	-7.68	-122.32	0.08
5053.710938	-7.67	-121.12	0.45
5056.640625	-7.67	-119.86	0.39
5059.570313	-7.66	-118.58	0.41
5062.500000	-7.65	-117.33	0.48
5065.429688	-7.65	-116.18	0.50
5068.359375	-7.64	-115.16	0.35
5071.289063	-7.64	-114.23	0.24
5074.218750	-7.63	-113.33	0.61
5077.148438	-7.62	-112.40	0.43
5080.078125	-7.62	-111.50	0.46
5083.007813	-7.61	-110.61	0.72
5085.937500	-7.60	-109.72	0.26
5088.867188	-7.60	-108.86	0.25
5091.796875	-7.59	-108.02	0.36
5094.726563	-7.58	-107.20	0.16
5097.656250	-7.57	-106.38	0.40
5100.585938	-7.57	-105.57	0.27
5103.515625	-7.56	-104.82	0.12
5106.445313	-7.55	-104.09	0.09
5109.375000	-7.54	-103.40	0.18
5112.304688	-7.53	-102.75	0.47
5115.234375	-7.52	-102.17	0.57
5118.164063	-7.51	-101.68	0.46
5121.093750	-7.50	-101.24	0.42
5124.023438	-7.49	-100.84	0.49
5126.953125	-7.48	-100.53	0.40
5129.882813	-7.47	-100.29	0.23
5132.812500	-7.46	-100.09	0.31
5135.742188	-7.45	-99.94	0.25
5138.671875	-7.44	-99.75	0.32
5141.601563	-7.43	-99.50	0.23
5144.531250	-7.41	-99.24	0.09
5147.460938	-7.40	-98.96	0.26
5150.390625	-7.39	-98.68	0.04
5153.320313	-7.37	-98.43	0.52
5156.250000	-7.36	-98.19	0.38
5159.179688	-7.35	-97.95	0.19
5162.109375	-7.33	-97.76	0.16
5165.039063	-7.32	-97.56	0.42
5167.968750	-7.30	-97.40	0.58
5170.898438	-7.29	-97.29	0.61
5173.828125	-7.27	-97.23	0.65
5176.757813	-7.26	-97.20	0.68
5179.687500	-7.24	-97.20	0.59
5182.617188	-7.22	-97.28	0.49
5185.546875	-7.21	-97.40	0.37
5188.476563	-7.19	-97.58	0.77
5191.406250	-7.18	-97.78	0.70
5194.335938	-7.16	-98.00	0.70
5197.265625	-7.14	-98.26	0.59
5200.195313	-7.13	-98.54	0.35
5203.125000	-7.11	-98.85	0.47
5206.054688	-7.10	-99.19	0.57
5208.984375	-7.08	-99.55	0.43
5211.914063	-7.06	-99.94	0.34
5214.843750	-7.05	-100.34	0.33
5217.773438	-7.03	-100.76	0.29
5220.703125	-7.02	-101.21	0.53
5223.632813	-7.00	-101.71	0.63
5226.562500	-6.98	-102.25	0.43
5229.492188	-6.97	-102.82	0.42
5232.421875	-6.95	-103.41	0.45
5235.351563	-6.94	-104.02	0.33
5238.281250	-6.92	-104.63	0.36
5241.210938	-6.90	-105.25	0.37
5244.140625	-6.89	-105.88	0.30
5247.070313	-6.87	-106.51	0.28
5250.000000	-6.86	-107.16	0.23
5252.929688	-6.84	-107.80	0.23
5255.859375	-6.83	-108.45	0.24
5258.789063	-6.81	-109.10	0.22
5261.718750	-6.80	-109.70	0.36
5264.648438	-6.78	-110.29	0.57
5267.578125	-6.77	-110.84	0.61
5270.507813	-6.75	-111.38	0.62
5273.437500	-6.74	-111.89	0.58
5276.367188	-6.72	-112.38	0.22
5279.296875	-6.70	-112.88	0.21
5282.226563	-6.69	-113.37	0.16
5285.156250	-6.67	-113.85	0.25
5288.085938	-6.66	-114.32	0.11
5291.015625	-6.64	-114.78	0.13
5293.945313	-6.62	-115.23	0.24
5296.875000	-6.61	-115.66	0.40
5299.804688	-6.59	-116.11	0.49
5302.734375	-6.57	-116.55	0.67
5305.664063	-6.56	-117.02	0.39
5308.593750	-6.54	-117.50	0.07
5311.523438	-6.52	-117.96	0.30
5314.453125	-6.51	-118.43	0.20
5317.382813	-6.49	-118.85	0.16
5320.312500	-6.48	-119.26	0.19
5323.242188	-6.46	-119.63	0.44
5326.171875	-6.45	-120.00	0.30
5329.101563	-6.43	-120.34	0.55
5332.031250	-6.42	-120.67	0.68
5334.960938	-6.40	-121.01	0.39
5337.890625	-6.39	-121.34	0.18
5340.820313	-6.37	-121.64	0.25
5343.750000	-6.36	-121.93	0.31
5346.679688	-6.34	-122.19	0.47
5349.609375	-6.33	-122.42	0.35
5352.539063	-6.31	-122.65	0.29
5355.468750	-6.30	-122.87	0.27
5358.398438	-6.29	-123.06	0.32
5361.328125	-6.27	-123.25	0.64
5364.257813	-6.26	-123.47	0.36
5367.187500	-6.25	-123.68	0.34
5370.117188	-6.24	-123.87	0.26
5373.046875	-6.23	-124.04	0.25
5375.976563	-6.21	-124.19	0.20
5378.906250	-6.20	-124.32	0.35
5381.835938	-6.19	-124.44	0.47
5384.765625	-6.18	-124.57	0.58
5387.695313	-6.17	-124.71	0.71
5390.625000	-6.16	-124.88	0.68
5393.554688	-6.15	-125.08	0.66
5396.484375	-6.14	-125.27	0.66
5399.414063	-6.13	-125.44	0.78
5402.343750	-6.12	-125.61	0.80
5405.273438	-6.11	-125.78	0.77
5408.203125	-6.10	-125.95	0.71
5411.132813	-6.09	-126.11	0.52
5414.062500	-6.08	-126.25	0.50
5416.992188	-6.07	-126.39	0.69
5419.921875	-6.06	-126.51	0.88
5422.851563	-6.05	-126.64	0.94
5425.781250	-6.04	-126.78	0.93
5428.710938	-6.03	-126.91	0.93
5431.640625	-6.02	-127.03	0.90
5434.570313	-6.01	-127.15	0.92
5437.500000	-6.00	-127.29	0.85
5440.429688	-5.99	-127.44	0.67
5443.359375	-5.98	-127.60	0.48
5446.289063	-5.97	-127.74	0.48
5449.218750	-5.96	-127.87	0.73
5452.148438	-5.95	-128.02	0.68
5455.078125	-5.94	-128.21	0.57
5458.007813	-5.93	-128.40	0.69
5460.937500	-5.92	-128.58	0.62
5463.867188	-5.91	-128.76	0.44
5466.796875	-5.90	-128.92	0.86
5469.726563	-5.89	-129.09	0.87
5472.656250	-5.88	-129.27	0.52
5475.585938	-5.87	-129.47	0.83
5478.515625	-5.86	-129.69	0.70
5481.445313	-5.85	-129.94	0.58
5484.375000	-5.84	-130.19	0.56
5487.304688	-5.83	-130.46	0.71
5490.234375	-5.82	-130.75	0.21
5493.164063	-5.82	-131.02	0.64
5496.093750	-5.81	-131.31	0.74
5499.023438	-5.80	-131.62	0.77
5501.953125	-5.79	-131.95	0.84
5504.882813	-5.78	-132.31	0.78
5507.812500	-5.78	-132.68	0.86
5510.742188	-5.77	-133.06	0.81
5513.671875	-5.76	-133.44	0.81
5516.601563	-5.76	-133.80	0.85
5519.531250	-5.75	-134.14	0.84
5522.460938	-5.74	-134.48	0.47
5525.390625	-5.74	-134.82	0.40
5528.320313	-5.73	-135.15	0.46
5531.250000	-5.73	-135.49	0.36
5534.179688	-5.72	-135.83	0.27
5537.109375	-5.72	-136.18	0.30
5540.039063	-5.72	-136.52	0.18
5542.968750	-5.71	-136.87	0.23
5545.898438	-5.71	-137.22	0.82
5548.828125	-5.70	-137.57	0.87
5551.757813	-5.70	-137.95	0.75
5554.687500	-5.69	-138.33	0.83
5557.617188	-5.69	-138.71	0.83
5560.546875	-5.69	-139.10	0.85
5563.476563	-5.68	-139.51	0.79
5566.406250	-5.68	-139.94	0.70
5569.335938	-5.68	-140.36	0.75
5572.265625	-5.67	-140.78	0.63
5575.195313	-5.67	-141.21	0.48
5578.125000	-5.67	-141.63	0.44
5581.054688	-5.67	-142.06	0.62
5583.984375	-5.66	-142.49	0.66
5586.914063	-5.66	-142.93	0.46
5589.843750	-5.66	-143.36	0.52
5592.773438	-5.66	-143.78	0.58
5595.703125	-5.66	-144.19	0.44
5598.632813	-5.66	-144.58	0.36
5601.562500	-5.66	-144.96	0.39
5604.492188	-5.66	-145.33	0.46
5607.421875	-5.66	-145.69	0.33
5610.351563	-5.66	-146.04	0.59
5613.281250	-5.65	-146.39	0.62
5616.210938	-5.65	-146.71	0.55
5619.140625	-5.65	-147.01	0.72
5622.070313	-5.65	-147.30	0.66
5625.000000	-5.65	-147.57	0.65
5627.929688	-5.65	-147.83	0.71
5630.859375	-5.65	-148.08	0.66
5633.789063	-5.65	-148.33	0.68
5636.718750	-5.65	-148.57	0.63
5639.648438	-5.65	-148.79	0.63
5642.578125	-5.65	-148.99	0.65
5645.507813	-5.65	-149.18	0.61
5648.437500	-5.65	-149.37	0.67
5651.367188	-5.65	-149.56	0.70
5654.296875	-5.65	-149.76	0.77
5657.226563	-5.65	-149.97	0.79
5660.156250	-5.65	-150.19	0.73
5663.085938	-5.65	-150.39	0.64
5666.015625	-5.66	-150.58	0.58
5668.945313	-5.66	-150.76	0.52
5671.875000	-5.66	-150.92	0.35
5674.804688	-5.66	-151.06	0.31
5677.734375	-5.67	-151.18	0.53
5680.664063	-5.67	-151.30	0.59
5683.593750	-5.67	-151.43	0.55
5686.523438	-5.68	-151.54	0.52
5689.453125	-5.68	-151.64	0.56
5692.382813	-5.68	-151.74	0.67
5695.312500	-5.69	-151.83	0.71
5698.242188	-5.69	-151.92	0.65
5701.171875	-5.69	-152.00	0.51
5704.101563	-5.70	-152.07	0.54
5707.031250	-5.70	-152.14	0.09
5709.960938	-5.71	-152.20	0.45
5712.890625	-5.71	-152.24	0.54
5715.820313	-5.72	-152.27	0.61
5718.750000	-5.72	-152.29	0.60
5721.679688	-5.73	-152.31	0.65
5724.609375	-5.73	-152.32	0.70
5727.539063	-5.74	-152.32	0.71
5730.468750	-5.74	-152.32	0.66
5733.398438	-5.75	-152.30	0.70
5736.328125	-5.75	-152.30	0.62
5739.257813	-5.76	-152.32	0.68
5742.187500	-5.76	-152.34	0.73
5745.117188	-5.77	-152.37	0.52
5748.046875	-5.77	-152.40	0.73
5750.976563	-5.78	-152.44	0.72
5753.906250	-5.78	-152.49	0.65
5756.835938	-5.79	-152.55	0.78
5759.765625	-5.79	-152.61	0.69
5762.695313	-5.80	-152.70	0.48
5765.625000	-5.80	-152.80	0.47
5768.554688	-5.81	-152.91	0.57
5771.484375	-5.81	-153.04	0.66
5774.414063	-5.82	-153.20	0.51
5777.343750	-5.82	-153.38	0.26
5780.273438	-5.83	-153.55	0.27
5783.203125	-5.83	-153.72	0.20
5786.132813	-5.84	-153.89	0.28
5789.062500	-5.84	-154.07	0.41
5791.992188	-5.85	-154.25	0.43
5794.921875	-5.85	-154.42	0.38
5797.851563	-5.86	-154.60	0.39
5800.781250	-5.87	-154.78	0.37
5803.710938	-5.87	-154.94	0.30
5806.640625	-5.88	-155.09	0.26
5809.570313	-5.88	-155.24	0.69
5812.500000	-5.89	-155.41	0.62
5815.429688	-5.89	-155.59	0.63
5818.359375	-5.90	-155.79	0.80
5821.289063	-5.90	-156.00	0.80
5824.218750	-5.91	-156.23	0.56
5827.148438	-5.91	-156.47	0.69
5830.078125	-5.92	-156.72	0.80
5833.007813	-5.92	-156.98	0.60
5835.937500	-5.93	-157.24	0.53
5838.867188	-5.93	-157.50	0.63
5841.796875	-5.94	-157.76	0.68
5844.726563	-5.94	-158.01	0.72
5847.656250	-5.95	-158.26	0.76
5850.585938	-5.95	-158.52	0.64
5853.515625	-5.96	-158.77	0.60
5856.445313	-5.97	-159.04	0.51
5859.375000	-5.97	-159.31	0.50
5862.304688	-5.98	-159.59	0.46
5865.234375	-5.98	-159.86	0.77
5868.164063	-5.99	-160.13	0.61
5871.093750	-5.99	-160.40	0.79
5874.023438	-6.00	-160.66	0.51
5876.953125	-6.01	-160.94	0.80
5879.882813	-6.01	-161.20	0.67
5882.812500	-6.02	-161.45	0.41
5885.742188	-6.02	-161.70	0.19
5888.671875	-6.03	-161.95	0.10
5891.601563	-6.04	-162.19	0.10
5894.531250	-6.04	-162.44	0.38
5897.460938	-6.05	-162.71	0.42
5900.390625	-6.06	-163.00	0.43
5903.320313	-6.06	-163.30	0.48
5906.250000	-6.07	-163.60	0.16
5909.179688	-6.08	-163.92	0.18
5912.109375	-6.08	-164.23	0.08
5915.039063	-6.09	-164.55	0.13
5917.968750	-6.10	-164.87	0.28
5920.898438	-6.10	-165.19	0.40
5923.828125	-6.11	-165.53	0.60
5926.757813	-6.11	-165.85	0.35
5929.687500	-6.12	-166.18	0.27
5932.617188	-6.13	-166.50	0.23
5935.546875	-6.13	-166.82	0.28
5938.476563	-6.14	-167.14	0.47
5941.406250	-6.15	-167.46	0.27
5944.335938	-6.15	-167.78	0.22
5947.265625	-6.16	-168.09	0.18
5950.195313	-6.17	-168.41	0.65
5953.125000	-6.17	-168.72	0.76
5956.054688	-6.18	-169.05	0.61
5958.984375	-6.19	-169.37	0.58
5961.914063	-6.19	-169.69	0.53
5964.843750	-6.20	-170.01	0.40
5967.773438	-6.21	-170.32	0.21
5970.703125	-6.21	-170.63	0.17
5973.632813	-6.22	-170.94	0.14
5976.562500	-6.23	-171.25	0.53
5979.492188	-6.23	-171.56	0.32
5982.421875	-6.24	-171.88	0.36
5985.351563	-6.25	-172.21	0.45
5988.281250	-6.25	-172.55	0.62
5991.210938	-6.26	-172.88	0.58
5994.140625	-6.26	-173.19	0.75
5997.070313	-6.27	-173.50	0.68
6000.000000	-6.27	-173.80	0.32
6002.929688	-6.28	-174.08	0.35
6005.859375	-6.28	-174.35	0.35
6008.789063	-6.29	-174.63	0.36
6011.718750	-6.29	-174.90	0.24
6014.648438	-6.30	-175.18	0.18
6017.578125	-6.30	-175.46	0.62
6020.507813	-6.31	-175.75	0.70
6023.437500	-6.31	-176.03	0.49
6026.367188	-6.32	-176.32	0.70
6029.296875	-6.32	-176.61	0.47
6032.226563	-6.33	-176.90	0.53
6035.156250	-6.33	-177.20	0.36
6038.085938	-6.33	-177.48	0.50
6041.015625	-6.33	-177.75	0.33
6043.945313	-6.34	-178.01	0.43
6046.875000	-6.34	-178.28	0.88
6049.804688	-6.34	-178.54	0.65
6052.734375	-6.34	-178.80	0.36
6055.664063	-6.35	-179.05	0.55
6058.593750	-6.35	-179.28	0.53
6061.523438	-6.35	-179.49	0.18
6064.453125	-6.35	-179.69	0.33
6067.382813	-6.35	-179.90	0.36
6070.312500	-6.35	179.88	0.58
6073.242188	-6.35	179.66	0.69
6076.171875	-6.35	179.45	0.63
6079.101563	-6.35	179.24	0.64
6082.031250	-6.35	179.04	0.61
6084.960938	-6.35	178.86	0.61
6087.890625	-6.36	178.67	0.61
6090.820313	-6.36	178.49	0.72
6093.750000	-6.36	178.31	0.74
6096.679688	-6.36	178.13	0.87
6099.609375	-6.36	177.94	0.90
6102.539063	-6.36	177.75	0.93
6105.468750	-6.36	177.54	0.98
6108.398438	-6.36	177.31	0.69
6111.328125	-6.36	177.06	0.28
6114.257813	-6.37	176.83	0.13
6117.187500	-6.37	176.60	0.35
6120.117188	-6.37	176.40	0.62
6123.046875	-6.37	176.19	0.57
6125.976563	-6.37	175.98	0.58
6128.906250	-6.37	175.76	0.66
6131.835938	-6.38	175.56	0.67
6134.765625	-6.38	175.36	0.53
6137.695313	-6.38	175.17	0.23
6140.625000	-6.38	174.97	0.26
6143.554688	-6.38	174.80	0.36
6146.484375	-6.39	174.65	0.43
6149.414063	-6.39	174.52	0.48
6152.343750	-6.39	174.42	0.53
6155.273438	-6.39	174.32	0.17
6158.203125	-6.39	174.23	0.24
6161.132813	-6.39	174.12	0.07
6164.062500	-6.40	174.02	0.21
6166.992188	-6.40	173.90	0.37
6169.921875	-6.40	173.80	0.12
6172.851563	-6.40	173.70	0.39
6175.781250	-6.40	173.61	0.72
6178.710938	-6.40	173.50	0.77
6181.640625	-6.40	173.37	0.56
6184.570313	-6.41	173.24	0.46
6187.500000	-6.41	173.12	0.24
6190.429688	-6.41	173.00	0.03
6193.359375	-6.41	172.89	0.16
6196.289063	-6.41	172.78	0.20
6199.218750	-6.41	172.67	0.33
6202.148438	-6.42	172.57	0.28
6205.078125	-6.42	172.47	0.14
6208.007813	-6.42	172.37	0.04
6210.937500	-6.42	172.27	0.05
6213.867188	-6.42	172.20	0.16
6216.796875	-6.43	172.12	0.27
6219.726563	-6.43	172.04	0.24
6222.656250	-6.43	171.94	0.03
6225.585938	-6.43	171.83	0.28
6228.515625	-6.44	171.73	0.50
6231.445313	-6.44	171.63	0.57
6234.375000	-6.44	171.54	0.72
6237.304688	-6.44	171.51	0.50
6240.234375	-6.45	171.49	0.28
6243.164063	-6.45	171.47	0.32
6246.093750	-6.45	171.44	0.23
6249.023438	-6.45	171.39	0.16
6251.953125	-6.46	171.35	0.04
6254.882813	-6.46	171.30	0.33
6257.812500	-6.46	171.26	0.28
6260.742188	-6.46	171.22	0.27
6263.671875	-6.47	171.20	0.19
6266.601563	-6.47	171.18	0.35
6269.531250	-6.47	171.18	0.30
6272.460938	-6.47	171.21	0.10
6275.390625	-6.48	171.25	0.07
6278.320313	-6.48	171.29	0.09
6281.250000	-6.48	171.33	0.07
6284.179688	-6.49	171.36	0.24
6287.109375	-6.49	171.38	0.39
6290.039063	-6.49	171.40	0.47
6292.968750	-6.50	171.41	0.43
6295.898438	-6.50	171.43	0.34
6298.828125	-6.50	171.45	0.26
6301.757813	-6.50	171.45	0.38
6304.687500	-6.51	171.45	0.29
6307.617188	-6.51	171.43	0.01
6310.546875	-6.51	171.43	0.06
6313.476563	-6.52	171.43	0.10
6316.406250	-6.52	171.43	0.18
6319.335938	-6.52	171.44	0.40
6322.265625	-6.53	171.46	0.66
6325.195313	-6.53	171.49	0.48
6328.125000	-6.53	171.51	0.25
6331.054688	-6.54	171.52	0.44
6333.984375	-6.54	171.50	0.51
6336.914063	-6.54	171.48	0.58
6339.843750	-6.55	171.45	0.48
6342.773438	-6.55	171.39	0.30
6345.703125	-6.55	171.32	0.13
6348.632813	-6.56	171.25	0.12
6351.562500	-6.56	171.15	0.29
6354.492188	-6.57	171.02	0.36
6357.421875	-6.57	170.87	0.71
6360.351563	-6.57	170.73	0.77
6363.281250	-6.58	170.62	0.70
6366.210938	-6.58	170.52	0.39
6369.140625	-6.59	170.41	0.14
6372.070313	-6.59	170.29	0.20
6375.000000	-6.59	170.17	0.25
6377.929688	-6.60	170.05	0.11
6380.859375	-6.60	169.92	0.18
6383.789063	-6.61	169.82	0.23
6386.718750	-6.61	169.72	0.34
6389.648438	-6.62	169.63	0.33
6392.578125	-6.62	169.54	0.37
6395.507813	-6.62	169.45	0.53
6398.437500	-6.63	169.39	0.31
6401.367188	-6.63	169.34	0.20
6404.296875	-6.64	169.30	0.22
6407.226563	-6.64	169.28	0.30
6410.156250	-6.65	169.25	0.24
6413.085938	-6.65	169.22	0.37
6416.015625	-6.66	169.21	0.48
6418.945313	-6.66	169.20	0.44
6421.875000	-6.67	169.21	0.17
6424.804688	-6.68	169.18	0.13
6427.734375	-6.68	169.14	0.32
6430.664063	-6.69	169.07	0.24
6433.593750	-6.69	168.98	0.18
6436.523438	-6.70	168.87	0.14
6439.453125	-6.71	168.76	0.18
6442.382813	-6.71	168.64	0.31
6445.312500	-6.72	168.49	0.46
6448.242188	-6.72	168.32	0.36
6451.171875	-6.73	168.15	0.28
6454.101563	-6.74	167.98	0.42
6457.031250	-6.74	167.82	0.37
6459.960938	-6.75	167.68	0.19
6462.890625	-6.75	167.53	0.66
6465.820313	-6.76	167.39	0.42
6468.750000	-6.76	167.24	0.54
6471.679688	-6.77	167.04	0.67
6474.609375	-6.78	166.82	0.76
6477.539063	-6.78	166.57	0.69
6480.468750	-6.79	166.31	0.55
6483.398438	-6.79	166.03	0.29
6486.328125	-6.80	165.72	0.19
6489.257813	-6.80	165.40	0.39
6492.187500	-6.81	165.04	0.38
6495.117188	-6.81	164.66	0.40
6498.046875	-6.82	164.24	0.33
6500.976563	-6.82	163.81	0.42
6503.906250	-6.83	163.37	0.42
6506.835938	-6.83	162.90	0.29
6509.765625	-6.84	162.44	0.34
6512.695313	-6.84	161.98	0.54
6515.625000	-6.85	161.52	0.49
6518.554688	-6.85	161.06	0.54
6521.484375	-6.86	160.61	0.69
6524.414063	-6.86	160.16	0.56
6527.343750	-6.87	159.71	0.57
6530.273438	-6.87	159.28	0.56
6533.203125	-6.88	158.88	0.51
6536.132813	-6.88	158.49	0.45
6539.062500	-6.89	158.11	0.47
6541.992188	-6.89	157.72	0.27
6544.921875	-6.90	157.34	0.31
6547.851563	-6.91	156.99	0.59
6550.781250	-6.91	156.70	0.57
6553.710938	-6.92	156.43	0.49
6556.640625	-6.93	156.17	0.39
6559.570313	-6.93	155.88	0.25
6562.500000	-6.94	155.60	0.35
6565.429688	-6.95	155.29	0.45
6568.359375	-6.95	154.98	0.37
6571.289063	-6.96	154.67	0.50
6574.218750	-6.97	154.38	0.55
6577.148438	-6.98	154.11	0.42
6580.078125	-6.99	153.80	0.27
6583.007813	-6.99	153.44	0.14
6585.937500	-7.00	153.06	0.20
6588.867188	-7.01	152.66	0.39
6591.796875	-7.02	152.25	0.43
6594.726563	-7.02	151.85	0.42
6597.656250	-7.03	151.46	0.34
6600.585938	-7.04	151.09	0.75
6603.515625	-7.05	150.73	0.83
6606.445313	-7.06	150.41	0.67
6609.375000	-7.06	150.10	0.44
6612.304688	-7.07	149.80	0.36
6615.234375	-7.08	149.48	0.47
6618.164063	-7.08	149.15	0.71
6621.093750	-7.09	148.83	0.78
6624.023438	-7.10	148.54	0.60
6626.953125	-7.10	148.28	0.53
6629.882813	-7.11	148.02	0.54
6632.812500	-7.11	147.78	0.39
6635.742188	-7.12	147.53	0.48
6638.671875	-7.12	147.31	0.43
6641.601563	-7.13	147.10	0.36
6644.531250	-7.14	146.89	0.45
6647.460938	-7.14	146.68	0.50
6650.390625	-7.15	146.50	0.35
6653.320313	-7.15	146.29	0.48
6656.250000	-7.16	146.00	0.56
6659.179688	-7.16	145.64	0.35
6662.109375	-7.17	145.29	0.68
6665.039063	-7.17	144.92	0.65
6667.968750	-7.18	144.55	0.79
6670.898438	-7.18	144.15	0.88
6673.828125	-7.19	143.68	0.87
6676.757813	-7.19	143.17	0.69
6679.687500	-7.20	142.59	0.08
6682.617188	-7.20	142.01	0.48
6685.546875	-7.21	141.44	0.34
6688.476563	-7.21	140.89	0.21
6691.406250	-7.21	140.35	0.20
6694.335938	-7.22	139.77	0.17
6697.265625	-7.22	139.18	0.04
6700.195313	-7.23	138.57	0.09
6703.125000	-7.23	137.94	0.24
6706.054688	-7.24	137.27	0.08
6708.984375	-7.24	136.57	0.22
6711.914063	-7.25	135.85	0.25
6714.843750	-7.25	135.12	0.24
6717.773438	-7.25	134.38	0.29
6720.703125	-7.26	133.61	0.34
6723.632813	-7.26	132.80	0.22
6726.562500	-7.27	131.98	0.28
6729.492188	-7.27	131.13	0.05
6732.421875	-7.28	130.24	0.34
6735.351563	-7.28	129.33	0.38
6738.281250	-7.29	128.40	0.28
6741.210938	-7.29	127.45	0.15
6744.140625	-7.29	126.50	0.04
6747.070313	-7.30	125.55	0.21
6750.000000	-7.30	124.58	0.57
6752.929688	-7.31	123.60	0.57
6755.859375	-7.31	122.60	0.57
6758.789063	-7.31	121.62	0.50
6761.718750	-7.32	120.67	0.29
6764.648438	-7.32	119.70	0.19
6767.578125	-7.32	118.70	0.16
6770.507813	-7.33	117.66	0.25
6773.437500	-7.33	116.58	0.51
6776.367188	-7.33	115.45	0.46
6779.296875	-7.34	114.26	0.26
6782.226563	-7.34	113.05	0.38
6785.156250	-7.34	111.87	0.49
6788.085938	-7.35	110.72	0.57
6791.015625	-7.35	109.62	0.49
6793.945313	-7.35	108.55	0.21
6796.875000	-7.36	107.44	0.06
6799.804688	-7.36	106.31	0.09
6802.734375	-7.36	105.16	0.12
6805.664063	-7.37	104.01	0.13
6808.593750	-7.37	102.85	0.37
6811.523438	-7.37	101.67	0.44
6814.453125	-7.37	100.47	0.40
6817.382813	-7.37	99.25	0.43
6820.312500	-7.38	98.00	0.43
6823.242188	-7.38	96.78	0.28
6826.171875	-7.38	95.58	0.24
6829.101563	-7.38	94.40	0.37
6832.031250	-7.39	93.21	0.41
6834.960938	-7.39	92.01	0.11
6837.890625	-7.39	90.78	0.28
6840.820313	-7.39	89.51	0.42
6843.750000	-7.39	88.23	0.60
6846.679688	-7.39	86.93	0.62
6849.609375	-7.39	85.61	0.35
6852.539063	-7.39	84.29	0.24
6855.468750	-7.39	82.97	0.30
6858.398438	-7.39	81.68	0.52
6861.328125	-7.39	80.38	0.63
6864.257813	-7.39	79.07	0.08
6867.187500	-7.39	77.78	0.38
6870.117188	-7.39	76.53	0.57
6873.046875	-7.39	75.33	0.58
6875.976563	-7.39	74.16	0.50
6878.906250	-7.39	73.01	0.28
6881.835938	-7.39	71.88	0.35
6884.765625	-7.38	70.79	0.32
6887.695313	-7.38	69.71	0.46
6890.625000	-7.38	68.66	0.57
6893.554688	-7.38	67.67	0.46
6896.484375	-7.38	66.71	0.36
6899.414063	-7.38	65.78	0.71
6902.343750	-7.38	64.90	0.75
6905.273438	-7.38	64.06	0.79
6908.203125	-7.38	63.29	0.64
6911.132813	-7.38	62.55	0.72
6914.062500	-7.37	61.85	0.27
6916.992188	-7.37	61.16	0.07
6919.921875	-7.37	60.48	0.17
6922.851563	-7.37	59.78	0.36
6925.781250	-7.37	59.08	0.45
6928.710938	-7.37	58.36	0.41
6931.640625	-7.36	57.66	0.45
6934.570313	-7.36	56.95	0.32
6937.500000	-7.36	56.25	0.44
6940.429688	-7.36	55.55	0.45
6943.359375	-7.35	54.81	0.47
6946.289063	-7.35	54.09	0.49
6949.218750	-7.35	53.41	0.48
6952.148438	-7.35	52.78	0.45
6955.078125	-7.34	52.17	0.61
6958.007813	-7.34	51.60	0.71
6960.937500	-7.34	51.02	0.75
6963.867188	-7.33	50.44	0.63
6966.796875	-7.33	49.87	0.38
6969.726563	-7.32	49.29	0.22
6972.656250	-7.32	48.71	0.35
6975.585938	-7.32	48.14	0.32
6978.515625	-7.31	47.59	0.40
6981.445313	-7.31	47.03	0.12
6984.375000	-7.31	46.50	0.62
6987.304688	-7.30	45.98	0.76
6990.234375	-7.30	45.49	0.84
6993.164063	-7.30	45.04	0.79
6996.093750	-7.29	44.60	0.34
6999.023438	-7.29	44.17	0.44
7001.953125	-7.28	43.77	0.17
7004.882813	-7.28	43.37	0.35
7007.812500	-7.28	42.99	0.22
7010.742188	-7.27	42.61	0.46
7013.671875	-7.27	42.22	0.62
7016.601563	-7.26	41.80	0.56
7019.531250	-7.26	41.36	0.60
7022.460938	-7.25	40.91	0.73
7025.390625	-7.25	40.47	0.77
7028.320313	-7.24	40.06	0.78
7031.250000	-7.24	39.67	0.67
7034.179688	-7.23	39.30	0.42
