	SM57_PROX_20_BASS_REFLEX_CON_LANA		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
11440.429688	-10.33	19.04	0.75
11443.359375	-10.33	18.27	0.65
11446.289063	-10.33	17.45	0.62
11449.218750	-10.33	16.57	0.45
11452.148438	-10.34	15.65	0.34
11455.078125	-10.34	14.71	0.56
11458.007813	-10.34	13.75	0.22
11460.937500	-10.34	12.78	0.91
11463.867188	-10.34	11.73	0.94
11466.796875	-10.34	10.61	0.95
11469.726563	-10.34	9.47	0.97
11472.656250	-10.35	8.31	0.95
11475.585938	-10.35	7.15	0.93
11478.515625	-10.35	6.02	0.95
11481.445313	-10.35	4.92	0.75
11484.375000	-10.35	3.93	0.11
11487.304688	-10.35	2.98	0.13
11490.234375	-10.35	2.07	0.38
11493.164063	-10.35	1.18	0.59
11496.093750	-10.35	0.29	0.92
11499.023438	-10.35	-0.59	0.99
11501.953125	-10.35	-1.45	0.96
11504.882813	-10.35	-2.28	0.85
11507.812500	-10.35	-3.08	0.62
11510.742188	-10.35	-3.80	0.59
11513.671875	-10.35	-4.44	0.80
11516.601563	-10.35	-4.98	0.74
11519.531250	-10.35	-5.43	0.75
11522.460938	-10.35	-5.80	0.63
11525.390625	-10.35	-6.09	0.64
11528.320313	-10.36	-6.30	0.33
11531.250000	-10.36	-6.48	0.53
11534.179688	-10.36	-6.67	0.35
11537.109375	-10.36	-6.83	0.23
11540.039063	-10.36	-6.98	0.81
11542.968750	-10.36	-7.07	0.70
11545.898438	-10.36	-7.09	0.53
11548.828125	-10.36	-7.06	0.85
11551.757813	-10.36	-6.95	0.94
11554.687500	-10.36	-6.78	0.90
11557.617188	-10.36	-6.57	0.87
11560.546875	-10.36	-6.32	0.79
11563.476563	-10.36	-6.05	0.92
11566.406250	-10.36	-5.75	0.53
11569.335938	-10.37	-5.44	0.36
11572.265625	-10.37	-5.14	0.33
11575.195313	-10.37	-4.84	0.56
11578.125000	-10.37	-4.54	0.25
11581.054688	-10.37	-4.23	0.14
11583.984375	-10.37	-3.92	0.44
11586.914063	-10.38	-3.61	0.23
11589.843750	-10.38	-3.32	0.48
11592.773438	-10.38	-3.00	0.40
11595.703125	-10.38	-2.65	0.21
11598.632813	-10.38	-2.29	0.33
11601.562500	-10.38	-1.93	0.81
11604.492188	-10.39	-1.53	0.69
11607.421875	-10.39	-1.12	0.59
11610.351563	-10.39	-0.70	0.80
11613.281250	-10.39	-0.27	0.37
11616.210938	-10.39	0.15	0.54
11619.140625	-10.40	0.57	0.43
11622.070313	-10.40	0.98	0.49
11625.000000	-10.40	1.37	0.19
11627.929688	-10.40	1.74	0.36
11630.859375	-10.40	2.11	0.69
11633.789063	-10.40	2.48	0.53
11636.718750	-10.40	2.85	0.42
11639.648438	-10.40	3.23	0.64
11642.578125	-10.41	3.62	0.70
11645.507813	-10.41	4.04	0.78
11648.437500	-10.41	4.49	0.70
11651.367188	-10.41	4.96	0.70
11654.296875	-10.41	5.45	0.65
11657.226563	-10.41	5.95	0.36
11660.156250	-10.42	6.45	0.54
11663.085938	-10.42	6.94	0.44
11666.015625	-10.42	7.43	0.49
11668.945313	-10.42	7.88	0.68
11671.875000	-10.43	8.32	0.49
11674.804688	-10.43	8.74	0.25
11677.734375	-10.43	9.13	0.70
11680.664063	-10.43	9.50	0.61
11683.593750	-10.44	9.85	0.48
11686.523438	-10.44	10.19	0.68
11689.453125	-10.44	10.52	0.50
11692.382813	-10.44	10.80	0.48
11695.312500	-10.45	11.08	0.44
11698.242188	-10.45	11.35	0.43
11701.171875	-10.46	11.62	0.78
11704.101563	-10.46	11.88	0.71
11707.031250	-10.46	12.10	0.87
11709.960938	-10.47	12.29	0.75
11712.890625	-10.47	12.45	0.65
11715.820313	-10.48	12.60	0.60
11718.750000	-10.48	12.77	0.53
11721.679688	-10.49	12.94	0.28
11724.609375	-10.49	13.11	0.39
11727.539063	-10.50	13.28	0.41
11730.468750	-10.50	13.44	0.27
11733.398438	-10.51	13.62	0.57
11736.328125	-10.51	13.77	0.57
11739.257813	-10.52	13.92	0.84
11742.187500	-10.52	14.05	0.51
11745.117188	-10.53	14.18	0.52
11748.046875	-10.53	14.32	0.65
11750.976563	-10.54	14.46	0.85
11753.906250	-10.54	14.59	0.58
11756.835938	-10.55	14.71	0.44
11759.765625	-10.56	14.83	0.59
11762.695313	-10.56	14.92	0.79
11765.625000	-10.57	14.99	0.45
11768.554688	-10.57	15.03	0.78
11771.484375	-10.58	15.12	0.57
11774.414063	-10.59	15.21	0.62
11777.343750	-10.59	15.32	0.34
11780.273438	-10.60	15.42	0.78
11783.203125	-10.61	15.48	0.85
11786.132813	-10.62	15.47	0.28
11789.062500	-10.62	15.44	0.57
11791.992188	-10.63	15.38	0.69
11794.921875	-10.64	15.29	0.61
11797.851563	-10.65	15.16	0.35
11800.781250	-10.66	15.01	0.48
11803.710938	-10.66	14.87	0.43
11806.640625	-10.67	14.72	0.51
11809.570313	-10.68	14.55	0.54
11812.500000	-10.69	14.36	0.43
11815.429688	-10.70	14.16	0.43
11818.359375	-10.70	13.94	0.53
11821.289063	-10.71	13.70	0.15
11824.218750	-10.72	13.46	0.63
11827.148438	-10.73	13.24	0.40
11830.078125	-10.74	13.00	0.37
11833.007813	-10.74	12.77	0.41
11835.937500	-10.75	12.51	0.65
11838.867188	-10.76	12.24	0.81
11841.796875	-10.77	11.95	0.88
11844.726563	-10.77	11.62	0.61
11847.656250	-10.78	11.29	0.64
11850.585938	-10.79	10.92	0.55
11853.515625	-10.80	10.53	0.71
11856.445313	-10.81	10.11	0.58
11859.375000	-10.81	9.67	0.40
11862.304688	-10.82	9.23	0.30
11865.234375	-10.83	8.78	0.25
11868.164063	-10.84	8.32	0.51
11871.093750	-10.85	7.86	0.44
11874.023438	-10.85	7.39	0.32
11876.953125	-10.86	6.93	0.36
11879.882813	-10.87	6.48	0.38
11882.812500	-10.88	6.04	0.62
11885.742188	-10.89	5.61	0.69
11888.671875	-10.89	5.19	0.83
11891.601563	-10.90	4.78	0.93
11894.531250	-10.91	4.37	0.91
11897.460938	-10.92	3.99	0.68
11900.390625	-10.93	3.63	0.74
11903.320313	-10.94	3.30	0.75
11906.250000	-10.94	3.00	0.29
11909.179688	-10.95	2.71	0.51
11912.109375	-10.96	2.44	0.37
11915.039063	-10.97	2.18	0.07
11917.968750	-10.98	1.92	0.61
11920.898438	-10.99	1.67	0.72
11923.828125	-11.00	1.45	0.63
11926.757813	-11.00	1.24	0.60
11929.687500	-11.01	1.04	0.82
11932.617188	-11.02	0.86	0.87
11935.546875	-11.03	0.67	0.41
11938.476563	-11.04	0.48	0.89
11941.406250	-11.05	0.32	0.88
11944.335938	-11.05	0.19	0.83
11947.265625	-11.06	0.07	0.78
11950.195313	-11.07	-0.02	0.83
11953.125000	-11.08	-0.10	0.58
11956.054688	-11.08	-0.18	0.33
11958.984375	-11.09	-0.24	0.60
11961.914063	-11.10	-0.30	0.65
11964.843750	-11.11	-0.36	0.80
11967.773438	-11.12	-0.40	0.96
11970.703125	-11.12	-0.41	0.97
11973.632813	-11.13	-0.41	0.92
11976.562500	-11.14	-0.38	0.92
11979.492188	-11.15	-0.33	0.95
11982.421875	-11.16	-0.26	0.61
11985.351563	-11.16	-0.18	0.56
11988.281250	-11.17	-0.11	0.42
11991.210938	-11.18	-0.04	0.53
11994.140625	-11.19	0.02	0.45
11997.070313	-11.19	0.10	0.50
12000.000000	-11.20	0.16	0.38
12002.929688	-11.21	0.23	0.57
12005.859375	-11.21	0.30	0.64
12008.789063	-11.22	0.38	0.73
12011.718750	-11.23	0.46	0.76
12014.648438	-11.23	0.55	0.77
12017.578125	-11.24	0.66	0.93
12020.507813	-11.25	0.80	0.81
12023.437500	-11.25	0.92	0.84
12026.367188	-11.26	1.05	0.62
12029.296875	-11.27	1.18	0.43
12032.226563	-11.27	1.30	0.71
12035.156250	-11.28	1.43	0.93
12038.085938	-11.28	1.56	0.90
12041.015625	-11.29	1.70	0.36
12043.945313	-11.30	1.86	0.73
12046.875000	-11.30	2.02	0.68
12049.804688	-11.31	2.19	0.93
12052.734375	-11.32	2.36	0.73
12055.664063	-11.32	2.54	0.58
12058.593750	-11.33	2.72	0.55
12061.523438	-11.34	2.90	0.53
12064.453125	-11.35	3.08	0.57
12067.382813	-11.36	3.25	0.84
12070.312500	-11.36	3.42	0.81
12073.242188	-11.37	3.58	0.78
12076.171875	-11.38	3.75	0.79
12079.101563	-11.39	3.91	0.28
12082.031250	-11.39	4.07	0.57
12084.960938	-11.40	4.23	0.46
12087.890625	-11.41	4.39	0.33
12090.820313	-11.42	4.54	0.24
12093.750000	-11.42	4.69	0.62
12096.679688	-11.43	4.83	0.89
12099.609375	-11.44	4.96	0.93
12102.539063	-11.45	5.08	0.89
12105.468750	-11.45	5.20	0.75
12108.398438	-11.46	5.30	0.68
12111.328125	-11.47	5.39	0.48
12114.257813	-11.48	5.48	0.64
12117.187500	-11.49	5.56	0.34
12120.117188	-11.49	5.63	0.13
12123.046875	-11.50	5.70	0.41
12125.976563	-11.51	5.77	0.41
12128.906250	-11.52	5.83	0.75
12131.835938	-11.53	5.91	0.75
12134.765625	-11.54	6.01	0.89
12137.695313	-11.55	6.13	0.33
12140.625000	-11.56	6.25	0.19
12143.554688	-11.56	6.37	0.12
12146.484375	-11.57	6.48	0.08
12149.414063	-11.58	6.59	0.84
12152.343750	-11.59	6.67	0.11
12155.273438	-11.60	6.76	0.42
12158.203125	-11.61	6.85	0.33
12161.132813	-11.62	6.94	0.53
12164.062500	-11.63	7.03	0.53
12166.992188	-11.64	7.11	0.56
12169.921875	-11.65	7.18	0.48
12172.851563	-11.66	7.25	0.84
12175.781250	-11.67	7.31	0.70
12178.710938	-11.67	7.36	0.24
12181.640625	-11.68	7.41	0.29
12184.570313	-11.69	7.44	0.16
12187.500000	-11.70	7.46	0.21
12190.429688	-11.71	7.48	0.64
12193.359375	-11.72	7.47	0.64
12196.289063	-11.73	7.45	0.88
12199.218750	-11.74	7.40	0.64
12202.148438	-11.75	7.34	0.40
12205.078125	-11.76	7.27	0.19
12208.007813	-11.77	7.20	0.12
12210.937500	-11.78	7.13	0.45
12213.867188	-11.79	7.05	0.35
12216.796875	-11.79	6.96	0.49
12219.726563	-11.80	6.87	0.50
12222.656250	-11.81	6.77	0.41
12225.585938	-11.82	6.67	0.71
12228.515625	-11.83	6.54	0.74
12231.445313	-11.84	6.41	0.17
12234.375000	-11.85	6.27	0.16
12237.304688	-11.86	6.14	0.49
12240.234375	-11.86	6.00	0.54
12243.164063	-11.87	5.85	0.47
12246.093750	-11.88	5.70	0.22
12249.023438	-11.89	5.56	0.22
12251.953125	-11.89	5.41	0.16
12254.882813	-11.90	5.27	0.23
12257.812500	-11.91	5.14	0.58
12260.742188	-11.91	5.00	0.27
12263.671875	-11.92	4.86	0.45
12266.601563	-11.93	4.71	0.82
12269.531250	-11.93	4.55	0.55
12272.460938	-11.94	4.38	0.82
12275.390625	-11.95	4.19	0.74
12278.320313	-11.95	4.00	0.55
12281.250000	-11.96	3.81	0.40
12284.179688	-11.97	3.63	0.24
12287.109375	-11.97	3.45	0.20
12290.039063	-11.98	3.28	0.91
12292.968750	-11.99	3.12	0.76
12295.898438	-11.99	2.96	0.62
12298.828125	-12.00	2.81	0.67
12301.757813	-12.01	2.66	0.54
12304.687500	-12.01	2.52	0.69
12307.617188	-12.02	2.38	0.70
12310.546875	-12.03	2.25	0.33
12313.476563	-12.03	2.12	0.45
12316.406250	-12.04	1.99	0.38
12319.335938	-12.04	1.86	0.70
12322.265625	-12.05	1.74	0.30
12325.195313	-12.05	1.61	0.18
12328.125000	-12.06	1.49	0.74
12331.054688	-12.06	1.36	0.44
12333.984375	-12.07	1.23	0.45
12336.914063	-12.07	1.11	0.52
12339.843750	-12.07	0.98	0.35
12342.773438	-12.08	0.86	0.46
12345.703125	-12.08	0.73	0.72
12348.632813	-12.08	0.61	0.46
12351.562500	-12.09	0.48	0.34
12354.492188	-12.09	0.37	0.64
12357.421875	-12.09	0.26	0.60
12360.351563	-12.10	0.16	0.54
12363.281250	-12.10	0.05	0.93
12366.210938	-12.10	-0.04	0.84
12369.140625	-12.10	-0.12	0.85
12372.070313	-12.11	-0.18	0.64
12375.000000	-12.11	-0.24	0.83
12377.929688	-12.11	-0.31	0.83
12380.859375	-12.12	-0.37	0.84
12383.789063	-12.12	-0.44	0.71
12386.718750	-12.12	-0.51	0.89
12389.648438	-12.13	-0.57	0.79
12392.578125	-12.13	-0.62	0.85
12395.507813	-12.13	-0.67	0.83
12398.437500	-12.14	-0.73	0.79
12401.367188	-12.14	-0.78	0.70
12404.296875	-12.14	-0.82	0.77
12407.226563	-12.15	-0.86	0.60
12410.156250	-12.15	-0.89	0.41
12413.085938	-12.16	-0.92	0.38
12416.015625	-12.16	-0.95	0.41
12418.945313	-12.16	-0.98	0.22
12421.875000	-12.17	-1.00	0.83
12424.804688	-12.17	-1.03	0.57
12427.734375	-12.17	-1.06	0.61
12430.664063	-12.18	-1.09	0.23
12433.593750	-12.18	-1.11	0.22
12436.523438	-12.19	-1.13	0.58
12439.453125	-12.19	-1.13	0.70
12442.382813	-12.20	-1.14	0.63
12445.312500	-12.20	-1.16	0.65
12448.242188	-12.21	-1.18	0.70
12451.171875	-12.21	-1.21	0.63
12454.101563	-12.22	-1.24	0.68
12457.031250	-12.22	-1.28	0.62
12459.960938	-12.23	-1.33	0.67
12462.890625	-12.23	-1.39	0.51
12465.820313	-12.24	-1.45	0.62
12468.750000	-12.24	-1.51	0.43
12471.679688	-12.25	-1.58	0.71
12474.609375	-12.26	-1.65	0.78
12477.539063	-12.26	-1.72	0.83
12480.468750	-12.27	-1.79	0.72
12483.398438	-12.27	-1.86	0.68
12486.328125	-12.28	-1.94	0.57
12489.257813	-12.29	-2.00	0.11
12492.187500	-12.29	-2.07	0.59
12495.117188	-12.30	-2.14	0.83
12498.046875	-12.30	-2.21	0.70
12500.976563	-12.31	-2.29	0.51
12503.906250	-12.31	-2.35	0.65
12506.835938	-12.32	-2.42	0.14
12509.765625	-12.33	-2.49	0.18
12512.695313	-12.33	-2.55	0.60
12515.625000	-12.34	-2.61	0.70
12518.554688	-12.34	-2.68	0.90
12521.484375	-12.35	-2.75	0.88
12524.414063	-12.35	-2.82	0.77
12527.343750	-12.36	-2.88	0.49
12530.273438	-12.36	-2.95	0.21
12533.203125	-12.37	-3.02	0.52
12536.132813	-12.37	-3.09	0.54
12539.062500	-12.38	-3.16	0.50
12541.992188	-12.38	-3.23	0.73
12544.921875	-12.38	-3.31	0.62
12547.851563	-12.39	-3.39	0.25
12550.781250	-12.39	-3.48	0.54
12553.710938	-12.40	-3.57	0.22
12556.640625	-12.40	-3.67	0.33
12559.570313	-12.41	-3.76	0.83
12562.500000	-12.41	-3.86	0.63
12565.429688	-12.41	-3.97	0.43
12568.359375	-12.42	-4.07	0.40
12571.289063	-12.42	-4.18	0.52
12574.218750	-12.42	-4.28	0.62
12577.148438	-12.43	-4.38	0.33
12580.078125	-12.43	-4.50	0.56
12583.007813	-12.43	-4.61	0.57
12585.937500	-12.44	-4.72	0.30
12588.867188	-12.44	-4.82	0.49
12591.796875	-12.44	-4.93	0.29
12594.726563	-12.45	-5.05	0.10
12597.656250	-12.45	-5.17	0.43
12600.585938	-12.46	-5.29	0.77
12603.515625	-12.46	-5.44	0.44
12606.445313	-12.46	-5.59	0.42
12609.375000	-12.47	-5.74	0.12
12612.304688	-12.47	-5.90	0.59
12615.234375	-12.47	-6.06	0.49
12618.164063	-12.48	-6.21	0.42
12621.093750	-12.48	-6.38	0.80
12624.023438	-12.48	-6.56	0.63
12626.953125	-12.48	-6.75	0.44
12629.882813	-12.49	-6.94	0.52
12632.812500	-12.49	-7.14	0.50
12635.742188	-12.49	-7.36	0.46
12638.671875	-12.50	-7.59	0.49
12641.601563	-12.50	-7.82	0.82
12644.531250	-12.50	-8.06	0.83
12647.460938	-12.51	-8.32	0.83
12650.390625	-12.51	-8.59	0.74
12653.320313	-12.51	-8.87	0.74
12656.250000	-12.52	-9.17	0.49
12659.179688	-12.52	-9.48	0.14
12662.109375	-12.53	-9.79	0.42
12665.039063	-12.53	-10.09	0.64
12667.968750	-12.53	-10.40	0.69
12670.898438	-12.54	-10.72	0.53
12673.828125	-12.54	-11.04	0.56
12676.757813	-12.55	-11.37	0.80
12679.687500	-12.55	-11.69	0.62
12682.617188	-12.55	-12.02	0.22
12685.546875	-12.56	-12.35	0.30
12688.476563	-12.56	-12.70	0.46
12691.406250	-12.57	-13.07	0.57
12694.335938	-12.57	-13.44	0.58
12697.265625	-12.58	-13.82	0.56
12700.195313	-12.58	-14.20	0.57
12703.125000	-12.59	-14.58	0.47
12706.054688	-12.59	-14.95	0.22
12708.984375	-12.60	-15.32	0.57
12711.914063	-12.60	-15.68	0.01
12714.843750	-12.61	-16.03	0.29
12717.773438	-12.61	-16.38	0.48
12720.703125	-12.62	-16.72	0.40
12723.632813	-12.63	-17.08	0.32
12726.562500	-12.63	-17.44	0.51
12729.492188	-12.64	-17.82	0.21
12732.421875	-12.64	-18.20	0.11
12735.351563	-12.65	-18.59	0.13
12738.281250	-12.65	-18.97	0.51
12741.210938	-12.66	-19.35	0.58
12744.140625	-12.67	-19.72	0.65
12747.070313	-12.67	-20.09	0.21
12750.000000	-12.68	-20.46	0.60
12752.929688	-12.68	-20.82	0.42
12755.859375	-12.69	-21.18	0.52
12758.789063	-12.69	-21.53	0.25
12761.718750	-12.70	-21.87	0.37
12764.648438	-12.70	-22.22	0.54
12767.578125	-12.71	-22.57	0.48
12770.507813	-12.71	-22.92	0.41
12773.437500	-12.72	-23.27	0.28
12776.367188	-12.73	-23.63	0.13
12779.296875	-12.73	-23.98	0.03
12782.226563	-12.74	-24.33	0.09
12785.156250	-12.74	-24.66	0.02
12788.085938	-12.75	-24.99	0.45
12791.015625	-12.75	-25.31	0.76
12793.945313	-12.76	-25.62	0.82
12796.875000	-12.76	-25.92	0.49
12799.804688	-12.77	-26.21	0.06
12802.734375	-12.77	-26.50	0.13
12805.664063	-12.78	-26.79	0.48
12808.593750	-12.78	-27.06	0.63
12811.523438	-12.79	-27.32	0.48
12814.453125	-12.80	-27.58	0.14
12817.382813	-12.80	-27.84	0.34
12820.312500	-12.81	-28.08	0.45
12823.242188	-12.81	-28.32	0.74
12826.171875	-12.82	-28.56	0.80
12829.101563	-12.82	-28.78	0.36
12832.031250	-12.83	-28.99	0.59
12834.960938	-12.84	-29.20	0.28
12837.890625	-12.84	-29.40	0.26
12840.820313	-12.85	-29.59	0.41
12843.750000	-12.86	-29.78	0.11
12846.679688	-12.86	-29.97	0.30
12849.609375	-12.87	-30.15	0.63
12852.539063	-12.88	-30.35	0.69
12855.468750	-12.88	-30.56	0.58
12858.398438	-12.89	-30.79	0.24
12861.328125	-12.90	-31.00	0.68
12864.257813	-12.91	-31.21	0.48
12867.187500	-12.91	-31.40	0.52
12870.117188	-12.92	-31.59	0.38
12873.046875	-12.93	-31.76	0.42
12875.976563	-12.94	-31.94	0.60
12878.906250	-12.95	-32.11	0.62
12881.835938	-12.95	-32.28	0.71
12884.765625	-12.96	-32.45	0.16
12887.695313	-12.97	-32.61	0.17
12890.625000	-12.98	-32.78	0.76
12893.554688	-12.98	-32.95	0.52
12896.484375	-12.99	-33.12	0.68
12899.414063	-13.00	-33.30	0.75
12902.343750	-13.01	-33.47	0.64
12905.273438	-13.02	-33.64	0.31
12908.203125	-13.02	-33.83	0.28
12911.132813	-13.03	-34.01	0.36
12914.062500	-13.04	-34.21	0.24
12916.992188	-13.05	-34.40	0.65
12919.921875	-13.06	-34.61	0.71
12922.851563	-13.06	-34.83	0.63
12925.781250	-13.07	-35.05	0.59
12928.710938	-13.08	-35.28	0.63
12931.640625	-13.09	-35.52	0.26
12934.570313	-13.10	-35.76	0.41
12937.500000	-13.11	-36.00	0.70
12940.429688	-13.11	-36.25	0.56
12943.359375	-13.12	-36.50	0.70
12946.289063	-13.13	-36.75	0.74
12949.218750	-13.14	-37.01	0.67
12952.148438	-13.15	-37.27	0.42
12955.078125	-13.16	-37.54	0.15
12958.007813	-13.16	-37.80	0.58
12960.937500	-13.17	-38.07	0.47
12963.867188	-13.18	-38.34	0.69
12966.796875	-13.19	-38.62	0.88
12969.726563	-13.20	-38.90	0.85
12972.656250	-13.21	-39.18	0.68
12975.585938	-13.21	-39.46	0.71
12978.515625	-13.22	-39.74	0.87
12981.445313	-13.23	-40.03	0.78
12984.375000	-13.24	-40.31	0.67
12987.304688	-13.24	-40.60	0.22
12990.234375	-13.25	-40.88	0.25
12993.164063	-13.26	-41.16	0.30
12996.093750	-13.27	-41.44	0.35
12999.023438	-13.27	-41.72	0.11
13001.953125	-13.28	-41.99	0.20
13004.882813	-13.29	-42.26	0.34
13007.812500	-13.29	-42.54	0.38
13010.742188	-13.30	-42.81	0.39
13013.671875	-13.31	-43.08	0.32
13016.601563	-13.31	-43.34	0.65
13019.531250	-13.32	-43.60	0.39
13022.460938	-13.32	-43.86	0.49
13025.390625	-13.33	-44.12	0.17
13028.320313	-13.33	-44.38	0.33
13031.250000	-13.34	-44.64	0.45
13034.179688	-13.35	-44.90	0.18
13037.109375	-13.35	-45.16	0.14
13040.039063	-13.35	-45.42	0.38
13042.968750	-13.36	-45.68	0.37
13045.898438	-13.36	-45.94	0.31
13048.828125	-13.37	-46.20	0.29
13051.757813	-13.37	-46.45	0.33
13054.687500	-13.38	-46.70	0.48
13057.617188	-13.38	-46.95	0.75
13060.546875	-13.38	-47.19	0.66
13063.476563	-13.39	-47.42	0.36
13066.406250	-13.39	-47.65	0.35
13069.335938	-13.40	-47.89	0.56
13072.265625	-13.40	-48.12	0.54
13075.195313	-13.40	-48.34	0.49
13078.125000	-13.41	-48.56	0.40
13081.054688	-13.41	-48.79	0.41
13083.984375	-13.41	-49.01	0.20
13086.914063	-13.42	-49.23	0.70
13089.843750	-13.42	-49.45	0.65
13092.773438	-13.42	-49.67	0.78
13095.703125	-13.42	-49.89	0.59
13098.632813	-13.43	-50.09	0.48
13101.562500	-13.43	-50.30	0.66
13104.492188	-13.43	-50.50	0.67
13107.421875	-13.44	-50.70	0.51
13110.351563	-13.44	-50.90	0.44
13113.281250	-13.44	-51.10	0.06
13116.210938	-13.44	-51.30	0.65
13119.140625	-13.45	-51.50	0.73
13122.070313	-13.45	-51.70	0.11
13125.000000	-13.45	-51.90	0.34
13127.929688	-13.45	-52.10	0.29
13130.859375	-13.46	-52.30	0.27
13133.789063	-13.46	-52.50	0.43
13136.718750	-13.46	-52.70	0.46
13139.648438	-13.46	-52.91	0.40
13142.578125	-13.47	-53.12	0.11
13145.507813	-13.47	-53.32	0.47
13148.437500	-13.47	-53.52	0.53
13151.367188	-13.47	-53.73	0.23
13154.296875	-13.48	-53.94	0.46
13157.226563	-13.48	-54.15	0.38
13160.156250	-13.48	-54.36	0.45
13163.085938	-13.49	-54.57	0.81
13166.015625	-13.49	-54.78	0.76
13168.945313	-13.49	-55.00	0.30
13171.875000	-13.49	-55.23	0.40
13174.804688	-13.50	-55.45	0.32
13177.734375	-13.50	-55.67	0.52
13180.664063	-13.50	-55.89	0.28
13183.593750	-13.51	-56.10	0.59
13186.523438	-13.51	-56.32	0.33
13189.453125	-13.51	-56.53	0.42
13192.382813	-13.52	-56.74	0.37
13195.312500	-13.52	-56.95	0.33
13198.242188	-13.52	-57.16	0.34
13201.171875	-13.52	-57.36	0.17
13204.101563	-13.53	-57.56	0.57
13207.031250	-13.53	-57.76	0.68
13209.960938	-13.53	-57.94	0.39
13212.890625	-13.54	-58.13	0.35
13215.820313	-13.54	-58.31	0.77
13218.750000	-13.54	-58.51	0.83
13221.679688	-13.55	-58.70	0.47
13224.609375	-13.55	-58.91	0.43
13227.539063	-13.55	-59.11	0.44
13230.468750	-13.56	-59.31	0.56
13233.398438	-13.56	-59.51	0.12
13236.328125	-13.56	-59.72	0.33
13239.257813	-13.56	-59.93	0.35
13242.187500	-13.57	-60.15	0.41
13245.117188	-13.57	-60.36	0.32
13248.046875	-13.57	-60.58	0.67
13250.976563	-13.57	-60.80	0.49
13253.906250	-13.57	-61.03	0.42
13256.835938	-13.58	-61.25	0.61
13259.765625	-13.58	-61.48	0.56
13262.695313	-13.58	-61.71	0.53
13265.625000	-13.58	-61.94	0.19
13268.554688	-13.58	-62.16	0.54
13271.484375	-13.58	-62.39	0.52
13274.414063	-13.58	-62.63	0.70
13277.343750	-13.59	-62.88	0.71
13280.273438	-13.59	-63.13	0.44
13283.203125	-13.59	-63.39	0.42
13286.132813	-13.59	-63.66	0.48
13289.062500	-13.59	-63.92	0.60
13291.992188	-13.59	-64.19	0.45
13294.921875	-13.59	-64.46	0.48
13297.851563	-13.60	-64.74	0.73
13300.781250	-13.60	-65.01	0.60
13303.710938	-13.60	-65.30	0.83
13306.640625	-13.60	-65.58	0.77
13309.570313	-13.60	-65.87	0.80
13312.500000	-13.60	-66.16	0.50
13315.429688	-13.60	-66.45	0.63
13318.359375	-13.60	-66.73	0.71
13321.289063	-13.60	-67.02	0.71
13324.218750	-13.60	-67.30	0.76
13327.148438	-13.60	-67.59	0.46
13330.078125	-13.60	-67.88	0.86
13333.007813	-13.60	-68.15	0.91
13335.937500	-13.60	-68.41	0.94
13338.867188	-13.60	-68.66	0.82
13341.796875	-13.60	-68.90	0.62
13344.726563	-13.60	-69.14	0.30
13347.656250	-13.60	-69.38	0.15
13350.585938	-13.60	-69.62	0.32
13353.515625	-13.60	-69.86	0.35
13356.445313	-13.60	-70.10	0.12
13359.375000	-13.60	-70.34	0.66
13362.304688	-13.60	-70.57	0.45
13365.234375	-13.60	-70.80	0.47
13368.164063	-13.60	-71.04	0.61
13371.093750	-13.60	-71.28	0.36
13374.023438	-13.60	-71.51	0.47
13376.953125	-13.60	-71.74	0.13
13379.882813	-13.60	-71.98	0.53
13382.812500	-13.60	-72.21	0.60
13385.742188	-13.60	-72.45	0.58
13388.671875	-13.60	-72.69	0.64
13391.601563	-13.60	-72.93	0.43
13394.531250	-13.59	-73.18	0.29
13397.460938	-13.59	-73.43	0.23
13400.390625	-13.59	-73.68	0.59
13403.320313	-13.59	-73.92	0.61
13406.250000	-13.58	-74.16	0.60
13409.179688	-13.58	-74.39	0.24
13412.109375	-13.58	-74.62	0.61
13415.039063	-13.58	-74.85	0.21
13417.968750	-13.57	-75.08	0.44
13420.898438	-13.57	-75.30	0.11
13423.828125	-13.56	-75.52	0.71
13426.757813	-13.56	-75.74	0.72
13429.687500	-13.56	-75.97	0.86
13432.617188	-13.55	-76.20	0.89
13435.546875	-13.55	-76.43	0.86
13438.476563	-13.54	-76.65	0.70
13441.406250	-13.54	-76.88	0.66
13444.335938	-13.53	-77.11	0.60
13447.265625	-13.53	-77.34	0.68
13450.195313	-13.52	-77.56	0.82
13453.125000	-13.52	-77.77	0.74
13456.054688	-13.51	-77.98	0.65
13458.984375	-13.51	-78.19	0.70
13461.914063	-13.51	-78.40	0.65
13464.843750	-13.50	-78.61	0.61
13467.773438	-13.50	-78.82	0.49
13470.703125	-13.49	-79.03	0.58
13473.632813	-13.49	-79.23	0.41
13476.562500	-13.48	-79.43	0.56
13479.492188	-13.48	-79.63	0.45
13482.421875	-13.48	-79.82	0.69
13485.351563	-13.47	-80.01	0.67
13488.281250	-13.47	-80.19	0.56
13491.210938	-13.46	-80.38	0.61
13494.140625	-13.46	-80.56	0.77
13497.070313	-13.45	-80.73	0.80
13500.000000	-13.45	-80.89	0.55
13502.929688	-13.45	-81.05	0.12
13505.859375	-13.44	-81.19	0.58
13508.789063	-13.44	-81.34	0.38
13511.718750	-13.44	-81.48	0.64
13514.648438	-13.43	-81.62	0.66
