	SM57_PROX_20_BASS_REFLEX_CON_LANA		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
13517.578125	-13.43	-81.76	0.63
13520.507813	-13.42	-81.90	0.79
13523.437500	-13.42	-82.05	0.59
13526.367188	-13.42	-82.19	0.54
13529.296875	-13.41	-82.32	0.46
13532.226563	-13.41	-82.46	0.82
13535.156250	-13.41	-82.59	0.67
13538.085938	-13.40	-82.71	0.58
13541.015625	-13.40	-82.83	0.40
13543.945313	-13.40	-82.94	0.59
13546.875000	-13.39	-83.05	0.82
13549.804688	-13.39	-83.15	0.66
13552.734375	-13.39	-83.25	0.71
13555.664063	-13.39	-83.36	0.71
13558.593750	-13.38	-83.46	0.76
13561.523438	-13.38	-83.57	0.56
13564.453125	-13.38	-83.69	0.47
13567.382813	-13.38	-83.81	0.50
13570.312500	-13.37	-83.92	0.31
13573.242188	-13.37	-84.04	0.62
13576.171875	-13.37	-84.15	0.60
13579.101563	-13.37	-84.25	0.76
13582.031250	-13.36	-84.35	0.81
13584.960938	-13.36	-84.45	0.83
13587.890625	-13.36	-84.55	0.78
13590.820313	-13.36	-84.65	0.93
13593.750000	-13.35	-84.74	0.81
13596.679688	-13.35	-84.82	0.54
13599.609375	-13.35	-84.91	0.59
13602.539063	-13.35	-85.00	0.84
13605.468750	-13.34	-85.08	0.85
13608.398438	-13.34	-85.18	0.61
13611.328125	-13.34	-85.28	0.35
13614.257813	-13.34	-85.38	0.73
13617.187500	-13.33	-85.48	0.46
13620.117188	-13.33	-85.57	0.46
13623.046875	-13.33	-85.66	0.74
13625.976563	-13.33	-85.75	0.68
13628.906250	-13.33	-85.85	0.45
13631.835938	-13.32	-85.94	0.67
13634.765625	-13.32	-86.02	0.46
13637.695313	-13.32	-86.10	0.61
13640.625000	-13.32	-86.18	0.62
13643.554688	-13.32	-86.27	0.05
13646.484375	-13.31	-86.36	0.13
13649.414063	-13.31	-86.44	0.10
13652.343750	-13.31	-86.52	0.20
13655.273438	-13.31	-86.60	0.78
13658.203125	-13.31	-86.68	0.65
13661.132813	-13.31	-86.77	0.81
13664.062500	-13.31	-86.87	0.44
13666.992188	-13.31	-86.97	0.84
13669.921875	-13.31	-87.07	0.72
13672.851563	-13.31	-87.17	0.60
13675.781250	-13.31	-87.27	0.74
13678.710938	-13.31	-87.37	0.71
13681.640625	-13.30	-87.47	0.62
13684.570313	-13.30	-87.58	0.56
13687.500000	-13.30	-87.69	0.52
13690.429688	-13.30	-87.81	0.46
13693.359375	-13.30	-87.92	0.48
13696.289063	-13.30	-88.04	0.43
13699.218750	-13.30	-88.16	0.49
13702.148438	-13.30	-88.27	0.39
13705.078125	-13.30	-88.39	0.50
13708.007813	-13.30	-88.51	0.18
13710.937500	-13.30	-88.62	0.48
13713.867188	-13.30	-88.75	0.48
13716.796875	-13.30	-88.88	0.38
13719.726563	-13.30	-89.02	0.30
13722.656250	-13.30	-89.16	0.39
13725.585938	-13.30	-89.31	0.21
13728.515625	-13.30	-89.45	0.21
13731.445313	-13.30	-89.60	0.52
13734.375000	-13.30	-89.75	0.67
13737.304688	-13.30	-89.91	0.59
13740.234375	-13.30	-90.06	0.62
13743.164063	-13.30	-90.21	0.24
13746.093750	-13.30	-90.36	0.05
13749.023438	-13.30	-90.50	0.38
13751.953125	-13.30	-90.65	0.26
13754.882813	-13.30	-90.79	0.43
13757.812500	-13.30	-90.93	0.45
13760.742188	-13.30	-91.08	0.38
13763.671875	-13.30	-91.24	0.27
13766.601563	-13.30	-91.39	0.18
13769.531250	-13.30	-91.54	0.71
13772.460938	-13.31	-91.69	0.41
13775.390625	-13.31	-91.84	0.38
13778.320313	-13.31	-91.99	0.58
13781.250000	-13.31	-92.14	0.50
13784.179688	-13.31	-92.29	0.09
13787.109375	-13.31	-92.44	0.43
13790.039063	-13.31	-92.59	0.13
13792.968750	-13.31	-92.74	0.52
13795.898438	-13.31	-92.90	0.49
13798.828125	-13.31	-93.06	0.59
13801.757813	-13.31	-93.23	0.44
13804.687500	-13.31	-93.40	0.67
13807.617188	-13.31	-93.57	0.56
13810.546875	-13.31	-93.73	0.50
13813.476563	-13.30	-93.90	0.42
13816.406250	-13.30	-94.05	0.37
13819.335938	-13.30	-94.21	0.41
13822.265625	-13.30	-94.36	0.06
13825.195313	-13.30	-94.52	0.61
13828.125000	-13.30	-94.67	0.63
13831.054688	-13.29	-94.82	0.73
13833.984375	-13.29	-94.97	0.74
13836.914063	-13.29	-95.13	0.85
13839.843750	-13.29	-95.28	0.44
13842.773438	-13.29	-95.44	0.49
13845.703125	-13.29	-95.59	0.64
13848.632813	-13.28	-95.74	0.43
13851.562500	-13.28	-95.88	0.32
13854.492188	-13.28	-96.02	0.47
13857.421875	-13.28	-96.16	0.31
13860.351563	-13.28	-96.29	0.54
13863.281250	-13.27	-96.42	0.40
13866.210938	-13.27	-96.54	0.42
13869.140625	-13.27	-96.66	0.24
13872.070313	-13.27	-96.78	0.80
13875.000000	-13.26	-96.89	0.46
13877.929688	-13.26	-97.01	0.28
13880.859375	-13.26	-97.13	0.27
13883.789063	-13.26	-97.25	0.05
13886.718750	-13.25	-97.37	0.34
13889.648438	-13.25	-97.50	0.63
13892.578125	-13.25	-97.61	0.12
13895.507813	-13.24	-97.73	0.18
13898.437500	-13.24	-97.85	0.50
13901.367188	-13.24	-97.96	0.42
13904.296875	-13.23	-98.07	0.65
13907.226563	-13.23	-98.18	0.69
13910.156250	-13.23	-98.28	0.58
13913.085938	-13.22	-98.38	0.28
13916.015625	-13.22	-98.47	0.04
13918.945313	-13.22	-98.56	0.20
13921.875000	-13.21	-98.65	0.40
13924.804688	-13.21	-98.74	0.29
13927.734375	-13.21	-98.84	0.44
13930.664063	-13.20	-98.93	0.68
13933.593750	-13.20	-99.04	0.48
13936.523438	-13.20	-99.14	0.51
13939.453125	-13.19	-99.25	0.50
13942.382813	-13.19	-99.36	0.67
13945.312500	-13.19	-99.47	0.62
13948.242188	-13.18	-99.59	0.69
13951.171875	-13.18	-99.71	0.91
13954.101563	-13.18	-99.84	0.77
13957.031250	-13.17	-99.98	0.48
13959.960938	-13.17	-100.11	0.41
13962.890625	-13.17	-100.24	0.44
13965.820313	-13.16	-100.37	0.40
13968.750000	-13.16	-100.50	0.64
13971.679688	-13.16	-100.62	0.35
13974.609375	-13.16	-100.73	0.62
13977.539063	-13.15	-100.85	0.70
13980.468750	-13.15	-100.97	0.67
13983.398438	-13.15	-101.10	0.61
13986.328125	-13.14	-101.24	0.43
13989.257813	-13.14	-101.37	0.58
13992.187500	-13.14	-101.52	0.47
13995.117188	-13.13	-101.66	0.74
13998.046875	-13.13	-101.81	0.71
14000.976563	-13.13	-101.96	0.56
14003.906250	-13.13	-102.11	0.38
14006.835938	-13.13	-102.27	0.13
14009.765625	-13.12	-102.43	0.55
14012.695313	-13.12	-102.58	0.58
14015.625000	-13.12	-102.73	0.78
14018.554688	-13.12	-102.87	0.65
14021.484375	-13.12	-103.00	0.49
14024.414063	-13.11	-103.13	0.46
14027.343750	-13.11	-103.26	0.36
14030.273438	-13.11	-103.40	0.30
14033.203125	-13.11	-103.54	0.29
14036.132813	-13.11	-103.68	0.21
14039.062500	-13.11	-103.82	0.49
14041.992188	-13.11	-103.95	0.50
14044.921875	-13.10	-104.08	0.59
14047.851563	-13.10	-104.21	0.61
14050.781250	-13.10	-104.34	0.64
14053.710938	-13.10	-104.46	0.45
14056.640625	-13.10	-104.59	0.35
14059.570313	-13.10	-104.72	0.67
14062.500000	-13.10	-104.85	0.72
14065.429688	-13.10	-104.97	0.50
14068.359375	-13.10	-105.10	0.16
14071.289063	-13.10	-105.22	0.10
14074.218750	-13.10	-105.34	0.44
14077.148438	-13.10	-105.46	0.41
14080.078125	-13.10	-105.57	0.35
14083.007813	-13.10	-105.67	0.25
14085.937500	-13.10	-105.77	0.30
14088.867188	-13.10	-105.87	0.44
14091.796875	-13.10	-105.96	0.31
14094.726563	-13.10	-106.06	0.31
14097.656250	-13.10	-106.17	0.19
14100.585938	-13.10	-106.27	0.24
14103.515625	-13.10	-106.37	0.28
14106.445313	-13.10	-106.47	0.39
14109.375000	-13.10	-106.56	0.39
14112.304688	-13.10	-106.65	0.41
14115.234375	-13.10	-106.73	0.89
14118.164063	-13.10	-106.81	0.88
14121.093750	-13.10	-106.89	0.66
14124.023438	-13.10	-106.96	0.56
14126.953125	-13.11	-107.03	0.64
14129.882813	-13.11	-107.10	0.44
14132.812500	-13.11	-107.17	0.53
14135.742188	-13.11	-107.24	0.71
14138.671875	-13.11	-107.31	0.73
14141.601563	-13.11	-107.39	0.54
14144.531250	-13.11	-107.47	0.56
14147.460938	-13.11	-107.55	0.45
14150.390625	-13.11	-107.64	0.69
14153.320313	-13.11	-107.73	0.47
14156.250000	-13.11	-107.82	0.51
14159.179688	-13.11	-107.92	0.28
14162.109375	-13.11	-108.01	0.33
14165.039063	-13.11	-108.11	0.27
14167.968750	-13.12	-108.20	0.14
14170.898438	-13.12	-108.31	0.29
14173.828125	-13.12	-108.41	0.46
14176.757813	-13.12	-108.52	0.67
14179.687500	-13.12	-108.63	0.27
14182.617188	-13.12	-108.73	0.09
14185.546875	-13.12	-108.83	0.32
14188.476563	-13.12	-108.93	0.50
14191.406250	-13.13	-109.04	0.17
14194.335938	-13.13	-109.15	0.36
14197.265625	-13.13	-109.26	0.33
14200.195313	-13.13	-109.37	0.29
14203.125000	-13.13	-109.49	0.04
14206.054688	-13.13	-109.61	0.32
14208.984375	-13.13	-109.73	0.78
14211.914063	-13.14	-109.85	0.65
14214.843750	-13.14	-109.97	0.40
14217.773438	-13.14	-110.09	0.56
14220.703125	-13.14	-110.22	0.59
14223.632813	-13.14	-110.35	0.49
14226.562500	-13.14	-110.48	0.31
14229.492188	-13.14	-110.62	0.53
14232.421875	-13.14	-110.77	0.46
14235.351563	-13.14	-110.91	0.54
14238.281250	-13.15	-111.06	0.30
14241.210938	-13.15	-111.20	0.48
14244.140625	-13.15	-111.35	0.68
14247.070313	-13.15	-111.48	0.76
14250.000000	-13.15	-111.61	0.29
14252.929688	-13.15	-111.74	0.59
14255.859375	-13.15	-111.86	0.77
14258.789063	-13.15	-111.99	0.71
14261.718750	-13.16	-112.10	0.58
14264.648438	-13.16	-112.22	0.72
14267.578125	-13.16	-112.33	0.81
14270.507813	-13.16	-112.44	0.73
14273.437500	-13.16	-112.54	0.20
14276.367188	-13.16	-112.64	0.24
14279.296875	-13.17	-112.74	0.53
14282.226563	-13.17	-112.84	0.73
14285.156250	-13.17	-112.94	0.76
14288.085938	-13.17	-113.05	0.31
14291.015625	-13.17	-113.16	0.39
14293.945313	-13.18	-113.27	0.62
14296.875000	-13.18	-113.39	0.52
14299.804688	-13.18	-113.51	0.60
14302.734375	-13.18	-113.62	0.74
14305.664063	-13.18	-113.74	0.81
14308.593750	-13.18	-113.86	0.68
14311.523438	-13.19	-113.97	0.72
14314.453125	-13.19	-114.08	0.37
14317.382813	-13.19	-114.19	0.31
14320.312500	-13.19	-114.29	0.51
14323.242188	-13.20	-114.39	0.32
14326.171875	-13.20	-114.49	0.47
14329.101563	-13.20	-114.60	0.48
14332.031250	-13.20	-114.70	0.52
14334.960938	-13.21	-114.80	0.55
14337.890625	-13.21	-114.91	0.56
14340.820313	-13.21	-115.03	0.55
14343.750000	-13.22	-115.15	0.65
14346.679688	-13.22	-115.27	0.52
14349.609375	-13.22	-115.40	0.46
14352.539063	-13.23	-115.52	0.45
14355.468750	-13.23	-115.64	0.46
14358.398438	-13.23	-115.77	0.46
14361.328125	-13.24	-115.89	0.68
14364.257813	-13.24	-116.00	0.62
14367.187500	-13.25	-116.12	0.58
14370.117188	-13.25	-116.25	0.52
14373.046875	-13.25	-116.40	0.53
14375.976563	-13.26	-116.55	0.57
14378.906250	-13.26	-116.71	0.53
14381.835938	-13.27	-116.88	0.56
14384.765625	-13.27	-117.06	0.26
14387.695313	-13.28	-117.24	0.45
14390.625000	-13.28	-117.42	0.28
14393.554688	-13.29	-117.59	0.43
14396.484375	-13.29	-117.77	0.63
14399.414063	-13.30	-117.96	0.54
14402.343750	-13.30	-118.16	0.58
14405.273438	-13.31	-118.35	0.38
14408.203125	-13.31	-118.55	0.44
14411.132813	-13.32	-118.75	0.45
14414.062500	-13.32	-118.96	0.83
14416.992188	-13.33	-119.18	0.81
14419.921875	-13.33	-119.41	0.88
14422.851563	-13.33	-119.64	0.66
14425.781250	-13.34	-119.88	0.24
14428.710938	-13.34	-120.12	0.16
14431.640625	-13.35	-120.37	0.48
14434.570313	-13.35	-120.62	0.24
14437.500000	-13.36	-120.88	0.11
14440.429688	-13.36	-121.15	0.09
14443.359375	-13.37	-121.41	0.30
14446.289063	-13.37	-121.67	0.28
14449.218750	-13.38	-121.93	0.56
14452.148438	-13.38	-122.18	0.46
14455.078125	-13.39	-122.43	0.46
14458.007813	-13.39	-122.69	0.11
14460.937500	-13.40	-122.95	0.72
14463.867188	-13.41	-123.22	0.43
14466.796875	-13.41	-123.48	0.41
14469.726563	-13.42	-123.75	0.20
14472.656250	-13.42	-124.02	0.57
14475.585938	-13.43	-124.27	0.61
14478.515625	-13.44	-124.51	0.54
14481.445313	-13.44	-124.75	0.58
14484.375000	-13.45	-125.00	0.70
14487.304688	-13.46	-125.26	0.20
14490.234375	-13.46	-125.52	0.53
14493.164063	-13.47	-125.78	0.36
14496.093750	-13.48	-126.05	0.16
14499.023438	-13.48	-126.33	0.08
14501.953125	-13.49	-126.60	0.19
14504.882813	-13.50	-126.88	0.12
14507.812500	-13.51	-127.17	0.51
14510.742188	-13.51	-127.44	0.75
14513.671875	-13.52	-127.70	0.39
14516.601563	-13.53	-127.95	0.26
14519.531250	-13.54	-128.20	0.65
14522.460938	-13.54	-128.44	0.59
14525.390625	-13.55	-128.67	0.19
14528.320313	-13.56	-128.90	0.40
14531.250000	-13.57	-129.13	0.23
14534.179688	-13.58	-129.35	0.48
14537.109375	-13.59	-129.57	0.34
14540.039063	-13.59	-129.79	0.12
14542.968750	-13.60	-130.00	0.40
14545.898438	-13.61	-130.22	0.83
14548.828125	-13.62	-130.42	0.95
14551.757813	-13.63	-130.62	0.79
14554.687500	-13.64	-130.80	0.41
14557.617188	-13.64	-130.98	0.34
14560.546875	-13.65	-131.16	0.31
14563.476563	-13.66	-131.34	0.30
14566.406250	-13.67	-131.51	0.13
14569.335938	-13.68	-131.70	0.41
14572.265625	-13.69	-131.90	0.41
14575.195313	-13.70	-132.11	0.64
14578.125000	-13.70	-132.31	0.67
14581.054688	-13.71	-132.50	0.54
14583.984375	-13.72	-132.69	0.43
14586.914063	-13.73	-132.87	0.57
14589.843750	-13.74	-133.05	0.54
14592.773438	-13.75	-133.23	0.61
14595.703125	-13.75	-133.40	0.61
14598.632813	-13.76	-133.56	0.64
14601.562500	-13.77	-133.71	0.77
14604.492188	-13.78	-133.86	0.50
14607.421875	-13.79	-134.01	0.62
14610.351563	-13.80	-134.16	0.50
14613.281250	-13.80	-134.32	0.70
14616.210938	-13.81	-134.48	0.39
14619.140625	-13.82	-134.63	0.35
14622.070313	-13.83	-134.79	0.26
14625.000000	-13.84	-134.94	0.10
14627.929688	-13.85	-135.09	0.10
14630.859375	-13.86	-135.24	0.36
14633.789063	-13.87	-135.40	0.34
14636.718750	-13.87	-135.56	0.50
14639.648438	-13.88	-135.72	0.21
14642.578125	-13.89	-135.87	0.22
14645.507813	-13.90	-136.03	0.50
14648.437500	-13.91	-136.17	0.45
14651.367188	-13.92	-136.32	0.47
14654.296875	-13.93	-136.47	0.54
14657.226563	-13.94	-136.62	0.16
14660.156250	-13.95	-136.77	0.39
14663.085938	-13.96	-136.92	0.26
14666.015625	-13.97	-137.07	0.38
14668.945313	-13.98	-137.23	0.30
14671.875000	-13.99	-137.39	0.46
14674.804688	-13.99	-137.55	0.66
14677.734375	-14.00	-137.70	0.46
14680.664063	-14.01	-137.85	0.76
14683.593750	-14.02	-138.02	0.36
14686.523438	-14.03	-138.19	0.29
14689.453125	-14.04	-138.36	0.35
14692.382813	-14.06	-138.54	0.73
14695.312500	-14.07	-138.71	0.39
14698.242188	-14.08	-138.88	0.21
14701.171875	-14.09	-139.05	0.17
14704.101563	-14.10	-139.22	0.25
14707.031250	-14.11	-139.40	0.43
14709.960938	-14.12	-139.59	0.66
14712.890625	-14.13	-139.80	0.46
14715.820313	-14.14	-140.01	0.32
14718.750000	-14.15	-140.22	0.33
14721.679688	-14.16	-140.43	0.28
14724.609375	-14.17	-140.64	0.57
14727.539063	-14.18	-140.86	0.35
14730.468750	-14.19	-141.08	0.46
14733.398438	-14.21	-141.31	0.40
14736.328125	-14.22	-141.56	0.57
14739.257813	-14.23	-141.81	0.58
14742.187500	-14.24	-142.06	0.61
14745.117188	-14.25	-142.33	0.48
14748.046875	-14.27	-142.60	0.34
14750.976563	-14.28	-142.87	0.11
14753.906250	-14.29	-143.14	0.63
14756.835938	-14.30	-143.41	0.49
14759.765625	-14.31	-143.67	0.08
14762.695313	-14.33	-143.94	0.42
14765.625000	-14.34	-144.20	0.30
14768.554688	-14.35	-144.47	0.48
14771.484375	-14.36	-144.75	0.61
14774.414063	-14.37	-145.03	0.57
14777.343750	-14.38	-145.31	0.74
14780.273438	-14.40	-145.59	0.76
14783.203125	-14.41	-145.87	0.12
14786.132813	-14.42	-146.16	0.64
14789.062500	-14.43	-146.45	0.33
14791.992188	-14.44	-146.74	0.38
14794.921875	-14.45	-147.02	0.23
14797.851563	-14.46	-147.31	0.47
14800.781250	-14.47	-147.60	0.35
14803.710938	-14.48	-147.89	0.07
14806.640625	-14.49	-148.18	0.54
14809.570313	-14.50	-148.47	0.13
14812.500000	-14.52	-148.75	0.17
14815.429688	-14.53	-149.03	0.43
14818.359375	-14.53	-149.32	0.61
14821.289063	-14.54	-149.60	0.52
14824.218750	-14.55	-149.88	0.20
14827.148438	-14.56	-150.17	0.21
14830.078125	-14.57	-150.44	0.34
14833.007813	-14.58	-150.72	0.18
14835.937500	-14.59	-150.99	0.91
14838.867188	-14.60	-151.26	0.46
14841.796875	-14.61	-151.53	0.26
14844.726563	-14.62	-151.80	0.40
14847.656250	-14.63	-152.06	0.38
14850.585938	-14.64	-152.31	0.21
14853.515625	-14.65	-152.56	0.73
14856.445313	-14.66	-152.81	0.80
14859.375000	-14.67	-153.07	0.52
14862.304688	-14.68	-153.33	0.41
14865.234375	-14.69	-153.59	0.40
14868.164063	-14.69	-153.86	0.55
14871.093750	-14.70	-154.12	0.29
14874.023438	-14.71	-154.38	0.60
14876.953125	-14.72	-154.66	0.39
14879.882813	-14.73	-154.93	0.22
14882.812500	-14.74	-155.19	0.34
14885.742188	-14.75	-155.45	0.15
14888.671875	-14.76	-155.70	0.29
14891.601563	-14.77	-155.95	0.39
14894.531250	-14.77	-156.20	0.22
14897.460938	-14.78	-156.44	0.48
14900.390625	-14.79	-156.69	0.44
14903.320313	-14.80	-156.94	0.37
14906.250000	-14.81	-157.19	0.25
14909.179688	-14.82	-157.44	0.53
14912.109375	-14.83	-157.67	0.17
14915.039063	-14.84	-157.91	0.48
14917.968750	-14.85	-158.13	0.69
14920.898438	-14.86	-158.36	0.66
14923.828125	-14.87	-158.58	0.40
14926.757813	-14.88	-158.79	0.31
14929.687500	-14.89	-159.01	0.28
14932.617188	-14.90	-159.22	0.58
14935.546875	-14.91	-159.42	0.57
14938.476563	-14.92	-159.61	0.38
14941.406250	-14.93	-159.79	0.17
14944.335938	-14.93	-159.98	0.54
14947.265625	-14.94	-160.15	0.39
14950.195313	-14.95	-160.31	0.86
14953.125000	-14.96	-160.45	0.82
14956.054688	-14.97	-160.57	0.70
14958.984375	-14.99	-160.67	0.62
14961.914063	-15.00	-160.76	0.64
14964.843750	-15.01	-160.84	0.55
14967.773438	-15.02	-160.92	0.18
14970.703125	-15.03	-160.99	0.28
14973.632813	-15.04	-161.06	0.04
14976.562500	-15.05	-161.13	0.39
14979.492188	-15.06	-161.19	0.56
14982.421875	-15.07	-161.25	0.60
14985.351563	-15.08	-161.31	0.42
14988.281250	-15.09	-161.36	0.26
14991.210938	-15.11	-161.41	0.39
14994.140625	-15.12	-161.46	0.43
14997.070313	-15.13	-161.52	0.41
15000.000000	-15.14	-161.57	0.31
15002.929688	-15.15	-161.62	0.37
15005.859375	-15.16	-161.67	0.59
15008.789063	-15.17	-161.72	0.57
15011.718750	-15.19	-161.78	0.60
15014.648438	-15.20	-161.83	0.49
15017.578125	-15.21	-161.89	0.71
15020.507813	-15.22	-161.95	0.87
15023.437500	-15.24	-162.02	0.79
15026.367188	-15.25	-162.09	0.81
15029.296875	-15.26	-162.17	0.82
15032.226563	-15.27	-162.25	0.61
15035.156250	-15.29	-162.34	0.77
15038.085938	-15.30	-162.42	0.60
15041.015625	-15.31	-162.50	0.59
15043.945313	-15.32	-162.58	0.44
15046.875000	-15.34	-162.66	0.21
15049.804688	-15.35	-162.73	0.21
15052.734375	-15.36	-162.82	0.15
15055.664063	-15.37	-162.90	0.26
15058.593750	-15.39	-162.99	0.37
15061.523438	-15.40	-163.07	0.18
15064.453125	-15.41	-163.16	0.48
15067.382813	-15.42	-163.25	0.32
15070.312500	-15.44	-163.34	0.43
15073.242188	-15.45	-163.44	0.24
15076.171875	-15.46	-163.54	0.33
15079.101563	-15.48	-163.64	0.36
15082.031250	-15.49	-163.74	0.14
15084.960938	-15.50	-163.85	0.31
15087.890625	-15.51	-163.96	0.37
15090.820313	-15.52	-164.07	0.62
15093.750000	-15.54	-164.19	0.27
15096.679688	-15.55	-164.32	0.21
15099.609375	-15.56	-164.45	0.30
15102.539063	-15.57	-164.59	0.38
15105.468750	-15.58	-164.73	0.69
15108.398438	-15.60	-164.89	0.49
15111.328125	-15.61	-165.05	0.23
15114.257813	-15.62	-165.22	0.19
15117.187500	-15.63	-165.38	0.41
15120.117188	-15.64	-165.54	0.15
15123.046875	-15.66	-165.71	0.47
15125.976563	-15.67	-165.87	0.25
15128.906250	-15.68	-166.04	0.40
15131.835938	-15.69	-166.20	0.68
15134.765625	-15.70	-166.36	0.70
15137.695313	-15.71	-166.51	0.60
15140.625000	-15.72	-166.65	0.54
15143.554688	-15.74	-166.79	0.43
15146.484375	-15.75	-166.92	0.36
15149.414063	-15.76	-167.06	0.61
15152.343750	-15.77	-167.18	0.57
15155.273438	-15.78	-167.30	0.66
15158.203125	-15.79	-167.43	0.60
15161.132813	-15.80	-167.56	0.66
15164.062500	-15.82	-167.68	0.71
15166.992188	-15.83	-167.80	0.06
15169.921875	-15.84	-167.92	0.75
15172.851563	1234.57	45.00	1.00
15175.781250	-15.86	-168.16	0.08
15178.710938	-15.87	-168.29	0.47
15181.640625	-15.88	-168.41	0.45
15184.570313	-15.89	-168.53	0.07
15187.500000	-15.90	-168.65	0.17
15190.429688	-15.91	-168.77	0.35
15193.359375	-15.92	-168.89	0.58
15196.289063	-15.94	-169.01	0.76
15199.218750	-15.95	-169.12	0.82
15202.148438	-15.96	-169.23	0.74
15205.078125	-15.97	-169.32	0.47
15208.007813	-15.98	-169.42	0.53
15210.937500	-15.99	-169.52	0.31
15213.867188	-16.00	-169.64	0.62
15216.796875	-16.01	-169.74	0.39
15219.726563	-16.02	-169.85	0.43
15222.656250	-16.04	-169.96	0.13
15225.585938	-16.05	-170.07	0.06
15228.515625	-16.06	-170.18	0.61
15231.445313	-16.07	-170.28	0.63
15234.375000	-16.08	-170.38	0.58
15237.304688	-16.09	-170.47	0.25
15240.234375	-16.10	-170.56	0.35
15243.164063	-16.11	-170.65	0.51
15246.093750	-16.13	-170.72	0.65
15249.023438	-16.14	-170.79	0.51
15251.953125	-16.15	-170.87	0.19
15254.882813	-16.16	-170.94	0.04
15257.812500	-16.17	-171.01	0.40
15260.742188	-16.18	-171.09	0.42
15263.671875	-16.19	-171.17	0.37
15266.601563	-16.20	-171.26	0.36
15269.531250	-16.22	-171.35	0.29
15272.460938	-16.23	-171.45	0.36
15275.390625	-16.24	-171.55	0.33
15278.320313	-16.25	-171.65	0.29
15281.250000	-16.26	-171.73	0.45
15284.179688	-16.27	-171.83	0.27
15287.109375	-16.28	-171.92	0.51
15290.039063	-16.30	-172.01	0.55
15292.968750	-16.31	-172.11	0.36
15295.898438	-16.32	-172.20	0.59
15298.828125	-16.33	-172.30	0.46
15301.757813	-16.34	-172.39	0.33
15304.687500	-16.35	-172.49	0.68
15307.617188	-16.37	-172.59	0.47
15310.546875	-16.38	-172.71	0.58
15313.476563	-16.39	-172.83	0.46
15316.406250	-16.40	-172.96	0.51
15319.335938	-16.42	-173.08	0.69
15322.265625	-16.43	-173.21	0.29
15325.195313	-16.44	-173.34	0.43
15328.125000	-16.45	-173.48	0.16
15331.054688	-16.47	-173.62	0.47
15333.984375	-16.48	-173.77	0.59
15336.914063	-16.49	-173.92	0.75
15339.843750	-16.50	-174.07	0.69
15342.773438	-16.52	-174.21	0.56
15345.703125	-16.53	-174.36	0.18
15348.632813	-16.54	-174.51	0.61
15351.562500	-16.56	-174.66	0.48
15354.492188	-16.57	-174.81	0.72
15357.421875	-16.58	-174.95	0.66
15360.351563	-16.59	-175.10	0.56
15363.281250	-16.61	-175.26	0.48
15366.210938	-16.62	-175.44	0.23
15369.140625	-16.63	-175.62	0.22
15372.070313	-16.65	-175.81	0.17
15375.000000	-16.66	-176.01	0.37
15377.929688	-16.67	-176.22	0.46
15380.859375	-16.69	-176.43	0.42
15383.789063	-16.70	-176.64	0.18
15386.718750	-16.71	-176.85	0.31
15389.648438	-16.73	-177.07	0.54
15392.578125	-16.74	-177.31	0.71
15395.507813	-16.75	-177.56	0.30
15398.437500	-16.77	-177.81	0.44
15401.367188	-16.78	-178.07	0.25
15404.296875	-16.79	-178.34	0.20
15407.226563	-16.81	-178.61	0.62
15410.156250	-16.82	-178.89	0.93
15413.085938	-16.84	-179.20	0.83
15416.015625	-16.85	-179.53	0.27
15418.945313	-16.86	-179.87	0.10
15421.875000	-16.88	179.79	0.26
15424.804688	-16.89	179.44	0.05
15427.734375	-16.90	179.09	0.40
15430.664063	-16.91	178.73	0.21
15433.593750	-16.93	178.36	0.10
15436.523438	-16.94	177.98	0.54
15439.453125	-16.95	177.58	0.48
15442.382813	-16.97	177.17	0.77
15445.312500	-16.98	176.75	0.86
15448.242188	-16.99	176.32	0.82
15451.171875	-17.01	175.86	0.68
15454.101563	-17.02	175.41	0.57
15457.031250	-17.03	174.96	0.27
15459.960938	-17.05	174.50	0.41
15462.890625	-17.06	174.03	0.40
15465.820313	-17.07	173.56	0.23
15468.750000	-17.09	173.09	0.43
15471.679688	-17.10	172.61	0.24
15474.609375	-17.11	172.13	0.15
15477.539063	-17.13	171.66	0.29
15480.468750	-17.14	171.20	0.40
15483.398438	-17.15	170.74	0.07
15486.328125	-17.16	170.27	0.20
15489.257813	-17.18	169.81	0.25
15492.187500	-17.19	169.35	0.21
15495.117188	-17.20	168.90	0.37
15498.046875	-17.21	168.44	0.36
15500.976563	-17.22	167.97	0.29
15503.906250	-17.24	167.50	0.08
15506.835938	-17.25	167.03	0.08
15509.765625	-17.26	166.56	0.19
15512.695313	-17.27	166.09	0.69
15515.625000	-17.28	165.63	0.78
15518.554688	-17.29	165.17	0.45
15521.484375	-17.30	164.71	0.65
15524.414063	-17.31	164.26	0.25
15527.343750	-17.32	163.81	0.48
15530.273438	-17.34	163.36	0.16
15533.203125	-17.35	162.90	0.34
15536.132813	-17.36	162.45	0.42
15539.062500	-17.37	162.02	0.54
15541.992188	-17.38	161.60	0.64
15544.921875	-17.39	161.18	0.56
15547.851563	-17.40	160.78	0.45
15550.781250	-17.41	160.39	0.49
15553.710938	-17.42	160.01	0.39
15556.640625	-17.43	159.63	0.41
15559.570313	-17.44	159.25	0.15
15562.500000	-17.45	158.87	0.26
