	SM57_PROX_20		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
18140.625000	-22.91	49.96	0.73
18143.554688	-22.91	49.98	0.62
18146.484375	-22.92	50.00	0.75
18149.414063	-22.92	50.02	0.77
18152.343750	-22.92	50.04	0.71
18155.273438	-22.93	50.06	0.34
18158.203125	-22.93	50.08	0.17
18161.132813	-22.93	50.10	0.77
18164.062500	-22.94	50.12	0.71
18166.992188	-22.94	50.14	0.80
18169.921875	-22.95	50.17	0.82
18172.851563	-22.95	50.20	0.89
18175.781250	-22.96	50.24	0.61
18178.710938	-22.96	50.28	0.55
18181.640625	-22.96	50.32	0.40
18184.570313	-22.97	50.36	0.30
18187.500000	-22.97	50.40	0.36
18190.429688	-22.98	50.45	0.38
18193.359375	-22.98	50.49	0.36
18196.289063	-22.99	50.53	0.36
18199.218750	-22.99	50.57	0.60
18202.148438	-22.99	50.61	0.71
18205.078125	-23.00	50.64	0.70
18208.007813	-23.00	50.67	0.82
18210.937500	-23.01	50.70	0.76
18213.867188	-23.01	50.74	0.34
18216.796875	-23.02	50.77	0.53
18219.726563	-23.02	50.80	0.32
18222.656250	-23.03	50.83	0.66
18225.585938	-23.03	50.87	0.69
18228.515625	-23.03	50.90	0.79
18231.445313	-23.04	50.94	0.85
18234.375000	-23.04	50.97	0.44
18237.304688	-23.05	51.01	0.86
18240.234375	-23.05	51.04	0.97
18243.164063	-23.06	51.07	0.48
18246.093750	-23.06	51.10	0.81
18249.023438	-23.07	51.12	0.24
18251.953125	-23.07	51.15	0.45
18254.882813	-23.08	51.17	0.91
18257.812500	-23.08	51.18	0.89
18260.742188	-23.09	51.19	0.82
18263.671875	-23.09	51.20	0.58
18266.601563	-23.10	51.21	0.35
18269.531250	-23.10	51.21	0.09
18272.460938	-23.10	51.22	0.50
18275.390625	-23.11	51.23	0.48
18278.320313	-23.11	51.23	0.97
18281.250000	-23.12	51.24	0.97
18284.179688	-23.13	51.25	0.72
18287.109375	-23.13	51.26	1.00
18290.039063	-23.14	51.28	1.00
18292.968750	-23.14	51.30	0.99
18295.898438	-23.15	51.32	0.99
18298.828125	-23.15	51.34	0.59
18301.757813	-23.16	51.37	0.35
18304.687500	-23.16	51.39	0.63
18307.617188	-23.17	51.41	0.49
18310.546875	-23.17	51.43	0.38
18313.476563	-23.18	51.45	0.88
18316.406250	-23.18	51.46	0.96
18319.335938	-23.19	51.47	1.00
18322.265625	-23.20	51.47	1.00
18325.195313	-23.20	51.47	0.61
18328.125000	-23.21	51.47	0.18
18331.054688	-23.21	51.48	0.47
18333.984375	-23.22	51.48	0.34
18336.914063	-23.22	51.48	0.65
18339.843750	-23.23	51.48	0.61
18342.773438	-23.23	51.48	0.63
18345.703125	-23.24	51.47	0.55
18348.632813	-23.25	51.47	0.82
18351.562500	-23.25	51.47	0.33
18354.492188	-23.26	51.47	0.85
18357.421875	-23.27	51.46	0.80
18360.351563	-23.27	51.45	0.98
18363.281250	-23.28	51.44	1.00
18366.210938	-23.28	51.43	0.77
18369.140625	1234.57	45.00	1.00
18372.070313	-23.30	51.41	0.47
18375.000000	-23.30	51.40	0.62
18377.929688	-23.31	51.39	0.28
18380.859375	-23.32	51.38	0.97
18383.789063	1234.57	45.00	1.00
18386.718750	-23.33	51.35	1.00
18389.648438	-23.33	51.34	0.65
18392.578125	-23.34	51.34	0.33
18395.507813	-23.35	51.34	0.59
18398.437500	-23.35	51.33	0.50
18401.367188	-23.36	51.33	0.77
18404.296875	-23.36	51.32	0.56
18407.226563	-23.37	51.31	0.50
18410.156250	-23.37	51.30	0.46
18413.085938	-23.38	51.29	0.54
18416.015625	-23.38	51.29	0.77
18418.945313	-23.39	51.29	0.34
18421.875000	-23.39	51.29	0.78
18424.804688	-23.40	51.29	0.30
18427.734375	-23.41	51.28	0.26
18430.664063	-23.41	51.28	0.77
18433.593750	-23.42	51.27	0.25
18436.523438	-23.42	51.27	0.79
18439.453125	-23.43	51.27	0.72
18442.382813	-23.43	51.27	0.48
18445.312500	-23.44	51.27	0.50
18448.242188	-23.44	51.26	0.46
18451.171875	-23.45	51.26	0.23
18454.101563	-23.46	51.26	0.49
18457.031250	-23.46	51.26	0.76
18459.960938	-23.47	51.26	0.73
18462.890625	-23.47	51.26	0.68
18465.820313	-23.48	51.26	0.15
18468.750000	-23.48	51.27	0.34
18471.679688	-23.48	51.28	0.43
18474.609375	-23.49	51.28	0.72
18477.539063	-23.49	51.28	0.60
18480.468750	-23.50	51.28	0.66
18483.398438	-23.50	51.28	0.58
18486.328125	-23.51	51.28	0.82
18489.257813	-23.51	51.28	0.02
18492.187500	-23.52	51.28	0.41
18495.117188	-23.52	51.28	0.47
18498.046875	-23.52	51.28	0.67
18500.976563	-23.53	51.29	0.20
18503.906250	-23.53	51.29	0.69
18506.835938	-23.53	51.29	0.66
18509.765625	-23.54	51.29	0.35
18512.695313	-23.54	51.30	0.52
18515.625000	-23.54	51.30	0.41
18518.554688	-23.55	51.30	0.65
18521.484375	-23.55	51.30	0.78
18524.414063	-23.55	51.31	0.72
18527.343750	-23.56	51.31	0.31
18530.273438	-23.56	51.32	0.28
18533.203125	-23.56	51.32	0.16
18536.132813	-23.56	51.33	0.74
18539.062500	-23.56	51.33	0.81
18541.992188	-23.57	51.33	0.77
18544.921875	-23.57	51.33	0.41
18547.851563	-23.57	51.34	0.47
18550.781250	-23.57	51.34	0.54
18553.710938	-23.58	51.34	0.84
18556.640625	-23.58	51.34	0.47
18559.570313	-23.58	51.34	0.37
18562.500000	-23.58	51.34	0.41
18565.429688	-23.59	51.34	0.08
18568.359375	-23.59	51.34	0.75
18571.289063	-23.59	51.34	0.70
18574.218750	-23.59	51.33	0.11
18577.148438	-23.59	51.32	0.15
18580.078125	-23.60	51.32	0.94
18583.007813	-23.60	51.31	1.00
18585.937500	-23.60	51.31	1.00
18588.867188	1234.57	45.00	1.00
18591.796875	1234.57	45.00	1.00
18594.726563	-23.61	51.32	0.75
18597.656250	-23.61	51.32	1.00
18600.585938	-23.61	51.32	1.00
18603.515625	1234.57	45.00	1.00
18606.445313	-23.61	51.33	1.00
18609.375000	-23.62	51.33	0.59
18612.304688	-23.62	51.34	0.95
18615.234375	-23.62	51.33	0.73
18618.164063	-23.62	51.33	0.62
18621.093750	-23.62	51.32	0.63
18624.023438	-23.63	51.31	0.70
18626.953125	-23.63	51.30	0.61
18629.882813	-23.63	51.29	0.77
18632.812500	-23.63	51.28	1.00
18635.742188	-23.63	51.27	0.09
18638.671875	-23.64	51.25	0.17
18641.601563	-23.64	51.24	0.24
18644.531250	-23.64	51.22	0.95
18647.460938	-23.64	51.21	0.20
18650.390625	-23.64	51.19	0.82
18653.320313	-23.65	51.18	0.60
18656.250000	-23.65	51.16	0.30
18659.179688	-23.65	51.15	0.45
18662.109375	-23.65	51.13	0.53
18665.039063	-23.65	51.12	0.66
18667.968750	-23.65	51.11	0.64
18670.898438	-23.66	51.09	0.54
18673.828125	-23.66	51.07	0.81
18676.757813	-23.66	51.05	0.58
18679.687500	-23.66	51.03	0.28
18682.617188	-23.67	51.00	0.47
18685.546875	-23.67	50.98	0.68
18688.476563	-23.67	50.95	0.51
18691.406250	-23.67	50.93	0.56
18694.335938	-23.67	50.89	0.53
18697.265625	-23.68	50.86	0.49
18700.195313	-23.68	50.82	0.13
18703.125000	-23.68	50.79	0.54
18706.054688	-23.68	50.75	0.22
18708.984375	-23.68	50.71	0.50
18711.914063	-23.69	50.67	0.68
18714.843750	-23.69	50.64	0.72
18717.773438	-23.69	50.60	0.75
18720.703125	-23.69	50.56	0.32
18723.632813	-23.69	50.52	0.35
18726.562500	-23.69	50.48	1.00
18729.492188	-23.69	50.44	0.70
18732.421875	-23.69	50.39	0.83
18735.351563	-23.70	50.34	0.77
18738.281250	-23.70	50.29	0.78
18741.210938	-23.70	50.24	0.76
18744.140625	-23.70	50.18	0.67
18747.070313	-23.70	50.12	0.41
18750.000000	-23.70	50.07	0.63
18752.929688	-23.70	50.01	0.17
18755.859375	-23.70	49.95	0.38
18758.789063	-23.70	49.89	0.51
18761.718750	-23.70	49.83	0.61
18764.648438	-23.71	49.77	1.00
18767.578125	-23.71	49.72	0.93
18770.507813	-23.71	49.66	0.96
18773.437500	-23.71	49.60	0.73
18776.367188	-23.71	49.53	0.64
18779.296875	-23.71	49.47	0.83
18782.226563	-23.71	49.40	0.21
18785.156250	-23.71	49.34	0.04
18788.085938	-23.71	49.27	0.24
18791.015625	-23.71	49.20	0.56
18793.945313	-23.71	49.14	0.89
18796.875000	-23.71	49.07	0.74
18799.804688	-23.71	49.00	0.76
18802.734375	-23.71	48.93	0.96
18805.664063	-23.71	48.86	0.82
18808.593750	-23.71	48.78	0.76
18811.523438	-23.71	48.71	0.56
18814.453125	-23.71	48.63	0.37
18817.382813	-23.71	48.56	0.39
18820.312500	-23.72	48.48	0.52
18823.242188	-23.72	48.41	0.96
18826.171875	-23.72	48.34	1.00
18829.101563	-23.72	48.28	0.08
18832.031250	-23.72	48.21	0.38
18834.960938	-23.72	48.15	0.51
18837.890625	-23.72	48.08	0.53
18840.820313	-23.72	48.02	0.32
18843.750000	-23.72	47.95	0.17
18846.679688	-23.72	47.89	0.06
18849.609375	-23.72	47.83	0.96
18852.539063	-23.72	47.77	0.99
18855.468750	-23.72	47.72	0.94
18858.398438	-23.72	47.67	0.43
18861.328125	-23.73	47.63	0.23
18864.257813	-23.73	47.58	0.76
18867.187500	-23.73	47.54	0.32
18870.117188	-23.73	47.50	0.22
18873.046875	-23.73	47.45	0.80
18875.976563	-23.73	47.41	0.67
18878.906250	-23.73	47.38	0.41
18881.835938	-23.73	47.34	0.88
18884.765625	-23.73	47.30	0.07
18887.695313	-23.73	47.27	0.76
18890.625000	-23.73	47.23	0.74
18893.554688	-23.73	47.19	0.89
18896.484375	-23.73	47.15	0.65
18899.414063	-23.73	47.12	0.76
18902.343750	-23.73	47.08	0.83
18905.273438	-23.73	47.03	0.48
18908.203125	-23.73	46.99	0.78
18911.132813	-23.73	46.95	0.72
18914.062500	-23.73	46.91	0.70
18916.992188	-23.73	46.88	0.17
18919.921875	-23.73	46.84	0.64
18922.851563	-23.73	46.81	0.71
18925.781250	-23.73	46.77	0.80
18928.710938	-23.73	46.73	0.70
18931.640625	-23.73	46.68	0.52
18934.570313	-23.73	46.64	0.87
18937.500000	-23.73	46.60	0.21
18940.429688	-23.73	46.57	0.50
18943.359375	-23.73	46.53	0.21
18946.289063	-23.73	46.49	0.64
18949.218750	-23.73	46.46	0.37
18952.148438	-23.74	46.42	0.40
18955.078125	-23.74	46.38	0.23
18958.007813	-23.74	46.35	0.59
18960.937500	-23.74	46.31	0.80
18963.867188	-23.74	46.28	1.00
18966.796875	-23.74	46.25	0.84
18969.726563	-23.74	46.22	0.46
18972.656250	-23.74	46.19	0.61
18975.585938	-23.74	46.17	0.87
18978.515625	-23.74	46.14	0.76
18981.445313	-23.74	46.12	0.68
18984.375000	-23.74	46.09	0.84
18987.304688	-23.74	46.07	0.51
18990.234375	-23.74	46.05	0.29
18993.164063	-23.74	46.03	0.43
18996.093750	-23.74	46.01	0.41
18999.023438	-23.74	45.99	0.28
19001.953125	-23.74	45.98	0.31
19004.882813	-23.74	45.96	0.13
19007.812500	-23.74	45.94	0.44
19010.742188	-23.74	45.93	0.52
19013.671875	-23.74	45.91	0.21
19016.601563	-23.74	45.89	0.59
19019.531250	-23.74	45.87	0.47
19022.460938	-23.74	45.86	0.56
19025.390625	-23.74	45.84	0.59
19028.320313	-23.74	45.83	0.39
19031.250000	-23.74	45.82	0.31
19034.179688	-23.74	45.81	0.34
19037.109375	-23.74	45.80	0.50
19040.039063	-23.74	45.79	0.61
19042.968750	-23.74	45.78	0.43
19045.898438	-23.74	45.76	0.26
19048.828125	-23.74	45.75	0.75
19051.757813	-23.74	45.74	0.45
19054.687500	-23.74	45.73	0.80
19057.617188	-23.74	45.72	0.78
19060.546875	-23.74	45.71	0.49
19063.476563	-23.74	45.71	0.48
19066.406250	-23.74	45.71	0.52
19069.335938	-23.74	45.71	0.71
19072.265625	-23.74	45.71	0.91
19075.195313	-23.74	45.70	0.69
19078.125000	-23.74	45.70	0.90
19081.054688	-23.74	45.70	0.87
19083.984375	-23.75	45.70	0.81
19086.914063	-23.75	45.71	0.17
19089.843750	-23.75	45.71	0.39
19092.773438	-23.75	45.71	0.62
19095.703125	-23.75	45.71	0.19
19098.632813	-23.75	45.70	0.48
19101.562500	-23.75	45.70	0.31
19104.492188	-23.75	45.70	0.03
19107.421875	-23.75	45.70	0.69
19110.351563	-23.75	45.70	0.51
19113.281250	-23.75	45.70	0.56
19116.210938	-23.75	45.70	0.64
19119.140625	-23.75	45.70	0.49
19122.070313	-23.75	45.70	0.26
19125.000000	-23.74	45.70	0.55
19127.929688	-23.74	45.70	0.15
19130.859375	-23.74	45.70	0.25
19133.789063	-23.74	45.70	0.26
19136.718750	-23.74	45.70	0.50
19139.648438	-23.74	45.70	0.70
19142.578125	-23.74	45.70	0.81
19145.507813	-23.74	45.71	0.86
19148.437500	-23.74	45.71	0.72
19151.367188	-23.74	45.71	0.25
19154.296875	-23.73	45.72	0.56
19157.226563	-23.73	45.72	0.41
19160.156250	-23.73	45.72	0.56
19163.085938	-23.73	45.72	0.57
19166.015625	-23.73	45.73	0.72
19168.945313	-23.73	45.73	0.37
19171.875000	-23.73	45.73	0.32
19174.804688	-23.73	45.74	0.55
19177.734375	-23.72	45.74	0.64
19180.664063	-23.72	45.75	0.80
19183.593750	-23.72	45.76	0.92
19186.523438	-23.72	45.77	0.75
19189.453125	-23.72	45.78	0.87
19192.382813	-23.72	45.78	0.70
19195.312500	-23.72	45.79	0.72
19198.242188	-23.71	45.80	0.68
19201.171875	-23.71	45.81	0.73
19204.101563	-23.71	45.82	0.75
19207.031250	-23.71	45.83	0.57
19209.960938	-23.71	45.85	0.21
19212.890625	-23.71	45.87	0.52
19215.820313	-23.71	45.88	0.13
19218.750000	-23.70	45.90	0.68
19221.679688	-23.70	45.92	0.72
19224.609375	-23.70	45.93	0.77
19227.539063	-23.70	45.95	0.70
19230.468750	-23.70	45.97	0.73
19233.398438	-23.70	45.99	0.61
19236.328125	-23.70	46.01	0.69
19239.257813	-23.70	46.04	0.83
19242.187500	-23.70	46.06	0.85
19245.117188	-23.70	46.09	0.84
19248.046875	-23.69	46.12	0.94
19250.976563	-23.69	46.15	0.75
19253.906250	-23.69	46.18	0.92
19256.835938	-23.69	46.21	0.87
19259.765625	-23.69	46.25	0.82
19262.695313	-23.69	46.28	0.90
19265.625000	-23.69	46.32	0.93
19268.554688	-23.69	46.35	0.83
19271.484375	-23.69	46.38	0.64
19274.414063	-23.69	46.42	0.65
19277.343750	-23.69	46.45	0.61
19280.273438	-23.69	46.48	0.70
19283.203125	-23.69	46.52	0.70
19286.132813	-23.69	46.55	0.69
19289.062500	-23.69	46.59	0.66
19291.992188	-23.69	46.62	0.39
19294.921875	-23.69	46.66	0.47
19297.851563	-23.69	46.69	0.44
19300.781250	-23.69	46.73	0.60
19303.710938	-23.69	46.76	0.84
19306.640625	-23.69	46.80	0.77
19309.570313	-23.69	46.84	0.58
19312.500000	-23.69	46.88	0.69
19315.429688	-23.69	46.92	0.64
19318.359375	-23.69	46.97	0.62
19321.289063	-23.69	47.01	0.76
19324.218750	-23.69	47.06	0.16
19327.148438	-23.69	47.11	0.68
19330.078125	-23.69	47.16	0.50
19333.007813	-23.69	47.21	0.58
19335.937500	-23.69	47.26	0.44
19338.867188	-23.69	47.31	0.53
19341.796875	-23.69	47.36	0.49
19344.726563	-23.69	47.40	0.74
19347.656250	-23.69	47.45	0.83
19350.585938	-23.69	47.49	0.89
19353.515625	-23.69	47.53	0.84
19356.445313	-23.69	47.58	0.49
19359.375000	-23.69	47.63	0.24
19362.304688	-23.69	47.67	0.47
19365.234375	-23.69	47.71	0.13
19368.164063	-23.69	47.76	0.14
19371.093750	-23.69	47.80	0.17
19374.023438	-23.69	47.84	0.62
19376.953125	-23.69	47.88	0.58
19379.882813	-23.69	47.93	0.53
19382.812500	-23.69	47.97	0.77
19385.742188	-23.69	48.01	1.00
19388.671875	-23.69	48.05	0.15
19391.601563	-23.69	48.09	0.74
19394.531250	-23.69	48.13	0.45
19397.460938	-23.69	48.17	0.71
19400.390625	-23.69	48.21	0.35
19403.320313	-23.69	48.25	0.75
19406.250000	-23.69	48.29	0.89
19409.179688	-23.69	48.34	0.88
19412.109375	-23.69	48.39	0.87
19415.039063	-23.69	48.43	0.85
19417.968750	-23.69	48.47	0.75
19420.898438	-23.69	48.51	0.87
19423.828125	-23.69	48.55	0.94
19426.757813	-23.69	48.60	0.70
19429.687500	-23.69	48.64	0.90
19432.617188	-23.69	48.68	0.75
19435.546875	-23.69	48.72	0.88
19438.476563	-23.69	48.76	0.93
19441.406250	-23.69	48.79	0.80
19444.335938	-23.69	48.83	0.49
19447.265625	-23.69	48.86	0.52
19450.195313	-23.69	48.90	0.75
19453.125000	-23.69	48.93	0.29
19456.054688	-23.69	48.97	0.76
19458.984375	-23.69	49.00	0.99
19461.914063	-23.69	49.04	0.60
19464.843750	-23.69	49.07	0.98
19467.773438	-23.69	49.09	1.00
19470.703125	-23.69	49.12	0.97
19473.632813	-23.69	49.13	0.87
19476.562500	-23.70	49.15	0.80
19479.492188	-23.70	49.16	0.84
19482.421875	-23.70	49.18	0.67
19485.351563	-23.70	49.19	0.63
19488.281250	-23.70	49.20	0.54
19491.210938	-23.70	49.22	0.65
19494.140625	-23.70	49.23	0.59
19497.070313	-23.70	49.25	0.77
19500.000000	-23.70	49.26	0.39
19502.929688	-23.70	49.28	0.45
19505.859375	-23.70	49.29	0.64
19508.789063	-23.70	49.31	0.66
19511.718750	-23.71	49.32	0.68
19514.648438	-23.71	49.34	0.64
19517.578125	-23.71	49.36	0.73
19520.507813	-23.71	49.38	0.59
19523.437500	-23.71	49.39	0.37
19526.367188	-23.71	49.41	0.39
19529.296875	-23.71	49.42	0.51
19532.226563	-23.71	49.44	0.95
19535.156250	-23.71	49.46	0.98
19538.085938	-23.71	49.48	0.99
19541.015625	-23.71	49.50	0.51
19543.945313	-23.71	49.52	0.71
19546.875000	-23.71	49.54	0.68
19549.804688	-23.71	49.56	0.95
19552.734375	-23.71	49.57	0.89
19555.664063	-23.71	49.58	0.99
19558.593750	-23.71	49.59	0.66
19561.523438	-23.71	49.60	0.87
19564.453125	-23.71	49.61	0.82
19567.382813	-23.71	49.62	0.62
19570.312500	-23.71	49.64	0.53
19573.242188	-23.71	49.65	0.51
19576.171875	-23.71	49.67	0.86
19579.101563	-23.72	49.69	0.76
19582.031250	-23.72	49.70	0.87
19584.960938	-23.72	49.71	0.45
19587.890625	-23.72	49.72	0.34
19590.820313	-23.72	49.73	0.59
19593.750000	-23.72	49.74	0.71
19596.679688	-23.72	49.75	0.83
19599.609375	-23.72	49.76	0.77
19602.539063	-23.72	49.78	0.34
19605.468750	-23.72	49.79	0.17
19608.398438	-23.72	49.80	0.34
19611.328125	-23.72	49.81	0.31
19614.257813	-23.72	49.82	0.29
19617.187500	-23.73	49.84	0.66
19620.117188	-23.73	49.85	0.59
19623.046875	-23.73	49.85	0.39
19625.976563	-23.73	49.86	0.07
19628.906250	-23.73	49.87	0.44
19631.835938	-23.73	49.88	0.46
19634.765625	-23.73	49.88	0.73
19637.695313	-23.73	49.89	0.99
19640.625000	-23.73	49.90	0.87
19643.554688	-23.73	49.91	0.94
19646.484375	-23.73	49.92	0.81
19649.414063	-23.73	49.93	0.68
19652.343750	-23.73	49.94	0.99
19655.273438	1234.57	45.00	1.00
19658.203125	-23.73	49.95	0.81
19661.132813	-23.73	49.96	0.52
19664.062500	-23.73	49.97	0.94
19666.992188	-23.73	49.98	0.97
19669.921875	-23.74	49.99	0.90
19672.851563	-23.74	49.99	0.88
19675.781250	-23.74	50.00	0.94
19678.710938	-23.74	50.00	0.76
19681.640625	-23.74	50.00	0.81
19684.570313	-23.74	50.00	0.89
19687.500000	-23.74	50.00	0.73
19690.429688	-23.74	49.99	0.25
19693.359375	-23.75	49.98	0.73
19696.289063	-23.75	49.97	0.79
19699.218750	-23.75	49.95	0.61
19702.148438	-23.75	49.94	0.92
19705.078125	-23.75	49.92	0.66
19708.007813	-23.75	49.90	0.82
19710.937500	-23.75	49.88	0.55
19713.867188	-23.76	49.85	0.73
19716.796875	-23.76	49.83	0.86
19719.726563	-23.76	49.80	0.64
19722.656250	-23.76	49.77	0.69
19725.585938	-23.76	49.74	0.65
19728.515625	-23.77	49.71	0.26
19731.445313	-23.77	49.67	0.41
19734.375000	-23.77	49.64	0.53
19737.304688	-23.77	49.60	0.60
19740.234375	-23.77	49.57	0.64
19743.164063	-23.78	49.53	0.62
19746.093750	-23.78	49.50	0.66
19749.023438	-23.78	49.46	0.60
19751.953125	-23.78	49.43	0.68
19754.882813	-23.78	49.39	0.44
19757.812500	-23.79	49.36	0.77
19760.742188	-23.79	49.32	0.69
19763.671875	-23.79	49.28	0.72
19766.601563	-23.79	49.24	0.66
19769.531250	-23.79	49.20	0.72
19772.460938	-23.79	49.16	0.82
19775.390625	-23.80	49.11	0.66
19778.320313	-23.80	49.07	0.89
19781.250000	-23.80	49.02	0.81
19784.179688	-23.80	48.97	0.58
19787.109375	-23.80	48.92	1.00
19790.039063	-23.80	48.86	0.75
19792.968750	-23.81	48.81	0.71
19795.898438	-23.81	48.76	0.86
19798.828125	-23.81	48.71	0.90
19801.757813	-23.81	48.66	0.59
19804.687500	-23.81	48.61	0.63
19807.617188	-23.82	48.55	0.46
19810.546875	-23.82	48.50	0.62
19813.476563	-23.82	48.44	0.92
19816.406250	-23.82	48.38	0.98
19819.335938	-23.83	48.32	0.83
19822.265625	-23.83	48.26	0.54
19825.195313	-23.83	48.21	0.60
19828.125000	-23.83	48.15	0.85
19831.054688	-23.84	48.10	0.75
19833.984375	-23.84	48.05	0.86
19836.914063	-23.84	47.99	0.74
19839.843750	-23.85	47.94	0.99
19842.773438	-23.85	47.89	0.92
19845.703125	-23.85	47.84	0.76
19848.632813	-23.86	47.78	1.00
19851.562500	-23.86	47.73	1.00
19854.492188	-23.87	47.68	0.99
19857.421875	-23.87	47.62	0.83
19860.351563	-23.87	47.57	0.89
19863.281250	-23.88	47.52	0.89
19866.210938	-23.88	47.46	0.88
19869.140625	-23.89	47.40	0.75
19872.070313	-23.89	47.34	0.78
19875.000000	-23.89	47.28	0.81
19877.929688	-23.90	47.22	0.38
19880.859375	-23.90	47.15	0.35
19883.789063	-23.90	47.09	0.48
19886.718750	-23.91	47.03	0.76
19889.648438	-23.91	46.96	0.58
19892.578125	-23.91	46.90	1.00
19895.507813	-23.92	46.84	0.61
19898.437500	-23.92	46.78	0.74
19901.367188	-23.92	46.72	0.66
19904.296875	-23.93	46.66	0.44
19907.226563	-23.93	46.60	0.77
19910.156250	-23.93	46.54	0.90
19913.085938	-23.94	46.48	0.73
19916.015625	-23.94	46.42	0.98
19918.945313	-23.94	46.35	0.83
19921.875000	-23.95	46.29	0.77
19924.804688	-23.95	46.22	0.52
19927.734375	-23.95	46.15	0.73
19930.664063	-23.96	46.08	0.85
19933.593750	-23.96	46.01	0.89
19936.523438	-23.97	45.94	0.58
19939.453125	-23.97	45.88	0.96
19942.382813	-23.97	45.81	0.95
19945.312500	-23.98	45.74	0.97
19948.242188	-23.98	45.68	0.94
19951.171875	-23.99	45.62	0.70
19954.101563	-23.99	45.56	0.49
19957.031250	-23.99	45.50	1.00
19959.960938	1234.57	45.00	1.00
19962.890625	1234.57	45.00	1.00
19965.820313	-24.01	45.32	0.89
19968.750000	-24.01	45.28	0.67
19971.679688	-24.02	45.24	0.80
19974.609375	-24.02	45.21	0.75
19977.539063	-24.02	45.17	0.99
19980.468750	-24.03	45.12	0.85
19983.398438	-24.03	45.08	0.45
19986.328125	-24.04	45.04	0.22
19989.257813	-24.04	44.99	0.19
19992.187500	-24.05	44.95	0.67
19995.117188	-24.05	44.90	0.90
19998.046875	-24.06	44.85	0.85
20000.976563	-24.06	44.80	0.86
20003.906250	-24.07	44.75	0.84
20006.835938	-24.07	44.69	0.86
20009.765625	-24.08	44.64	0.84
20012.695313	-24.08	44.58	0.85
20015.625000	-24.09	44.52	0.72
20018.554688	-24.09	44.46	0.80
20021.484375	-24.10	44.39	0.81
20024.414063	-24.10	44.33	0.64
20027.343750	-24.11	44.26	0.51
20030.273438	-24.11	44.18	0.58
20033.203125	-24.12	44.10	0.80
20036.132813	-24.12	44.02	0.47
20039.062500	-24.13	43.94	0.67
20041.992188	-24.13	43.86	0.69
20044.921875	-24.14	43.78	0.65
20047.851563	-24.14	43.70	0.48
20050.781250	-24.15	43.61	0.61
20053.710938	-24.16	43.53	0.69
20056.640625	-24.16	43.45	0.23
20059.570313	-24.16	43.37	0.92
20062.500000	-24.17	43.28	0.99
20065.429688	-24.17	43.20	0.36
20068.359375	-24.18	43.11	0.16
20071.289063	-24.18	43.02	0.38
20074.218750	-24.19	42.93	0.49
20077.148438	-24.19	42.84	0.42
20080.078125	-24.19	42.75	0.74
20083.007813	-24.20	42.66	0.97
20085.937500	-24.20	42.56	0.65
20088.867188	-24.21	42.47	0.71
20091.796875	-24.21	42.37	0.85
20094.726563	-24.22	42.28	0.92
20097.656250	-24.22	42.18	0.55
20100.585938	-24.22	42.09	0.08
20103.515625	-24.23	41.99	0.39
20106.445313	-24.23	41.90	0.66
20109.375000	-24.24	41.80	0.78
20112.304688	-24.24	41.71	0.67
20115.234375	-24.25	41.62	1.00
20118.164063	-24.25	41.54	1.00
20121.093750	-24.25	41.46	0.83
20124.023438	-24.26	41.38	0.95
20126.953125	-24.26	41.31	0.98
20129.882813	-24.27	41.23	0.89
20132.812500	-24.27	41.15	1.00
20135.742188	-24.28	41.07	0.98
20138.671875	-24.28	40.99	0.62
20141.601563	-24.29	40.90	0.61
20144.531250	-24.29	40.81	0.71
20147.460938	-24.30	40.72	0.63
20150.390625	-24.30	40.63	0.65
20153.320313	-24.31	40.54	0.85
20156.250000	-24.31	40.46	0.64
20159.179688	-24.32	40.37	0.35
20162.109375	-24.32	40.29	0.16
20165.039063	-24.33	40.20	0.66
20167.968750	-24.33	40.12	0.75
20170.898438	-24.34	40.03	1.00
20173.828125	-24.34	39.94	0.87
20176.757813	-24.35	39.85	0.78
20179.687500	-24.35	39.76	0.51
20182.617188	-24.36	39.68	0.55
20185.546875	-24.36	39.59	0.85
20188.476563	-24.37	39.50	0.57
20191.406250	-24.37	39.42	0.63
20194.335938	-24.38	39.33	0.68
20197.265625	-24.38	39.24	0.58
20200.195313	-24.39	39.15	0.36
20203.125000	1234.57	45.00	1.00
20206.054688	-24.40	38.98	0.71
20208.984375	-24.40	38.89	0.69
20211.914063	-24.41	38.79	0.63
20214.843750	-24.41	38.69	0.78
20217.773438	1234.57	45.00	1.00
20220.703125	-24.43	38.47	1.00
20223.632813	-24.43	38.35	1.00
20226.562500	-24.44	38.23	0.74
20229.492188	-24.45	38.10	0.96
20232.421875	-24.45	37.96	0.99
20235.351563	-24.46	37.82	0.41
20238.281250	-24.46	37.68	0.71
20241.210938	-24.47	37.54	0.47
20244.140625	-24.48	37.40	0.70
20247.070313	-24.48	37.25	0.52
20250.000000	-24.49	37.11	0.81
20252.929688	-24.50	36.96	0.57
20255.859375	-24.50	36.81	0.66
20258.789063	-24.51	36.65	0.76
20261.718750	-24.52	36.49	0.87
20264.648438	-24.52	36.34	0.83
20267.578125	-24.53	36.18	0.51
20270.507813	-24.54	36.02	0.76
20273.437500	-24.54	35.86	0.56
20276.367188	-24.55	35.70	0.46
20279.296875	-24.56	35.54	0.43
20282.226563	-24.56	35.38	0.23
20285.156250	-24.57	35.22	0.29
20288.085938	-24.58	35.07	0.29
