	SM57_TF		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
12023.437500	-26.19	148.86	1.00
12026.367188	-26.20	148.81	1.00
12029.296875	-26.20	148.75	1.00
12032.226563	-26.21	148.70	1.00
12035.156250	-26.21	148.64	1.00
12038.085938	-26.22	148.59	1.00
12041.015625	-26.22	148.53	1.00
12043.945313	-26.23	148.48	1.00
12046.875000	-26.23	148.42	1.00
12049.804688	-26.24	148.37	1.00
12052.734375	-26.24	148.31	1.00
12055.664063	-26.25	148.26	1.00
12058.593750	-26.25	148.20	1.00
12061.523438	-26.26	148.15	1.00
12064.453125	-26.26	148.09	1.00
12067.382813	-26.27	148.04	1.00
12070.312500	-26.27	147.98	1.00
12073.242188	-26.28	147.93	1.00
12076.171875	-26.28	147.87	1.00
12079.101563	-26.28	147.81	1.00
12082.031250	-26.29	147.76	1.00
12084.960938	-26.29	147.70	1.00
12087.890625	-26.30	147.64	1.00
12090.820313	-26.30	147.59	1.00
12093.750000	-26.31	147.53	1.00
12096.679688	-26.31	147.47	1.00
12099.609375	-26.31	147.41	1.00
12102.539063	-26.32	147.35	1.00
12105.468750	-26.32	147.29	1.00
12108.398438	-26.33	147.23	1.00
12111.328125	-26.33	147.17	1.00
12114.257813	-26.33	147.11	1.00
12117.187500	-26.34	147.05	1.00
12120.117188	-26.34	146.99	1.00
12123.046875	-26.35	146.93	1.00
12125.976563	-26.35	146.87	1.00
12128.906250	-26.35	146.81	1.00
12131.835938	-26.36	146.74	1.00
12134.765625	-26.36	146.68	1.00
12137.695313	-26.37	146.61	1.00
12140.625000	-26.37	146.55	1.00
12143.554688	-26.37	146.48	1.00
12146.484375	-26.38	146.42	1.00
12149.414063	-26.38	146.35	1.00
12152.343750	-26.39	146.29	1.00
12155.273438	-26.39	146.22	1.00
12158.203125	-26.39	146.15	1.00
12161.132813	-26.40	146.09	1.00
12164.062500	-26.40	146.02	1.00
12166.992188	-26.41	145.95	1.00
12169.921875	-26.41	145.88	1.00
12172.851563	-26.41	145.81	1.00
12175.781250	-26.42	145.74	1.00
12178.710938	-26.42	145.67	1.00
12181.640625	-26.43	145.60	1.00
12184.570313	-26.43	145.53	1.00
12187.500000	-26.43	145.46	1.00
12190.429688	-26.44	145.39	1.00
12193.359375	-26.44	145.31	1.00
12196.289063	-26.45	145.24	1.00
12199.218750	-26.45	145.17	1.00
12202.148438	-26.45	145.09	1.00
12205.078125	-26.46	145.02	1.00
12208.007813	-26.46	144.94	1.00
12210.937500	-26.47	144.86	1.00
12213.867188	-26.47	144.78	1.00
12216.796875	-26.48	144.71	1.00
12219.726563	-26.48	144.63	1.00
12222.656250	-26.49	144.55	1.00
12225.585938	-26.49	144.47	1.00
12228.515625	-26.50	144.39	1.00
12231.445313	-26.50	144.31	1.00
12234.375000	-26.51	144.23	1.00
12237.304688	-26.51	144.16	1.00
12240.234375	-26.52	144.08	1.00
12243.164063	-26.52	144.00	1.00
12246.093750	-26.53	143.92	1.00
12249.023438	-26.54	143.85	1.00
12251.953125	-26.54	143.77	1.00
12254.882813	-26.55	143.70	1.00
12257.812500	-26.55	143.62	1.00
12260.742188	-26.56	143.55	1.00
12263.671875	-26.57	143.48	1.00
12266.601563	-26.57	143.40	1.00
12269.531250	-26.58	143.33	1.00
12272.460938	-26.58	143.26	1.00
12275.390625	-26.59	143.19	1.00
12278.320313	-26.60	143.12	1.00
12281.250000	-26.60	143.04	1.00
12284.179688	-26.61	142.97	1.00
12287.109375	-26.61	142.90	1.00
12290.039063	-26.62	142.83	1.00
12292.968750	-26.63	142.76	1.00
12295.898438	-26.63	142.69	1.00
12298.828125	-26.64	142.61	1.00
12301.757813	-26.64	142.54	1.00
12304.687500	-26.65	142.47	1.00
12307.617188	-26.65	142.40	1.00
12310.546875	-26.66	142.32	1.00
12313.476563	-26.66	142.25	1.00
12316.406250	-26.67	142.18	1.00
12319.335938	-26.68	142.10	1.00
12322.265625	-26.68	142.03	1.00
12325.195313	-26.69	141.95	1.00
12328.125000	-26.69	141.88	1.00
12331.054688	-26.70	141.81	1.00
12333.984375	-26.70	141.73	1.00
12336.914063	-26.71	141.66	1.00
12339.843750	-26.72	141.58	1.00
12342.773438	-26.72	141.51	1.00
12345.703125	-26.73	141.43	1.00
12348.632813	-26.73	141.36	1.00
12351.562500	-26.74	141.28	1.00
12354.492188	-26.75	141.21	1.00
12357.421875	-26.75	141.13	1.00
12360.351563	-26.76	141.06	1.00
12363.281250	-26.76	140.98	1.00
12366.210938	-26.77	140.91	1.00
12369.140625	-26.78	140.83	1.00
12372.070313	-26.78	140.75	1.00
12375.000000	-26.79	140.68	1.00
12377.929688	-26.79	140.60	1.00
12380.859375	-26.80	140.53	1.00
12383.789063	-26.81	140.45	1.00
12386.718750	-26.81	140.38	1.00
12389.648438	-26.82	140.30	1.00
12392.578125	-26.83	140.23	1.00
12395.507813	-26.83	140.15	1.00
12398.437500	-26.84	140.08	1.00
12401.367188	-26.84	140.01	1.00
12404.296875	-26.85	139.93	1.00
12407.226563	-26.86	139.86	1.00
12410.156250	-26.86	139.78	1.00
12413.085938	-26.87	139.71	1.00
12416.015625	-26.88	139.63	1.00
12418.945313	-26.88	139.56	1.00
12421.875000	-26.89	139.48	1.00
12424.804688	-26.90	139.41	1.00
12427.734375	-26.90	139.33	1.00
12430.664063	-26.91	139.25	1.00
12433.593750	-26.92	139.18	1.00
12436.523438	-26.92	139.10	1.00
12439.453125	-26.93	139.03	1.00
12442.382813	-26.94	138.95	1.00
12445.312500	-26.94	138.88	1.00
12448.242188	-26.95	138.80	1.00
12451.171875	-26.96	138.73	1.00
12454.101563	-26.96	138.66	1.00
12457.031250	-26.97	138.58	1.00
12459.960938	-26.98	138.51	1.00
12462.890625	-26.98	138.43	1.00
12465.820313	-26.99	138.36	1.00
12468.750000	-27.00	138.29	1.00
12471.679688	-27.00	138.21	1.00
12474.609375	-27.01	138.14	1.00
12477.539063	-27.01	138.06	1.00
12480.468750	-27.02	137.99	1.00
12483.398438	-27.03	137.91	1.00
12486.328125	-27.03	137.84	1.00
12489.257813	-27.04	137.76	1.00
12492.187500	-27.05	137.69	1.00
12495.117188	-27.05	137.61	1.00
12498.046875	-27.06	137.54	1.00
12500.976563	-27.07	137.46	1.00
12503.906250	-27.07	137.39	1.00
12506.835938	-27.08	137.31	1.00
12509.765625	-27.09	137.24	1.00
12512.695313	-27.09	137.16	1.00
12515.625000	-27.10	137.09	1.00
12518.554688	-27.11	137.01	1.00
12521.484375	-27.11	136.93	1.00
12524.414063	-27.12	136.86	1.00
12527.343750	-27.13	136.78	1.00
12530.273438	-27.13	136.70	1.00
12533.203125	-27.14	136.62	1.00
12536.132813	-27.15	136.54	1.00
12539.062500	-27.15	136.46	1.00
12541.992188	-27.16	136.38	1.00
12544.921875	-27.17	136.30	1.00
12547.851563	-27.17	136.22	1.00
12550.781250	-27.18	136.14	1.00
12553.710938	-27.19	136.06	1.00
12556.640625	-27.20	135.98	1.00
12559.570313	-27.20	135.90	1.00
12562.500000	-27.21	135.82	1.00
12565.429688	-27.22	135.74	1.00
12568.359375	-27.22	135.66	1.00
12571.289063	-27.23	135.58	1.00
12574.218750	-27.24	135.50	1.00
12577.148438	-27.25	135.42	1.00
12580.078125	-27.25	135.34	1.00
12583.007813	-27.26	135.26	1.00
12585.937500	-27.27	135.18	1.00
12588.867188	-27.28	135.10	1.00
12591.796875	-27.29	135.02	1.00
12594.726563	-27.29	134.94	1.00
12597.656250	-27.30	134.86	1.00
12600.585938	-27.31	134.78	1.00
12603.515625	-27.32	134.71	1.00
12606.445313	-27.32	134.63	1.00
12609.375000	-27.33	134.55	1.00
12612.304688	-27.34	134.47	1.00
12615.234375	-27.35	134.39	1.00
12618.164063	-27.36	134.31	1.00
12621.093750	-27.36	134.24	1.00
12624.023438	-27.37	134.16	1.00
12626.953125	-27.38	134.08	1.00
12629.882813	-27.39	134.00	1.00
12632.812500	-27.40	133.93	1.00
12635.742188	-27.41	133.85	1.00
12638.671875	-27.41	133.77	1.00
12641.601563	-27.42	133.70	1.00
12644.531250	-27.43	133.62	1.00
12647.460938	-27.44	133.54	1.00
12650.390625	-27.45	133.47	1.00
12653.320313	-27.46	133.39	1.00
12656.250000	-27.46	133.32	1.00
12659.179688	-27.47	133.24	1.00
12662.109375	-27.48	133.16	1.00
12665.039063	-27.49	133.09	1.00
12667.968750	-27.50	133.02	1.00
12670.898438	-27.51	132.94	1.00
12673.828125	-27.52	132.87	1.00
12676.757813	-27.52	132.79	1.00
12679.687500	-27.53	132.72	1.00
12682.617188	-27.54	132.65	1.00
12685.546875	-27.55	132.58	1.00
12688.476563	-27.56	132.51	1.00
12691.406250	-27.57	132.44	1.00
12694.335938	-27.58	132.37	1.00
12697.265625	-27.59	132.30	1.00
12700.195313	-27.59	132.23	1.00
12703.125000	-27.60	132.16	1.00
12706.054688	-27.61	132.09	1.00
12708.984375	-27.62	132.02	1.00
12711.914063	-27.63	131.95	1.00
12714.843750	-27.64	131.88	1.00
12717.773438	-27.65	131.81	1.00
12720.703125	-27.65	131.75	1.00
12723.632813	-27.66	131.68	1.00
12726.562500	-27.67	131.61	1.00
12729.492188	-27.68	131.54	1.00
12732.421875	-27.69	131.47	1.00
12735.351563	-27.69	131.40	1.00
12738.281250	-27.70	131.33	1.00
12741.210938	-27.71	131.26	1.00
12744.140625	-27.72	131.20	1.00
12747.070313	-27.73	131.13	1.00
12750.000000	-27.74	131.06	1.00
12752.929688	-27.74	130.99	1.00
12755.859375	-27.75	130.92	1.00
12758.789063	-27.76	130.85	1.00
12761.718750	-27.77	130.78	1.00
12764.648438	-27.78	130.71	1.00
12767.578125	-27.78	130.64	1.00
12770.507813	-27.79	130.57	1.00
12773.437500	-27.80	130.50	1.00
12776.367188	-27.81	130.43	1.00
12779.296875	-27.82	130.36	1.00
12782.226563	-27.83	130.29	1.00
12785.156250	-27.83	130.22	1.00
12788.085938	-27.84	130.15	1.00
12791.015625	-27.85	130.09	1.00
12793.945313	-27.86	130.02	1.00
12796.875000	-27.87	129.95	1.00
12799.804688	-27.87	129.88	1.00
12802.734375	-27.88	129.82	1.00
12805.664063	-27.89	129.75	1.00
12808.593750	-27.90	129.68	1.00
12811.523438	-27.91	129.61	1.00
12814.453125	-27.91	129.55	1.00
12817.382813	-27.92	129.48	1.00
12820.312500	-27.93	129.41	1.00
12823.242188	-27.94	129.34	1.00
12826.171875	-27.94	129.27	1.00
12829.101563	-27.95	129.20	1.00
12832.031250	-27.96	129.14	1.00
12834.960938	-27.97	129.07	1.00
12837.890625	-27.97	129.00	1.00
12840.820313	-27.98	128.93	1.00
12843.750000	-27.99	128.86	1.00
12846.679688	-28.00	128.79	1.00
12849.609375	-28.01	128.72	1.00
12852.539063	-28.01	128.64	1.00
12855.468750	-28.02	128.57	1.00
12858.398438	-28.03	128.50	1.00
12861.328125	-28.04	128.43	1.00
12864.257813	-28.05	128.36	1.00
12867.187500	-28.05	128.29	1.00
12870.117188	-28.06	128.22	1.00
12873.046875	-28.07	128.15	1.00
12875.976563	-28.08	128.08	1.00
12878.906250	-28.09	128.01	1.00
12881.835938	-28.10	127.93	1.00
12884.765625	-28.10	127.87	1.00
12887.695313	-28.11	127.80	1.00
12890.625000	-28.12	127.73	1.00
12893.554688	-28.13	127.66	1.00
12896.484375	-28.14	127.59	1.00
12899.414063	-28.15	127.52	1.00
12902.343750	-28.15	127.45	1.00
12905.273438	-28.16	127.39	1.00
12908.203125	-28.17	127.32	1.00
12911.132813	-28.18	127.25	1.00
12914.062500	-28.19	127.18	1.00
12916.992188	-28.20	127.12	1.00
12919.921875	-28.20	127.05	1.00
12922.851563	-28.21	126.98	1.00
12925.781250	-28.22	126.91	1.00
12928.710938	-28.23	126.85	1.00
12931.640625	-28.24	126.78	1.00
12934.570313	-28.25	126.71	1.00
12937.500000	-28.25	126.65	1.00
12940.429688	-28.26	126.58	1.00
12943.359375	-28.27	126.52	1.00
12946.289063	-28.28	126.45	1.00
12949.218750	-28.29	126.38	1.00
12952.148438	-28.29	126.32	1.00
12955.078125	-28.30	126.25	1.00
12958.007813	-28.31	126.19	1.00
12960.937500	-28.32	126.12	1.00
12963.867188	-28.33	126.05	1.00
12966.796875	-28.33	125.99	1.00
12969.726563	-28.34	125.92	1.00
12972.656250	-28.35	125.85	1.00
12975.585938	-28.36	125.79	1.00
12978.515625	-28.37	125.72	1.00
12981.445313	-28.37	125.65	1.00
12984.375000	-28.38	125.58	1.00
12987.304688	-28.39	125.51	1.00
12990.234375	-28.40	125.44	1.00
12993.164063	-28.41	125.38	1.00
12996.093750	-28.41	125.31	1.00
12999.023438	-28.42	125.24	1.00
13001.953125	-28.43	125.17	1.00
13004.882813	-28.44	125.11	1.00
13007.812500	-28.45	125.04	1.00
13010.742188	-28.46	124.98	1.00
13013.671875	-28.46	124.91	1.00
13016.601563	-28.47	124.85	1.00
13019.531250	-28.48	124.78	1.00
13022.460938	-28.49	124.72	1.00
13025.390625	-28.50	124.66	1.00
13028.320313	-28.51	124.59	1.00
13031.250000	-28.51	124.53	1.00
13034.179688	-28.52	124.47	1.00
13037.109375	-28.53	124.40	1.00
13040.039063	-28.54	124.34	1.00
13042.968750	-28.54	124.28	1.00
13045.898438	-28.55	124.21	1.00
13048.828125	-28.56	124.15	1.00
13051.757813	-28.57	124.08	1.00
13054.687500	-28.57	124.02	1.00
13057.617188	-28.58	123.95	1.00
13060.546875	-28.59	123.89	1.00
13063.476563	-28.60	123.82	1.00
13066.406250	-28.60	123.75	1.00
13069.335938	-28.61	123.69	1.00
13072.265625	-28.62	123.62	1.00
13075.195313	-28.63	123.56	1.00
13078.125000	-28.63	123.49	1.00
13081.054688	-28.64	123.43	1.00
13083.984375	-28.65	123.36	1.00
13086.914063	-28.66	123.29	1.00
13089.843750	-28.66	123.23	1.00
13092.773438	-28.67	123.16	1.00
13095.703125	-28.68	123.09	1.00
13098.632813	-28.69	123.03	1.00
13101.562500	-28.69	122.96	1.00
13104.492188	-28.70	122.89	1.00
13107.421875	-28.71	122.82	1.00
13110.351563	-28.72	122.75	1.00
13113.281250	-28.72	122.69	1.00
13116.210938	-28.73	122.62	1.00
13119.140625	-28.74	122.55	1.00
13122.070313	-28.75	122.48	1.00
13125.000000	-28.76	122.41	1.00
13127.929688	-28.76	122.35	1.00
13130.859375	-28.77	122.28	1.00
13133.789063	-28.78	122.21	1.00
13136.718750	-28.79	122.14	1.00
13139.648438	-28.79	122.08	1.00
13142.578125	-28.80	122.01	1.00
13145.507813	-28.81	121.94	1.00
13148.437500	-28.82	121.87	1.00
13151.367188	-28.82	121.80	1.00
13154.296875	-28.83	121.73	1.00
13157.226563	-28.84	121.66	1.00
13160.156250	-28.85	121.59	1.00
13163.085938	-28.85	121.52	1.00
13166.015625	-28.86	121.44	1.00
13168.945313	-28.87	121.37	1.00
13171.875000	-28.88	121.30	1.00
13174.804688	-28.88	121.23	1.00
13177.734375	-28.89	121.16	1.00
13180.664063	-28.90	121.09	1.00
13183.593750	-28.91	121.02	1.00
13186.523438	-28.92	120.95	1.00
13189.453125	-28.92	120.88	1.00
13192.382813	-28.93	120.81	1.00
13195.312500	-28.94	120.74	1.00
13198.242188	-28.95	120.68	1.00
13201.171875	-28.96	120.61	1.00
13204.101563	-28.96	120.54	1.00
13207.031250	-28.97	120.47	1.00
13209.960938	-28.98	120.40	1.00
13212.890625	-28.99	120.33	1.00
13215.820313	-28.99	120.26	1.00
13218.750000	-29.00	120.19	1.00
13221.679688	-29.01	120.12	1.00
13224.609375	-29.02	120.05	1.00
13227.539063	-29.02	119.98	1.00
13230.468750	-29.03	119.91	1.00
13233.398438	-29.04	119.84	1.00
13236.328125	-29.05	119.77	1.00
13239.257813	-29.05	119.70	1.00
13242.187500	-29.06	119.62	1.00
13245.117188	-29.07	119.55	1.00
13248.046875	-29.08	119.48	1.00
13250.976563	-29.08	119.40	1.00
13253.906250	-29.09	119.33	1.00
13256.835938	-29.10	119.26	1.00
13259.765625	-29.11	119.18	1.00
13262.695313	-29.12	119.10	1.00
13265.625000	-29.12	119.03	1.00
13268.554688	-29.13	118.95	1.00
13271.484375	-29.14	118.87	1.00
13274.414063	-29.15	118.80	1.00
13277.343750	-29.15	118.72	1.00
13280.273438	-29.16	118.64	1.00
13283.203125	-29.17	118.56	1.00
13286.132813	-29.18	118.48	1.00
13289.062500	-29.19	118.41	1.00
13291.992188	-29.20	118.33	1.00
13294.921875	-29.20	118.25	1.00
13297.851563	-29.21	118.17	1.00
13300.781250	-29.22	118.09	1.00
13303.710938	-29.23	118.01	1.00
13306.640625	-29.24	117.93	1.00
13309.570313	-29.25	117.85	1.00
13312.500000	-29.26	117.77	1.00
13315.429688	-29.26	117.69	1.00
13318.359375	-29.27	117.61	1.00
13321.289063	-29.28	117.53	1.00
13324.218750	-29.29	117.45	1.00
13327.148438	-29.30	117.37	1.00
13330.078125	-29.31	117.29	1.00
13333.007813	-29.32	117.21	1.00
13335.937500	-29.33	117.13	0.99
13338.867188	-29.34	117.05	1.00
13341.796875	-29.35	116.98	1.00
13344.726563	-29.36	116.90	1.00
13347.656250	-29.37	116.82	1.00
13350.585938	-29.38	116.74	1.00
13353.515625	-29.39	116.66	1.00
13356.445313	-29.40	116.59	1.00
13359.375000	-29.41	116.51	1.00
13362.304688	-29.42	116.43	1.00
13365.234375	-29.43	116.36	1.00
13368.164063	-29.44	116.28	1.00
13371.093750	-29.45	116.21	1.00
13374.023438	-29.46	116.13	1.00
13376.953125	-29.47	116.06	1.00
13379.882813	-29.48	115.99	1.00
13382.812500	-29.49	115.91	1.00
13385.742188	-29.50	115.84	1.00
13388.671875	-29.51	115.77	1.00
13391.601563	-29.52	115.70	1.00
13394.531250	-29.53	115.62	1.00
13397.460938	-29.54	115.55	1.00
13400.390625	-29.55	115.48	1.00
13403.320313	-29.56	115.41	1.00
13406.250000	-29.57	115.34	1.00
13409.179688	-29.58	115.27	1.00
13412.109375	-29.59	115.21	1.00
13415.039063	-29.60	115.14	1.00
13417.968750	-29.61	115.07	1.00
13420.898438	-29.62	115.00	1.00
13423.828125	-29.63	114.93	1.00
13426.757813	-29.64	114.87	1.00
13429.687500	-29.65	114.80	1.00
13432.617188	-29.66	114.73	1.00
13435.546875	-29.67	114.67	1.00
13438.476563	-29.68	114.60	1.00
13441.406250	-29.69	114.54	1.00
13444.335938	-29.70	114.47	1.00
13447.265625	-29.71	114.41	1.00
13450.195313	-29.72	114.34	1.00
13453.125000	-29.73	114.28	1.00
13456.054688	-29.74	114.22	1.00
13458.984375	-29.75	114.15	1.00
13461.914063	-29.76	114.09	1.00
13464.843750	-29.77	114.02	1.00
13467.773438	-29.78	113.96	1.00
13470.703125	-29.79	113.89	1.00
13473.632813	-29.80	113.83	1.00
13476.562500	-29.81	113.76	1.00
13479.492188	-29.82	113.70	1.00
13482.421875	-29.83	113.63	1.00
13485.351563	-29.84	113.56	1.00
13488.281250	-29.85	113.50	1.00
13491.210938	-29.86	113.43	1.00
13494.140625	-29.87	113.36	1.00
13497.070313	-29.88	113.29	1.00
13500.000000	-29.89	113.23	1.00
13502.929688	-29.90	113.16	1.00
13505.859375	-29.91	113.10	1.00
13508.789063	-29.92	113.03	1.00
13511.718750	-29.93	112.96	1.00
13514.648438	-29.93	112.90	1.00
13517.578125	-29.94	112.83	1.00
13520.507813	-29.95	112.77	1.00
13523.437500	-29.96	112.71	1.00
13526.367188	-29.97	112.64	1.00
13529.296875	-29.98	112.58	1.00
13532.226563	-29.99	112.51	1.00
13535.156250	-30.00	112.45	1.00
13538.085938	-30.01	112.39	1.00
13541.015625	-30.02	112.32	1.00
13543.945313	-30.03	112.26	1.00
13546.875000	-30.04	112.20	1.00
13549.804688	-30.05	112.13	1.00
13552.734375	-30.06	112.07	1.00
13555.664063	-30.07	112.01	1.00
13558.593750	-30.08	111.94	1.00
13561.523438	-30.09	111.88	1.00
13564.453125	-30.10	111.81	1.00
13567.382813	-30.10	111.75	1.00
13570.312500	-30.11	111.69	1.00
13573.242188	-30.12	111.62	1.00
13576.171875	-30.13	111.56	1.00
13579.101563	-30.14	111.50	1.00
13582.031250	-30.15	111.43	1.00
13584.960938	-30.16	111.37	1.00
13587.890625	-30.17	111.31	1.00
13590.820313	-30.18	111.24	1.00
13593.750000	-30.19	111.18	1.00
13596.679688	-30.20	111.12	1.00
13599.609375	-30.21	111.05	1.00
13602.539063	-30.22	110.99	1.00
13605.468750	-30.23	110.93	1.00
13608.398438	-30.24	110.87	1.00
13611.328125	-30.25	110.80	1.00
13614.257813	-30.26	110.74	1.00
13617.187500	-30.27	110.68	1.00
13620.117188	-30.28	110.62	1.00
13623.046875	-30.28	110.56	1.00
13625.976563	-30.29	110.50	1.00
13628.906250	-30.30	110.44	1.00
13631.835938	-30.31	110.38	1.00
13634.765625	-30.32	110.33	1.00
13637.695313	-30.33	110.27	1.00
13640.625000	-30.34	110.21	1.00
13643.554688	-30.35	110.15	1.00
13646.484375	-30.36	110.09	1.00
13649.414063	-30.37	110.04	1.00
13652.343750	-30.38	109.98	1.00
13655.273438	-30.39	109.92	1.00
13658.203125	-30.40	109.87	1.00
13661.132813	-30.41	109.81	1.00
13664.062500	-30.42	109.75	1.00
13666.992188	-30.42	109.69	1.00
13669.921875	-30.43	109.63	1.00
13672.851563	-30.44	109.58	1.00
13675.781250	-30.45	109.52	1.00
13678.710938	-30.46	109.46	1.00
13681.640625	-30.47	109.40	1.00
13684.570313	-30.48	109.35	1.00
13687.500000	-30.49	109.29	1.00
13690.429688	-30.50	109.24	1.00
13693.359375	-30.51	109.18	1.00
13696.289063	-30.52	109.12	1.00
13699.218750	-30.53	109.07	1.00
13702.148438	-30.53	109.01	1.00
13705.078125	-30.54	108.96	1.00
13708.007813	-30.55	108.90	1.00
13710.937500	-30.56	108.85	1.00
13713.867188	-30.57	108.79	1.00
13716.796875	-30.58	108.74	1.00
13719.726563	-30.59	108.69	1.00
13722.656250	-30.60	108.63	1.00
13725.585938	-30.61	108.58	1.00
13728.515625	-30.61	108.52	1.00
13731.445313	-30.62	108.47	1.00
13734.375000	-30.63	108.42	1.00
13737.304688	-30.64	108.37	1.00
13740.234375	-30.65	108.31	1.00
13743.164063	-30.66	108.26	1.00
13746.093750	-30.67	108.21	1.00
13749.023438	-30.67	108.15	1.00
13751.953125	-30.68	108.10	1.00
13754.882813	-30.69	108.05	1.00
13757.812500	-30.70	108.00	1.00
13760.742188	-30.71	107.95	1.00
13763.671875	-30.72	107.89	1.00
13766.601563	-30.72	107.84	1.00
13769.531250	-30.73	107.79	1.00
13772.460938	-30.74	107.73	1.00
13775.390625	-30.75	107.68	1.00
13778.320313	-30.75	107.63	1.00
13781.250000	-30.76	107.57	1.00
13784.179688	-30.77	107.52	1.00
13787.109375	-30.78	107.46	1.00
13790.039063	-30.79	107.41	1.00
13792.968750	-30.79	107.36	1.00
13795.898438	-30.80	107.30	1.00
13798.828125	-30.81	107.25	1.00
13801.757813	-30.82	107.19	1.00
13804.687500	-30.82	107.14	1.00
13807.617188	-30.83	107.08	1.00
13810.546875	-30.84	107.03	1.00
13813.476563	-30.85	106.97	1.00
13816.406250	-30.86	106.92	1.00
13819.335938	-30.86	106.86	1.00
13822.265625	-30.87	106.81	1.00
13825.195313	-30.88	106.76	1.00
13828.125000	-30.89	106.70	1.00
13831.054688	-30.89	106.65	1.00
13833.984375	-30.90	106.60	1.00
13836.914063	-30.91	106.55	1.00
13839.843750	-30.92	106.49	1.00
13842.773438	-30.92	106.44	1.00
13845.703125	-30.93	106.39	1.00
13848.632813	-30.94	106.34	1.00
13851.562500	-30.95	106.28	1.00
13854.492188	-30.95	106.23	1.00
13857.421875	-30.96	106.18	1.00
13860.351563	-30.97	106.12	1.00
13863.281250	-30.97	106.07	1.00
13866.210938	-30.98	106.02	1.00
13869.140625	-30.99	105.96	1.00
13872.070313	-30.99	105.91	1.00
13875.000000	-31.00	105.85	1.00
13877.929688	-31.01	105.79	1.00
13880.859375	-31.01	105.74	1.00
13883.789063	-31.02	105.68	1.00
13886.718750	-31.02	105.62	1.00
13889.648438	-31.03	105.57	1.00
13892.578125	-31.04	105.51	1.00
13895.507813	-31.04	105.45	1.00
13898.437500	-31.05	105.39	1.00
13901.367188	-31.06	105.34	1.00
13904.296875	-31.06	105.28	1.00
13907.226563	-31.07	105.22	1.00
13910.156250	-31.08	105.16	1.00
13913.085938	-31.08	105.10	1.00
13916.015625	-31.09	105.04	1.00
13918.945313	-31.09	104.98	1.00
13921.875000	-31.10	104.92	1.00
13924.804688	-31.11	104.86	1.00
13927.734375	-31.11	104.80	1.00
13930.664063	-31.12	104.73	1.00
13933.593750	-31.13	104.67	1.00
13936.523438	-31.13	104.61	1.00
13939.453125	-31.14	104.55	1.00
13942.382813	-31.15	104.49	1.00
13945.312500	-31.15	104.43	1.00
13948.242188	-31.16	104.37	1.00
13951.171875	-31.17	104.31	1.00
13954.101563	-31.17	104.25	1.00
13957.031250	-31.18	104.19	1.00
13959.960938	-31.19	104.13	1.00
13962.890625	-31.19	104.07	1.00
13965.820313	-31.20	104.01	1.00
13968.750000	-31.21	103.95	1.00
13971.679688	-31.21	103.89	1.00
13974.609375	-31.22	103.83	1.00
13977.539063	-31.22	103.77	1.00
13980.468750	-31.23	103.71	1.00
13983.398438	-31.24	103.65	1.00
13986.328125	-31.24	103.59	1.00
13989.257813	-31.25	103.52	1.00
13992.187500	-31.26	103.46	1.00
13995.117188	-31.26	103.40	1.00
13998.046875	-31.27	103.34	1.00
14000.976563	-31.27	103.27	1.00
14003.906250	-31.28	103.21	1.00
14006.835938	-31.29	103.15	1.00
14009.765625	-31.29	103.08	1.00
14012.695313	-31.30	103.02	1.00
14015.625000	-31.31	102.96	1.00
14018.554688	-31.31	102.89	1.00
14021.484375	-31.32	102.83	1.00
14024.414063	-31.32	102.77	1.00
14027.343750	-31.33	102.70	1.00
14030.273438	-31.34	102.64	1.00
14033.203125	-31.34	102.58	1.00
14036.132813	-31.35	102.51	1.00
14039.062500	-31.35	102.45	1.00
14041.992188	-31.36	102.38	1.00
14044.921875	-31.37	102.32	1.00
14047.851563	-31.37	102.25	1.00
14050.781250	-31.38	102.19	1.00
14053.710938	-31.38	102.13	1.00
14056.640625	-31.39	102.06	1.00
14059.570313	-31.40	102.00	1.00
14062.500000	-31.40	101.93	1.00
14065.429688	-31.41	101.87	1.00
14068.359375	-31.41	101.80	1.00
14071.289063	-31.42	101.73	1.00
14074.218750	-31.43	101.67	1.00
14077.148438	-31.43	101.60	1.00
14080.078125	-31.44	101.54	1.00
14083.007813	-31.44	101.47	1.00
14085.937500	-31.45	101.40	1.00
14088.867188	-31.45	101.33	1.00
14091.796875	-31.46	101.26	1.00
14094.726563	-31.47	101.20	1.00
14097.656250	-31.47	101.13	1.00
14100.585938	-31.48	101.06	1.00
14103.515625	-31.48	100.99	1.00
14106.445313	-31.49	100.92	1.00
14109.375000	-31.49	100.85	1.00
14112.304688	-31.50	100.77	1.00
14115.234375	-31.51	100.70	1.00
14118.164063	-31.51	100.63	1.00
14121.093750	-31.52	100.56	1.00
14124.023438	-31.52	100.49	1.00
14126.953125	-31.53	100.42	1.00
14129.882813	-31.54	100.35	1.00
14132.812500	-31.54	100.28	1.00
14135.742188	-31.55	100.20	1.00
14138.671875	-31.55	100.13	1.00
14141.601563	-31.56	100.06	1.00
14144.531250	-31.57	99.99	1.00
14147.460938	-31.57	99.92	1.00
14150.390625	-31.58	99.85	1.00
14153.320313	-31.58	99.78	1.00
14156.250000	-31.59	99.71	1.00
14159.179688	-31.59	99.63	1.00
14162.109375	-31.60	99.56	1.00
14165.039063	-31.61	99.49	1.00
14167.968750	-31.61	99.42	1.00
14170.898438	-31.62	99.35	1.00
