	SM57_TF		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
14173.828125	-31.62	99.27	1.00
14176.757813	-31.63	99.20	1.00
14179.687500	-31.63	99.13	1.00
14182.617188	-31.64	99.05	1.00
14185.546875	-31.65	98.98	1.00
14188.476563	-31.65	98.91	1.00
14191.406250	-31.66	98.83	1.00
14194.335938	-31.66	98.76	1.00
14197.265625	-31.67	98.68	1.00
14200.195313	-31.67	98.61	1.00
14203.125000	-31.68	98.53	1.00
14206.054688	-31.69	98.45	1.00
14208.984375	-31.69	98.38	1.00
14211.914063	-31.70	98.30	1.00
14214.843750	-31.70	98.22	1.00
14217.773438	-31.71	98.14	1.00
14220.703125	-31.71	98.07	1.00
14223.632813	-31.72	97.99	1.00
14226.562500	-31.72	97.91	1.00
14229.492188	-31.73	97.83	1.00
14232.421875	-31.74	97.75	1.00
14235.351563	-31.74	97.67	1.00
14238.281250	-31.75	97.59	1.00
14241.210938	-31.75	97.51	1.00
14244.140625	-31.76	97.43	1.00
14247.070313	-31.76	97.35	1.00
14250.000000	-31.77	97.27	1.00
14252.929688	-31.78	97.19	1.00
14255.859375	-31.78	97.11	1.00
14258.789063	-31.79	97.02	1.00
14261.718750	-31.79	96.94	1.00
14264.648438	-31.80	96.86	1.00
14267.578125	-31.81	96.78	1.00
14270.507813	-31.81	96.70	1.00
14273.437500	-31.82	96.61	1.00
14276.367188	-31.82	96.53	1.00
14279.296875	-31.83	96.45	1.00
14282.226563	-31.84	96.36	1.00
14285.156250	-31.84	96.28	1.00
14288.085938	-31.85	96.19	1.00
14291.015625	-31.86	96.11	1.00
14293.945313	-31.86	96.02	1.00
14296.875000	-31.87	95.94	1.00
14299.804688	-31.87	95.85	1.00
14302.734375	-31.88	95.77	1.00
14305.664063	-31.89	95.68	1.00
14308.593750	-31.89	95.59	1.00
14311.523438	-31.90	95.50	1.00
14314.453125	-31.91	95.42	1.00
14317.382813	-31.91	95.33	1.00
14320.312500	-31.92	95.24	1.00
14323.242188	-31.93	95.15	1.00
14326.171875	-31.93	95.06	1.00
14329.101563	-31.94	94.98	1.00
14332.031250	-31.95	94.89	1.00
14334.960938	-31.96	94.80	1.00
14337.890625	-31.96	94.71	1.00
14340.820313	-31.97	94.62	1.00
14343.750000	-31.98	94.54	1.00
14346.679688	-31.98	94.45	1.00
14349.609375	-31.99	94.36	1.00
14352.539063	-32.00	94.27	1.00
14355.468750	-32.01	94.18	1.00
14358.398438	-32.01	94.10	1.00
14361.328125	-32.02	94.01	1.00
14364.257813	-32.03	93.92	1.00
14367.187500	-32.03	93.83	1.00
14370.117188	-32.04	93.74	1.00
14373.046875	-32.05	93.65	1.00
14375.976563	-32.06	93.57	1.00
14378.906250	-32.06	93.48	1.00
14381.835938	-32.07	93.39	1.00
14384.765625	-32.08	93.30	1.00
14387.695313	-32.09	93.21	1.00
14390.625000	-32.09	93.12	1.00
14393.554688	-32.10	93.03	1.00
14396.484375	-32.11	92.94	1.00
14399.414063	-32.12	92.85	1.00
14402.343750	-32.12	92.77	1.00
14405.273438	-32.13	92.68	1.00
14408.203125	-32.14	92.59	1.00
14411.132813	-32.15	92.50	1.00
14414.062500	-32.16	92.41	1.00
14416.992188	-32.16	92.32	1.00
14419.921875	-32.17	92.23	1.00
14422.851563	-32.18	92.14	1.00
14425.781250	-32.18	92.05	1.00
14428.710938	-32.19	91.95	1.00
14431.640625	-32.20	91.86	1.00
14434.570313	-32.21	91.77	1.00
14437.500000	-32.21	91.68	1.00
14440.429688	-32.22	91.58	1.00
14443.359375	-32.23	91.49	1.00
14446.289063	-32.24	91.40	1.00
14449.218750	-32.25	91.30	1.00
14452.148438	-32.25	91.20	1.00
14455.078125	-32.26	91.11	1.00
14458.007813	-32.27	91.01	1.00
14460.937500	-32.28	90.92	1.00
14463.867188	-32.28	90.82	1.00
14466.796875	-32.29	90.72	1.00
14469.726563	-32.30	90.63	1.00
14472.656250	-32.31	90.53	1.00
14475.585938	-32.32	90.43	1.00
14478.515625	-32.32	90.34	1.00
14481.445313	-32.33	90.24	1.00
14484.375000	-32.34	90.14	1.00
14487.304688	-32.35	90.04	1.00
14490.234375	-32.36	89.94	1.00
14493.164063	-32.37	89.84	1.00
14496.093750	-32.37	89.74	1.00
14499.023438	-32.38	89.64	1.00
14501.953125	-32.39	89.54	1.00
14504.882813	-32.40	89.44	1.00
14507.812500	-32.41	89.34	1.00
14510.742188	-32.42	89.23	1.00
14513.671875	-32.42	89.13	1.00
14516.601563	-32.43	89.03	1.00
14519.531250	-32.44	88.93	1.00
14522.460938	-32.45	88.82	1.00
14525.390625	-32.46	88.72	1.00
14528.320313	-32.47	88.62	1.00
14531.250000	-32.48	88.51	1.00
14534.179688	-32.49	88.41	1.00
14537.109375	-32.50	88.30	1.00
14540.039063	-32.50	88.20	1.00
14542.968750	-32.51	88.09	1.00
14545.898438	-32.52	87.99	1.00
14548.828125	-32.53	87.88	1.00
14551.757813	-32.54	87.78	1.00
14554.687500	-32.55	87.67	1.00
14557.617188	-32.56	87.56	1.00
14560.546875	-32.57	87.46	1.00
14563.476563	-32.58	87.35	1.00
14566.406250	-32.59	87.24	1.00
14569.335938	-32.60	87.13	1.00
14572.265625	-32.61	87.02	1.00
14575.195313	-32.62	86.92	1.00
14578.125000	-32.63	86.81	1.00
14581.054688	-32.64	86.70	1.00
14583.984375	-32.65	86.59	1.00
14586.914063	-32.66	86.48	1.00
14589.843750	-32.67	86.38	1.00
14592.773438	-32.68	86.27	1.00
14595.703125	-32.69	86.16	1.00
14598.632813	-32.70	86.05	1.00
14601.562500	-32.71	85.94	1.00
14604.492188	-32.72	85.83	1.00
14607.421875	-32.73	85.72	1.00
14610.351563	-32.74	85.61	1.00
14613.281250	-32.75	85.50	1.00
14616.210938	-32.76	85.38	1.00
14619.140625	-32.78	85.27	1.00
14622.070313	-32.79	85.16	1.00
14625.000000	-32.80	85.05	1.00
14627.929688	-32.81	84.93	1.00
14630.859375	-32.82	84.82	1.00
14633.789063	-32.83	84.71	1.00
14636.718750	-32.84	84.60	1.00
14639.648438	-32.85	84.48	1.00
14642.578125	-32.87	84.37	1.00
14645.507813	-32.88	84.26	1.00
14648.437500	-32.89	84.14	1.00
14651.367188	-32.90	84.03	1.00
14654.296875	-32.91	83.92	1.00
14657.226563	-32.93	83.80	1.00
14660.156250	-32.94	83.69	1.00
14663.085938	-32.95	83.58	1.00
14666.015625	-32.96	83.46	1.00
14668.945313	-32.97	83.35	1.00
14671.875000	-32.99	83.24	1.00
14674.804688	-33.00	83.12	1.00
14677.734375	-33.01	83.01	1.00
14680.664063	-33.02	82.90	1.00
14683.593750	-33.04	82.78	1.00
14686.523438	-33.05	82.67	1.00
14689.453125	-33.06	82.56	1.00
14692.382813	-33.08	82.44	1.00
14695.312500	-33.09	82.33	1.00
14698.242188	-33.10	82.22	1.00
14701.171875	-33.12	82.10	1.00
14704.101563	-33.13	81.99	1.00
14707.031250	-33.14	81.88	1.00
14709.960938	-33.16	81.76	1.00
14712.890625	-33.17	81.65	1.00
14715.820313	-33.18	81.54	1.00
14718.750000	-33.20	81.43	1.00
14721.679688	-33.21	81.31	1.00
14724.609375	-33.22	81.20	1.00
14727.539063	-33.24	81.09	1.00
14730.468750	-33.25	80.98	1.00
14733.398438	-33.27	80.86	1.00
14736.328125	-33.28	80.75	1.00
14739.257813	-33.29	80.64	1.00
14742.187500	-33.31	80.53	1.00
14745.117188	-33.32	80.42	1.00
14748.046875	-33.34	80.30	1.00
14750.976563	-33.35	80.19	1.00
14753.906250	-33.37	80.08	1.00
14756.835938	-33.38	79.97	1.00
14759.765625	-33.39	79.86	1.00
14762.695313	-33.41	79.75	1.00
14765.625000	-33.42	79.63	1.00
14768.554688	-33.44	79.52	1.00
14771.484375	-33.45	79.41	1.00
14774.414063	-33.47	79.30	1.00
14777.343750	-33.48	79.18	1.00
14780.273438	-33.50	79.07	1.00
14783.203125	-33.51	78.96	1.00
14786.132813	-33.53	78.84	1.00
14789.062500	-33.54	78.73	1.00
14791.992188	-33.56	78.62	1.00
14794.921875	-33.57	78.50	1.00
14797.851563	-33.59	78.39	1.00
14800.781250	-33.60	78.27	1.00
14803.710938	-33.62	78.16	1.00
14806.640625	-33.64	78.05	1.00
14809.570313	-33.65	77.93	1.00
14812.500000	-33.67	77.82	1.00
14815.429688	-33.68	77.71	1.00
14818.359375	-33.70	77.59	1.00
14821.289063	-33.72	77.48	1.00
14824.218750	-33.73	77.37	1.00
14827.148438	-33.75	77.25	1.00
14830.078125	-33.76	77.14	1.00
14833.007813	-33.78	77.03	1.00
14835.937500	-33.80	76.91	1.00
14838.867188	-33.81	76.80	1.00
14841.796875	-33.83	76.69	1.00
14844.726563	-33.85	76.58	1.00
14847.656250	-33.86	76.46	1.00
14850.585938	-33.88	76.35	1.00
14853.515625	-33.90	76.24	1.00
14856.445313	-33.92	76.13	1.00
14859.375000	-33.93	76.01	1.00
14862.304688	-33.95	75.90	1.00
14865.234375	-33.97	75.79	1.00
14868.164063	-33.99	75.68	1.00
14871.093750	-34.00	75.57	1.00
14874.023438	-34.02	75.46	1.00
14876.953125	-34.04	75.35	1.00
14879.882813	-34.06	75.24	1.00
14882.812500	-34.07	75.13	1.00
14885.742188	-34.09	75.02	1.00
14888.671875	-34.11	74.91	1.00
14891.601563	-34.13	74.80	1.00
14894.531250	-34.15	74.69	1.00
14897.460938	-34.17	74.58	1.00
14900.390625	-34.18	74.47	1.00
14903.320313	-34.20	74.36	1.00
14906.250000	-34.22	74.25	1.00
14909.179688	-34.24	74.14	1.00
14912.109375	-34.26	74.03	1.00
14915.039063	-34.28	73.93	1.00
14917.968750	-34.30	73.82	1.00
14920.898438	-34.32	73.71	1.00
14923.828125	-34.34	73.61	1.00
14926.757813	-34.36	73.50	1.00
14929.687500	-34.37	73.40	1.00
14932.617188	-34.39	73.29	1.00
14935.546875	-34.41	73.19	1.00
14938.476563	-34.43	73.08	1.00
14941.406250	-34.45	72.98	1.00
14944.335938	-34.47	72.87	1.00
14947.265625	-34.49	72.77	1.00
14950.195313	-34.51	72.67	1.00
14953.125000	-34.53	72.56	1.00
14956.054688	-34.55	72.46	1.00
14958.984375	-34.57	72.36	1.00
14961.914063	-34.59	72.25	1.00
14964.843750	-34.61	72.15	1.00
14967.773438	-34.63	72.05	1.00
14970.703125	-34.65	71.95	1.00
14973.632813	-34.67	71.85	1.00
14976.562500	-34.69	71.75	1.00
14979.492188	-34.71	71.65	1.00
14982.421875	-34.73	71.55	1.00
14985.351563	-34.75	71.45	1.00
14988.281250	-34.77	71.35	1.00
14991.210938	-34.80	71.26	1.00
14994.140625	-34.82	71.16	1.00
14997.070313	-34.84	71.06	1.00
15000.000000	-34.86	70.96	1.00
15002.929688	-34.88	70.87	1.00
15005.859375	-34.90	70.77	1.00
15008.789063	-34.92	70.67	1.00
15011.718750	-34.94	70.58	1.00
15014.648438	-34.96	70.48	1.00
15017.578125	-34.98	70.39	1.00
15020.507813	-35.00	70.29	1.00
15023.437500	-35.03	70.20	1.00
15026.367188	-35.05	70.10	1.00
15029.296875	-35.07	70.01	1.00
15032.226563	-35.09	69.91	1.00
15035.156250	-35.11	69.82	1.00
15038.085938	-35.13	69.72	1.00
15041.015625	-35.15	69.63	1.00
15043.945313	-35.17	69.54	1.00
15046.875000	-35.20	69.45	1.00
15049.804688	-35.22	69.35	1.00
15052.734375	-35.24	69.26	1.00
15055.664063	-35.26	69.17	1.00
15058.593750	-35.28	69.08	1.00
15061.523438	-35.31	68.99	1.00
15064.453125	-35.33	68.90	1.00
15067.382813	-35.35	68.81	1.00
15070.312500	-35.37	68.72	1.00
15073.242188	-35.39	68.63	1.00
15076.171875	-35.42	68.54	1.00
15079.101563	-35.44	68.46	1.00
15082.031250	-35.46	68.37	1.00
15084.960938	-35.48	68.28	1.00
15087.890625	-35.51	68.20	1.00
15090.820313	-35.53	68.11	1.00
15093.750000	-35.55	68.03	1.00
15096.679688	-35.57	67.95	1.00
15099.609375	-35.60	67.86	1.00
15102.539063	-35.62	67.78	1.00
15105.468750	-35.64	67.70	1.00
15108.398438	-35.66	67.62	1.00
15111.328125	-35.69	67.54	1.00
15114.257813	-35.71	67.46	1.00
15117.187500	-35.73	67.38	1.00
15120.117188	-35.76	67.30	1.00
15123.046875	-35.78	67.22	1.00
15125.976563	-35.80	67.14	1.00
15128.906250	-35.82	67.07	1.00
15131.835938	-35.85	66.99	1.00
15134.765625	-35.87	66.91	1.00
15137.695313	-35.89	66.83	1.00
15140.625000	-35.91	66.76	1.00
15143.554688	-35.94	66.68	1.00
15146.484375	-35.96	66.60	1.00
15149.414063	-35.98	66.53	1.00
15152.343750	-36.01	66.45	1.00
15155.273438	-36.03	66.38	1.00
15158.203125	-36.05	66.30	1.00
15161.132813	-36.07	66.23	1.00
15164.062500	-36.10	66.15	1.00
15166.992188	-36.12	66.08	1.00
15169.921875	-36.14	66.01	1.00
15172.851563	-36.17	65.93	1.00
15175.781250	-36.19	65.86	1.00
15178.710938	-36.21	65.79	1.00
15181.640625	-36.24	65.71	1.00
15184.570313	-36.26	65.64	1.00
15187.500000	-36.28	65.57	1.00
15190.429688	-36.30	65.50	1.00
15193.359375	-36.33	65.43	1.00
15196.289063	-36.35	65.36	1.00
15199.218750	-36.37	65.28	1.00
15202.148438	-36.40	65.22	1.00
15205.078125	-36.42	65.15	1.00
15208.007813	-36.44	65.08	1.00
15210.937500	-36.47	65.01	1.00
15213.867188	-36.49	64.94	1.00
15216.796875	-36.51	64.87	1.00
15219.726563	-36.54	64.80	1.00
15222.656250	-36.56	64.74	1.00
15225.585938	-36.58	64.67	1.00
15228.515625	-36.61	64.60	1.00
15231.445313	-36.63	64.54	1.00
15234.375000	-36.65	64.47	1.00
15237.304688	-36.68	64.41	1.00
15240.234375	-36.70	64.34	1.00
15243.164063	-36.72	64.28	1.00
15246.093750	-36.75	64.22	1.00
15249.023438	-36.77	64.15	1.00
15251.953125	-36.79	64.09	1.00
15254.882813	-36.82	64.03	1.00
15257.812500	-36.84	63.97	1.00
15260.742188	-36.86	63.91	1.00
15263.671875	-36.89	63.85	1.00
15266.601563	-36.91	63.79	1.00
15269.531250	-36.93	63.73	1.00
15272.460938	-36.96	63.68	1.00
15275.390625	-36.98	63.62	1.00
15278.320313	-37.01	63.56	1.00
15281.250000	-37.03	63.51	1.00
15284.179688	-37.05	63.45	1.00
15287.109375	-37.08	63.40	1.00
15290.039063	-37.10	63.34	1.00
15292.968750	-37.12	63.29	1.00
15295.898438	-37.15	63.24	1.00
15298.828125	-37.17	63.19	1.00
15301.757813	-37.19	63.13	1.00
15304.687500	-37.22	63.08	1.00
15307.617188	-37.24	63.03	1.00
15310.546875	-37.26	62.98	1.00
15313.476563	-37.28	62.93	1.00
15316.406250	-37.31	62.88	1.00
15319.335938	-37.33	62.83	1.00
15322.265625	-37.35	62.78	1.00
15325.195313	-37.37	62.73	1.00
15328.125000	-37.40	62.68	1.00
15331.054688	-37.42	62.63	1.00
15333.984375	-37.44	62.59	1.00
15336.914063	-37.46	62.54	1.00
15339.843750	-37.49	62.49	1.00
15342.773438	-37.51	62.44	1.00
15345.703125	-37.53	62.39	1.00
15348.632813	-37.55	62.34	1.00
15351.562500	-37.58	62.29	1.00
15354.492188	-37.60	62.24	1.00
15357.421875	-37.62	62.20	1.00
15360.351563	-37.64	62.15	1.00
15363.281250	-37.67	62.10	1.00
15366.210938	-37.69	62.05	1.00
15369.140625	-37.71	62.01	1.00
15372.070313	-37.73	61.96	1.00
15375.000000	-37.75	61.91	1.00
15377.929688	-37.78	61.87	1.00
15380.859375	-37.80	61.82	1.00
15383.789063	-37.82	61.78	1.00
15386.718750	-37.84	61.73	1.00
15389.648438	-37.87	61.69	1.00
15392.578125	-37.89	61.65	1.00
15395.507813	-37.91	61.60	1.00
15398.437500	-37.93	61.56	1.00
15401.367188	-37.95	61.52	1.00
15404.296875	-37.98	61.47	1.00
15407.226563	-38.00	61.43	1.00
15410.156250	-38.02	61.39	1.00
15413.085938	-38.04	61.35	1.00
15416.015625	-38.06	61.31	1.00
15418.945313	-38.08	61.27	1.00
15421.875000	-38.11	61.23	1.00
15424.804688	-38.13	61.18	1.00
15427.734375	-38.15	61.14	1.00
15430.664063	-38.17	61.10	1.00
15433.593750	-38.19	61.06	1.00
15436.523438	-38.21	61.03	1.00
15439.453125	-38.24	60.99	1.00
15442.382813	-38.26	60.95	1.00
15445.312500	-38.28	60.91	1.00
15448.242188	-38.30	60.87	1.00
15451.171875	-38.32	60.83	1.00
15454.101563	-38.34	60.79	1.00
15457.031250	-38.36	60.75	1.00
15459.960938	-38.39	60.72	1.00
15462.890625	-38.41	60.68	1.00
15465.820313	-38.43	60.64	1.00
15468.750000	-38.45	60.60	1.00
15471.679688	-38.47	60.57	1.00
15474.609375	-38.49	60.53	1.00
15477.539063	-38.51	60.49	1.00
15480.468750	-38.53	60.46	1.00
15483.398438	-38.56	60.42	1.00
15486.328125	-38.58	60.39	1.00
15489.257813	-38.60	60.35	1.00
15492.187500	-38.62	60.32	1.00
15495.117188	-38.64	60.28	1.00
15498.046875	-38.66	60.25	1.00
15500.976563	-38.68	60.21	1.00
15503.906250	-38.70	60.18	1.00
15506.835938	-38.72	60.14	1.00
15509.765625	-38.74	60.11	1.00
15512.695313	-38.77	60.08	1.00
15515.625000	-38.79	60.04	1.00
15518.554688	-38.81	60.01	1.00
15521.484375	-38.83	59.97	1.00
15524.414063	-38.85	59.94	1.00
15527.343750	-38.87	59.91	1.00
15530.273438	-38.89	59.88	1.00
15533.203125	-38.91	59.84	1.00
15536.132813	-38.93	59.81	1.00
15539.062500	-38.95	59.78	1.00
15541.992188	-38.97	59.75	1.00
15544.921875	-38.99	59.72	1.00
15547.851563	-39.01	59.68	1.00
15550.781250	-39.03	59.65	1.00
15553.710938	-39.05	59.62	1.00
15556.640625	-39.08	59.59	1.00
15559.570313	-39.10	59.56	1.00
15562.500000	-39.12	59.53	1.00
15565.429688	-39.14	59.50	1.00
15568.359375	-39.16	59.47	1.00
15571.289063	-39.18	59.44	1.00
15574.218750	-39.20	59.41	1.00
15577.148438	-39.22	59.38	1.00
15580.078125	-39.24	59.35	1.00
15583.007813	-39.26	59.33	1.00
15585.937500	-39.28	59.30	1.00
15588.867188	-39.30	59.27	1.00
15591.796875	-39.32	59.24	1.00
15594.726563	-39.34	59.21	1.00
15597.656250	-39.36	59.19	1.00
15600.585938	-39.38	59.16	1.00
15603.515625	-39.40	59.13	1.00
15606.445313	-39.42	59.11	1.00
15609.375000	-39.44	59.08	1.00
15612.304688	-39.46	59.06	1.00
15615.234375	-39.48	59.03	1.00
15618.164063	-39.50	59.00	1.00
15621.093750	-39.52	58.98	1.00
15624.023438	-39.54	58.95	1.00
15626.953125	-39.56	58.93	1.00
15629.882813	-39.58	58.90	1.00
15632.812500	-39.60	58.88	1.00
15635.742188	-39.62	58.85	1.00
15638.671875	-39.64	58.83	1.00
15641.601563	-39.66	58.80	1.00
15644.531250	-39.68	58.78	1.00
15647.460938	-39.70	58.75	1.00
15650.390625	-39.72	58.72	1.00
15653.320313	-39.74	58.70	1.00
15656.250000	-39.76	58.67	1.00
15659.179688	-39.78	58.65	1.00
15662.109375	-39.80	58.62	1.00
15665.039063	-39.82	58.60	1.00
15667.968750	-39.84	58.57	1.00
15670.898438	-39.86	58.55	1.00
15673.828125	-39.88	58.53	1.00
15676.757813	-39.90	58.50	1.00
15679.687500	-39.92	58.48	1.00
15682.617188	-39.94	58.46	1.00
15685.546875	-39.96	58.43	1.00
15688.476563	-39.98	58.41	1.00
15691.406250	-40.00	58.39	1.00
15694.335938	-40.02	58.37	1.00
15697.265625	-40.04	58.35	1.00
15700.195313	-40.06	58.33	1.00
15703.125000	-40.08	58.31	1.00
15706.054688	-40.10	58.29	1.00
15708.984375	-40.12	58.27	1.00
15711.914063	-40.13	58.25	1.00
15714.843750	-40.15	58.23	1.00
15717.773438	-40.17	58.21	1.00
15720.703125	-40.19	58.19	1.00
15723.632813	-40.21	58.18	1.00
15726.562500	-40.23	58.16	1.00
15729.492188	-40.25	58.14	1.00
15732.421875	-40.27	58.12	1.00
15735.351563	-40.29	58.10	1.00
15738.281250	-40.31	58.09	1.00
15741.210938	-40.33	58.07	1.00
15744.140625	-40.35	58.05	1.00
15747.070313	-40.37	58.04	1.00
15750.000000	-40.39	58.02	1.00
15752.929688	-40.41	58.00	1.00
15755.859375	-40.43	57.99	1.00
15758.789063	-40.45	57.97	1.00
15761.718750	-40.47	57.96	1.00
15764.648438	-40.49	57.94	1.00
15767.578125	-40.50	57.92	1.00
15770.507813	-40.52	57.91	1.00
15773.437500	-40.54	57.89	1.00
15776.367188	-40.56	57.88	1.00
15779.296875	-40.58	57.86	1.00
15782.226563	-40.60	57.85	1.00
15785.156250	-40.62	57.84	1.00
15788.085938	-40.64	57.82	1.00
15791.015625	-40.66	57.81	1.00
15793.945313	-40.68	57.80	1.00
15796.875000	-40.70	57.78	1.00
15799.804688	-40.72	57.77	1.00
15802.734375	-40.74	57.76	1.00
15805.664063	-40.76	57.75	1.00
15808.593750	-40.77	57.73	1.00
15811.523438	-40.79	57.72	1.00
15814.453125	-40.81	57.71	1.00
15817.382813	-40.83	57.70	1.00
15820.312500	-40.85	57.69	1.00
15823.242188	-40.87	57.68	1.00
15826.171875	-40.89	57.67	1.00
15829.101563	-40.91	57.67	1.00
15832.031250	-40.93	57.66	1.00
15834.960938	-40.95	57.65	1.00
15837.890625	-40.97	57.65	1.00
15840.820313	-40.99	57.64	1.00
15843.750000	-41.01	57.64	1.00
15846.679688	-41.03	57.63	1.00
15849.609375	-41.04	57.63	1.00
15852.539063	-41.06	57.62	1.00
15855.468750	-41.08	57.62	1.00
15858.398438	-41.10	57.62	1.00
15861.328125	-41.12	57.62	1.00
15864.257813	-41.14	57.61	1.00
15867.187500	-41.16	57.61	1.00
15870.117188	-41.18	57.61	1.00
15873.046875	-41.19	57.61	1.00
15875.976563	-41.21	57.61	1.00
15878.906250	-41.23	57.61	1.00
15881.835938	-41.25	57.61	1.00
15884.765625	-41.27	57.61	1.00
15887.695313	-41.29	57.61	1.00
15890.625000	-41.30	57.61	1.00
15893.554688	-41.32	57.62	1.00
15896.484375	-41.34	57.62	1.00
15899.414063	-41.36	57.62	1.00
15902.343750	-41.38	57.62	1.00
15905.273438	-41.39	57.62	1.00
15908.203125	-41.41	57.62	1.00
15911.132813	-41.43	57.63	1.00
15914.062500	-41.45	57.63	1.00
15916.992188	-41.47	57.63	1.00
15919.921875	-41.48	57.63	1.00
15922.851563	-41.50	57.64	1.00
15925.781250	-41.52	57.64	1.00
15928.710938	-41.54	57.65	1.00
15931.640625	-41.56	57.65	1.00
15934.570313	-41.57	57.66	1.00
15937.500000	-41.59	57.66	1.00
15940.429688	-41.61	57.67	1.00
15943.359375	-41.63	57.68	1.00
15946.289063	-41.64	57.68	1.00
15949.218750	-41.66	57.69	1.00
15952.148438	-41.68	57.70	1.00
15955.078125	-41.70	57.71	1.00
15958.007813	-41.71	57.72	1.00
15960.937500	-41.73	57.73	1.00
15963.867188	-41.75	57.74	1.00
15966.796875	-41.77	57.75	1.00
15969.726563	-41.78	57.76	1.00
15972.656250	-41.80	57.77	1.00
15975.585938	-41.82	57.79	1.00
15978.515625	-41.84	57.80	1.00
15981.445313	-41.85	57.81	1.00
15984.375000	-41.87	57.83	1.00
15987.304688	-41.89	57.84	1.00
15990.234375	-41.90	57.86	1.00
15993.164063	-41.92	57.88	1.00
15996.093750	-41.94	57.89	1.00
15999.023438	-41.95	57.91	1.00
16001.953125	-41.97	57.93	1.00
16004.882813	-41.99	57.94	1.00
16007.812500	-42.00	57.96	1.00
16010.742188	-42.02	57.98	1.00
16013.671875	-42.04	58.00	1.00
16016.601563	-42.05	58.02	1.00
16019.531250	-42.07	58.04	1.00
16022.460938	-42.08	58.06	1.00
16025.390625	-42.10	58.08	1.00
16028.320313	-42.11	58.10	1.00
16031.250000	-42.13	58.12	1.00
16034.179688	-42.15	58.15	1.00
16037.109375	-42.16	58.17	1.00
16040.039063	-42.18	58.19	1.00
16042.968750	-42.19	58.21	1.00
16045.898438	-42.21	58.24	1.00
16048.828125	-42.22	58.26	1.00
16051.757813	-42.24	58.28	1.00
16054.687500	-42.25	58.30	1.00
16057.617188	-42.26	58.33	1.00
16060.546875	-42.28	58.35	1.00
16063.476563	-42.29	58.37	1.00
16066.406250	-42.31	58.40	1.00
16069.335938	-42.32	58.42	1.00
16072.265625	-42.34	58.44	1.00
16075.195313	-42.35	58.47	1.00
16078.125000	-42.37	58.49	1.00
16081.054688	-42.38	58.52	1.00
16083.984375	-42.39	58.54	1.00
16086.914063	-42.41	58.57	1.00
16089.843750	-42.42	58.60	1.00
16092.773438	-42.44	58.62	1.00
16095.703125	-42.45	58.65	1.00
16098.632813	-42.46	58.67	1.00
16101.562500	-42.48	58.70	1.00
16104.492188	-42.49	58.73	1.00
16107.421875	-42.51	58.76	1.00
16110.351563	-42.52	58.78	1.00
16113.281250	-42.53	58.81	1.00
16116.210938	-42.55	58.84	1.00
16119.140625	-42.56	58.87	1.00
16122.070313	-42.57	58.90	1.00
16125.000000	-42.59	58.93	1.00
16127.929688	-42.60	58.96	1.00
16130.859375	-42.61	58.99	1.00
16133.789063	-42.62	59.02	1.00
16136.718750	-42.64	59.05	1.00
16139.648438	-42.65	59.08	1.00
16142.578125	-42.66	59.11	1.00
16145.507813	-42.67	59.15	1.00
16148.437500	-42.69	59.18	1.00
16151.367188	-42.70	59.21	1.00
16154.296875	-42.71	59.24	1.00
16157.226563	-42.72	59.27	1.00
16160.156250	-42.74	59.31	1.00
16163.085938	-42.75	59.34	1.00
16166.015625	-42.76	59.37	1.00
16168.945313	-42.77	59.41	1.00
16171.875000	-42.78	59.44	1.00
16174.804688	-42.79	59.47	1.00
16177.734375	-42.81	59.51	1.00
16180.664063	-42.82	59.54	1.00
16183.593750	-42.83	59.58	1.00
16186.523438	-42.84	59.61	1.00
16189.453125	-42.85	59.64	1.00
16192.382813	-42.86	59.68	1.00
16195.312500	-42.87	59.71	1.00
16198.242188	-42.88	59.74	1.00
16201.171875	-42.89	59.78	1.00
16204.101563	-42.90	59.81	1.00
16207.031250	-42.92	59.85	1.00
