	ECM8000_TF		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
15322.265625	-3.16	-88.69	1.00
15325.195313	-3.16	-88.70	1.00
15328.125000	-3.16	-88.71	1.00
15331.054688	-3.16	-88.73	1.00
15333.984375	-3.16	-88.74	1.00
15336.914063	-3.16	-88.76	1.00
15339.843750	-3.16	-88.77	1.00
15342.773438	-3.16	-88.78	1.00
15345.703125	-3.15	-88.80	1.00
15348.632813	-3.15	-88.81	1.00
15351.562500	-3.15	-88.83	1.00
15354.492188	-3.15	-88.84	1.00
15357.421875	-3.15	-88.86	1.00
15360.351563	-3.15	-88.88	1.00
15363.281250	-3.15	-88.89	1.00
15366.210938	-3.15	-88.91	1.00
15369.140625	-3.15	-88.92	1.00
15372.070313	-3.15	-88.94	1.00
15375.000000	-3.14	-88.95	1.00
15377.929688	-3.14	-88.97	1.00
15380.859375	-3.14	-88.98	1.00
15383.789063	-3.14	-89.00	1.00
15386.718750	-3.14	-89.01	1.00
15389.648438	-3.14	-89.03	1.00
15392.578125	-3.14	-89.04	1.00
15395.507813	-3.14	-89.06	1.00
15398.437500	-3.14	-89.07	1.00
15401.367188	-3.14	-89.09	1.00
15404.296875	-3.14	-89.10	1.00
15407.226563	-3.14	-89.12	1.00
15410.156250	-3.13	-89.13	1.00
15413.085938	-3.13	-89.14	1.00
15416.015625	-3.13	-89.16	1.00
15418.945313	-3.13	-89.17	1.00
15421.875000	-3.13	-89.19	1.00
15424.804688	-3.13	-89.20	1.00
15427.734375	-3.13	-89.22	1.00
15430.664063	-3.13	-89.23	1.00
15433.593750	-3.13	-89.25	1.00
15436.523438	-3.13	-89.26	1.00
15439.453125	-3.12	-89.28	1.00
15442.382813	-3.12	-89.29	1.00
15445.312500	-3.12	-89.31	1.00
15448.242188	-3.12	-89.32	1.00
15451.171875	-3.12	-89.34	1.00
15454.101563	-3.12	-89.35	1.00
15457.031250	-3.12	-89.37	1.00
15459.960938	-3.12	-89.38	1.00
15462.890625	-3.12	-89.40	1.00
15465.820313	-3.11	-89.42	1.00
15468.750000	-3.11	-89.43	1.00
15471.679688	-3.11	-89.45	1.00
15474.609375	-3.11	-89.47	1.00
15477.539063	-3.11	-89.48	1.00
15480.468750	-3.11	-89.50	1.00
15483.398438	-3.11	-89.52	1.00
15486.328125	-3.11	-89.53	1.00
15489.257813	-3.11	-89.55	1.00
15492.187500	-3.10	-89.57	1.00
15495.117188	-3.10	-89.58	1.00
15498.046875	-3.10	-89.60	1.00
15500.976563	-3.10	-89.62	1.00
15503.906250	-3.10	-89.64	1.00
15506.835938	-3.10	-89.65	1.00
15509.765625	-3.10	-89.67	1.00
15512.695313	-3.10	-89.69	1.00
15515.625000	-3.10	-89.71	1.00
15518.554688	-3.09	-89.72	1.00
15521.484375	-3.09	-89.74	1.00
15524.414063	-3.09	-89.76	1.00
15527.343750	-3.09	-89.78	1.00
15530.273438	-3.09	-89.80	1.00
15533.203125	-3.09	-89.81	1.00
15536.132813	-3.09	-89.83	1.00
15539.062500	-3.09	-89.85	1.00
15541.992188	-3.09	-89.87	1.00
15544.921875	-3.09	-89.89	1.00
15547.851563	-3.09	-89.91	1.00
15550.781250	-3.08	-89.93	1.00
15553.710938	-3.08	-89.95	1.00
15556.640625	-3.08	-89.97	1.00
15559.570313	-3.08	-89.99	1.00
15562.500000	-3.08	-90.00	1.00
15565.429688	-3.08	-90.02	1.00
15568.359375	-3.08	-90.04	1.00
15571.289063	-3.08	-90.06	1.00
15574.218750	-3.08	-90.08	1.00
15577.148438	-3.08	-90.09	1.00
15580.078125	-3.08	-90.11	1.00
15583.007813	-3.08	-90.13	1.00
15585.937500	-3.08	-90.15	1.00
15588.867188	-3.08	-90.17	1.00
15591.796875	-3.07	-90.19	1.00
15594.726563	-3.07	-90.20	1.00
15597.656250	-3.07	-90.22	1.00
15600.585938	-3.07	-90.24	1.00
15603.515625	-3.07	-90.26	1.00
15606.445313	-3.07	-90.28	1.00
15609.375000	-3.07	-90.29	1.00
15612.304688	-3.07	-90.31	1.00
15615.234375	-3.07	-90.33	1.00
15618.164063	-3.07	-90.35	1.00
15621.093750	-3.07	-90.37	1.00
15624.023438	-3.07	-90.38	1.00
15626.953125	-3.07	-90.40	1.00
15629.882813	-3.07	-90.42	1.00
15632.812500	-3.07	-90.44	1.00
15635.742188	-3.06	-90.45	1.00
15638.671875	-3.06	-90.47	1.00
15641.601563	-3.06	-90.49	1.00
15644.531250	-3.06	-90.51	1.00
15647.460938	-3.06	-90.52	1.00
15650.390625	-3.06	-90.54	1.00
15653.320313	-3.06	-90.56	1.00
15656.250000	-3.06	-90.58	1.00
15659.179688	-3.06	-90.59	1.00
15662.109375	-3.06	-90.61	1.00
15665.039063	-3.06	-90.63	1.00
15667.968750	-3.06	-90.65	1.00
15670.898438	-3.06	-90.66	1.00
15673.828125	-3.06	-90.68	1.00
15676.757813	-3.05	-90.70	1.00
15679.687500	-3.05	-90.72	1.00
15682.617188	-3.05	-90.73	1.00
15685.546875	-3.05	-90.75	1.00
15688.476563	-3.05	-90.77	1.00
15691.406250	-3.05	-90.79	1.00
15694.335938	-3.05	-90.80	1.00
15697.265625	-3.05	-90.82	1.00
15700.195313	-3.05	-90.84	1.00
15703.125000	-3.05	-90.86	1.00
15706.054688	-3.05	-90.88	1.00
15708.984375	-3.05	-90.89	1.00
15711.914063	-3.05	-90.91	1.00
15714.843750	-3.04	-90.93	1.00
15717.773438	-3.04	-90.95	1.00
15720.703125	-3.04	-90.97	1.00
15723.632813	-3.04	-90.98	0.99
15726.562500	-3.04	-91.00	1.00
15729.492188	-3.04	-91.02	1.00
15732.421875	-3.04	-91.04	1.00
15735.351563	-3.04	-91.05	1.00
15738.281250	-3.04	-91.07	1.00
15741.210938	-3.04	-91.09	1.00
15744.140625	-3.04	-91.10	1.00
15747.070313	-3.04	-91.12	1.00
15750.000000	-3.03	-91.14	1.00
15752.929688	-3.03	-91.16	1.00
15755.859375	-3.03	-91.17	1.00
15758.789063	-3.03	-91.19	1.00
15761.718750	-3.03	-91.21	1.00
15764.648438	-3.03	-91.23	1.00
15767.578125	-3.03	-91.25	1.00
15770.507813	-3.03	-91.27	1.00
15773.437500	-3.03	-91.29	1.00
15776.367188	-3.03	-91.30	1.00
15779.296875	-3.03	-91.32	1.00
15782.226563	-3.03	-91.34	1.00
15785.156250	-3.02	-91.36	1.00
15788.085938	-3.02	-91.38	1.00
15791.015625	-3.02	-91.40	1.00
15793.945313	-3.02	-91.42	1.00
15796.875000	-3.02	-91.44	1.00
15799.804688	-3.02	-91.46	1.00
15802.734375	-3.02	-91.48	1.00
15805.664063	-3.02	-91.50	1.00
15808.593750	-3.02	-91.52	1.00
15811.523438	-3.02	-91.54	1.00
15814.453125	-3.02	-91.55	1.00
15817.382813	-3.02	-91.57	1.00
15820.312500	-3.02	-91.59	1.00
15823.242188	-3.02	-91.61	1.00
15826.171875	-3.02	-91.63	1.00
15829.101563	-3.02	-91.65	1.00
15832.031250	-3.02	-91.66	1.00
15834.960938	-3.02	-91.68	1.00
15837.890625	-3.02	-91.70	1.00
15840.820313	-3.02	-91.72	1.00
15843.750000	-3.02	-91.74	1.00
15846.679688	-3.02	-91.75	1.00
15849.609375	-3.02	-91.77	1.00
15852.539063	-3.01	-91.79	1.00
15855.468750	-3.01	-91.80	1.00
15858.398438	-3.01	-91.82	1.00
15861.328125	-3.01	-91.84	1.00
15864.257813	-3.01	-91.85	1.00
15867.187500	-3.01	-91.87	1.00
15870.117188	-3.01	-91.89	1.00
15873.046875	-3.01	-91.90	1.00
15875.976563	-3.01	-91.92	1.00
15878.906250	-3.01	-91.94	1.00
15881.835938	-3.01	-91.95	1.00
15884.765625	-3.01	-91.97	1.00
15887.695313	-3.01	-91.99	1.00
15890.625000	-3.01	-92.00	1.00
15893.554688	-3.01	-92.02	1.00
15896.484375	-3.01	-92.04	0.99
15899.414063	-3.00	-92.05	1.00
15902.343750	-3.00	-92.07	1.00
15905.273438	-3.00	-92.09	1.00
15908.203125	-3.00	-92.11	1.00
15911.132813	-3.00	-92.12	1.00
15914.062500	-3.00	-92.14	1.00
15916.992188	-3.00	-92.16	1.00
15919.921875	-3.00	-92.18	1.00
15922.851563	-3.00	-92.19	1.00
15925.781250	-3.00	-92.21	1.00
15928.710938	-3.00	-92.23	1.00
15931.640625	-3.00	-92.24	1.00
15934.570313	-3.00	-92.26	1.00
15937.500000	-3.00	-92.28	1.00
15940.429688	-2.99	-92.29	1.00
15943.359375	-2.99	-92.31	1.00
15946.289063	-2.99	-92.33	1.00
15949.218750	-2.99	-92.34	1.00
15952.148438	-2.99	-92.36	1.00
15955.078125	-2.99	-92.38	1.00
15958.007813	-2.99	-92.39	1.00
15960.937500	-2.99	-92.41	1.00
15963.867188	-2.99	-92.43	1.00
15966.796875	-2.99	-92.44	1.00
15969.726563	-2.99	-92.46	1.00
15972.656250	-2.99	-92.47	1.00
15975.585938	-2.99	-92.49	1.00
15978.515625	-2.99	-92.50	1.00
15981.445313	-2.99	-92.52	1.00
15984.375000	-2.99	-92.53	1.00
15987.304688	-2.98	-92.55	1.00
15990.234375	-2.98	-92.56	1.00
15993.164063	-2.98	-92.58	1.00
15996.093750	-2.98	-92.59	1.00
15999.023438	-2.98	-92.61	1.00
16001.953125	-2.98	-92.62	1.00
16004.882813	-2.98	-92.64	1.00
16007.812500	-2.98	-92.65	1.00
16010.742188	-2.98	-92.66	1.00
16013.671875	-2.98	-92.68	1.00
16016.601563	-2.98	-92.69	1.00
16019.531250	-2.97	-92.71	1.00
16022.460938	-2.97	-92.72	1.00
16025.390625	-2.97	-92.74	1.00
16028.320313	-2.97	-92.75	1.00
16031.250000	-2.97	-92.77	1.00
16034.179688	-2.97	-92.78	1.00
16037.109375	-2.97	-92.80	0.99
16040.039063	-2.97	-92.82	1.00
16042.968750	-2.96	-92.84	1.00
16045.898438	-2.96	-92.85	1.00
16048.828125	-2.96	-92.87	1.00
16051.757813	-2.96	-92.89	1.00
16054.687500	-2.96	-92.91	1.00
16057.617188	-2.96	-92.93	1.00
16060.546875	-2.96	-92.95	1.00
16063.476563	-2.96	-92.97	1.00
16066.406250	-2.95	-92.98	1.00
16069.335938	-2.95	-93.00	1.00
16072.265625	-2.95	-93.02	1.00
16075.195313	-2.95	-93.04	1.00
16078.125000	-2.95	-93.06	1.00
16081.054688	-2.95	-93.08	1.00
16083.984375	-2.95	-93.10	1.00
16086.914063	-2.95	-93.12	1.00
16089.843750	-2.95	-93.14	1.00
16092.773438	-2.95	-93.15	1.00
16095.703125	-2.94	-93.17	1.00
16098.632813	-2.94	-93.19	1.00
16101.562500	-2.94	-93.21	1.00
16104.492188	-2.94	-93.23	1.00
16107.421875	-2.94	-93.25	1.00
16110.351563	-2.94	-93.27	1.00
16113.281250	-2.94	-93.29	1.00
16116.210938	-2.94	-93.31	0.99
16119.140625	-2.94	-93.32	0.99
16122.070313	-2.94	-93.34	1.00
16125.000000	-2.93	-93.36	1.00
16127.929688	-2.93	-93.38	1.00
16130.859375	-2.93	-93.40	1.00
16133.789063	-2.93	-93.42	1.00
16136.718750	-2.93	-93.44	1.00
16139.648438	-2.93	-93.46	1.00
16142.578125	-2.93	-93.48	1.00
16145.507813	-2.93	-93.49	1.00
16148.437500	-2.93	-93.51	1.00
16151.367188	-2.93	-93.53	1.00
16154.296875	-2.93	-93.55	1.00
16157.226563	-2.93	-93.56	1.00
16160.156250	-2.93	-93.58	1.00
16163.085938	-2.93	-93.59	1.00
16166.015625	-2.93	-93.61	1.00
16168.945313	-2.92	-93.62	1.00
16171.875000	-2.92	-93.64	1.00
16174.804688	-2.92	-93.65	1.00
16177.734375	-2.92	-93.67	1.00
16180.664063	-2.92	-93.68	1.00
16183.593750	-2.92	-93.70	1.00
16186.523438	-2.92	-93.71	1.00
16189.453125	-2.92	-93.73	1.00
16192.382813	-2.92	-93.74	1.00
16195.312500	-2.92	-93.76	1.00
16198.242188	-2.91	-93.77	1.00
16201.171875	-2.91	-93.78	1.00
16204.101563	-2.91	-93.80	1.00
16207.031250	-2.91	-93.81	1.00
16209.960938	-2.91	-93.83	1.00
16212.890625	-2.91	-93.84	1.00
16215.820313	-2.91	-93.85	1.00
16218.750000	-2.91	-93.87	1.00
16221.679688	-2.91	-93.88	1.00
16224.609375	-2.90	-93.89	1.00
16227.539063	-2.90	-93.91	1.00
16230.468750	-2.90	-93.92	1.00
16233.398438	-2.90	-93.93	1.00
16236.328125	-2.90	-93.95	1.00
16239.257813	-2.90	-93.96	0.99
16242.187500	-2.90	-93.97	1.00
16245.117188	-2.89	-93.98	1.00
16248.046875	-2.89	-94.00	1.00
16250.976563	-2.89	-94.01	1.00
16253.906250	-2.89	-94.02	1.00
16256.835938	-2.89	-94.03	0.99
16259.765625	-2.89	-94.05	1.00
16262.695313	-2.88	-94.06	1.00
16265.625000	-2.88	-94.07	1.00
16268.554688	-2.88	-94.09	1.00
16271.484375	-2.88	-94.10	1.00
16274.414063	-2.88	-94.11	1.00
16277.343750	-2.88	-94.13	1.00
16280.273438	-2.87	-94.14	1.00
16283.203125	-2.87	-94.15	1.00
16286.132813	-2.87	-94.17	1.00
16289.062500	-2.87	-94.18	1.00
16291.992188	-2.87	-94.19	1.00
16294.921875	-2.86	-94.21	1.00
16297.851563	-2.86	-94.22	1.00
16300.781250	-2.86	-94.23	1.00
16303.710938	-2.86	-94.25	1.00
16306.640625	-2.86	-94.26	1.00
16309.570313	-2.85	-94.28	1.00
16312.500000	-2.85	-94.29	1.00
16315.429688	-2.85	-94.31	0.99
16318.359375	-2.85	-94.32	1.00
16321.289063	-2.84	-94.34	1.00
16324.218750	-2.84	-94.35	1.00
16327.148438	-2.84	-94.37	1.00
16330.078125	-2.84	-94.38	1.00
16333.007813	-2.84	-94.40	1.00
16335.937500	-2.83	-94.41	1.00
16338.867188	-2.83	-94.43	1.00
16341.796875	-2.83	-94.44	1.00
16344.726563	-2.83	-94.46	1.00
16347.656250	-2.83	-94.47	1.00
16350.585938	-2.82	-94.49	1.00
16353.515625	-2.82	-94.50	1.00
16356.445313	-2.82	-94.52	1.00
16359.375000	-2.82	-94.54	1.00
16362.304688	-2.81	-94.55	1.00
16365.234375	-2.81	-94.57	1.00
16368.164063	-2.81	-94.58	1.00
16371.093750	-2.81	-94.60	1.00
16374.023438	-2.80	-94.62	1.00
16376.953125	-2.80	-94.63	1.00
16379.882813	-2.80	-94.65	1.00
16382.812500	-2.80	-94.67	0.99
16385.742188	-2.79	-94.68	1.00
16388.671875	-2.79	-94.70	1.00
16391.601563	-2.79	-94.72	1.00
16394.531250	-2.79	-94.74	1.00
16397.460938	-2.78	-94.76	1.00
16400.390625	-2.78	-94.78	1.00
16403.320313	-2.78	-94.79	1.00
16406.250000	-2.78	-94.81	1.00
16409.179688	-2.77	-94.83	1.00
16412.109375	-2.77	-94.85	1.00
16415.039063	-2.77	-94.87	1.00
16417.968750	-2.77	-94.89	1.00
16420.898438	-2.76	-94.91	1.00
16423.828125	-2.76	-94.93	1.00
16426.757813	-2.76	-94.95	1.00
16429.687500	-2.76	-94.97	1.00
16432.617188	-2.75	-94.99	1.00
16435.546875	-2.75	-95.01	1.00
16438.476563	-2.75	-95.03	1.00
16441.406250	-2.75	-95.05	1.00
16444.335938	-2.74	-95.07	1.00
16447.265625	-2.74	-95.09	1.00
16450.195313	-2.74	-95.11	1.00
16453.125000	-2.74	-95.13	1.00
16456.054688	-2.73	-95.14	1.00
16458.984375	-2.73	-95.16	1.00
16461.914063	-2.73	-95.18	1.00
16464.843750	-2.73	-95.20	1.00
16467.773438	-2.72	-95.22	1.00
16470.703125	-2.72	-95.24	1.00
16473.632813	-2.72	-95.26	1.00
16476.562500	-2.72	-95.28	1.00
16479.492188	-2.71	-95.30	1.00
16482.421875	-2.71	-95.32	1.00
16485.351563	-2.71	-95.34	1.00
16488.281250	-2.70	-95.36	1.00
16491.210938	-2.70	-95.38	1.00
16494.140625	-2.70	-95.40	1.00
16497.070313	-2.70	-95.42	1.00
16500.000000	-2.69	-95.44	1.00
16502.929688	-2.69	-95.46	1.00
16505.859375	-2.69	-95.48	1.00
16508.789063	-2.68	-95.50	1.00
16511.718750	-2.68	-95.52	1.00
16514.648438	-2.68	-95.54	0.99
16517.578125	-2.68	-95.56	1.00
16520.507813	-2.67	-95.58	1.00
16523.437500	-2.67	-95.60	1.00
16526.367188	-2.67	-95.62	1.00
16529.296875	-2.66	-95.64	1.00
16532.226563	-2.66	-95.67	1.00
16535.156250	-2.66	-95.69	1.00
16538.085938	-2.66	-95.71	1.00
16541.015625	-2.65	-95.73	1.00
16543.945313	-2.65	-95.75	1.00
16546.875000	-2.65	-95.77	1.00
16549.804688	-2.64	-95.80	1.00
16552.734375	-2.64	-95.82	1.00
16555.664063	-2.64	-95.84	1.00
16558.593750	-2.64	-95.87	1.00
16561.523438	-2.63	-95.89	1.00
16564.453125	-2.63	-95.91	1.00
16567.382813	-2.63	-95.94	1.00
16570.312500	-2.62	-95.96	1.00
16573.242188	-2.62	-95.99	1.00
16576.171875	-2.62	-96.01	1.00
16579.101563	-2.62	-96.04	1.00
16582.031250	-2.61	-96.06	1.00
16584.960938	-2.61	-96.09	1.00
16587.890625	-2.61	-96.11	1.00
16590.820313	-2.60	-96.14	1.00
16593.750000	-2.60	-96.16	1.00
16596.679688	-2.60	-96.19	1.00
16599.609375	-2.60	-96.21	1.00
16602.539063	-2.59	-96.24	1.00
16605.468750	-2.59	-96.26	1.00
16608.398438	-2.59	-96.29	1.00
16611.328125	-2.59	-96.31	1.00
16614.257813	-2.58	-96.34	0.99
16617.187500	-2.58	-96.36	1.00
16620.117188	-2.58	-96.39	1.00
16623.046875	-2.58	-96.41	1.00
16625.976563	-2.57	-96.44	1.00
16628.906250	-2.57	-96.46	1.00
16631.835938	-2.57	-96.49	1.00
16634.765625	-2.56	-96.51	1.00
16637.695313	-2.56	-96.54	1.00
16640.625000	-2.56	-96.57	1.00
16643.554688	-2.56	-96.59	1.00
16646.484375	-2.55	-96.62	1.00
16649.414063	-2.55	-96.64	1.00
16652.343750	-2.55	-96.67	1.00
16655.273438	-2.55	-96.70	1.00
16658.203125	-2.54	-96.72	1.00
16661.132813	-2.54	-96.75	1.00
16664.062500	-2.54	-96.77	1.00
16666.992188	-2.54	-96.80	1.00
16669.921875	-2.54	-96.83	1.00
16672.851563	-2.53	-96.85	1.00
16675.781250	-2.53	-96.88	1.00
16678.710938	-2.53	-96.91	1.00
16681.640625	-2.53	-96.93	1.00
16684.570313	-2.52	-96.96	1.00
16687.500000	-2.52	-96.98	1.00
16690.429688	-2.52	-97.01	1.00
16693.359375	-2.52	-97.04	1.00
16696.289063	-2.51	-97.07	1.00
16699.218750	-2.51	-97.10	0.99
16702.148438	-2.51	-97.12	1.00
16705.078125	-2.51	-97.15	1.00
16708.007813	-2.50	-97.18	1.00
16710.937500	-2.50	-97.21	1.00
16713.867188	-2.50	-97.24	1.00
16716.796875	-2.50	-97.26	1.00
16719.726563	-2.49	-97.29	1.00
16722.656250	-2.49	-97.32	1.00
16725.585938	-2.49	-97.35	1.00
16728.515625	-2.49	-97.38	1.00
16731.445313	-2.49	-97.40	1.00
16734.375000	-2.48	-97.43	0.99
16737.304688	-2.48	-97.46	1.00
16740.234375	-2.48	-97.49	1.00
16743.164063	-2.48	-97.51	0.99
16746.093750	-2.47	-97.54	0.99
16749.023438	-2.47	-97.57	1.00
16751.953125	-2.47	-97.60	1.00
16754.882813	-2.47	-97.63	1.00
16757.812500	-2.47	-97.65	1.00
16760.742188	-2.46	-97.68	1.00
16763.671875	-2.46	-97.71	1.00
16766.601563	-2.46	-97.74	1.00
16769.531250	-2.46	-97.76	0.98
16772.460938	-2.45	-97.79	1.00
16775.390625	-2.45	-97.82	1.00
16778.320313	-2.45	-97.85	1.00
16781.250000	-2.45	-97.87	1.00
16784.179688	-2.45	-97.90	1.00
16787.109375	-2.44	-97.93	1.00
16790.039063	-2.44	-97.96	1.00
16792.968750	-2.44	-97.98	1.00
16795.898438	-2.44	-98.01	1.00
16798.828125	-2.43	-98.04	1.00
16801.757813	-2.43	-98.06	1.00
16804.687500	-2.43	-98.09	1.00
16807.617188	-2.43	-98.12	1.00
16810.546875	-2.42	-98.15	1.00
16813.476563	-2.42	-98.17	1.00
16816.406250	-2.42	-98.20	1.00
16819.335938	-2.42	-98.23	1.00
16822.265625	-2.41	-98.26	1.00
16825.195313	-2.41	-98.28	1.00
16828.125000	-2.41	-98.31	1.00
16831.054688	-2.41	-98.34	1.00
16833.984375	-2.40	-98.37	1.00
16836.914063	-2.40	-98.40	1.00
16839.843750	-2.40	-98.43	1.00
16842.773438	-2.40	-98.46	1.00
16845.703125	-2.39	-98.49	1.00
16848.632813	-2.39	-98.52	1.00
16851.562500	-2.39	-98.55	1.00
16854.492188	-2.39	-98.58	1.00
16857.421875	-2.38	-98.62	1.00
16860.351563	-2.38	-98.65	1.00
16863.281250	-2.38	-98.68	1.00
16866.210938	-2.38	-98.71	1.00
16869.140625	-2.37	-98.74	1.00
16872.070313	-2.37	-98.77	1.00
16875.000000	-2.37	-98.80	1.00
16877.929688	-2.37	-98.83	1.00
16880.859375	-2.37	-98.87	1.00
16883.789063	-2.36	-98.90	1.00
16886.718750	-2.36	-98.93	1.00
16889.648438	-2.36	-98.96	1.00
16892.578125	-2.36	-98.99	1.00
16895.507813	-2.35	-99.02	1.00
16898.437500	-2.35	-99.06	1.00
16901.367188	-2.35	-99.09	1.00
16904.296875	-2.35	-99.12	1.00
16907.226563	-2.34	-99.15	1.00
16910.156250	-2.34	-99.19	1.00
16913.085938	-2.34	-99.22	1.00
16916.015625	-2.34	-99.25	1.00
16918.945313	-2.33	-99.29	1.00
16921.875000	-2.33	-99.32	1.00
16924.804688	-2.33	-99.36	1.00
16927.734375	-2.33	-99.39	1.00
16930.664063	-2.33	-99.43	1.00
16933.593750	-2.32	-99.46	1.00
16936.523438	-2.32	-99.49	1.00
16939.453125	-2.32	-99.53	1.00
16942.382813	-2.32	-99.56	1.00
16945.312500	-2.31	-99.60	1.00
16948.242188	-2.31	-99.63	1.00
16951.171875	-2.31	-99.67	1.00
16954.101563	-2.31	-99.70	1.00
16957.031250	-2.31	-99.74	1.00
16959.960938	-2.30	-99.77	1.00
16962.890625	-2.30	-99.81	1.00
16965.820313	-2.30	-99.85	1.00
16968.750000	-2.30	-99.88	1.00
16971.679688	-2.29	-99.92	1.00
16974.609375	-2.29	-99.95	1.00
16977.539063	-2.29	-99.99	1.00
16980.468750	-2.29	-100.03	1.00
16983.398438	-2.29	-100.06	1.00
16986.328125	-2.28	-100.10	1.00
16989.257813	-2.28	-100.14	1.00
16992.187500	-2.28	-100.17	1.00
16995.117188	-2.28	-100.21	1.00
16998.046875	-2.28	-100.25	1.00
17000.976563	-2.28	-100.28	1.00
17003.906250	-2.27	-100.32	1.00
17006.835938	-2.27	-100.36	1.00
17009.765625	-2.27	-100.39	1.00
17012.695313	-2.27	-100.43	1.00
17015.625000	-2.27	-100.47	0.99
17018.554688	-2.26	-100.50	1.00
17021.484375	-2.26	-100.54	1.00
17024.414063	-2.26	-100.58	1.00
17027.343750	-2.26	-100.61	1.00
17030.273438	-2.26	-100.65	1.00
17033.203125	-2.26	-100.69	1.00
17036.132813	-2.25	-100.72	1.00
17039.062500	-2.25	-100.76	0.99
17041.992188	-2.25	-100.80	1.00
17044.921875	-2.25	-100.83	1.00
17047.851563	-2.25	-100.87	1.00
17050.781250	-2.25	-100.91	1.00
17053.710938	-2.24	-100.94	1.00
17056.640625	-2.24	-100.98	1.00
17059.570313	-2.24	-101.02	1.00
17062.500000	-2.24	-101.05	1.00
17065.429688	-2.24	-101.09	1.00
17068.359375	-2.23	-101.13	1.00
17071.289063	-2.23	-101.17	1.00
17074.218750	-2.23	-101.21	1.00
17077.148438	-2.23	-101.24	1.00
17080.078125	-2.23	-101.28	1.00
17083.007813	-2.23	-101.32	1.00
17085.937500	-2.23	-101.36	1.00
17088.867188	-2.22	-101.40	1.00
17091.796875	-2.22	-101.44	1.00
17094.726563	-2.22	-101.48	1.00
17097.656250	-2.22	-101.52	1.00
17100.585938	-2.22	-101.56	1.00
17103.515625	-2.22	-101.60	1.00
17106.445313	-2.22	-101.64	1.00
17109.375000	-2.21	-101.68	1.00
17112.304688	-2.21	-101.72	1.00
17115.234375	-2.21	-101.75	1.00
17118.164063	-2.21	-101.79	1.00
17121.093750	-2.21	-101.83	1.00
17124.023438	-2.21	-101.87	1.00
17126.953125	-2.21	-101.91	1.00
17129.882813	-2.21	-101.95	1.00
17132.812500	-2.20	-101.99	1.00
17135.742188	-2.20	-102.03	1.00
17138.671875	-2.20	-102.07	1.00
17141.601563	-2.20	-102.11	1.00
17144.531250	-2.20	-102.16	1.00
17147.460938	-2.20	-102.20	1.00
17150.390625	-2.20	-102.24	1.00
17153.320313	-2.20	-102.28	0.99
17156.250000	-2.20	-102.32	0.99
17159.179688	-2.20	-102.36	1.00
17162.109375	-2.20	-102.40	1.00
17165.039063	-2.19	-102.44	1.00
17167.968750	-2.19	-102.48	1.00
17170.898438	-2.19	-102.53	1.00
17173.828125	-2.19	-102.57	1.00
17176.757813	-2.19	-102.61	1.00
17179.687500	-2.19	-102.65	1.00
17182.617188	-2.19	-102.69	1.00
17185.546875	-2.19	-102.73	1.00
17188.476563	-2.19	-102.77	1.00
17191.406250	-2.19	-102.82	1.00
17194.335938	-2.19	-102.86	1.00
17197.265625	-2.19	-102.90	1.00
17200.195313	-2.19	-102.94	0.99
17203.125000	-2.19	-102.99	1.00
17206.054688	-2.19	-103.03	1.00
17208.984375	-2.19	-103.07	1.00
17211.914063	-2.19	-103.11	1.00
17214.843750	-2.19	-103.15	1.00
17217.773438	-2.19	-103.20	1.00
17220.703125	-2.19	-103.24	1.00
17223.632813	-2.19	-103.28	0.99
17226.562500	-2.19	-103.32	1.00
17229.492188	-2.18	-103.36	1.00
17232.421875	-2.18	-103.41	1.00
17235.351563	-2.18	-103.45	1.00
17238.281250	-2.18	-103.49	1.00
17241.210938	-2.18	-103.53	1.00
17244.140625	-2.18	-103.57	1.00
17247.070313	-2.18	-103.61	1.00
17250.000000	-2.18	-103.65	1.00
17252.929688	-2.18	-103.70	1.00
17255.859375	-2.18	-103.74	1.00
17258.789063	-2.18	-103.78	1.00
17261.718750	-2.18	-103.82	1.00
17264.648438	-2.18	-103.87	0.97
17267.578125	-2.18	-103.91	1.00
17270.507813	-2.18	-103.95	1.00
17273.437500	-2.18	-104.00	1.00
17276.367188	-2.18	-104.04	1.00
17279.296875	-2.18	-104.09	1.00
17282.226563	-2.19	-104.14	1.00
17285.156250	-2.19	-104.18	1.00
17288.085938	-2.19	-104.23	1.00
17291.015625	-2.19	-104.27	1.00
17293.945313	-2.19	-104.32	1.00
17296.875000	-2.19	-104.37	0.99
17299.804688	-2.19	-104.41	1.00
17302.734375	-2.19	-104.46	1.00
17305.664063	-2.19	-104.50	1.00
17308.593750	-2.19	-104.55	1.00
17311.523438	-2.19	-104.60	1.00
17314.453125	-2.19	-104.64	0.99
17317.382813	-2.20	-104.69	1.00
17320.312500	-2.20	-104.73	1.00
17323.242188	-2.20	-104.77	1.00
17326.171875	-2.20	-104.82	1.00
17329.101563	-2.20	-104.86	1.00
17332.031250	-2.20	-104.91	1.00
17334.960938	-2.20	-104.95	1.00
17337.890625	-2.21	-104.99	1.00
17340.820313	-2.21	-105.03	1.00
17343.750000	-2.21	-105.07	1.00
17346.679688	-2.21	-105.12	1.00
17349.609375	-2.21	-105.16	1.00
17352.539063	-2.22	-105.20	1.00
17355.468750	-2.22	-105.24	1.00
17358.398438	-2.22	-105.28	0.99
17361.328125	-2.22	-105.32	1.00
