	ECM8000_TF		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
13280.273438	-3.06	-77.66	1.00
13283.203125	-3.06	-77.67	1.00
13286.132813	-3.06	-77.68	1.00
13289.062500	-3.06	-77.70	1.00
13291.992188	-3.06	-77.71	1.00
13294.921875	-3.06	-77.72	1.00
13297.851563	-3.07	-77.73	1.00
13300.781250	-3.07	-77.74	1.00
13303.710938	-3.07	-77.75	1.00
13306.640625	-3.07	-77.76	1.00
13309.570313	-3.07	-77.77	1.00
13312.500000	-3.08	-77.78	1.00
13315.429688	-3.08	-77.79	1.00
13318.359375	-3.08	-77.80	1.00
13321.289063	-3.08	-77.81	1.00
13324.218750	-3.08	-77.82	1.00
13327.148438	-3.08	-77.83	1.00
13330.078125	-3.09	-77.84	1.00
13333.007813	-3.09	-77.85	1.00
13335.937500	-3.09	-77.86	1.00
13338.867188	-3.09	-77.86	1.00
13341.796875	-3.09	-77.87	1.00
13344.726563	-3.09	-77.88	1.00
13347.656250	-3.10	-77.89	1.00
13350.585938	-3.10	-77.90	1.00
13353.515625	-3.10	-77.91	1.00
13356.445313	-3.10	-77.92	1.00
13359.375000	-3.10	-77.92	1.00
13362.304688	-3.10	-77.93	1.00
13365.234375	-3.11	-77.94	1.00
13368.164063	-3.11	-77.95	1.00
13371.093750	-3.11	-77.96	1.00
13374.023438	-3.11	-77.96	1.00
13376.953125	-3.11	-77.97	1.00
13379.882813	-3.11	-77.98	1.00
13382.812500	-3.11	-77.98	1.00
13385.742188	-3.12	-77.99	1.00
13388.671875	-3.12	-77.99	1.00
13391.601563	-3.12	-78.00	1.00
13394.531250	-3.12	-78.00	1.00
13397.460938	-3.12	-78.01	1.00
13400.390625	-3.12	-78.02	1.00
13403.320313	-3.12	-78.02	1.00
13406.250000	-3.12	-78.03	0.99
13409.179688	-3.12	-78.03	1.00
13412.109375	-3.13	-78.04	1.00
13415.039063	-3.13	-78.04	1.00
13417.968750	-3.13	-78.05	1.00
13420.898438	-3.13	-78.05	1.00
13423.828125	-3.13	-78.06	1.00
13426.757813	-3.13	-78.06	1.00
13429.687500	-3.13	-78.06	1.00
13432.617188	-3.13	-78.07	1.00
13435.546875	-3.13	-78.07	1.00
13438.476563	-3.13	-78.08	1.00
13441.406250	-3.13	-78.08	1.00
13444.335938	-3.13	-78.09	1.00
13447.265625	-3.13	-78.10	1.00
13450.195313	-3.13	-78.10	1.00
13453.125000	-3.13	-78.11	0.99
13456.054688	-3.14	-78.11	1.00
13458.984375	-3.14	-78.12	1.00
13461.914063	-3.14	-78.12	1.00
13464.843750	-3.14	-78.13	1.00
13467.773438	-3.14	-78.13	1.00
13470.703125	-3.14	-78.14	1.00
13473.632813	-3.14	-78.15	1.00
13476.562500	-3.14	-78.15	1.00
13479.492188	-3.14	-78.16	1.00
13482.421875	-3.14	-78.17	1.00
13485.351563	-3.14	-78.17	1.00
13488.281250	-3.14	-78.18	0.99
13491.210938	-3.14	-78.19	1.00
13494.140625	-3.14	-78.20	1.00
13497.070313	-3.14	-78.20	1.00
13500.000000	-3.14	-78.21	1.00
13502.929688	-3.14	-78.22	1.00
13505.859375	-3.14	-78.22	1.00
13508.789063	-3.14	-78.23	1.00
13511.718750	-3.14	-78.24	1.00
13514.648438	-3.14	-78.25	1.00
13517.578125	-3.14	-78.25	1.00
13520.507813	-3.14	-78.26	1.00
13523.437500	-3.14	-78.27	1.00
13526.367188	-3.14	-78.27	1.00
13529.296875	-3.14	-78.28	1.00
13532.226563	-3.14	-78.29	1.00
13535.156250	-3.14	-78.30	1.00
13538.085938	-3.14	-78.30	1.00
13541.015625	-3.14	-78.31	1.00
13543.945313	-3.14	-78.32	1.00
13546.875000	-3.14	-78.32	1.00
13549.804688	-3.14	-78.33	1.00
13552.734375	-3.14	-78.34	1.00
13555.664063	-3.14	-78.35	1.00
13558.593750	-3.14	-78.36	1.00
13561.523438	-3.14	-78.36	1.00
13564.453125	-3.14	-78.37	1.00
13567.382813	-3.14	-78.38	1.00
13570.312500	-3.14	-78.39	1.00
13573.242188	-3.14	-78.40	1.00
13576.171875	-3.14	-78.40	1.00
13579.101563	-3.14	-78.41	1.00
13582.031250	-3.14	-78.42	1.00
13584.960938	-3.14	-78.43	1.00
13587.890625	-3.14	-78.44	1.00
13590.820313	-3.14	-78.45	1.00
13593.750000	-3.13	-78.46	1.00
13596.679688	-3.13	-78.46	1.00
13599.609375	-3.13	-78.47	1.00
13602.539063	-3.13	-78.48	1.00
13605.468750	-3.13	-78.49	1.00
13608.398438	-3.13	-78.50	1.00
13611.328125	-3.13	-78.51	1.00
13614.257813	-3.13	-78.52	1.00
13617.187500	-3.13	-78.53	1.00
13620.117188	-3.13	-78.53	1.00
13623.046875	-3.13	-78.54	1.00
13625.976563	-3.13	-78.55	1.00
13628.906250	-3.13	-78.56	1.00
13631.835938	-3.13	-78.57	1.00
13634.765625	-3.13	-78.58	1.00
13637.695313	-3.13	-78.58	1.00
13640.625000	-3.13	-78.59	1.00
13643.554688	-3.12	-78.60	1.00
13646.484375	-3.12	-78.61	1.00
13649.414063	-3.12	-78.62	1.00
13652.343750	-3.12	-78.63	1.00
13655.273438	-3.12	-78.64	1.00
13658.203125	-3.12	-78.65	1.00
13661.132813	-3.12	-78.66	1.00
13664.062500	-3.12	-78.67	1.00
13666.992188	-3.12	-78.68	1.00
13669.921875	-3.12	-78.69	1.00
13672.851563	-3.12	-78.70	1.00
13675.781250	-3.11	-78.71	1.00
13678.710938	-3.11	-78.72	1.00
13681.640625	-3.11	-78.73	1.00
13684.570313	-3.11	-78.74	1.00
13687.500000	-3.11	-78.75	1.00
13690.429688	-3.11	-78.76	1.00
13693.359375	-3.11	-78.77	1.00
13696.289063	-3.11	-78.78	1.00
13699.218750	-3.11	-78.79	1.00
13702.148438	-3.11	-78.80	1.00
13705.078125	-3.10	-78.81	1.00
13708.007813	-3.10	-78.82	1.00
13710.937500	-3.10	-78.83	1.00
13713.867188	-3.10	-78.84	1.00
13716.796875	-3.10	-78.85	1.00
13719.726563	-3.10	-78.86	1.00
13722.656250	-3.10	-78.88	1.00
13725.585938	-3.10	-78.89	1.00
13728.515625	-3.09	-78.90	1.00
13731.445313	-3.09	-78.91	1.00
13734.375000	-3.09	-78.92	1.00
13737.304688	-3.09	-78.94	1.00
13740.234375	-3.09	-78.95	1.00
13743.164063	-3.09	-78.96	1.00
13746.093750	-3.09	-78.97	1.00
13749.023438	-3.09	-78.98	1.00
13751.953125	-3.08	-79.00	1.00
13754.882813	-3.08	-79.01	1.00
13757.812500	-3.08	-79.02	1.00
13760.742188	-3.08	-79.03	1.00
13763.671875	-3.08	-79.04	1.00
13766.601563	-3.08	-79.06	1.00
13769.531250	-3.07	-79.07	1.00
13772.460938	-3.07	-79.08	1.00
13775.390625	-3.07	-79.09	1.00
13778.320313	-3.07	-79.11	1.00
13781.250000	-3.07	-79.12	1.00
13784.179688	-3.07	-79.14	1.00
13787.109375	-3.06	-79.15	1.00
13790.039063	-3.06	-79.16	1.00
13792.968750	-3.06	-79.18	1.00
13795.898438	-3.06	-79.19	1.00
13798.828125	-3.06	-79.21	1.00
13801.757813	-3.06	-79.23	1.00
13804.687500	-3.05	-79.24	1.00
13807.617188	-3.05	-79.26	1.00
13810.546875	-3.05	-79.28	1.00
13813.476563	-3.05	-79.29	1.00
13816.406250	-3.05	-79.31	1.00
13819.335938	-3.05	-79.33	1.00
13822.265625	-3.04	-79.34	1.00
13825.195313	-3.04	-79.36	1.00
13828.125000	-3.04	-79.38	1.00
13831.054688	-3.04	-79.40	1.00
13833.984375	-3.04	-79.41	1.00
13836.914063	-3.04	-79.43	1.00
13839.843750	-3.03	-79.45	1.00
13842.773438	-3.03	-79.46	1.00
13845.703125	-3.03	-79.48	1.00
13848.632813	-3.03	-79.50	1.00
13851.562500	-3.03	-79.52	1.00
13854.492188	-3.03	-79.53	1.00
13857.421875	-3.02	-79.55	1.00
13860.351563	-3.02	-79.57	1.00
13863.281250	-3.02	-79.59	1.00
13866.210938	-3.02	-79.61	1.00
13869.140625	-3.02	-79.62	1.00
13872.070313	-3.02	-79.64	1.00
13875.000000	-3.01	-79.66	1.00
13877.929688	-3.01	-79.68	1.00
13880.859375	-3.01	-79.70	1.00
13883.789063	-3.01	-79.72	1.00
13886.718750	-3.01	-79.74	1.00
13889.648438	-3.00	-79.76	1.00
13892.578125	-3.00	-79.78	1.00
13895.507813	-3.00	-79.80	1.00
13898.437500	-3.00	-79.82	1.00
13901.367188	-3.00	-79.84	1.00
13904.296875	-3.00	-79.86	1.00
13907.226563	-2.99	-79.88	1.00
13910.156250	-2.99	-79.90	1.00
13913.085938	-2.99	-79.92	1.00
13916.015625	-2.99	-79.94	1.00
13918.945313	-2.99	-79.96	1.00
13921.875000	-2.99	-79.98	1.00
13924.804688	-2.98	-80.00	1.00
13927.734375	-2.98	-80.03	1.00
13930.664063	-2.98	-80.05	1.00
13933.593750	-2.98	-80.07	1.00
13936.523438	-2.98	-80.09	1.00
13939.453125	-2.98	-80.11	1.00
13942.382813	-2.97	-80.14	1.00
13945.312500	-2.97	-80.16	1.00
13948.242188	-2.97	-80.18	1.00
13951.171875	-2.97	-80.20	1.00
13954.101563	-2.97	-80.23	1.00
13957.031250	-2.97	-80.25	1.00
13959.960938	-2.97	-80.27	1.00
13962.890625	-2.96	-80.29	1.00
13965.820313	-2.96	-80.32	1.00
13968.750000	-2.96	-80.34	1.00
13971.679688	-2.96	-80.36	1.00
13974.609375	-2.96	-80.39	1.00
13977.539063	-2.96	-80.41	1.00
13980.468750	-2.95	-80.43	1.00
13983.398438	-2.95	-80.46	1.00
13986.328125	-2.95	-80.48	1.00
13989.257813	-2.95	-80.50	1.00
13992.187500	-2.95	-80.53	1.00
13995.117188	-2.95	-80.55	1.00
13998.046875	-2.95	-80.57	1.00
14000.976563	-2.94	-80.60	1.00
14003.906250	-2.94	-80.62	1.00
14006.835938	-2.94	-80.64	1.00
14009.765625	-2.94	-80.67	1.00
14012.695313	-2.94	-80.69	1.00
14015.625000	-2.94	-80.72	1.00
14018.554688	-2.93	-80.74	1.00
14021.484375	-2.93	-80.77	1.00
14024.414063	-2.93	-80.79	1.00
14027.343750	-2.93	-80.82	1.00
14030.273438	-2.93	-80.85	1.00
14033.203125	-2.93	-80.87	1.00
14036.132813	-2.92	-80.90	1.00
14039.062500	-2.92	-80.93	1.00
14041.992188	-2.92	-80.95	1.00
14044.921875	-2.92	-80.98	1.00
14047.851563	-2.92	-81.01	1.00
14050.781250	-2.92	-81.04	1.00
14053.710938	-2.92	-81.07	1.00
14056.640625	-2.92	-81.09	1.00
14059.570313	-2.91	-81.12	1.00
14062.500000	-2.91	-81.15	1.00
14065.429688	-2.91	-81.18	1.00
14068.359375	-2.91	-81.21	1.00
14071.289063	-2.91	-81.24	1.00
14074.218750	-2.91	-81.27	1.00
14077.148438	-2.91	-81.30	1.00
14080.078125	-2.91	-81.33	1.00
14083.007813	-2.90	-81.36	1.00
14085.937500	-2.90	-81.39	1.00
14088.867188	-2.90	-81.42	1.00
14091.796875	-2.90	-81.45	1.00
14094.726563	-2.90	-81.48	1.00
14097.656250	-2.90	-81.51	1.00
14100.585938	-2.90	-81.54	1.00
14103.515625	-2.90	-81.57	1.00
14106.445313	-2.90	-81.60	1.00
14109.375000	-2.90	-81.63	1.00
14112.304688	-2.90	-81.66	1.00
14115.234375	-2.89	-81.69	1.00
14118.164063	-2.89	-81.72	1.00
14121.093750	-2.89	-81.75	1.00
14124.023438	-2.89	-81.78	1.00
14126.953125	-2.89	-81.81	1.00
14129.882813	-2.89	-81.84	1.00
14132.812500	-2.89	-81.87	1.00
14135.742188	-2.89	-81.90	1.00
14138.671875	-2.89	-81.93	1.00
14141.601563	-2.89	-81.96	1.00
14144.531250	-2.89	-81.99	1.00
14147.460938	-2.89	-82.02	1.00
14150.390625	-2.89	-82.05	1.00
14153.320313	-2.89	-82.08	1.00
14156.250000	-2.89	-82.11	1.00
14159.179688	-2.89	-82.14	1.00
14162.109375	-2.89	-82.17	1.00
14165.039063	-2.89	-82.20	1.00
14167.968750	-2.89	-82.23	1.00
14170.898438	-2.89	-82.26	1.00
14173.828125	-2.89	-82.29	1.00
14176.757813	-2.88	-82.32	1.00
14179.687500	-2.88	-82.35	1.00
14182.617188	-2.88	-82.38	1.00
14185.546875	-2.88	-82.41	1.00
14188.476563	-2.88	-82.44	1.00
14191.406250	-2.88	-82.47	1.00
14194.335938	-2.88	-82.50	1.00
14197.265625	-2.88	-82.53	1.00
14200.195313	-2.88	-82.56	1.00
14203.125000	-2.88	-82.59	1.00
14206.054688	-2.88	-82.62	1.00
14208.984375	-2.88	-82.65	1.00
14211.914063	-2.88	-82.68	1.00
14214.843750	-2.88	-82.71	1.00
14217.773438	-2.88	-82.74	1.00
14220.703125	-2.88	-82.77	1.00
14223.632813	-2.88	-82.81	1.00
14226.562500	-2.88	-82.84	1.00
14229.492188	-2.88	-82.87	1.00
14232.421875	-2.88	-82.90	1.00
14235.351563	-2.88	-82.93	1.00
14238.281250	-2.88	-82.96	1.00
14241.210938	-2.88	-82.99	1.00
14244.140625	-2.88	-83.02	1.00
14247.070313	-2.88	-83.05	1.00
14250.000000	-2.88	-83.09	1.00
14252.929688	-2.88	-83.12	1.00
14255.859375	-2.88	-83.15	1.00
14258.789063	-2.88	-83.18	1.00
14261.718750	-2.88	-83.21	1.00
14264.648438	-2.89	-83.24	1.00
14267.578125	-2.89	-83.27	1.00
14270.507813	-2.89	-83.30	1.00
14273.437500	-2.89	-83.34	1.00
14276.367188	-2.89	-83.37	1.00
14279.296875	-2.89	-83.40	1.00
14282.226563	-2.89	-83.43	1.00
14285.156250	-2.89	-83.46	1.00
14288.085938	-2.89	-83.49	1.00
14291.015625	-2.89	-83.52	1.00
14293.945313	-2.89	-83.56	1.00
14296.875000	-2.89	-83.59	1.00
14299.804688	-2.89	-83.62	1.00
14302.734375	-2.89	-83.65	1.00
14305.664063	-2.89	-83.68	1.00
14308.593750	-2.89	-83.71	1.00
14311.523438	-2.89	-83.75	1.00
14314.453125	-2.89	-83.78	1.00
14317.382813	-2.90	-83.81	1.00
14320.312500	-2.90	-83.84	1.00
14323.242188	-2.90	-83.87	1.00
14326.171875	-2.90	-83.90	1.00
14329.101563	-2.90	-83.93	1.00
14332.031250	-2.90	-83.96	1.00
14334.960938	-2.90	-83.99	1.00
14337.890625	-2.90	-84.03	1.00
14340.820313	-2.90	-84.06	1.00
14343.750000	-2.90	-84.09	1.00
14346.679688	-2.91	-84.12	1.00
14349.609375	-2.91	-84.15	1.00
14352.539063	-2.91	-84.18	1.00
14355.468750	-2.91	-84.21	1.00
14358.398438	-2.91	-84.24	1.00
14361.328125	-2.91	-84.27	1.00
14364.257813	-2.91	-84.30	1.00
14367.187500	-2.92	-84.33	1.00
14370.117188	-2.92	-84.36	1.00
14373.046875	-2.92	-84.39	1.00
14375.976563	-2.92	-84.42	1.00
14378.906250	-2.92	-84.45	1.00
14381.835938	-2.92	-84.48	1.00
14384.765625	-2.93	-84.51	1.00
14387.695313	-2.93	-84.54	1.00
14390.625000	-2.93	-84.57	1.00
14393.554688	-2.93	-84.59	1.00
14396.484375	-2.93	-84.62	1.00
14399.414063	-2.93	-84.65	1.00
14402.343750	-2.94	-84.68	1.00
14405.273438	-2.94	-84.71	1.00
14408.203125	-2.94	-84.73	1.00
14411.132813	-2.94	-84.76	1.00
14414.062500	-2.94	-84.79	1.00
14416.992188	-2.95	-84.82	1.00
14419.921875	-2.95	-84.85	1.00
14422.851563	-2.95	-84.87	1.00
14425.781250	-2.95	-84.90	1.00
14428.710938	-2.95	-84.93	1.00
14431.640625	-2.96	-84.95	1.00
14434.570313	-2.96	-84.98	1.00
14437.500000	-2.96	-85.01	1.00
14440.429688	-2.96	-85.03	1.00
14443.359375	-2.96	-85.06	1.00
14446.289063	-2.97	-85.08	1.00
14449.218750	-2.97	-85.11	1.00
14452.148438	-2.97	-85.13	1.00
14455.078125	-2.97	-85.15	1.00
14458.007813	-2.98	-85.18	1.00
14460.937500	-2.98	-85.20	1.00
14463.867188	-2.98	-85.22	1.00
14466.796875	-2.98	-85.25	0.99
14469.726563	-2.98	-85.27	1.00
14472.656250	-2.99	-85.29	1.00
14475.585938	-2.99	-85.31	1.00
14478.515625	-2.99	-85.34	1.00
14481.445313	-2.99	-85.36	1.00
14484.375000	-2.99	-85.38	1.00
14487.304688	-3.00	-85.40	1.00
14490.234375	-3.00	-85.43	1.00
14493.164063	-3.00	-85.45	1.00
14496.093750	-3.00	-85.47	1.00
14499.023438	-3.00	-85.49	1.00
14501.953125	-3.01	-85.51	1.00
14504.882813	-3.01	-85.54	1.00
14507.812500	-3.01	-85.56	1.00
14510.742188	-3.01	-85.58	1.00
14513.671875	-3.01	-85.60	1.00
14516.601563	-3.02	-85.62	1.00
14519.531250	-3.02	-85.64	1.00
14522.460938	-3.02	-85.66	1.00
14525.390625	-3.02	-85.68	1.00
14528.320313	-3.02	-85.70	1.00
14531.250000	-3.03	-85.72	1.00
14534.179688	-3.03	-85.74	1.00
14537.109375	-3.03	-85.76	1.00
14540.039063	-3.03	-85.78	1.00
14542.968750	-3.04	-85.80	1.00
14545.898438	-3.04	-85.82	1.00
14548.828125	-3.04	-85.83	1.00
14551.757813	-3.04	-85.85	1.00
14554.687500	-3.04	-85.87	1.00
14557.617188	-3.05	-85.89	1.00
14560.546875	-3.05	-85.91	1.00
14563.476563	-3.05	-85.92	1.00
14566.406250	-3.05	-85.94	1.00
14569.335938	-3.05	-85.96	1.00
14572.265625	-3.06	-85.97	1.00
14575.195313	-3.06	-85.99	1.00
14578.125000	-3.06	-86.01	1.00
14581.054688	-3.06	-86.02	1.00
14583.984375	-3.06	-86.04	1.00
14586.914063	-3.07	-86.06	1.00
14589.843750	-3.07	-86.07	1.00
14592.773438	-3.07	-86.09	1.00
14595.703125	-3.07	-86.10	1.00
14598.632813	-3.08	-86.12	1.00
14601.562500	-3.08	-86.13	1.00
14604.492188	-3.08	-86.15	1.00
14607.421875	-3.08	-86.16	1.00
14610.351563	-3.08	-86.18	1.00
14613.281250	-3.09	-86.20	1.00
14616.210938	-3.09	-86.21	1.00
14619.140625	-3.09	-86.23	1.00
14622.070313	-3.09	-86.24	1.00
14625.000000	-3.09	-86.25	1.00
14627.929688	-3.10	-86.27	1.00
14630.859375	-3.10	-86.28	1.00
14633.789063	-3.10	-86.30	1.00
14636.718750	-3.10	-86.31	1.00
14639.648438	-3.10	-86.33	1.00
14642.578125	-3.10	-86.34	1.00
14645.507813	-3.11	-86.35	1.00
14648.437500	-3.11	-86.37	1.00
14651.367188	-3.11	-86.38	1.00
14654.296875	-3.11	-86.40	1.00
14657.226563	-3.11	-86.41	1.00
14660.156250	-3.12	-86.42	1.00
14663.085938	-3.12	-86.44	1.00
14666.015625	-3.12	-86.45	1.00
14668.945313	-3.12	-86.46	1.00
14671.875000	-3.12	-86.47	1.00
14674.804688	-3.12	-86.49	1.00
14677.734375	-3.13	-86.50	1.00
14680.664063	-3.13	-86.51	1.00
14683.593750	-3.13	-86.53	1.00
14686.523438	-3.13	-86.54	1.00
14689.453125	-3.13	-86.55	1.00
14692.382813	-3.14	-86.56	1.00
14695.312500	-3.14	-86.58	1.00
14698.242188	-3.14	-86.59	1.00
14701.171875	-3.14	-86.60	1.00
14704.101563	-3.14	-86.61	1.00
14707.031250	-3.14	-86.62	1.00
14709.960938	-3.15	-86.63	1.00
14712.890625	-3.15	-86.64	1.00
14715.820313	-3.15	-86.65	1.00
14718.750000	-3.15	-86.67	1.00
14721.679688	-3.15	-86.68	1.00
14724.609375	-3.15	-86.69	1.00
14727.539063	-3.16	-86.70	1.00
14730.468750	-3.16	-86.71	1.00
14733.398438	-3.16	-86.72	1.00
14736.328125	-3.16	-86.73	1.00
14739.257813	-3.16	-86.73	1.00
14742.187500	-3.16	-86.74	1.00
14745.117188	-3.16	-86.75	1.00
14748.046875	-3.17	-86.76	1.00
14750.976563	-3.17	-86.77	1.00
14753.906250	-3.17	-86.78	1.00
14756.835938	-3.17	-86.79	1.00
14759.765625	-3.17	-86.80	1.00
14762.695313	-3.17	-86.81	1.00
14765.625000	-3.17	-86.81	1.00
14768.554688	-3.17	-86.82	1.00
14771.484375	-3.18	-86.83	1.00
14774.414063	-3.18	-86.84	1.00
14777.343750	-3.18	-86.85	1.00
14780.273438	-3.18	-86.86	1.00
14783.203125	-3.18	-86.87	1.00
14786.132813	-3.18	-86.87	1.00
14789.062500	-3.18	-86.88	1.00
14791.992188	-3.18	-86.89	1.00
14794.921875	-3.18	-86.90	1.00
14797.851563	-3.19	-86.91	1.00
14800.781250	-3.19	-86.92	1.00
14803.710938	-3.19	-86.93	1.00
14806.640625	-3.19	-86.93	1.00
14809.570313	-3.19	-86.94	1.00
14812.500000	-3.19	-86.95	1.00
14815.429688	-3.19	-86.96	1.00
14818.359375	-3.19	-86.97	1.00
14821.289063	-3.19	-86.98	1.00
14824.218750	-3.19	-86.99	1.00
14827.148438	-3.19	-86.99	1.00
14830.078125	-3.20	-87.00	1.00
14833.007813	-3.20	-87.01	1.00
14835.937500	-3.20	-87.02	1.00
14838.867188	-3.20	-87.03	1.00
14841.796875	-3.20	-87.04	1.00
14844.726563	-3.20	-87.05	1.00
14847.656250	-3.20	-87.06	1.00
14850.585938	-3.20	-87.07	1.00
14853.515625	-3.20	-87.08	1.00
14856.445313	-3.20	-87.09	1.00
14859.375000	-3.20	-87.10	1.00
14862.304688	-3.20	-87.11	1.00
14865.234375	-3.20	-87.12	1.00
14868.164063	-3.20	-87.13	1.00
14871.093750	-3.20	-87.14	1.00
14874.023438	-3.20	-87.15	1.00
14876.953125	-3.21	-87.16	1.00
14879.882813	-3.21	-87.17	1.00
14882.812500	-3.21	-87.18	1.00
14885.742188	-3.21	-87.19	1.00
14888.671875	-3.21	-87.20	1.00
14891.601563	-3.21	-87.21	1.00
14894.531250	-3.21	-87.22	1.00
14897.460938	-3.21	-87.23	1.00
14900.390625	-3.21	-87.24	1.00
14903.320313	-3.21	-87.25	1.00
14906.250000	-3.21	-87.26	1.00
14909.179688	-3.21	-87.27	1.00
14912.109375	-3.21	-87.28	1.00
14915.039063	-3.21	-87.28	1.00
14917.968750	-3.21	-87.29	1.00
14920.898438	-3.21	-87.30	1.00
14923.828125	-3.21	-87.31	1.00
14926.757813	-3.22	-87.32	1.00
14929.687500	-3.22	-87.33	1.00
14932.617188	-3.22	-87.34	1.00
14935.546875	-3.22	-87.35	1.00
14938.476563	-3.22	-87.36	1.00
14941.406250	-3.22	-87.37	1.00
14944.335938	-3.22	-87.37	1.00
14947.265625	-3.22	-87.38	1.00
14950.195313	-3.22	-87.39	1.00
14953.125000	-3.22	-87.40	1.00
14956.054688	-3.22	-87.41	1.00
14958.984375	-3.22	-87.42	1.00
14961.914063	-3.22	-87.42	1.00
14964.843750	-3.22	-87.43	1.00
14967.773438	-3.22	-87.44	1.00
14970.703125	-3.22	-87.45	1.00
14973.632813	-3.22	-87.46	1.00
14976.562500	-3.22	-87.47	1.00
14979.492188	-3.22	-87.47	1.00
14982.421875	-3.22	-87.48	1.00
14985.351563	-3.22	-87.49	1.00
14988.281250	-3.22	-87.50	1.00
14991.210938	-3.22	-87.51	1.00
14994.140625	-3.22	-87.52	1.00
14997.070313	-3.22	-87.53	1.00
15000.000000	-3.22	-87.54	1.00
15002.929688	-3.22	-87.55	1.00
15005.859375	-3.22	-87.56	1.00
15008.789063	-3.22	-87.56	1.00
15011.718750	-3.22	-87.57	1.00
15014.648438	-3.22	-87.58	1.00
15017.578125	-3.22	-87.59	1.00
15020.507813	-3.22	-87.60	1.00
15023.437500	-3.22	-87.61	1.00
15026.367188	-3.22	-87.62	1.00
15029.296875	-3.22	-87.63	1.00
15032.226563	-3.22	-87.64	1.00
15035.156250	-3.22	-87.65	1.00
15038.085938	-3.22	-87.66	1.00
15041.015625	-3.22	-87.67	1.00
15043.945313	-3.22	-87.68	1.00
15046.875000	-3.22	-87.69	1.00
15049.804688	-3.22	-87.70	1.00
15052.734375	-3.22	-87.71	1.00
15055.664063	-3.22	-87.72	1.00
15058.593750	-3.22	-87.72	1.00
15061.523438	-3.22	-87.73	1.00
15064.453125	-3.22	-87.74	1.00
15067.382813	-3.22	-87.75	1.00
15070.312500	-3.22	-87.76	1.00
15073.242188	-3.22	-87.77	1.00
15076.171875	-3.22	-87.78	1.00
15079.101563	-3.22	-87.79	1.00
15082.031250	-3.22	-87.80	1.00
15084.960938	-3.22	-87.81	1.00
15087.890625	-3.22	-87.82	1.00
15090.820313	-3.22	-87.82	1.00
15093.750000	-3.22	-87.83	1.00
15096.679688	-3.22	-87.84	1.00
15099.609375	-3.22	-87.85	1.00
15102.539063	-3.22	-87.86	1.00
15105.468750	-3.22	-87.87	1.00
15108.398438	-3.22	-87.87	1.00
15111.328125	-3.22	-87.88	1.00
15114.257813	-3.22	-87.89	1.00
15117.187500	-3.22	-87.90	1.00
15120.117188	-3.21	-87.90	1.00
15123.046875	-3.21	-87.91	1.00
15125.976563	-3.21	-87.92	1.00
15128.906250	-3.21	-87.93	1.00
15131.835938	-3.21	-87.93	1.00
15134.765625	-3.21	-87.94	1.00
15137.695313	-3.21	-87.95	1.00
15140.625000	-3.21	-87.96	1.00
15143.554688	-3.21	-87.97	1.00
15146.484375	-3.21	-87.98	1.00
15149.414063	-3.21	-87.99	1.00
15152.343750	-3.21	-88.00	1.00
15155.273438	-3.21	-88.01	1.00
15158.203125	-3.21	-88.02	1.00
15161.132813	-3.20	-88.03	1.00
15164.062500	-3.20	-88.04	1.00
15166.992188	-3.20	-88.05	1.00
15169.921875	-3.20	-88.06	1.00
15172.851563	-3.20	-88.08	1.00
15175.781250	-3.20	-88.09	1.00
15178.710938	-3.20	-88.10	1.00
15181.640625	-3.20	-88.11	1.00
15184.570313	-3.20	-88.12	1.00
15187.500000	-3.20	-88.13	1.00
15190.429688	-3.20	-88.15	1.00
15193.359375	-3.20	-88.16	1.00
15196.289063	-3.20	-88.17	1.00
15199.218750	-3.20	-88.18	1.00
15202.148438	-3.19	-88.19	1.00
15205.078125	-3.19	-88.21	1.00
15208.007813	-3.19	-88.22	1.00
15210.937500	-3.19	-88.23	1.00
15213.867188	-3.19	-88.24	1.00
15216.796875	-3.19	-88.25	1.00
15219.726563	-3.19	-88.26	1.00
15222.656250	-3.19	-88.28	1.00
15225.585938	-3.19	-88.29	1.00
15228.515625	-3.19	-88.30	1.00
15231.445313	-3.19	-88.31	1.00
15234.375000	-3.19	-88.33	1.00
15237.304688	-3.19	-88.34	1.00
15240.234375	-3.19	-88.35	1.00
15243.164063	-3.19	-88.36	1.00
15246.093750	-3.18	-88.38	1.00
15249.023438	-3.18	-88.39	1.00
15251.953125	-3.18	-88.40	1.00
15254.882813	-3.18	-88.41	1.00
15257.812500	-3.18	-88.43	1.00
15260.742188	-3.18	-88.44	1.00
15263.671875	-3.18	-88.45	1.00
15266.601563	-3.18	-88.46	1.00
15269.531250	-3.18	-88.47	1.00
15272.460938	-3.18	-88.49	1.00
15275.390625	-3.18	-88.50	1.00
15278.320313	-3.18	-88.51	1.00
15281.250000	-3.18	-88.52	1.00
15284.179688	-3.18	-88.53	1.00
15287.109375	-3.17	-88.54	1.00
15290.039063	-3.17	-88.55	1.00
15292.968750	-3.17	-88.57	1.00
15295.898438	-3.17	-88.58	1.00
15298.828125	-3.17	-88.59	1.00
15301.757813	-3.17	-88.60	1.00
15304.687500	-3.17	-88.61	1.00
15307.617188	-3.17	-88.62	1.00
15310.546875	-3.17	-88.64	1.00
15313.476563	-3.17	-88.65	1.00
15316.406250	-3.16	-88.66	1.00
15319.335938	-3.16	-88.67	1.00
